episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
55,0.9347022216877612,-87.50432504616056,-71.12277094888421,-165.32446481747274
56,0.9399677311333678,-87.88174814903395,-71.51119877281397,-164.86289245429995
57,0.9317876243688189,-88.2342079930537,-71.84694724830875,-164.28503482666503
58,0.937886307584569,-88.61170096222114,-72.22169472597443,-163.88080491720544
59,0.9285885669725871,-88.98654998664337,-72.66451996266858,-163.64957343681436
60,0.9342149161384247,-89.43737799291318,-73.10969526502865,-163.810392778114
61,0.9395417457019841,-90.02300899084752,-73.67598276526962,-164.6421568197982
62,0.9270193812447334,-90.36146674659895,-74.03641874963223,-164.24943062877315
63,0.9259427946802696,-90.91301884792938,-74.54498386646304,-165.0200789328508
64,0.936493006038171,-91.4354344795711,-75.03223499245453,-165.62689798612067
65,0.9328639067621707,-91.663969029384,-75.2668601271799,-164.62398246478884
66,0.9356159398313824,-92.20919279048451,-75.73743041653437,-165.33729632081412
67,0.9392811374870325,-92.67856546525304,-76.13439424375963,-165.51994106433693
68,0.9265032738631586,-93.03768992712389,-76.49240751992778,-165.28328500305662
69,0.9331055130492636,-93.5618472998752,-76.9822706822692,-166.06092862939727
70,0.9348022394798627,-94.13806844847839,-77.48463215007108,-167.10957800828518
71,0.937948350071736,-94.51782311385475,-77.85499714082005,-167.12389223348654
72,0.9295015716210149,-95.11934632921182,-78.40446218751958,-168.48156318393765
73,0.9388348932085433,-95.5825390388175,-78.81978435525744,-169.10386428213758
74,0.9359808898178561,-96.09881201394045,-79.31780526579558,-170.00438929955132
75,0.9318862275449102,-96.33536390957894,-79.58039943954155,-169.50447977153058
76,0.9396332525651381,-96.66061436994801,-79.90432421413195,-169.4423533603032
77,0.9346953341065215,-97.29038058817437,-80.47515682049362,-171.0692487459406
78,0.9312602780684707,-97.63863269267489,-80.83076475149176,-171.2053567483842
79,0.9320826766880834,-98.05167574330684,-81.24007323678116,-171.90499250866696
80,0.9381607400288323,-98.47554128877215,-81.67815602989886,-172.64021444011414
81,0.9385286595456597,-98.81006938882888,-82.00740837561929,-172.75545580462872
82,0.9312942864830926,-99.23487827157227,-82.43928291764,-173.55074537992638
83,0.9399323940291364,-99.67510489315751,-82.84441076046052,-174.3003722892904
84,0.9316665156868074,-100.10992174466031,-83.29543147362733,-175.19129157332276
85,0.9341152225959936,-100.4174573171733,-83.62276256470439,-175.56623755146418
86,0.9427254376186316,-100.87530526779601,-84.08829002969416,-176.5386621140323
87,0.9316974526137873,-101.1353985448168,-84.38118844304468,-176.53482156006038
88,0.9339801230477993,-101.37111357056556,-84.65811309016343,-176.42372772372548
89,0.9307326528757912,-101.78624853525655,-85.08244581402818,-177.33218261878966
90,0.936788034446291,-102.21273756998926,-85.4968590490718,-178.2906877897269
91,0.9335671736566781,-102.42733646243586,-85.73717819894729,-178.08949625909713
92,0.9361593615936159,-102.88338341128654,-86.18093118945445,-179.2352937083854
93,0.9343076556732944,-103.03981985865046,-86.37182071069824,-178.88408600527453
94,0.9391655778054635,-103.44764036910952,-86.74990069418001,-179.9859381519352
95,0.9344252295116967,-103.72733848974715,-87.0532275581443,-180.27816493104808
96,0.9382285782958779,-103.86784394363303,-87.24245088255542,-179.94004498469928
97,0.9380130371801062,-104.24090547816115,-87.60949551142365,-180.77781702837765
98,0.9331822987464129,-104.56372540255374,-87.94323001008703,-181.2957405000444
99,0.9310094627686912,-104.73308580151638,-88.16054348950345,-181.23302569968104
100,0.937727395736236,-105.02915880582394,-88.46607451826439,-181.8491527867064
101,0.9441187137330754,-105.40250960140439,-88.82517203408925,-182.69214094379888
102,0.9324580685958626,-105.66231893734306,-89.10898190228086,-183.12237613889522
103,0.9369780481985206,-105.99077874280009,-89.46160152370932,-183.91048629878344
104,0.9330732114135939,-106.21257144240026,-89.69267953127469,-184.00205657121737
105,0.9404965624906182,-106.35622088120545,-89.8572199813807,-183.78784941990932
106,0.9367586558962193,-106.45904535557482,-90.00592489591928,-183.33095395369767
107,0.9303948521192713,-106.57075931193134,-90.14685693381206,-182.98286309453727
108,0.9351924115987272,-106.75675874935101,-90.35252348710662,-182.96013252650894
109,0.9386998784933172,-107.08599488932433,-90.68004751388911,-183.85328217667973
110,0.9295115881629838,-107.24941707837513,-90.85406317777199,-183.67801269007026
111,0.9321912064214688,-107.59941500958926,-91.18969028663815,-184.6690325934766
112,0.9372887493964268,-107.89269628948614,-91.4754294069183,-185.36849919001048
113,0.9343652507799376,-108.12796828552737,-91.71802915957022,-185.71299762287327
114,0.9363767506160967,-108.35196366866212,-91.95575566179446,-186.0302524270586
115,0.9349401242989237,-108.56781861272239,-92.16146084340251,-186.33509410631777
116,0.9384666808471847,-108.71354212958606,-92.3436194873681,-186.32976078552412
117,0.9391178422735775,-108.93877257576467,-92.57890116373825,-186.75760950360655
118,0.9324292030111124,-109.19497230231592,-92.84569844775363,-187.34806472091057
119,0.9347223059759995,-109.45050632299058,-93.1141506049425,-187.96845647028215
120,0.9298936950146628,-109.60223902359603,-93.29104745121398,-187.98938789336063
121,0.9379047037263286,-109.77918285557544,-93.48023805777264,-188.20861183285632
122,0.9391154338062521,-109.96199243973986,-93.66885757555137,-188.4390895448815
123,0.936898559607723,-110.07881892704187,-93.80925708038308,-188.30820733448232
124,0.9452453058752271,-110.22912298802275,-93.9831171580727,-188.3941074847014
125,0.9305318607644188,-110.33522326079917,-94.13097139248005,-188.3354204455447
126,0.9382449835280025,-110.46094720239311,-94.28155082645739,-188.34074859827058
127,0.9385911919289555,-110.68465696583108,-94.5093362581984,-188.92264682715458
128,0.9288785273101611,-110.89559046187848,-94.71587752015287,-189.3309481130002
129,0.9344530681542567,-111.09648217119302,-94.94512633671683,-189.80403617392318
130,0.9327882356530494,-111.30775567266448,-95.16211721755653,-190.28963959994027
131,0.9389482658871533,-111.43110048965,-95.32630307491688,-190.32029033696247
132,0.9387470857177461,-111.5407851209776,-95.47529103829727,-190.32937474518857
133,0.930962721679334,-111.75479134394638,-95.70597824335466,-190.88589717377812
134,0.9401896644859252,-111.90801040254523,-95.87239396470245,-191.11709410735088
135,0.9304923957235356,-112.10042782420497,-96.06024360829294,-191.51837890391803
136,0.9347617044293527,-112.33320808414534,-96.29915698513085,-192.20183779482812
137,0.9373675886969236,-112.48752090791083,-96.46782618945917,-192.51454797312346
138,0.9328247004828039,-112.56000570219364,-96.58173409100849,-192.40092646549007
139,0.9346391567883909,-112.71418070677035,-96.76206653794482,-192.6761403579813
140,0.9332315795774226,-112.81613561221599,-96.87962036815539,-192.68323510987406
141,0.9370469399881165,-112.89703494204699,-96.99190032328711,-192.5844852966484
142,0.9359036583146272,-112.98977140690936,-97.11597201090984,-192.56686199607856
143,0.9308704756207,-113.07887024191919,-97.23092284980224,-192.5411985414475
144,0.9363154366506186,-113.24278527481192,-97.40272699434014,-192.88117087811546
145,0.9317999226351653,-113.39224938150569,-97.57323653476483,-193.2219377254356
146,0.9298577043785612,-113.58747737173951,-97.77486283412448,-193.82455436672535
147,0.9374053202448039,-113.769298561411,-97.96376360540181,-194.3599107281186
148,0.938017778315293,-113.84051121335133,-98.07072386329091,-194.32166456386415
149,0.935026810053021,-113.90972954972874,-98.16618435828325,-194.24190811506705
