episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
0,0.903803199517054,-7.695505010335204,-5.594849912013225,-29.642241232602725
1,0.9249396135265701,-22.137673467644227,-16.431837088713813,-87.16726502872702
2,0.9276303916260603,-31.565344409099776,-23.733613653235174,-124.82228464403418
3,0.9267442209997896,-37.21755021692528,-28.291803808671617,-146.14381582127558
4,0.9345950037850114,-40.432973641684356,-31.05292420494503,-155.93865741406594
5,0.9259045828152013,-42.890747327661735,-33.30793739961303,-162.51194120518534
6,0.9242686594367995,-44.80455961767581,-35.08161101728243,-165.65936035056907
7,0.931064572425829,-46.373869781491514,-36.455253186025395,-167.21789913989303
8,0.9273792613636364,-47.76035929493615,-37.732134921292264,-168.04677134471163
9,0.9310765749672503,-49.25457755503183,-39.16922590891358,-169.20213470973673
10,0.9313266041816871,-50.71819964648357,-40.56520554103884,-170.34879795943823
11,0.9268545994065281,-51.86730096756853,-41.77084807655049,-169.94429636273512
12,0.9334953203743701,-53.15652756541611,-43.02467917183068,-170.29897869200025
13,0.9320850233295721,-54.32292258823794,-44.168092190746,-170.41421192398616
14,0.9323543572460279,-55.33799496749443,-45.21800600369904,-169.59333761586072
15,0.9278036113291865,-55.948420145646274,-45.98342168055845,-166.98009210537757
16,0.9346744213934525,-56.95500893173541,-46.94447690552688,-166.6574504699221
17,0.9280620805369127,-57.93063070033287,-47.94833079841534,-166.76772400759907
18,0.9336139219724784,-59.22202152422295,-49.22574916598085,-168.65161026075313
19,0.9312015215905376,-59.786559916000144,-49.82804904611524,-166.3033858273219
20,0.9307261908286213,-60.748408176061375,-50.8239397362669,-166.27679908111318
21,0.9350641491164366,-62.019343740342165,-52.08327827614301,-168.2492799798973
22,0.9281607456273074,-62.30510630688326,-52.53827989668482,-165.15802768504713
23,0.9266224849244731,-63.314230051651194,-53.54590245873204,-165.87998736666773
24,0.9299487797529377,-64.25002352812379,-54.493058399572114,-166.21012023409173
25,0.9297017015823822,-65.17203804875668,-55.38946410707595,-166.24788888932946
26,0.9305087274354766,-66.22337996451753,-56.42617546362526,-167.55530894284715
27,0.936778649541062,-66.90459578088253,-57.112600548928526,-166.7166977762242
28,0.9313790405104436,-67.42366947784892,-57.66309761195076,-165.05776881258646
29,0.9320874703782585,-68.55424033288362,-58.75134251004937,-166.4921700236621
30,0.9372473299945695,-69.25549525456671,-59.46137219508602,-166.40529599040684
31,0.9364803262955854,-70.07986503619887,-60.22412087015234,-166.88026774818786
32,0.9355594258603087,-70.80380292468963,-61.002836085007466,-166.7055237255255
33,0.9347092497740284,-71.5821866529927,-61.762241317079926,-167.21307270223656
34,0.9340715247643274,-72.02432478011684,-62.219257825297646,-165.6475316996678
35,0.9334835511491663,-72.79448870489604,-62.9650824110989,-166.12098820623083
36,0.933901659308875,-73.59171635914149,-63.749893845349,-166.58391079505125
37,0.9372028946013867,-74.04111898938126,-64.260595104062,-165.49206094186553
38,0.927799783939503,-74.8798707093784,-65.02169269079083,-166.44038760189295
39,0.9357806494567684,-75.69618727889673,-65.8381806534084,-167.2705729568122
40,0.9348528301886793,-76.22799487044408,-66.38807756258952,-166.57315838222226
41,0.9410641200545703,-76.85389614647373,-67.03609314529163,-166.62734640116676
42,0.9312324379853159,-77.501412001559,-67.61357707500012,-166.77808257636778
43,0.9316001792917974,-78.57307510389,-68.52793737365728,-169.05179982883257
44,0.9402516663179603,-78.92775454045051,-68.9028442615737,-167.77253289544487
45,0.9320948687888899,-79.27438884381868,-69.29686982987367,-166.73541814246755
46,0.9361388077235895,-79.93723515890035,-69.91614711890709,-167.09236653022882
47,0.9328189239111006,-80.32676422022799,-70.3294045624691,-166.3028273060342
48,0.9335529270848929,-80.86915977833571,-70.90322354865201,-166.3632341460444
49,0.9389194358116184,-81.04341429643146,-71.1900661191829,-164.38422543723786
50,0.9305840473030047,-81.49168295154799,-71.63553667004986,-164.11533062523912
51,0.9333636915604129,-81.9813317501712,-72.13042092941124,-164.02406041958298
52,0.9325738548020571,-82.6315553162663,-72.7512588640988,-164.78322780844738
53,0.939540037132419,-83.01553056495102,-73.12430227194619,-163.9486710151103
54,0.9377906625596425,-83.63164755700625,-73.71262433456886,-164.470925206082
55,0.9422437715366084,-84.2115687616371,-74.27326832380638,-165.00858567142464
56,0.9276195609858353,-84.66901960682738,-74.7318731836723,-164.98753620952547
57,0.9406360002386492,-85.14380772694768,-75.16628343546768,-164.80245577373955
58,0.9301331230857871,-85.7628340726204,-75.73155781838966,-165.6095354381735
59,0.9318429332042595,-86.36438570756542,-76.3095215717939,-166.3588819986241
60,0.9357002325165444,-86.95473972624896,-76.88073851666768,-167.30707942832106
61,0.9379830972360071,-87.3463429018123,-77.27686662269855,-167.21564847413774
62,0.9353002845589337,-87.86544414950119,-77.74303469407748,-167.68860278562704
63,0.9354049646675122,-88.3004654011263,-78.18477545321936,-167.88119142198704
64,0.9380208803441947,-88.57320167230911,-78.52116189956253,-167.3436947043964
65,0.9356648871633099,-89.12247360457815,-79.03883476695061,-168.16016918239913
66,0.9348780991126441,-89.56163134322868,-79.51450430077529,-168.40412123998757
67,0.9335245126452912,-89.99829773385197,-79.96025684480752,-168.5412072245841
68,0.9325991454534512,-90.5352186795079,-80.5040254097267,-169.58054676898536
69,0.9430587662732692,-90.95516363670221,-80.93636139808848,-169.73889759723372
70,0.9376135675348274,-91.22836598700658,-81.2677288373353,-169.35944190156692
71,0.9245050989802039,-91.51321315047535,-81.57539448809115,-168.95850952554196
72,0.9358721688244747,-91.90154200746751,-81.96506852148264,-169.24303835515298
73,0.9385016998542982,-92.17375381705682,-82.24107203887385,-168.904096093745
74,0.9354221478115283,-92.59381069603084,-82.62844092745442,-169.37653121158476
75,0.9344540360442223,-92.88727008613748,-82.91803817643712,-169.24970044151627
76,0.9447952427660617,-93.27340287093374,-83.27132343034775,-169.5360043607714
77,0.9433294698956872,-93.56220881296609,-83.55819300418689,-169.46807061762445
78,0.9326920177316728,-93.97337446530028,-83.97707218326282,-169.9919541344709
79,0.9363797933548212,-94.45458904219139,-84.42765089926407,-170.9241305511738
80,0.9328468030152867,-94.78892641521655,-84.76160018869588,-171.08378462381037
81,0.9352733040507565,-94.96741637176765,-84.98599233938755,-170.52575391573612
82,0.9281570066899533,-95.18771605729644,-85.23481035341496,-170.16668277449753
83,0.9320923306031274,-95.6769980633713,-85.6730234721378,-171.13852103853546
84,0.9304290508149569,-96.03509135481386,-86.01032371668093,-171.5940422165209
85,0.9335260115606936,-96.40353804652375,-86.38140931248863,-172.06886286869627
86,0.9329762014716296,-96.80092111701398,-86.76609153814927,-172.70751291399915
87,0.9291995286012148,-97.04148066119528,-87.02754376404815,-172.53367114199506
88,0.9311749378537841,-97.46412364723682,-87.42800052942411,-173.3917724705558
89,0.9425550923168553,-97.66159713019594,-87.67218584733826,-173.04868751786483
90,0.9274317599155482,-97.92427032776668,-87.95871647872121,-173.2312055389228
91,0.9304569452029856,-98.21078427809928,-88.26289140007985,-173.4544102064236
92,0.9362976406533575,-98.42450953811205,-88.51159658203686,-173.32622099752658
93,0.9407047460052469,-98.80304779738748,-88.86218246683256,-174.1295457112938
94,0.9343043635924091,-99.14865293383355,-89.21436528021147,-174.71859940724173
95,0.932275704585061,-99.5169780744783,-89.5886833247772,-175.5892225071745
96,0.9356337899820784,-99.73007463483016,-89.80685323730948,-175.43158120447032
97,0.9362898568345542,-100.00938090492677,-90.10178461464642,-175.70578069148056
98,0.9333052808752367,-100.31489125208422,-90.42896317601715,-176.32136744248035
99,0.9420337562844147,-100.60864455175435,-90.72140246207984,-176.77145185891976
100,0.9366264771159498,-101.02489920676715,-91.14079931760105,-177.86281239951302
101,0.9316921047107859,-101.32771088420662,-91.4473614037914,-178.2264727018361
102,0.9428279427678249,-101.42439073257974,-91.58580313681617,-177.64894617874702
103,0.9408262673642432,-101.69830511540832,-91.8731123731938,-178.11427866450848
104,0.9328374070138151,-101.98378980419595,-92.15808122595003,-178.55568396950633
105,0.9343830431491295,-102.22561766158016,-92.42194958690729,-178.88103802641686
106,0.9298197456308903,-102.547023429925,-92.74573873745076,-179.61162072858826
107,0.9400986610288936,-102.80390152684086,-93.0173677447648,-179.99007430960697
108,0.9268828861384648,-103.10042438851407,-93.30287593778819,-180.5921635227391
109,0.9334861702444398,-103.35947036788012,-93.57515757661912,-181.0480912652624
110,0.943896479956565,-103.64136073619858,-93.8505201874376,-181.55063836787718
111,0.9408334345766006,-104.01324712950722,-94.217536781686,-182.6818469037626
112,0.9325530224313917,-104.27679518486217,-94.50759251535408,-183.17710607513666
113,0.9377733538442976,-104.5734162760153,-94.81084379762174,-183.94007591431745
114,0.929580427987497,-104.79915779023021,-95.06038502924866,-184.3292242623448
115,0.935551061068011,-104.96458083267002,-95.2552538106834,-184.41659104856527
116,0.9311179914778823,-105.13326940686615,-95.45243451655399,-184.5203219974765
117,0.9343863547641212,-105.22665998956528,-95.58399052393281,-184.28380470966093
118,0.9384321571480538,-105.42327414515388,-95.81088725243214,-184.54313717972263
119,0.9367084817819826,-105.58147022793322,-95.9928802172334,-184.66002604721493
120,0.9367122713528725,-105.75542206684143,-96.2045701530812,-184.87049348687114
121,0.9353498871331829,-105.91394945150816,-96.38991943745167,-184.97873175164085
122,0.933893064985451,-106.08997582566766,-96.58905512491448,-185.20507705529116
123,0.9381569673010328,-106.21491127580651,-96.75878927301922,-185.25299776681197
124,0.930351666021499,-106.39678225243568,-96.95895856262216,-185.57335969507713
125,0.9372323098268686,-106.53800722571548,-97.13377775455851,-185.60470176859695
126,0.932690291465716,-106.62494257333096,-97.26388017233856,-185.35173855844855
127,0.9399319871196846,-106.8762224839602,-97.51990585612586,-186.05876970576375
128,0.9372220218776295,-107.04839397756179,-97.7156292928907,-186.32564088479222
129,0.9346192460981472,-107.21684710171772,-97.87819527864119,-186.45900008567057
130,0.9328458841509095,-107.41223271331958,-98.07507538932862,-186.87737094380714
131,0.936962147198652,-107.59451171878105,-98.26208721745458,-187.18228474586914
132,0.9366934130640387,-107.71487986103509,-98.4085745651369,-187.2441183897561
133,0.9325976737250223,-107.80340371084877,-98.53299830269816,-187.1511532197326
134,0.9342629482071714,-108.13148022958855,-98.82103529536886,-188.24545480531887
135,0.9353417049021975,-108.33083175814289,-99.01777203023248,-188.7497495155886
136,0.9450526315789474,-108.41486109870127,-99.1214071639697,-188.6284583152481
137,0.9311662904439428,-108.55820192503924,-99.28321358006527,-188.89783454871545
138,0.935871984599651,-108.6215591594474,-99.38134699792516,-188.70494626871405
139,0.93505859375,-108.82455996247148,-99.59601088291681,-189.247168821725
140,0.9332427125811811,-108.9532519525314,-99.74395412745791,-189.4346763131034
141,0.9320862875245135,-109.06508279751556,-99.87880265767059,-189.5295809127494
142,0.9366123486320825,-109.20420577086261,-100.03335636599171,-189.7568786927246
143,0.9333754246715372,-109.46470847451494,-100.2909408311238,-190.6401698942216
144,0.9394640790527908,-109.56345994414944,-100.40902804566846,-190.67161148525548
145,0.9333053313731962,-109.66791476230394,-100.54419854859675,-190.79170683859004
146,0.9365985485683054,-109.7963651355551,-100.68269843779618,-191.01283571128755
147,0.9354751781543805,-109.90041641510734,-100.8065766733513,-191.12415380525434
148,0.9385834871267359,-110.07888017864474,-100.99865250830051,-191.63373081263575
149,0.9364068526325231,-110.18254176558521,-101.11817096729659,-191.73636942196757
