episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
0,0.9038318838859043,-8.274078936654103,-5.9341841764576575,-31.664631453648717
1,0.9288505224897774,-23.167282871181644,-16.717321125459048,-90.72366564138207
2,0.926608519027421,-32.30006262097201,-23.505252524930924,-126.62060448090071
3,0.9296038140068194,-38.35619766249494,-28.338101748369212,-149.188317337314
4,0.9293063793729572,-42.260535588453784,-31.54451225711536,-161.8078584652049
5,0.9342751470320743,-44.90330531891432,-33.88103960619387,-168.37117870165432
6,0.92631451270544,-46.653054003499406,-35.53789542761784,-170.8085078117324
7,0.930844534922013,-48.21639663506307,-37.109299212882696,-172.27616906711827
8,0.9373452503170481,-49.46616135126543,-38.37024668044727,-172.39780473219173
9,0.9333573920365692,-50.50433732213028,-39.5173082878271,-171.46055479227763
10,0.9323824939681764,-51.07710062541487,-40.338537282976624,-168.49183382233764
11,0.9312617984598328,-51.89455351616883,-41.332499451719094,-167.07481315512987
12,0.9348598499802605,-53.08807642652854,-42.53353090790252,-167.1448048267814
13,0.9275221561248027,-54.58070592185749,-44.00544671039049,-169.53343431446163
14,0.9273095159000997,-55.74366730359067,-45.28992713373042,-170.71450570963012
15,0.9324977071232039,-56.87453337819021,-46.41763080639067,-170.89527918091517
16,0.9326063910343783,-57.6730631463215,-47.25036461525606,-169.36398241960998
17,0.9258537462896891,-59.046326137858685,-48.56248207032579,-170.97651940235184
18,0.9284844886447974,-59.99812192873091,-49.539537169724696,-170.7065798089582
19,0.9340232858990944,-60.770135586135765,-50.34952905621187,-169.34647403681322
20,0.9298898481690979,-61.77171642758749,-51.333303068977536,-169.24239622339277
21,0.9282313841731789,-62.97551422029299,-52.449852781664056,-170.81365547713855
22,0.9308708400084635,-63.973430879802606,-53.45125840597212,-170.88877480844366
23,0.931150092797701,-64.87712397335639,-54.39569572254659,-170.82676140142382
24,0.9367878133621207,-66.0123521010026,-55.47166087636701,-172.04000188731825
25,0.9337866966210268,-66.71268573619048,-56.22312096802466,-171.06597566800198
26,0.9292083547441284,-67.41734467613983,-57.007721926076414,-170.0906768401706
27,0.9344366452862156,-68.38398644846677,-57.924485440565455,-170.42786103781137
28,0.9314545676599902,-69.30776373086924,-58.82235004533838,-170.6951403677593
29,0.9244740740740741,-70.0878191896225,-59.648936708042314,-170.5681811134785
30,0.9387668791348216,-70.76821263952908,-60.43732662326749,-170.35803836570147
31,0.9359391965255157,-71.54514070395385,-61.30735153721862,-170.60761525488087
32,0.9308966134566612,-71.98868469958653,-61.83135099846802,-169.38775597883813
33,0.9391593589355912,-72.70655833774346,-62.60617407828022,-169.7691317494001
34,0.9337700582967726,-73.57918510519018,-63.45404943355537,-170.48064767028106
35,0.9354751049246656,-74.05701890902972,-63.96788955424063,-169.3974757160339
36,0.9265796187903347,-74.89350142765255,-64.72221565935737,-170.09011208018256
37,0.9289979893767067,-75.6452033895635,-65.53709781023814,-170.55281902177052
38,0.9358324079354122,-75.98945391808135,-65.97958213300615,-169.2433929863695
39,0.9311571644578849,-76.7901829663548,-66.7596865748047,-170.0856052599813
40,0.9370436036902365,-77.44248468459593,-67.40313702852974,-170.1693697958723
41,0.93138110572727,-77.77566686008521,-67.77547086439922,-168.62652298827382
42,0.9309699239038531,-78.14032824324063,-68.23013769387904,-167.3158896016703
43,0.935036799620133,-78.48359544542042,-68.59968639654912,-165.83413951438246
44,0.9416352958891733,-79.23827616440009,-69.32932131296413,-166.59849913602483
45,0.9338550568198855,-79.80602825145746,-69.90833256256427,-166.58020504428882
46,0.9340659340659341,-80.35353503263083,-70.47484291558331,-166.5086718507981
47,0.9399939080109656,-80.94604794272445,-71.1069929090376,-166.91360478660764
48,0.9337074605365825,-81.37572567224218,-71.55774584476173,-166.24968392671042
49,0.934712109159885,-81.93738918852989,-72.14193582261095,-166.37102459744696
50,0.9403140399742891,-82.39322658920042,-72.62740608401592,-166.23552422700033
51,0.9280053850625708,-82.70636516094586,-73.03706902811992,-165.08548607007282
52,0.9386393278534381,-83.31355881050045,-73.65473274084283,-165.72159055836173
53,0.9316964829013021,-83.75467743717653,-74.14965382699776,-165.58204905648978
54,0.9433267469013832,-84.50142247433351,-74.84197565240598,-166.83157995403556
55,0.9255770840808516,-84.8175015789339,-75.22869463266593,-166.1156820699436
56,0.931047029928136,-85.28484807646372,-75.68328806326298,-166.16105348725415
57,0.9295237523271875,-85.97608583937141,-76.35038758112775,-167.32943662527506
58,0.9400839360657202,-86.477648934054,-76.88467479587909,-167.75347888202904
59,0.9353780747039174,-86.79602605277498,-77.26960427742559,-167.24216560427726
60,0.9372150540838523,-87.17908076550574,-77.70288192377006,-167.0875654213787
61,0.9350815573282534,-87.73672879374801,-78.24366019617798,-167.78312488422955
62,0.9330563798219584,-88.02952963328136,-78.59123452894042,-167.33749411568178
63,0.9381579341990822,-88.385341630993,-79.00601493312523,-166.9972991485925
64,0.9399815052352116,-88.63882363407815,-79.29155434836564,-166.08434094462805
65,0.9349260863073018,-89.02217069314925,-79.69060024007378,-166.0390248772489
66,0.9254211793020457,-89.58167654418935,-80.2385361305969,-167.07355779594835
67,0.9375094294076823,-89.89364219260428,-80.6031887085832,-166.79626954484849
68,0.935485808679982,-90.25181205796046,-81.01599526423917,-166.79270789899886
69,0.9394737638901505,-90.76917134195368,-81.55925086894781,-167.68522698315107
70,0.9333953935317257,-91.26366650960708,-82.07589941643812,-168.4806927465893
71,0.9339131499969375,-91.65694269930124,-82.4812285831351,-168.79186497488215
72,0.9322797077680036,-92.15922434726357,-82.9567857803907,-169.5782817928326
73,0.931625468164794,-92.34121958571569,-83.18728302227656,-168.85306725204356
74,0.9363201911589009,-92.82437435266917,-83.64846185466219,-169.7275717266963
75,0.9316725552428289,-93.23948109468016,-84.0948356997604,-170.3482597811605
76,0.9345165611300535,-93.75191062507936,-84.57029197936058,-171.39138560881054
77,0.9320150943396226,-94.18651738180615,-85.0300844288348,-172.0591899732456
78,0.9355294825511432,-94.74469431558893,-85.5869198352351,-173.36234467547425
79,0.9366809589951084,-95.14027765759283,-86.00367014185461,-173.94900542114064
80,0.9301726204747063,-95.47876668172054,-86.36026756920579,-174.25040000386647
81,0.9341528179729689,-95.84453687386069,-86.73176243298012,-174.80560285951597
82,0.9307084265473528,-96.16304989037495,-87.11592168007037,-175.1527297498382
83,0.9358343337334933,-96.33058471367853,-87.33671839178245,-174.65663592944264
84,0.9360283644958938,-96.45397241655148,-87.53378109189464,-173.98809944402987
85,0.9364949577541565,-96.63297628141234,-87.7800468107396,-173.63070133454943
86,0.9280597014925374,-96.980543923666,-88.13201957395923,-174.22353345902096
87,0.9385522397131222,-97.29748871421441,-88.46577095405627,-174.6387501232207
88,0.9333675812885289,-97.4349553926127,-88.66046131573437,-174.1157536118977
89,0.9355362458281968,-97.75556832909238,-88.99832424886286,-174.53287914228753
90,0.9384472533397232,-98.2516541330747,-89.46310984670887,-175.90363748522205
91,0.9374226088007007,-98.54087583761752,-89.76363983974889,-176.25383504499507
92,0.9368907285761421,-98.83709692304647,-90.0861697291939,-176.66309394643383
93,0.9324166441987958,-99.02434144758085,-90.31841103026704,-176.5834946379386
94,0.9336968044828109,-99.2844918466742,-90.59279168932923,-176.7712028475574
95,0.9323535637606217,-99.56332144043058,-90.89770682374441,-177.09126388188594
96,0.93411743363367,-99.7656619010571,-91.15170217864096,-177.04646379846028
97,0.9335158388736801,-100.08580390001697,-91.48123582251998,-177.6473568197619
98,0.9435363589322132,-100.36250689366233,-91.76804959976184,-177.95582084021598
99,0.9389668557778441,-100.67205163330087,-92.09848792132631,-178.58269836909187
100,0.938448591951432,-100.94363660463429,-92.38547954831182,-179.00358262574017
101,0.9339540209105427,-101.16722558663609,-92.6164403761044,-179.117977018048
102,0.9348675246025738,-101.40730725832029,-92.88372741728227,-179.32581940942651
103,0.9322544676490975,-101.56371903742522,-93.09896273516216,-179.0660876727416
104,0.9355308245140552,-101.85318535097348,-93.4221374738296,-179.61665453479614
