episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
28,0.9274653382149931,-142.56465561170444,-75.89793352418408,-0.47130626860352787
29,0.9215763487111138,-145.19431351227925,-77.3158316668617,-0.6812022676408667
30,0.923090953307393,-144.14656189787425,-75.75366950031795,-0.710742012037161
31,0.9187153997261742,-146.06157200600143,-76.72023278723073,-1.054344304245656
32,0.9110274928688475,-147.35330942150136,-77.1075197608209,-0.7840272716753427
33,0.9270801444927448,-148.986407581197,-78.16841501154185,-0.8778481858389615
34,0.9309093090930909,-149.21707874950886,-78.02732874320064,-0.7837390572514884
35,0.91728599368136,-148.35215137462347,-76.577328865383,-0.5531116876900355
36,0.9155929208931128,-148.6795741368967,-76.43709195530502,-0.5862890919505113
37,0.9159097123067108,-146.76462844080024,-73.96308133566897,-0.19374250724504097
38,0.9239903556359252,-149.42197500955996,-75.81843596837068,-0.8379045767617239
39,0.923023641017919,-148.7040807160538,-74.81757486850046,-0.616466385137695
40,0.9242537424926046,-152.3498294218538,-77.6711593924442,-1.1179756747616287
41,0.9240294810968878,-150.71913342046287,-76.06061660514868,-0.9481003319815308
42,0.9203814990881095,-152.24060776384718,-77.09477284512973,-1.0889165870343571
43,0.928422578599257,-148.8619926494879,-73.7987878447283,-0.005730369951459096
44,0.9262282781596086,-152.74900332381554,-77.35822388659929,-0.7216632625805341
45,0.9340818107937272,-152.35725433657646,-77.15199930431304,-0.7002615494305446
46,0.9214854909036235,-151.7565015068678,-76.18317891350115,-0.7506495555711094
47,0.9231201894612197,-151.8848798340345,-75.98878029202865,-0.5150111020366055
48,0.914853158673146,-150.90588803211133,-74.61623599170927,-0.5742197766379065
49,0.9182599807599807,-152.27291661004315,-75.31021629373149,-1.0723068703850767
50,0.926592212496227,-152.64653327078483,-75.61241271093662,-0.9417970761666739
51,0.9158016147635525,-152.96670635826038,-75.6088146369853,-0.4861760803736414
52,0.9201907504048947,-152.3338265641925,-74.75635010170421,-0.5171667928905075
53,0.9198629313454371,-153.46178311466898,-75.73111721901357,-0.8995809458044158
54,0.9186872029360448,-153.90309718478886,-76.13598550289815,-0.9581128227266645
55,0.9298042677544063,-154.63087938509895,-76.46443332519284,-1.1725789734287093
56,0.9220736288504884,-155.48862881426186,-77.18616243807124,-1.6097886137649422
57,0.9228214503351615,-155.48747753533476,-77.27782386828842,-1.077072416396534
58,0.9181451490613532,-154.1374726474492,-76.03706396293107,-0.716475115646396
59,0.927921412643886,-154.90277086918448,-76.63098949586197,-0.8619658958433526
60,0.9188557034904642,-157.31212272869507,-78.74108978981982,-1.459141982661049
61,0.9296403096069206,-158.25704263750387,-79.29239091438681,-1.4107196662818484
62,0.918091701356653,-157.88244245896053,-78.48894507435642,-1.2447368766152107
63,0.9150830285954079,-156.34010275776586,-77.07716286562055,-1.0290854959415203
64,0.9249886894887649,-157.51646321264607,-77.91091020586444,-1.2331973032226013
65,0.9258873272987137,-158.67548064226114,-78.73907955805264,-1.4494366983224083
66,0.9211734306125551,-157.95702250343663,-77.68838847005415,-1.1996445760933152
67,0.9338545879392469,-158.13115021842447,-77.54709860889169,-1.298097819737114
68,0.9251396312533782,-160.2817053097243,-79.21429638505526,-1.809578326467134
69,0.9266690988690259,-159.82398536119413,-78.57091201660857,-1.577615197075594
70,0.929725509039582,-159.83611000583326,-78.42106350657131,-1.6512448542308655
71,0.9151241123991017,-161.02755454270147,-78.88558350845561,-1.723185425892779
72,0.9284830188679245,-161.58239985823275,-79.07245068721654,-1.5401684843697172
73,0.9156692056583242,-162.08754691732597,-79.3472970549422,-1.5196177755431357
74,0.918454419806502,-160.76720825611602,-78.20827148267628,-1.3171374012068124
75,0.9239881539980257,-160.715396874505,-77.95454281623252,-1.4156359985891673
76,0.9213165955913268,-162.66701616279235,-79.33412292678321,-1.6577007076644679
77,0.9218975036005761,-162.9421575463143,-79.21316267797867,-1.7043132606975897
78,0.9189058777405833,-163.06493580533615,-78.9911565861758,-1.6578992738698057
79,0.9276102930059569,-164.06651668961027,-79.57988856250738,-1.9516688276220704
80,0.9219044767180715,-164.61772208805579,-79.76449021574972,-1.9643099803098976
81,0.9241788321167883,-164.86074583361787,-79.73701193716703,-1.9634036955308574
82,0.9202683914646679,-165.64782974571338,-80.20325536210868,-2.3907703350268075
83,0.9204865208314423,-166.26937106811144,-80.65151289673263,-2.224176982138572
84,0.9151823324106391,-166.02855737433086,-80.29216659292007,-2.0847940516013277
85,0.9194154741692941,-166.01908246966346,-80.03071552145626,-2.0473323164300568
86,0.9270508433516034,-166.8671460020293,-80.63844283875765,-2.5056186431754055
87,0.9229566838007636,-167.70320191534503,-81.25522588045239,-2.5767574142427843
88,0.9210963706143664,-168.11198031377475,-81.43377490218965,-2.670933119725219
89,0.9216266843918062,-167.67019865955467,-80.80462473287446,-2.5543609248727015
90,0.92050667376957,-168.70536318520521,-81.64110303763945,-2.5389072986884846
91,0.921812541017839,-169.35137861667081,-81.91466009413645,-2.4414205544282375
92,0.9243388834476004,-169.9369031814988,-82.50789098371753,-2.655810898631389
93,0.9236503546952026,-169.25954016446198,-81.84179959867433,-2.699809770629312
94,0.9257878787878788,-169.29371056132453,-81.65350971550629,-2.725221074737823
95,0.9193538629076169,-170.23273560748294,-82.51311259752643,-2.83913057363052
96,0.9239870388537115,-170.79138643630245,-82.85446202992519,-2.987791771839852
97,0.9249643193343657,-170.05271065034702,-82.08575039605492,-2.9107405305608283
98,0.9206401732799856,-171.6156430410459,-83.37407451731488,-3.200949671372006
99,0.9260147490856766,-170.97785290320851,-82.33398327182024,-2.7979306499913292
100,0.9148593898951383,-172.48745958954052,-83.51805133916805,-3.2148078267880296
101,0.9164438301835772,-172.13675304190468,-83.08533585561574,-3.1156463117190096
102,0.9215111003569052,-172.3197980815403,-83.05997008621893,-3.117553908777173
103,0.9242688126839229,-172.47996870551225,-83.19207631031924,-3.173150384942266
104,0.9158867254506605,-173.4233809261093,-83.63289876207047,-3.3319513160247842
105,0.9291003052373901,-174.4190023899898,-84.299738623356,-3.562511335429809
106,0.9273332738679273,-174.36969295680296,-84.09020391077132,-3.5585265442935508
107,0.9270624194660034,-174.72563593685234,-84.29564950341407,-3.564578769976319
108,0.9242447061658483,-174.7310967802865,-84.21950145653604,-3.431612356727133
109,0.9232737351893028,-175.95653268265923,-85.0420718371705,-3.5662415184057714
110,0.9168230336214587,-176.49912528749167,-85.51206494046093,-3.6522539300672254
111,0.9280342087705464,-176.86331293952574,-85.66357027077763,-3.7647330414453197
112,0.9078185033847656,-176.91149875188557,-85.37059785906295,-3.8650465697482743
113,0.928221761720275,-177.48270083795606,-85.64985975164026,-3.9426911820302695
114,0.9169585698755889,-176.77117894004166,-84.72531621919181,-3.7872671462963434
115,0.928826600714482,-177.0712761875926,-84.8695179693993,-3.8854829575509973
116,0.9217351736690429,-176.79824511049796,-84.46506755760099,-3.8878232767733927
117,0.9191373043765583,-177.3551687271693,-84.70450461370201,-4.007361819103728
118,0.926327129092106,-177.19402141356397,-84.46947193577856,-3.932057607484462
119,0.9173685958397488,-178.28316186538558,-85.18603163948957,-4.313693750940122
120,0.9223028951887446,-178.38697285258027,-85.06657028183056,-4.256425785754238
121,0.9191407771353246,-178.85999488752182,-85.31553050231877,-4.325185988154977
122,0.929936880072137,-178.68982715871712,-85.02299156352622,-4.2182279397608715
123,0.932118451025057,-178.5028250080253,-84.71621774805567,-4.131828639238908
124,0.9219498794298099,-179.01945820581201,-84.86127654711294,-4.347210860334322
125,0.9194549215232997,-179.78318695157088,-85.25252125738213,-4.471509055652758
126,0.916481981845229,-179.7041436767725,-84.93565821349642,-4.421801354116317
127,0.907986163332832,-179.82926593638314,-84.90124573707702,-4.565499817061336
128,0.9237634473225554,-180.4575724823186,-85.33412687297475,-4.755159393482022
129,0.9182822534011017,-179.79191014241178,-84.53728343565754,-4.652021478828805
130,0.9279827374351904,-180.03641576826115,-84.57152237684006,-4.8049386272120636
131,0.9158080747573979,-180.67304478226535,-84.99114094415863,-4.980652896331399
132,0.9366088922381312,-180.8675817159257,-85.06117250781179,-5.0473863353052
133,0.9222678916827853,-180.91236576904282,-84.95758192934296,-5.05263448510365
134,0.9243941151333862,-181.78466045013553,-85.59622693314905,-5.274825896491719
135,0.9173457159976034,-181.89416648718492,-85.53917615455327,-5.333763901845092
136,0.9232450813699296,-181.91159607801035,-85.32556132507554,-5.42147406656255
137,0.9209532026299349,-182.1716301565324,-85.52707111489644,-5.537065712376569
138,0.9136096081812236,-183.29571584504194,-86.41926532625769,-5.771668913827488
139,0.9263643159730874,-184.5307768869545,-87.50052925315525,-6.024361113899431
140,0.9231530046455867,-184.45496207052722,-87.3512361091912,-5.987999493618541
141,0.9197573709146876,-184.17763454957702,-86.93676439723323,-5.913197160067909
142,0.9260130955613892,-184.6605195465126,-87.2001920217186,-5.917632611926745
143,0.9160421154838122,-185.70118629243024,-87.84717122656089,-6.155839161456731
144,0.9201348138786073,-185.765762606919,-87.7025175089146,-6.232550676187344
145,0.929159802306425,-186.1297529249356,-87.8559741338653,-6.341951637729183
146,0.9111593285718591,-186.43102856358894,-88.04464976632595,-6.401529292089307
147,0.9187143286272154,-186.01071996841782,-87.52548680842364,-6.330811515437711
148,0.9274876552446506,-186.10213706940945,-87.45753373793643,-6.461359877716919
149,0.9299510378180289,-186.5866759499085,-87.77397088944784,-6.570565951755831
