episode,service_level,bias,squared_starvation_penalty,squared_congestion_penalty,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
32,0.9197771213748658,-3.451775486268476,-0.21643798673247452,-0.07771989810054966,0.005094,0.01,0.0,0.97,100,16,1,17
33,0.9248103751862387,-3.4708977052628445,-0.22063976957907014,-0.07935467047392791,0.005017,0.01,0.0,0.97,100,15,1,16
34,0.9257064645891405,-3.489757584517988,-0.2248083014225965,-0.08100836703544435,0.004942,0.01,0.0,0.97,100,15,1,16
35,0.9244427142397725,-3.5085819423329747,-0.22901212266786472,-0.08254168899168958,0.00487,0.01,0.0,0.97,100,15,1,16
36,0.9252033617983596,-3.5244388424588227,-0.2327368050291781,-0.08388812804744848,0.004799,0.01,0.0,0.97,100,16,1,17
37,0.9214762932866396,-3.543269421569343,-0.2369698557362847,-0.08546669881069975,0.004731,0.01,0.0,0.97,100,15,1,16
38,0.919606592595079,-3.562821209416781,-0.2413391057266596,-0.08708364496452654,0.004665,0.01,0.0,0.97,100,15,1,16
39,0.922562029223775,-3.581223584120733,-0.24547541473258183,-0.08868179855060648,0.0046,0.01,0.0,0.97,100,15,1,16
40,0.9207534589098183,-3.5999442075420545,-0.24976390007482047,-0.09014934674841579,0.004537,0.01,0.0,0.97,100,16,1,17
41,0.9167212894334359,-3.6187460784857275,-0.25424334566563234,-0.09165807072940613,0.004476,0.01,0.0,0.97,100,16,1,17
42,0.9223016032736299,-3.635324208321199,-0.25815564406014985,-0.09293455857629142,0.004417,0.01,0.0,0.97,100,16,1,17
43,0.9238752598752599,-3.65244976798625,-0.26201338664876095,-0.09433616530886071,0.004359,0.01,0.0,0.97,100,15,1,16
44,0.9252091962503983,-3.6682497104214002,-0.2656351504911707,-0.09555189829632665,0.004302,0.01,0.0,0.97,100,16,1,17
45,0.919323346238007,-3.6857817930912393,-0.26962583377370763,-0.09695862463093177,0.004247,0.01,0.0,0.97,100,15,1,16
46,0.9254410258992565,-3.701673555979434,-0.2732873872632471,-0.09811313245975346,0.004194,0.01,0.0,0.97,100,15,1,16
47,0.9171308724832214,-3.7193092188128962,-0.27730682526945494,-0.0995213498150553,0.004141,0.01,0.0,0.97,100,15,1,16
48,0.9236114574501687,-3.73536199222874,-0.28098197457283414,-0.10090913194029834,0.00409,0.01,0.0,0.97,100,15,1,16
49,0.9180648204298901,-3.7522891768807756,-0.2848175778841153,-0.1023259346123692,0.004041,0.01,0.0,0.97,100,15,1,16
50,0.9263733682338333,-3.767165634203264,-0.28816869153513974,-0.103573504387234,0.003992,0.01,0.0,0.97,100,15,1,16
51,0.9218776307371115,-3.7812657358395794,-0.2915723908862953,-0.1047225894756265,0.003945,0.01,0.0,0.97,100,16,1,17
52,0.9230640407288317,-3.7965474745801773,-0.2949448755140383,-0.10611433795479891,0.003898,0.01,0.0,0.97,100,15,1,16
53,0.9194012858290919,-3.812479238073115,-0.29857735392070084,-0.10743161874266423,0.003853,0.01,0.0,0.97,100,15,1,16
54,0.9189624509244656,-3.814007872938427,-0.300815153188987,-0.1076258133634356,0.003809,0.01,0.0,0.97,100,16,1,17
55,0.9224032552453993,-3.8256956944097946,-0.30364239229352546,-0.10857162185479298,0.003766,0.01,0.0,0.97,100,16,1,17
56,0.9292109869395448,-3.8388364809390687,-0.30663187049420193,-0.10965059045066561,0.003724,0.01,0.0,0.97,100,15,1,16
57,0.9208468946079253,-3.853635740598431,-0.31001405917004077,-0.11080046918791682,0.003682,0.01,0.0,0.97,100,15,1,16
58,0.9218936502866365,-3.868088076054077,-0.3132390193618749,-0.11203407821588558,0.003642,0.01,0.0,0.97,100,15,1,16
59,0.9189266776993482,-3.88293499366055,-0.31646323513286606,-0.11325435692153696,0.003602,0.01,0.0,0.97,100,15,1,16
60,0.9281098819310531,-3.895393923837603,-0.31938671442099553,-0.11425964138017519,0.003564,0.01,0.0,0.97,100,16,1,17
61,0.9275068658316029,-3.908203820662842,-0.3222604179742732,-0.11533227240228752,0.003526,0.01,0.0,0.97,100,15,1,16
62,0.9272181769147788,-3.91944490098443,-0.324800017344482,-0.11623883713205488,0.003489,0.01,0.0,0.97,100,16,1,17
63,0.9224495947484761,-3.933034437437026,-0.3279284701772522,-0.11730295312460813,0.003453,0.01,0.0,0.97,100,15,1,16
64,0.9295718086441443,-3.94501699307874,-0.3305212041871197,-0.1183104853369502,0.003417,0.01,0.0,0.97,100,16,0,16
65,0.9206309127024206,-3.9586789411813386,-0.33350799058642877,-0.11945788491360851,0.003382,0.01,0.0,0.97,100,15,1,16
66,0.9172920969123054,-3.9727629931484416,-0.3367541950136345,-0.12054236763506132,0.003348,0.01,0.0,0.97,100,15,1,16
67,0.9269852519320981,-3.9847982434871656,-0.3394419451569778,-0.1215291392683804,0.003315,0.01,0.0,0.97,100,15,1,16
68,0.9237746205465469,-3.9974273986961197,-0.3422718044077353,-0.12250549679824245,0.003282,0.01,0.0,0.97,100,15,1,16
69,0.9233440126138518,-4.007041233511616,-0.34465948568006677,-0.1232938700986564,0.00325,0.01,0.0,0.97,100,16,1,17
70,0.9214117250673854,-4.019684247656265,-0.34756554683108426,-0.1243366566077204,0.003219,0.01,0.0,0.97,100,15,1,16
71,0.9190061364054375,-4.032830449918991,-0.3504975459789379,-0.1254138899923875,0.003188,0.01,0.0,0.97,100,15,1,16
72,0.9236961261110179,-4.044929309658405,-0.3533169024488136,-0.12637452733496882,0.003157,0.01,0.0,0.97,100,15,1,16
73,0.9201298481723194,-4.057403131020238,-0.35619032409139517,-0.12741700973370435,0.003128,0.01,0.0,0.97,100,15,1,16
74,0.9230665679477688,-4.069381643315938,-0.3589500773421,-0.12837087612566864,0.003098,0.01,0.0,0.97,100,15,1,16
75,0.9277657706335269,-4.0802836360564525,-0.36141357060393736,-0.12932680576189237,0.00307,0.01,0.0,0.97,100,15,1,16
76,0.9223382607671997,-4.09213740850677,-0.3641223717920202,-0.13026940090963698,0.003042,0.01,0.0,0.97,100,15,1,16
77,0.9230871990114551,-4.103394120471547,-0.36670985260684075,-0.13118315105222136,0.003014,0.01,0.0,0.97,100,16,1,17
78,0.9182202962813665,-4.115710688748345,-0.3695646618609628,-0.13216182639919136,0.002987,0.01,0.0,0.97,100,15,1,16
79,0.9244160348169053,-4.126718083710349,-0.3720374932088269,-0.13305059414329842,0.00296,0.01,0.0,0.97,100,15,1,16
80,0.9277664880842417,-4.137209289986143,-0.37437219787467213,-0.13387773420251292,0.002934,0.01,0.0,0.97,100,15,1,16
81,0.9176092092695923,-4.149353705091659,-0.37708567268459486,-0.13486436824085934,0.002909,0.01,0.0,0.97,100,15,1,16
82,0.9235748238546337,-4.16034787651981,-0.3795213360377225,-0.1357381992468507,0.002883,0.01,0.0,0.97,100,15,1,16
83,0.9230049302247848,-4.1713125109114895,-0.3820500788906639,-0.13657645405029703,0.002859,0.01,0.0,0.97,100,16,1,17
84,0.9274002337618968,-4.181572349688342,-0.3843268602139584,-0.1374037244941199,0.002834,0.01,0.0,0.97,100,15,1,16
85,0.9244796525928314,-4.192029045670425,-0.3867473198679855,-0.13827956401155703,0.00281,0.01,0.0,0.97,100,15,1,16
86,0.9160600661745991,-4.203811681158445,-0.3894795287627609,-0.13922608824453603,0.002787,0.01,0.0,0.97,100,16,1,17
87,0.9186511940800538,-4.215146484680868,-0.3920572274855495,-0.14019046274618174,0.002763,0.01,0.0,0.97,100,15,1,16
88,0.9240533850682365,-4.225604650938079,-0.3944320935847426,-0.14104558915581775,0.002741,0.01,0.0,0.97,100,15,1,16
89,0.9197169062378596,-4.235046787796398,-0.3966341611156483,-0.14178164175677865,0.002718,0.01,0.0,0.97,100,16,1,17
90,0.9232364798180024,-4.245401963700764,-0.39894842413343384,-0.14261806533593394,0.002696,0.01,0.0,0.97,100,15,1,16
91,0.9289695486677543,-4.254586589136427,-0.40102674890970946,-0.14332223279391962,0.002674,0.01,0.0,0.97,100,15,1,16
92,0.9263519924098672,-4.264076143632672,-0.40317056647584654,-0.14410415342489793,0.002653,0.01,0.0,0.97,100,15,1,16
93,0.9185622532949755,-4.274071067248082,-0.4056212341290651,-0.14491002373537898,0.002632,0.01,0.0,0.97,100,16,1,17
94,0.9293837654058649,-4.282929432348793,-0.40758583404828497,-0.1456742258195735,0.002611,0.01,0.0,0.97,100,15,1,16
95,0.9177173638582611,-4.293613778463874,-0.4100461373124949,-0.14650612858133855,0.002591,0.01,0.0,0.97,100,15,1,16
96,0.9206864485586271,-4.303709125822705,-0.41233187093891616,-0.14726562955422037,0.002571,0.01,0.0,0.97,100,15,1,16
97,0.9197298568644581,-4.313949026590018,-0.4146313621572556,-0.14815498079096456,0.002551,0.01,0.0,0.97,100,15,1,16
98,0.9256312577959074,-4.322129664639488,-0.4165965818369813,-0.1488306694928024,0.002532,0.01,0.0,0.97,100,16,1,17
99,0.9264301453632373,-4.331038663665338,-0.41857608514494155,-0.14961864353932317,0.002513,0.01,0.0,0.97,100,15,1,16
100,0.9218322089372788,-4.340782249990567,-0.42076472134307047,-0.15044340097482722,0.002494,0.01,0.0,0.97,100,15,1,16
101,0.9215394752403319,-4.348625018849928,-0.42277481724210747,-0.15102068778057331,0.002475,0.01,0.0,0.97,100,16,1,17
102,0.9221750725415542,-4.357908185973364,-0.4249238339727125,-0.15175823965332952,0.002457,0.01,0.0,0.97,100,16,1,17
103,0.9272360890032851,-4.366319557114132,-0.4268348085835911,-0.15239325466635678,0.002439,0.01,0.0,0.97,100,16,1,17
104,0.9255724230478907,-4.37520295447166,-0.42886266160469105,-0.15310747709553077,0.002421,0.01,0.0,0.97,100,15,1,16
105,0.9192312168520458,-4.385122667691089,-0.4311423665900241,-0.15393790483203545,0.002404,0.01,0.0,0.97,100,15,1,16
106,0.9136339219767676,-4.395542240544911,-0.4335950782306211,-0.15477288759716207,0.002386,0.01,0.0,0.97,100,15,1,16
107,0.9265117062489473,-4.395300491703394,-0.43422265748283007,-0.1548534126323098,0.002369,0.01,0.0,0.97,100,16,1,17
108,0.9216006397227868,-4.40454046282079,-0.4363018964827115,-0.15554792176580898,0.002352,0.01,0.0,0.97,100,15,1,16
109,0.9174785772978049,-4.414204817069678,-0.43852688694831893,-0.1563044552754907,0.002336,0.01,0.0,0.97,100,15,1,16
110,0.9245947135072935,-4.422717476244515,-0.44049489188779184,-0.15695311242334517,0.00232,0.01,0.0,0.97,100,15,1,16
111,0.9177203374009266,-4.432107592343451,-0.4426270927192122,-0.15776885070405616,0.002304,0.01,0.0,0.97,100,15,1,16
112,0.9247764423483273,-4.440534044185022,-0.44452141542293055,-0.15848346622332363,0.002288,0.01,0.0,0.97,100,15,1,16
113,0.9215903853048124,-4.449174344474588,-0.4465051645094938,-0.15916911094611494,0.002272,0.01,0.0,0.97,100,15,1,16
114,0.9158431622569334,-4.45874434952746,-0.44875575348016583,-0.1598924047105103,0.002257,0.01,0.0,0.97,100,16,1,17
115,0.9200736897256917,-4.467585109544147,-0.4508312592707069,-0.1606119933957947,0.002241,0.01,0.0,0.97,100,15,1,16
116,0.9194652533591534,-4.47635932286933,-0.4527819231949696,-0.16130617381763324,0.002226,0.01,0.0,0.97,100,15,1,16
117,0.9191460330138446,-4.485354315561372,-0.45481002619263267,-0.16199547103766748,0.002212,0.01,0.0,0.97,100,15,1,16
118,0.9199435844051177,-4.49406626220344,-0.4567824620714421,-0.16270853420671727,0.002197,0.01,0.0,0.97,100,15,1,16
119,0.9175705714237963,-4.502844101713869,-0.4588308769060559,-0.16340791937786073,0.002182,0.01,0.0,0.97,100,16,1,17
120,0.9259190898870748,-4.510719285333984,-0.4606685938478764,-0.1640376607239145,0.002168,0.01,0.0,0.97,100,15,1,16
121,0.9271904289151761,-4.518345174102918,-0.46239483202193576,-0.16466091885236575,0.002154,0.01,0.0,0.97,100,15,1,16
122,0.9158747573634906,-4.527289460208616,-0.4644647012222425,-0.16535348005405026,0.00214,0.01,0.0,0.97,100,15,1,16
123,0.9212827500877794,-4.5355935737679225,-0.4663258160764023,-0.1660844554375105,0.002127,0.01,0.0,0.97,100,15,1,16
124,0.9218249823095326,-4.54369303670632,-0.46822036819290513,-0.16667069620604416,0.002113,0.01,0.0,0.97,100,15,1,16
125,0.9218760605443562,-4.5516649110362914,-0.4700172610024987,-0.1673208570063925,0.0021,0.01,0.0,0.97,100,15,1,16
126,0.9244476602332194,-4.559376821953044,-0.4717672952608296,-0.1680052756721008,0.002087,0.01,0.0,0.97,100,15,1,16
127,0.9319474208190608,-4.566102959913764,-0.47328268968560505,-0.16856273070919334,0.002074,0.01,0.0,0.97,100,15,1,16
128,0.9248993367082686,-4.573725800208127,-0.47495534271687356,-0.16921897197615826,0.002061,0.01,0.0,0.97,100,15,1,16
129,0.927759658384049,-4.580889614418298,-0.4765749450477961,-0.1698143222317054,0.002048,0.01,0.0,0.97,100,15,1,16
130,0.9239368734624203,-4.588507279948453,-0.47831012471737944,-0.17046624968993826,0.002035,0.01,0.0,0.97,100,15,1,16
131,0.9185727047480996,-4.594724987288266,-0.4798761965987897,-0.17098669643866476,0.002023,0.01,0.0,0.97,100,16,1,17
132,0.9247573630654532,-4.602122310817751,-0.4815625798259834,-0.17157662248616037,0.002011,0.01,0.0,0.97,100,15,1,16
133,0.9316018631024706,-4.60864131985198,-0.48295587337644996,-0.1721304312909407,0.001999,0.01,0.0,0.97,100,15,1,16
134,0.9218088812603028,-4.61614926578196,-0.48469000464445716,-0.17273435249074798,0.001987,0.01,0.0,0.97,100,16,0,16
135,0.9215653200640972,-4.623282815475105,-0.48640729312935516,-0.1733127895977373,0.001975,0.01,0.0,0.97,100,16,1,17
136,0.9227088020955772,-4.630713689588924,-0.48807765588920865,-0.17393214853613445,0.001963,0.01,0.0,0.97,100,15,1,16
137,0.9264882818457576,-4.637614923639511,-0.4896573793124644,-0.17448226741872735,0.001952,0.01,0.0,0.97,100,15,1,16
138,0.9242691088411412,-4.644811539054842,-0.4913503953114169,-0.17506616480072568,0.00194,0.01,0.0,0.97,100,15,1,16
139,0.928991624567934,-4.651419185296741,-0.49282492130861205,-0.1755860346255059,0.001929,0.01,0.0,0.97,100,15,1,16
140,0.9253978723764101,-4.658290774461151,-0.4943790748550622,-0.17613232667071113,0.001918,0.01,0.0,0.97,100,15,1,16
141,0.9228451685658021,-4.66546095233889,-0.4960156794842466,-0.17675269386838435,0.001907,0.01,0.0,0.97,100,15,1,16
142,0.9234357434099032,-4.67256711436371,-0.49762829156986293,-0.17727567501077707,0.001896,0.01,0.0,0.97,100,15,1,16
143,0.9157009693627244,-4.67221920324262,-0.4983593369823236,-0.17733688203650497,0.001885,0.01,0.0,0.97,100,16,1,17
144,0.9240167166593644,-4.675261812029015,-0.4992341007723481,-0.1775994751124666,0.001875,0.01,0.0,0.97,100,16,1,17
145,0.9251602267566067,-4.680903213984067,-0.5006349950245976,-0.17803439473912588,0.001864,0.01,0.0,0.97,100,16,1,17
146,0.9238414500614861,-4.6877482450227435,-0.502178272543698,-0.17857901687536348,0.001854,0.01,0.0,0.97,100,15,1,16
147,0.929892793127938,-4.693912274126108,-0.5035170190263621,-0.17913760131141648,0.001843,0.01,0.0,0.97,100,15,1,16
148,0.9262622655306703,-4.700420032218101,-0.5049517717088969,-0.17971059301524975,0.001833,0.01,0.0,0.97,100,15,1,16
149,0.926388515330823,-4.706926094945632,-0.5064175697839878,-0.18019995185408752,0.001823,0.01,0.0,0.97,100,15,1,16
150,0.9234784974577857,-4.713607524227169,-0.5079129086263628,-0.18072069343401678,0.001813,0.01,0.0,0.97,100,15,1,16
151,0.9230434855299016,-4.7204110718909,-0.5094554392332569,-0.18127636770636227,0.001803,0.01,0.0,0.97,100,15,1,16
152,0.9152477232851534,-4.727996439834905,-0.5112532543001295,-0.18188673944025938,0.001794,0.01,0.0,0.97,100,15,1,16
153,0.919636315193499,-4.727799904003979,-0.512124538374987,-0.18198978603565152,0.001784,0.01,0.0,0.97,100,16,1,17
154,0.9199286773650619,-4.734908586335404,-0.5137563341283103,-0.18258483489466157,0.001774,0.01,0.0,0.97,100,15,1,16
155,0.9204019966277691,-4.740053765489491,-0.5151323758972589,-0.18305920443834095,0.001765,0.01,0.0,0.97,100,16,1,17
156,0.9203781655237966,-4.746816920325825,-0.5167248754871281,-0.18356565585127582,0.001756,0.01,0.0,0.97,100,16,0,16
157,0.9247998651723266,-4.75211333553161,-0.518007070352482,-0.18396749738350077,0.001746,0.01,0.0,0.97,100,16,1,17
158,0.9232425521893451,-4.758612433509553,-0.5195284176172195,-0.18449225771418204,0.001737,0.01,0.0,0.97,100,15,1,16
159,0.9220166355457478,-4.765115355445056,-0.5210215542612023,-0.18501971174146273,0.001728,0.01,0.0,0.97,100,15,1,16
160,0.9279763912310287,-4.771052688271172,-0.5223253334711137,-0.18552735484308772,0.001719,0.01,0.0,0.97,100,15,1,16
161,0.9218544830140399,-4.777570295265238,-0.5238033608780056,-0.186097098743003,0.001711,0.01,0.0,0.97,100,15,1,16
162,0.927754730345037,-4.783438536449363,-0.5251467017895926,-0.18655744316326273,0.001702,0.01,0.0,0.97,100,15,1,16
163,0.9230743254651673,-4.7896805335587755,-0.5265996122737441,-0.18704943378798725,0.001693,0.01,0.0,0.97,100,16,1,17
164,0.9189728958630528,-4.790075065166076,-0.5271652864725667,-0.18708066421682243,0.001685,0.01,0.0,0.97,100,16,1,17
165,0.918560637922043,-4.796173841429142,-0.5286269624762344,-0.1875618944164766,0.001676,0.01,0.0,0.97,100,16,1,17
166,0.9254510841181327,-4.802161377127009,-0.5300009958457025,-0.18812686977734452,0.001668,0.01,0.0,0.97,100,15,1,16
167,0.9243162672293959,-4.8082644123291916,-0.5313916489187849,-0.18870827828362519,0.001659,0.01,0.0,0.97,100,15,1,16
168,0.9170841513776995,-4.814967464589359,-0.5328732208790947,-0.18925148695446387,0.001651,0.01,0.0,0.97,100,15,1,16
169,0.9247522432034284,-4.813879728508935,-0.5332403522944761,-0.18898730296587313,0.001643,0.01,0.0,0.97,100,16,1,17
170,0.9309962913862831,-4.819240716402757,-0.5344341264354383,-0.189408244862181,0.001635,0.01,0.0,0.97,100,15,1,16
171,0.926992883168182,-4.824798336214054,-0.5356942723073965,-0.18983543492073765,0.001627,0.01,0.0,0.97,100,15,1,16
172,0.9119361357449438,-4.831265837423041,-0.5372707261037956,-0.1903453014618472,0.001619,0.01,0.0,0.97,100,16,1,17
173,0.9208535658837909,-4.834310941041007,-0.5383848985157741,-0.1906416136604083,0.001611,0.01,0.0,0.97,100,16,1,17
174,0.923519418700486,-4.840253729594247,-0.5396843370543005,-0.1911665418688148,0.001603,0.01,0.0,0.97,100,15,1,16
175,0.9217560480460159,-4.846194431523437,-0.5410690541557578,-0.19162604108914005,0.001596,0.01,0.0,0.97,100,17,1,18
176,0.9251518669964831,-4.851899846481479,-0.5424152922693063,-0.19210650946754726,0.001588,0.01,0.0,0.97,100,15,1,16
177,0.9207060941458861,-4.8580666897029845,-0.5437985973708587,-0.1926169421871592,0.00158,0.01,0.0,0.97,100,15,1,16
178,0.9274531683235274,-4.863441872480645,-0.544943911970597,-0.1930505429902751,0.001573,0.01,0.0,0.97,100,15,1,16
179,0.9215802586309171,-4.869326870350997,-0.5463228875036907,-0.19353103197961335,0.001565,0.01,0.0,0.97,100,15,1,16
180,0.9237833489743934,-4.87507958630578,-0.5476366895945585,-0.19402514982152616,0.001558,0.01,0.0,0.97,100,15,1,16
181,0.9254258759209254,-4.880031510628803,-0.5488160685443416,-0.19440153769203541,0.001551,0.01,0.0,0.97,100,16,1,17
182,0.9229905665119552,-4.885795299533574,-0.5500834411152832,-0.1948851290212154,0.001544,0.01,0.0,0.97,100,15,1,16
183,0.9202250798425117,-4.891735891214366,-0.5515003287076181,-0.1954021921930505,0.001536,0.01,0.0,0.97,100,15,1,16
184,0.9263113151406954,-4.897072167922738,-0.5527148630965946,-0.19582758099394348,0.001529,0.01,0.0,0.97,100,15,1,16
185,0.9222078162622708,-4.902215610904497,-0.5539962324535231,-0.19628248463720305,0.001522,0.01,0.0,0.97,100,16,1,17
186,0.9263975933817999,-4.907561715834296,-0.5551996279766614,-0.19672304458370868,0.001515,0.01,0.0,0.97,100,15,1,16
187,0.9262735036964521,-4.912844654899537,-0.5564071840224558,-0.1971043557566654,0.001509,0.01,0.0,0.97,100,15,1,16
188,0.9195885691122822,-4.918704176450246,-0.5577698485408713,-0.1975444910484135,0.001502,0.01,0.0,0.97,100,15,1,16
189,0.921962749995809,-4.92291494951303,-0.5588574358906468,-0.19787486744621996,0.001495,0.01,0.0,0.97,100,16,1,17
190,0.923909582935371,-4.928387589862382,-0.5601292860759601,-0.1983192739452837,0.001488,0.01,0.0,0.97,100,15,1,16
191,0.9232097358186938,-4.933893161183336,-0.5614090615315366,-0.19876135186712063,0.001482,0.01,0.0,0.97,100,15,1,16
192,0.9217150386863533,-4.939442384793101,-0.5627025813843768,-0.1991831005578414,0.001475,0.01,0.0,0.97,100,15,1,16
193,0.9220956030657523,-4.944970868018478,-0.5639352814153015,-0.19966190624756047,0.001469,0.01,0.0,0.97,100,15,1,16
194,0.9232574119697655,-4.9503966594578115,-0.5651739931838777,-0.20012759585053683,0.001462,0.01,0.0,0.97,100,15,1,16
195,0.9278092809448714,-4.955411617045102,-0.5662867577023064,-0.20054491734381705,0.001456,0.01,0.0,0.97,100,15,1,16
196,0.9201581962918519,-4.960504742880177,-0.5674482272433624,-0.2009501499676131,0.001449,0.01,0.0,0.97,100,16,1,17
197,0.9247072226783052,-4.965740511792882,-0.5686532147524757,-0.20137481849010774,0.001443,0.01,0.0,0.97,100,15,1,16
198,0.9212250135062129,-4.971179801792996,-0.5699281153444973,-0.2018103490503601,0.001437,0.01,0.0,0.97,100,15,1,16
199,0.9226940997678652,-4.974702794494306,-0.5708571017460887,-0.20209874642616726,0.001431,0.01,0.0,0.97,100,16,1,17
200,0.924548803884616,-4.979788589891351,-0.5720167314695689,-0.20252987538963219,0.001424,0.01,0.0,0.97,100,15,1,16
201,0.9253804531619885,-4.9848371608400965,-0.5731846223165172,-0.20294865787143476,0.001418,0.01,0.0,0.97,100,15,1,16
202,0.9180541234935177,-4.989973376877838,-0.574415450946808,-0.20337536081260785,0.001412,0.01,0.0,0.97,100,16,1,17
203,0.9296160110142884,-4.994666055809499,-0.5754779627967724,-0.2037328803865698,0.001406,0.01,0.0,0.97,100,15,1,16
204,0.92204034252452,-4.999947752488951,-0.5766910894243233,-0.20416282756737797,0.0014,0.01,0.0,0.97,100,15,1,16
205,0.9230314993841845,-5.005084043813983,-0.577864037253022,-0.2045849424667803,0.001395,0.01,0.0,0.97,100,15,1,16
206,0.9239585258877107,-5.010149453163381,-0.5790400931793769,-0.20498948054782937,0.001389,0.01,0.0,0.97,100,15,1,16
207,0.9256950294860994,-5.0150348783884695,-0.5801236717197289,-0.20540791892818697,0.001383,0.01,0.0,0.97,100,15,1,16
208,0.9230341621184557,-5.020118946764583,-0.5812740638243226,-0.20581954760624752,0.001377,0.01,0.0,0.97,100,15,1,16
209,0.9265747172723917,-5.024911691252784,-0.5823650164178791,-0.2062197029420455,0.001372,0.01,0.0,0.97,100,15,1,16
210,0.9186365308101241,-5.03035959587223,-0.5836014132547725,-0.20667479010626066,0.001366,0.01,0.0,0.97,100,15,1,16
211,0.9195838699426315,-5.03406730543738,-0.5845580182537241,-0.2069449718105776,0.00136,0.01,0.0,0.97,100,16,1,17
