episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
30,0.924599402498642,-20.364092810494263,-10.239996467223516,-3.3355416266399933,-8.629528919842784,-5.572096337265179,0.005255,0.01,0.148078
31,0.9270374681579702,-20.27851904795048,-10.256519841935493,-3.296762245033715,-8.686320341270001,-5.623976760577141,0.005173,0.01,0.146602
32,0.9238090433671324,-20.342987096611203,-10.33007803193716,-3.289198709772407,-8.772248956484061,-5.690493975805018,0.005094,0.01,0.145141
33,0.9213760877662276,-20.44760597469937,-10.419985725568303,-3.2926320290705786,-8.872202654767367,-5.76104811607854,0.005017,0.01,0.143694
34,0.9208117588107566,-20.53452492160862,-10.497934887364856,-3.292614240642563,-8.945804821610528,-5.823382173206632,0.004942,0.01,0.142261
35,0.9271358484182033,-20.466956459231252,-10.512143424638984,-3.260819926195217,-8.982316152436587,-5.8645224734914265,0.00487,0.01,0.140843
36,0.9166835391779713,-20.645045004896822,-10.627595312122176,-3.2780693363363795,-9.118600002162205,-5.954773876582986,0.004799,0.01,0.139439
37,0.9259628041988727,-20.714413907765735,-10.70276913647587,-3.2736620595256043,-9.218534417677303,-6.038584318191152,0.004731,0.01,0.138049
38,0.9228114844718416,-20.701614556562014,-10.726580285055615,-3.265667474222041,-9.262336690995443,-6.070527857129346,0.004665,0.01,0.136673
39,0.9274791240484255,-20.66877098964483,-10.754180281132887,-3.2426931045144607,-9.313054969932915,-6.116792889047825,0.0046,0.01,0.13531
40,0.9224982711801515,-20.668195652544842,-10.79554336177886,-3.2293656553788517,-9.380320401028602,-6.174791057002457,0.004537,0.01,0.133961
41,0.9235889333378156,-20.694035009282157,-10.840406724171116,-3.2170390311423156,-9.451128664765827,-6.238759866109417,0.004476,0.01,0.132626
42,0.9225779416694603,-20.767185447031654,-10.915284304852555,-3.216608983375049,-9.552448173839696,-6.308336493931761,0.004417,0.01,0.131304
43,0.9176685790305147,-20.931156205917475,-11.028657793954736,-3.2292127647332456,-9.679439980114822,-6.391516317791377,0.004359,0.01,0.129995
44,0.9234431313385298,-20.938083436095646,-11.069080959505357,-3.215368002487353,-9.74152755216513,-6.444254405025051,0.004302,0.01,0.128699
45,0.916477492475071,-21.024462169708933,-11.147949082391325,-3.213235431870124,-9.818319818777365,-6.517015734610963,0.004247,0.01,0.127416
46,0.9234989179123257,-21.03181622371556,-11.184028714631411,-3.200597912108986,-9.894281931589674,-6.572855347424812,0.004194,0.01,0.126145
47,0.9204151088906399,-21.12578808098916,-11.270238881477534,-3.1987229335912386,-9.997029261318342,-6.648206008000365,0.004141,0.01,0.124888
48,0.9217476960064112,-21.14693331565329,-11.307416295622474,-3.1898493631965925,-10.080664697742709,-6.7113641177846635,0.00409,0.01,0.123643
49,0.9217281667647306,-21.11173344193169,-11.333945538505908,-3.1662027132202546,-10.144724068440196,-6.771173506944252,0.004041,0.01,0.12241
50,0.9215600718277477,-21.19886194698451,-11.407461780902267,-3.1715003959007406,-10.230840130147428,-6.830264288746791,0.003992,0.01,0.12119
51,0.9226836200951949,-21.231480388568027,-11.456011065176822,-3.166927261516703,-10.30849244193292,-6.8878463060657165,0.003945,0.01,0.119982
52,0.9321873787554191,-21.11974900112207,-11.442456917291373,-3.1286881661987547,-10.359305455742632,-6.929502518571487,0.003898,0.01,0.118786
53,0.9220809635329542,-21.202624734255703,-11.509837347751343,-3.1291296994655378,-10.449593222584463,-6.988622452993319,0.003853,0.01,0.117601
54,0.914636192777554,-21.343280144009253,-11.596497278535425,-3.1466703692461953,-10.542936538989043,-7.065414922739384,0.003809,0.01,0.116429
55,0.9187473834045048,-21.36087292038962,-11.637465184103695,-3.1379954230976383,-10.579879052467309,-7.114079633398283,0.003766,0.01,0.115268
56,0.9269458044909674,-21.29165270450407,-11.643312479655155,-3.1098567459457733,-10.612980584850213,-7.1475905266903315,0.003724,0.01,0.114119
57,0.9254957174703743,-21.284826337874737,-11.68471279620579,-3.0955181155294245,-10.668769364544822,-7.198565062831517,0.003682,0.01,0.112982
58,0.9209345323136398,-21.321676102736873,-11.729181774005953,-3.093499942981272,-10.731693862412513,-7.2464432326511545,0.003642,0.01,0.111855
59,0.9232534980674127,-21.353573074532562,-11.766599944451308,-3.0912053013950134,-10.794086543382685,-7.293022307924759,0.003602,0.01,0.11074
60,0.9255099428181275,-21.29294800643764,-11.772425146672163,-3.066353310356756,-10.818424368830694,-7.318765672663835,0.003564,0.01,0.109636
61,0.9285535012130846,-21.246535283509097,-11.783598002031718,-3.0453774068526225,-10.860478362550325,-7.354927780680375,0.003526,0.01,0.108543
62,0.9203842588691329,-21.28176566569452,-11.827981514841461,-3.042228650182817,-10.916938556008393,-7.402706788988683,0.003489,0.01,0.107461
63,0.9220483641536273,-21.341913477131637,-11.879362972038528,-3.044987627048013,-10.979203079148563,-7.447201788133248,0.003453,0.01,0.10639
64,0.92547944289321,-21.30290386028031,-11.883424418528007,-3.026703499206929,-10.994469425834826,-7.469922120211525,0.003417,0.01,0.105329
65,0.920942971401687,-21.36211495950183,-11.937910728440592,-3.0281690383743833,-11.057339398876097,-7.527366207318081,0.003382,0.01,0.104279
66,0.9205230206287661,-21.41047858504995,-11.987597220166794,-3.0252107959369994,-11.114968472801792,-7.5725596499791195,0.003348,0.01,0.10324
67,0.9191943048011066,-21.442143151820336,-12.034565442811965,-3.0206275596809955,-11.185058735504551,-7.627281399194262,0.003315,0.01,0.10221
68,0.9214577073506455,-21.485024124270936,-12.074609559108291,-3.0228483551729015,-11.240732641820129,-7.674394173354853,0.003282,0.01,0.101191
69,0.9186765667163904,-21.524878144108527,-12.117604910158509,-3.0152501806218943,-11.320767080373471,-7.733097358986715,0.00325,0.01,0.100183
70,0.9270381923952449,-21.46224244359571,-12.114075615037306,-2.9967550638451734,-11.35087471734192,-7.769554343886903,0.003219,0.01,0.099184
71,0.9289212818241086,-21.410371594210496,-12.118462229833204,-2.972013235251274,-11.403171710096732,-7.802765457100371,0.003188,0.01,0.098195
72,0.9213163097751416,-21.425988692119642,-12.14728066657611,-2.9639110143920364,-11.441217216811124,-7.8381200273206275,0.003157,0.01,0.097216
73,0.9201934092593841,-21.47635566102935,-12.19818810081554,-2.9631787993687198,-11.481146864196857,-7.874223626184345,0.003128,0.01,0.096247
74,0.925317375796609,-21.43992657207136,-12.212114654384223,-2.943903141339546,-11.525062185135516,-7.912173066660666,0.003098,0.01,0.095288
75,0.9249236511706821,-21.401110249909397,-12.223964042590183,-2.92519654785303,-11.55529061169131,-7.942229287023335,0.00307,0.01,0.094338
76,0.9253515863849446,-21.363024869091454,-12.233137964490334,-2.908186270227328,-11.574800184009176,-7.967400022310068,0.003042,0.01,0.093397
77,0.9193779824473588,-21.417350355600774,-12.279652368106454,-2.9074291741496867,-11.64018133732464,-8.012919334263154,0.003014,0.01,0.092466
78,0.9207100989234309,-21.444128289404272,-12.31081767265657,-2.9053057389647723,-11.667738122816589,-8.04044510182047,0.002987,0.01,0.091544
79,0.9305435207367008,-21.347846510084395,-12.296192193568698,-2.8769346740150694,-11.708315856853549,-8.07352201026752,0.00296,0.01,0.090632
80,0.9262617104865518,-21.357042795010653,-12.31438856922396,-2.8755661940459363,-11.72890451642988,-8.101287380437144,0.002934,0.01,0.089728
81,0.9255222371967655,-21.36418578447929,-12.340342376340857,-2.8691461258309547,-11.764784501517354,-8.131577854244702,0.002909,0.01,0.088834
82,0.9212162048344984,-21.41729391696456,-12.390913754982025,-2.867604422859257,-11.83592762450971,-8.195578390030349,0.002883,0.01,0.087948
83,0.918572197188782,-21.49532136749465,-12.449409398680585,-2.874400799100728,-11.891813124815437,-8.24282891633084,0.002859,0.01,0.087071
84,0.9291316340434017,-21.473463723144306,-12.462259879415074,-2.8584697964252777,-11.91778015053047,-8.267450041371948,0.002834,0.01,0.086203
85,0.9202242637125101,-21.53332599563192,-12.50996189517751,-2.8596357404934567,-11.987292105739137,-8.312886902083681,0.00281,0.01,0.085344
86,0.9208592808782855,-21.58422567294395,-12.554649747596564,-2.8594957777747876,-12.0442131747505,-8.361486248149165,0.002787,0.01,0.084493
87,0.9220971265333557,-21.595082389251875,-12.588315840628018,-2.8508016171754975,-12.097151160922657,-8.406590447297358,0.002763,0.01,0.083651
88,0.9252274914321409,-21.554309339847865,-12.59157215587489,-2.8385281355149274,-12.120209672252841,-8.426330355431235,0.002741,0.01,0.082817
89,0.9208039420837693,-21.579026858751764,-12.626545418658742,-2.8326425980850254,-12.176579284852325,-8.475143998342382,0.002718,0.01,0.081991
90,0.9241424469853423,-21.568685651272496,-12.650955295241355,-2.8212870078845005,-12.21623593197878,-8.519055171297298,0.002696,0.01,0.081174
91,0.9265994519064857,-21.51948885648904,-12.65493022402914,-2.8017468710441236,-12.249092114047697,-8.545246269699106,0.002674,0.01,0.080365
92,0.9278172296323915,-21.473295477460898,-12.660085762810915,-2.785592295331396,-12.270103232350506,-8.560468805868565,0.002653,0.01,0.079563
93,0.9243239629642009,-21.479260970523626,-12.68558593441543,-2.7781711750026847,-12.316261823565014,-8.588432373012608,0.002632,0.01,0.07877
94,0.9245081772931975,-21.492409441249777,-12.705865860272498,-2.7740733368252104,-12.349044400782624,-8.625482856268018,0.002611,0.01,0.077985
95,0.9281340692154133,-21.436832433759157,-12.704900786235513,-2.7573372343665006,-12.378348986698644,-8.647935106200372,0.002591,0.01,0.077207
96,0.9246331290001182,-21.41887366836291,-12.715490870261254,-2.7488343749558872,-12.406091426917012,-8.677283902388947,0.002571,0.01,0.076438
97,0.9238376681162583,-21.443837214189422,-12.743493716717076,-2.7469930324978584,-12.446627202474296,-8.712988444989724,0.002551,0.01,0.075676
98,0.926022643035245,-21.429478408831915,-12.757310523724392,-2.7351369562568526,-12.484885819250069,-8.741260524188549,0.002532,0.01,0.074921
99,0.9293978148555941,-21.393279519436025,-12.76335879267758,-2.722784780158264,-12.507562175356107,-8.768903126747178,0.002513,0.01,0.074174
100,0.9192581835177859,-21.43648841239465,-12.805948392592535,-2.7209767761533934,-12.561724202759487,-8.799077587287448,0.002494,0.01,0.073435
101,0.9234471577667444,-21.450930468236905,-12.832047637113941,-2.713839743935201,-12.601201667108317,-8.832513699904272,0.002475,0.01,0.072703
102,0.9231684628664332,-21.473621284739174,-12.863963086287464,-2.7089581448854863,-12.651291417618792,-8.874323269904886,0.002457,0.01,0.071978
103,0.9261331935685665,-21.42158260851461,-12.865934619717388,-2.692458565227928,-12.669375491506619,-8.895043044084877,0.002439,0.01,0.071261
104,0.9252117045359269,-21.4254527800866,-12.88529030308581,-2.6846076834915986,-12.703596673734323,-8.935785791708957,0.002421,0.01,0.07055
105,0.9267783823480322,-21.434375570343057,-12.903907950866975,-2.6787542605226338,-12.744074301274551,-8.966194814540223,0.002404,0.01,0.069847
106,0.9211634395873848,-21.444344228725573,-12.928523766978312,-2.670741118516637,-12.782835151177085,-8.99935441393433,0.002386,0.01,0.06915
107,0.927821923390383,-21.420589752070907,-12.936856328310604,-2.655788706753171,-12.81681497863398,-9.029819485924582,0.002369,0.01,0.068461
108,0.9239848835467062,-21.441312868348028,-12.963199105096056,-2.6525446143279874,-12.852757897676693,-9.063827767709249,0.002352,0.01,0.067779
109,0.9266948867835786,-21.421692548332906,-12.971298696771143,-2.6420892100280007,-12.865404790471084,-9.084504524308812,0.002336,0.01,0.067103
110,0.9234193222053617,-21.44603570345389,-12.998597394386408,-2.6358321737472106,-12.909380718676214,-9.11686759512382,0.00232,0.01,0.066434
111,0.9263680917092032,-21.427081126721056,-13.007283669389532,-2.625989367969222,-12.929820149315516,-9.139986578531245,0.002304,0.01,0.065772
112,0.9229220158082868,-21.451030757643352,-13.0369609691504,-2.62152624208545,-12.970155602080672,-9.178939641228535,0.002288,0.01,0.065116
113,0.9263121842623512,-21.452557726143564,-13.054990365457009,-2.6110824598651208,-12.999349286823081,-9.203797724219339,0.002272,0.01,0.064467
114,0.9257217759553659,-21.438241335890215,-13.065554523937355,-2.6014833377489257,-13.019655450679718,-9.231240186663914,0.002257,0.01,0.063824
115,0.9238302686456276,-21.444526506895773,-13.085935324406877,-2.594581390992461,-13.06379995884068,-9.263472828341504,0.002241,0.01,0.063188
116,0.9203987704013179,-21.446443755549538,-13.106216308233765,-2.5880159690203097,-13.097302435986665,-9.299279573327958,0.002226,0.01,0.062558
117,0.9232204073401895,-21.46145781731585,-13.130237205050626,-2.5829362143589742,-13.121472341155961,-9.322582386373803,0.002212,0.01,0.061934
118,0.9184917702384952,-21.505772516401215,-13.16256329036693,-2.587111325997145,-13.157164013277196,-9.35313231820653,0.002197,0.01,0.061317
119,0.9265432306193084,-21.489531435802462,-13.175907853215715,-2.576437717236189,-13.186102650917736,-9.376426354786824,0.002182,0.01,0.060706
120,0.9220038897458253,-21.51828332446879,-13.202803305047539,-2.572327551694909,-13.22749073432915,-9.41155342028805,0.002168,0.01,0.0601
121,0.923232869306663,-21.549109643977328,-13.23385568741313,-2.5715259198290967,-13.269097288070647,-9.445290240161853,0.002154,0.01,0.059501
122,0.9243920462179229,-21.553950183561252,-13.255283861697642,-2.565270778672457,-13.30487696124365,-9.473748369469941,0.00214,0.01,0.058908
123,0.9235450487352248,-21.579679594889406,-13.281399802305206,-2.5626664040930756,-13.33709303643524,-9.501639104271614,0.002127,0.01,0.058321
124,0.9199220718148534,-21.598646625860685,-13.310441372004544,-2.5594704358743545,-13.374471590709902,-9.533814940068886,0.002113,0.01,0.057739
125,0.9234433480775774,-21.588343304594115,-13.31870959831008,-2.553999250541153,-13.39458645570849,-9.551118666341864,0.0021,0.01,0.057164
126,0.9180366448142545,-21.622186359989133,-13.34693786560232,-2.5539948643726302,-13.420096038119686,-9.580455871040751,0.002087,0.01,0.056594
127,0.9322311261071278,-21.546445661308876,-13.336133177626644,-2.5297410922968306,-13.435674185313722,-9.595868977965393,0.002074,0.01,0.05603
128,0.9274992068660355,-21.50606162736916,-13.336250432890214,-2.515641754999271,-13.449831009613415,-9.615022331806992,0.002061,0.01,0.055471
129,0.9243687590357395,-21.524558713514455,-13.357656243575095,-2.5131806339091316,-13.479990473118542,-9.645205169283384,0.002048,0.01,0.054918
130,0.9265011044915992,-21.53719248582169,-13.375275716942522,-2.511263060441433,-13.510401446912622,-9.674175718766165,0.002035,0.01,0.054371
131,0.9246329088404287,-21.52785486127526,-13.38443245426057,-2.5023456699073154,-13.53249726516633,-9.694839632789645,0.002023,0.01,0.053829
132,0.9213840159205311,-21.552569474191834,-13.409641179690821,-2.5012737980040627,-13.575627672976323,-9.72807841287155,0.002011,0.01,0.053292
133,0.9244025114771807,-21.557809706179626,-13.428473563393448,-2.495234149141526,-13.606754615269606,-9.755349239033581,0.001999,0.01,0.052761
134,0.919231553200163,-21.60239593277921,-13.461493876590744,-2.4975142847402503,-13.65228516621495,-9.788923200742264,0.001987,0.01,0.052235
135,0.9183821421947971,-21.65387428478896,-13.49516459013933,-2.498192083008831,-13.694065327129515,-9.820845421633974,0.001975,0.01,0.051714
136,0.9243382957654286,-21.655866305938662,-13.510058999804842,-2.4931996513122026,-13.7053753999503,-9.834469588605213,0.001963,0.01,0.051198
137,0.9231867552820792,-21.650078816498027,-13.52100427791358,-2.4862961488353013,-13.732985780052745,-9.85499418647233,0.001952,0.01,0.050688
138,0.9275532450109005,-21.641356297714346,-13.536073385107867,-2.4785077961529054,-13.765992172086236,-9.883956996833614,0.00194,0.01,0.050183
139,0.9304171648731234,-21.580785434600614,-13.523060668249837,-2.458432543151485,-13.774240048444605,-9.894129804523823,0.001929,0.01,0.049682
140,0.9245971675581122,-21.564179068167768,-13.528795488678133,-2.446940959390685,-13.800279076746367,-9.911600101204266,0.001918,0.01,0.049187
141,0.9270873639407143,-21.55036873746868,-13.535950378308856,-2.4379963463125036,-13.818962644610696,-9.93233097305303,0.001907,0.01,0.048697
142,0.9321429766725794,-21.50759356363677,-13.531431697394762,-2.4235056712118874,-13.834531651676548,-9.947310808829437,0.001896,0.01,0.048211
143,0.918718842222852,-21.56829921215661,-13.572492210197487,-2.4282801079173444,-13.886856036453736,-9.985031510593062,0.001885,0.01,0.047731
144,0.9258411458771649,-21.573558581317382,-13.592599939196878,-2.423173534597976,-13.917503365931134,-10.017122898085736,0.001875,0.01,0.047255
145,0.9241481381815735,-21.59650342137241,-13.615445151424074,-2.4229336101337053,-13.95835255372229,-10.04290283292147,0.001864,0.01,0.046784
146,0.9258855859780823,-21.5821926288735,-13.623151222990625,-2.4140083428236703,-13.985157367514798,-10.067279894801139,0.001854,0.01,0.046317
147,0.9223263207738619,-21.60316166607688,-13.646013880003975,-2.41074127311688,-14.021142291365054,-10.093281884532349,0.001843,0.01,0.045856
148,0.922529227841218,-21.6031863320331,-13.657876336907526,-2.405312184612633,-14.04332150554828,-10.118536547198051,0.001833,0.01,0.045399
149,0.9298865069356873,-21.56654985931688,-13.656231242426557,-2.391825071287165,-14.063119078262838,-10.135561762675213,0.001823,0.01,0.044946
150,0.9312404026616619,-21.527861813844705,-13.65724908943856,-2.376464837600911,-14.077293930846158,-10.15193705822235,0.001813,0.01,0.044498
151,0.9242768767764588,-21.5394676354991,-13.674425024434077,-2.3736725601814848,-14.101987639710659,-10.177159555907373,0.001803,0.01,0.044054
152,0.9165107889638586,-21.603457245623698,-13.714087525503405,-2.3764275044333747,-14.147015283303352,-10.210357993590405,0.001794,0.01,0.043615
153,0.926036241409721,-21.58757061622329,-13.722825545082827,-2.364662191919124,-14.175558405133458,-10.236753644736712,0.001784,0.01,0.04318
154,0.9202503901969249,-21.62346745550978,-13.745852779610514,-2.366230511073616,-14.206306833656509,-10.261391412522759,0.001774,0.01,0.04275
155,0.9194920910365081,-21.671402135307293,-13.780654183251148,-2.3675972643182677,-14.256835678587949,-10.296669514324439,0.001765,0.01,0.042324
156,0.9256638349717109,-21.655328102717466,-13.791512236075528,-2.3542157522039164,-14.28464266861872,-10.321606126322655,0.001756,0.01,0.041902
157,0.9268165361623305,-21.64061599213344,-13.798443011199735,-2.3463753539329324,-14.307232426490751,-10.34235779317774,0.001746,0.01,0.041484
158,0.9278069466882068,-21.626629954375954,-13.804177964510329,-2.3386644837918746,-14.31561345245466,-10.356317068330972,0.001737,0.01,0.04107
159,0.9178565372223164,-21.671892348312877,-13.838696422024327,-2.340280957582451,-14.367635479688627,-10.392375492796313,0.001728,0.01,0.040661
160,0.9270306481326411,-21.6704758771069,-13.848280345635102,-2.334351400247702,-14.389476225154596,-10.408823544948087,0.001719,0.01,0.040256
161,0.9231985733272767,-21.691189645193365,-13.868560961908695,-2.3329128547908042,-14.417891269100224,-10.43420152369571,0.001711,0.01,0.039854
162,0.9253879724333159,-21.698868098519622,-13.881291808639887,-2.330593951099471,-14.446362569519641,-10.452926462298247,0.001702,0.01,0.039457
163,0.9240506329113924,-21.72199483894699,-13.905068405888517,-2.329487629481076,-14.482292897165422,-10.483369630950733,0.001693,0.01,0.039064
164,0.9204655999463285,-21.748218576723037,-13.928408800628416,-2.3282712496815186,-14.513278527368664,-10.510068752745555,0.001685,0.01,0.038674
165,0.9215050330213252,-21.773708531583214,-13.953191921092243,-2.326414690043508,-14.547901891022224,-10.535882893044038,0.001676,0.01,0.038289
166,0.9273250889378282,-21.76551128727822,-13.961508748496883,-2.3173128790563893,-14.570446039777192,-10.558768804847677,0.001668,0.01,0.037907
167,0.9244600077442381,-21.759684194388353,-13.970205987863858,-2.313651106267738,-14.594988082745974,-10.575976267197957,0.001659,0.01,0.037529
168,0.9258840980345886,-21.74628057909078,-13.972400893058403,-2.307770954714103,-14.604823297588233,-10.587664680123797,0.001651,0.01,0.037155
169,0.9225853935967347,-21.765019863236915,-13.990759457600694,-2.3054834410791587,-14.638183140513364,-10.614828692222117,0.001643,0.01,0.036785
170,0.924136426929723,-21.77813465725148,-14.005720109589724,-2.303354273914245,-14.672532937886245,-10.646073385954791,0.001635,0.01,0.036418
171,0.9225444340505145,-21.78132952725651,-14.01981945843413,-2.298707808741892,-14.6967595732457,-10.6678855888661,0.001627,0.01,0.036055
172,0.9244393156389544,-21.79237519191434,-14.036916866645974,-2.2948408755861904,-14.728542427455578,-10.69394060273241,0.001619,0.01,0.035695
173,0.9283968961532112,-21.786840980360857,-14.044481827064939,-2.289262162545083,-14.744845192259794,-10.71175776845986,0.001611,0.01,0.035339
174,0.926993082141178,-21.780540569033974,-14.054017450191992,-2.281195213101008,-14.777601415269803,-10.73619545737396,0.001603,0.01,0.034987
175,0.9231429003884899,-21.78980434460566,-14.067894992386083,-2.27664299350763,-14.804004924011055,-10.757116706880293,0.001596,0.01,0.034638
176,0.9254843266514193,-21.784936981316317,-14.075236845984561,-2.270919126560091,-14.82174749740569,-10.776192040779488,0.001588,0.01,0.034293
177,0.9163097638608829,-21.844381968853934,-14.114649621857636,-2.2761009913223704,-14.864412147442513,-10.810202901093962,0.00158,0.01,0.033951
178,0.9286478227654699,-21.812783370588008,-14.113621937539556,-2.2652301838059627,-14.877587575917431,-10.827860332020913,0.001573,0.01,0.033613
179,0.9304840805169825,-21.779789212824003,-14.109664559159667,-2.2527367111796877,-14.893955371240374,-10.845506286564952,0.001565,0.01,0.033278
180,0.9221062311609135,-21.785682470910714,-14.12401840309332,-2.2498920658678845,-14.920359396006823,-10.869499276000658,0.001558,0.01,0.032946
181,0.9189405297351324,-21.82995159526082,-14.149684447274524,-2.254711444258318,-14.952565083133564,-10.892658396764467,0.001551,0.01,0.032617
182,0.9252901475440036,-21.824795922797403,-14.156654342744549,-2.2485892468445057,-14.970660198127883,-10.908856900764214,0.001544,0.01,0.032292
183,0.9294425675675676,-21.805731238373934,-14.159297219623939,-2.241336913884237,-14.983781121957579,-10.923670238845501,0.001536,0.01,0.03197
184,0.9213427789952942,-21.828148816223663,-14.179417633031111,-2.2423284487569584,-15.009817080886044,-10.946164878392311,0.001529,0.01,0.031652
185,0.9224464378881465,-21.850178507549533,-14.202767992063109,-2.240243524696153,-15.041098246854732,-10.969445240155748,0.001522,0.01,0.031336
186,0.9203834931221342,-21.879324094095075,-14.221004755007456,-2.242514094639413,-15.060721805291148,-10.98701475619022,0.001515,0.01,0.031024
187,0.9237289566553535,-21.871483916857972,-14.229560107113068,-2.2340325119832847,-15.078480610746956,-11.003785593055897,0.001509,0.01,0.030714
188,0.9199062283912097,-21.90571536154084,-14.258656539937519,-2.234138505067355,-15.115396585333691,-11.032598743938978,0.001502,0.01,0.030408
189,0.9229093711777223,-21.91934119980816,-14.278016751342378,-2.2317947715349535,-15.132690393804934,-11.05006209577549,0.001495,0.01,0.030105
190,0.9252273831259108,-21.921644737785595,-14.290561791500568,-2.2263580139126864,-15.158763612265302,-11.071872174586158,0.001488,0.01,0.029805
191,0.9188926500653551,-21.96722301353183,-14.317194766077149,-2.23193280319393,-15.19607177564823,-11.097695884770067,0.001482,0.01,0.029508
192,0.9255487090696135,-21.96154156204253,-14.325120187892974,-2.226714299698502,-15.219388214029419,-11.117421902645214,0.001475,0.01,0.029214
193,0.9245820827953924,-21.96073261760639,-14.332366127081176,-2.2242226489235914,-15.235170474776698,-11.135237917517227,0.001469,0.01,0.028922
194,0.9200897566857009,-21.990456941056955,-14.358568267481047,-2.2234580339567316,-15.266267762855653,-11.159552702865708,0.001462,0.01,0.028634
195,0.9260807504078303,-21.98230089716892,-14.36764777947914,-2.215936886815528,-15.284774772571678,-11.177333104799777,0.001456,0.01,0.028349
