episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk,temporal_demand_gradient
101,0.9321358490566037,-150.43649351669924,-128.17252673202336,-8.586099063780896,-4.907480932306749,-36.438988180147966,-42.36406995592466,-16.256094460742293,-10.282988137205253,-7.462381234445627,-71.22858728119643,-102.15727146311248,0.0
102,0.9308915405797531,-153.3263066147471,-130.59426557341328,-6.389142882083866,-9.218655677651773,-36.03915672572771,-43.46223850502955,-27.576896545507974,-20.732475188451104,-12.262036773977673,-76.6466125065039,-105.43562399406754,0.0
103,0.9255579379699815,-155.22752719204246,-132.4882803125027,-10.111515619133773,-8.03562930393471,-37.98308415590276,-44.08928111111755,-37.15162425267982,-28.29262138560724,-16.891688151074383,-81.25133492560138,-107.95648559327094,0.0
104,0.9268212317277738,-152.7344863555776,-130.9308870757829,-9.215242199455295,-5.219684960808038,-38.27206261914028,-43.88308262602016,-22.15851391423182,-11.698361836553886,-8.341949420820484,-73.54024091284349,-104.01020374176015,0.0
105,0.9282364259515363,-153.7558451584779,-131.7527815692703,-10.464335894951189,-4.647799263066798,-38.67367304737606,-44.59017510257245,-25.618394263041708,-15.113488677621751,-10.142463015747328,-77.20501906423367,-104.36311051520345,0.0
106,0.9174270348661551,-154.23928012909113,-132.82387050880203,-15.567491361661013,-1.1355512537728376,-39.11970612574538,-43.819335955679435,-34.06587569637212,-23.152568363607983,-14.272889018042392,-84.2780825000133,-105.27663185349775,0.0
107,0.9164285069642911,-154.43548290748703,-132.9388915007639,-12.294026535398553,-3.7859080354754293,-38.528990698728336,-44.78666497469191,-34.859905940673826,-22.761986618614888,-15.709150563586071,-85.3423059585654,-105.88600022068701,0.0
108,0.9248696811734756,-152.68545059214023,-132.11294643899265,-11.231259100942214,-2.389163211868565,-38.184698142239796,-44.3901648190924,-26.918452783835953,-13.868923695216692,-10.663721754768238,-81.35084479890398,-103.21865039328539,0.0
109,0.9256391789701116,-153.68356283319525,-133.66855224337382,-8.992255722909697,-4.423978791605707,-38.34704501076022,-45.61666507972773,-33.153742738107304,-20.808735848676754,-13.848520566209963,-83.24567819284646,-104.6358857191916,0.0
110,0.9235444088699158,-155.33975915662313,-136.7475055496503,-9.631630025647185,-6.246383337354737,-38.488454598015615,-45.49244991327046,-35.73577189680502,-22.118146706938806,-13.93322510989872,-90.04636862626514,-106.2830090552052,0.0
111,0.9309552266249885,-153.47819549713992,-136.80741776249872,-8.063965028851138,-5.171771450944793,-38.63952140367665,-45.824749141634335,-18.865636558550673,-8.05522730552273,-4.182164120272982,-80.83040197295868,-103.15890114455635,0.0
112,0.9274499681132132,-157.79124014980525,-138.68827813710624,-10.227183474368129,-6.786657921098179,-39.55175549307123,-46.8764882553203,-31.07514461531406,-19.3179256807501,-10.208856870825754,-87.44509845119336,-107.19764792359054,0.0
113,0.9247574278310131,-160.23814494760728,-139.78932019150446,-10.592978564863207,-8.269050575719309,-39.95999301571625,-48.045614011265286,-36.242199563765105,-24.05526080128578,-11.941014624002479,-87.6727077769528,-109.20489690818604,0.0
114,0.9270224685259925,-162.48220131269358,-141.13415022841693,-10.12591420471196,-10.079826108017027,-40.17791967074985,-49.44196953964208,-38.56143111452321,-27.042724598173876,-13.634152724285258,-88.31891212736213,-111.1737479014602,0.0
115,0.9275109695257558,-163.08938812178118,-141.91638448376023,-13.648813511268115,-7.366142157701473,-41.112203797804604,-49.78890335442364,-36.52765233048279,-25.610913778982713,-11.760429927046223,-90.73019193122448,-111.01638190816846,0.0
116,0.921299397186872,-162.9739420015207,-141.85456106771883,-12.613455382767935,-7.448777593136467,-41.25755587568986,-49.85391815617253,-36.07977949412529,-22.133994403324543,-9.652654433925761,-91.31067671241219,-110.60904520243653,0.0
117,0.9215680348183521,-164.8821680160936,-143.32933313897348,-11.960385848991299,-9.285581774728923,-41.58174304581295,-50.478328882756614,-38.016474643409495,-22.379731126820573,-9.700564079653956,-86.13228938396846,-112.06702695694743,0.0
118,0.9269382947234891,-165.5508582231404,-143.9744699421496,-9.724644788997715,-11.516743076163282,-41.66532440878154,-51.41388650548766,-35.473534638445166,-19.225985247017032,-9.621877749997164,-87.33355425746922,-112.76272629158645,0.0
119,0.9374163817452059,-165.76429984581532,-144.60453747278802,-11.753688846083346,-10.45318114652057,-42.44681457522028,-51.1738090938675,-35.41753927608156,-17.97874123548281,-9.124270853861058,-89.95884862674849,-112.90244036410269,0.0
