seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9053,397.2026,4171,1517,60092,55921,55920,36,40,191,36,36,41,6702,6739,0.025,0.0329,0.9421,0.0495,0.2422,0.7083,38,186,211,199,191,41
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9061,395.1469,4179,1464,60072,55893,55893,40,40,186,40,40,53,6664,6730,0.0235,0.047,0.9295,0.047,0.2258,0.7272,36,173,206,190,186,53
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9071,396.2027,4124,1440,59914,55790,55790,54,42,195,54,54,61,6705,6766,0.0172,0.0385,0.9443,0.0458,0.2736,0.6806,35,209,219,240,195,61
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.904,393.8359,4198,1512,59498,55300,55305,52,43,187,52,52,57,6641,6698,0.0303,0.0421,0.9276,0.0547,0.2747,0.6706,42,211,207,231,187,57
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9097,395.7515,3948,1393,59172,55224,55222,36,41,195,34,36,45,6616,6662,0.0185,0.0278,0.9536,0.0365,0.2712,0.6923,28,208,209,220,195,45
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9018,395.4647,4166,1669,59398,55232,55236,43,43,173,43,43,59,6642,6701,0.0105,0.0553,0.9342,0.0638,0.25,0.6862,49,192,215,202,173,59
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9066,395.3177,4014,1565,59704,55690,55696,26,43,175,30,26,39,6759,6803,0.0119,0.045,0.943,0.0511,0.27,0.6789,39,206,206,206,175,39
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9073,395.3988,3858,1626,59148,55290,55284,44,44,175,44,44,53,6657,6722,0.013,0.0417,0.9452,0.0391,0.2621,0.6988,30,201,196,229,175,53
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9097,395.0551,3997,1370,59412,55415,55408,52,43,196,52,52,55,6656,6713,0.0225,0.0436,0.9339,0.0458,0.2654,0.6889,35,203,217,217,196,55
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5_checkpoint_ep0100,0.0,504,40620,0.9155,396.4107,3812,1223,59574,55762,55759,41,41,199,38,41,42,6795,6841,0.0224,0.0342,0.9434,0.0495,0.2682,0.6823,38,206,220,214,199,42
