seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9465,400.6918,2240,983,60282,58042,58041,166,42,228,166,166,158,7185,7355,0.0157,0.0328,0.9514,0.0183,0.0821,0.8996,14,63,230,197,228,158
43,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9456,397.583,2393,872,60062,57669,57671,168,42,200,168,168,152,7157,7326,0.0079,0.0329,0.9593,0.0157,0.077,0.9073,12,59,207,190,200,152
44,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9382,397.5192,2850,822,59410,56560,56561,211,41,200,211,211,187,6664,6871,0.0157,0.0288,0.9556,0.0131,0.0928,0.8941,10,71,199,257,200,187
45,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9392,396.7459,2679,938,59520,56841,56841,169,42,244,169,169,164,7131,7302,0.0105,0.0276,0.9619,0.0169,0.073,0.91,13,56,250,199,244,164
46,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9451,397.143,2407,828,58938,56531,56530,193,42,213,193,193,179,6951,7149,0.0105,0.0316,0.9578,0.0209,0.0808,0.8983,16,62,222,218,213,179
47,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9446,398.2247,2310,981,59402,57092,57093,186,42,190,186,186,189,7070,7265,0.0132,0.0448,0.942,0.0196,0.0809,0.8995,15,62,197,210,190,189
48,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9398,398.0603,2647,944,59646,56999,57000,173,41,196,173,173,170,7143,7313,0.0106,0.0317,0.9578,0.0317,0.0831,0.8852,24,63,212,209,196,170
49,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9448,396.9155,2359,908,59136,56777,56776,196,42,191,196,196,190,6926,7121,0.0131,0.0327,0.9542,0.03,0.0679,0.9021,23,52,204,217,191,190
50,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9454,397.3526,2443,799,59402,56959,56958,188,42,212,188,188,176,7083,7273,0.0143,0.0261,0.9596,0.0196,0.0743,0.9061,15,57,221,220,212,176
51,Imbalance_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9443,398.3486,2546,788,59852,57306,57308,183,42,212,183,183,184,7134,7301,0.0119,0.0264,0.9618,0.0182,0.0924,0.8893,14,71,218,232,212,184
