episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8957455770850885,-0.8149620015057736,-0.5892017631558701,-3.068912552203983,-3.00473257470876,-0.24057402794605878,-0.2263644312060933
1,0.9319046905439832,-0.36071578081963085,-0.27350865247780665,-0.9043657058688206,-0.8586567248645154,-0.1267318092393,-0.1197527970682317
2,0.9373378386532312,-0.4802351072079447,-0.329167243765477,-1.3567160205161177,-1.18362803305523,-0.17553238323988085,-0.15756492514278764
3,0.9308913749548899,-0.5376914323737806,-0.3568344169444541,-1.4488063626415746,-1.2385662583426902,-0.20872532066333613,-0.18155432676539232
4,0.9383332831733229,-0.5879482370722028,-0.3729306684813891,-1.5137466044693022,-1.2356422607686588,-0.2305975698141644,-0.1980635180841804
5,0.9351194611411484,-0.6077337234837186,-0.36471921136224744,-1.4994681680749502,-1.1093838389913202,-0.25597904123452414,-0.212023182356028
6,0.9397802591508927,-0.6219546953059432,-0.36742561745082114,-1.4769563539945325,-1.0644614201508453,-0.26528991434273297,-0.2232920548057753
7,0.9379443491051729,-0.637923187026766,-0.3666423901643904,-1.4570689177357066,-1.013657336107813,-0.27433504422943167,-0.2220495647709912
8,0.9299296923670236,-0.7450307641488182,-0.4147084122532271,-1.8658676846667681,-1.3029561538590537,-0.3071996081108471,-0.24642005362559988
9,0.9225862223149611,-0.8115623518712959,-0.4398963752823471,-1.9800528826024222,-1.3328379767798624,-0.3347460208972206,-0.2804499429927322
10,0.935281076320345,-0.7454275571983574,-0.3854445151104322,-1.5778027259199803,-0.9398475734403262,-0.3210418372473246,-0.26867034303822207
11,0.9369455766003356,-0.7790396223181176,-0.39216083602889656,-1.6927586702222115,-0.9797789696384998,-0.3422401150090217,-0.27559847726394193
12,0.934286830323608,-0.8086851429381833,-0.409222396484242,-1.725815144524938,-1.0057836913930087,-0.3541363919324001,-0.28807484166988434
13,0.9331565471836137,-0.8613295438192816,-0.43443623985153884,-1.9078370108916598,-1.121429730532037,-0.3804424911821949,-0.30575785473676725
14,0.9335101573331726,-0.8720175341379992,-0.4399768501239387,-1.8985482524452522,-1.0867335387114883,-0.3863100549889143,-0.3176020100302791
15,0.9239003328236035,-0.9588542630815488,-0.4838448490406055,-2.1735716066171724,-1.2995473700531084,-0.43218972256474397,-0.3549295058609164
16,0.934647920886453,-0.9280732495008143,-0.45916524620980803,-1.916804548152364,-1.0694805219879682,-0.4301803228291026,-0.35489602857747277
17,0.9332232893157263,-0.9569150349412812,-0.46476090121736585,-1.9381717115600945,-1.0608365764902736,-0.4464433184055377,-0.3605385693585858
18,0.9327559244556718,-0.9663241419837506,-0.46095449616975864,-1.8676480296854723,-0.980977088366457,-0.46831362448697955,-0.37520617989451865
19,0.9419980776162441,-0.9625589309944083,-0.4487689745532897,-1.7583351204800701,-0.880247225125614,-0.4807457363169909,-0.3838467024800407
20,0.9342314722009315,-1.0010088580596814,-0.47090121741186297,-1.9049924610844697,-1.0055398547756615,-0.4927980040575183,-0.39888420030079064
21,0.9357781536974383,-1.0248382847043827,-0.4850994450310756,-1.9051383076161315,-1.0487799502260662,-0.5160823009837809,-0.4203045844292704
