seed,bike_id,component_type,odometer_km,total_distance_km,damage_status,is_available
1000,B270,Steering & Chassis,286.5937685600576,286.5937685600576,,True
1000,B270,Wheels & Tires,286.5937685600576,286.5937685600576,,True
1000,B270,Braking System,286.5937685600576,286.5937685600576,,True
1000,B270,Electronics,286.5937685600576,286.5937685600576,,True
1000,B270,Locking System,286.5937685600576,286.5937685600576,,True
1000,B201,Body & Accessories,242.13410593603626,242.13410593603626,,True
1000,B201,Drivetrain,242.13410593603626,242.13410593603626,,True
1000,B201,Steering & Chassis,242.13410593603626,242.13410593603626,,True
1000,B201,Wheels & Tires,242.13410593603626,242.13410593603626,,True
1000,B201,Braking System,242.13410593603626,242.13410593603626,,True
1000,B201,Electronics,242.13410593603626,242.13410593603626,,True
1000,B201,Locking System,242.13410593603626,242.13410593603626,,True
1000,B762,Body & Accessories,322.17490097628774,322.17490097628774,,True
1000,B762,Drivetrain,322.17490097628774,322.17490097628774,,True
1000,B762,Steering & Chassis,322.17490097628774,322.17490097628774,,True
1000,B762,Wheels & Tires,322.17490097628774,322.17490097628774,,True
1000,B762,Braking System,322.17490097628774,322.17490097628774,,True
1000,B762,Electronics,322.17490097628774,322.17490097628774,,True
1000,B762,Locking System,322.17490097628774,322.17490097628774,,True
1000,B631,Body & Accessories,273.73284463947203,273.73284463947203,,True
1000,B631,Drivetrain,21.7210112213164,273.73284463947203,,True
1000,B631,Steering & Chassis,273.73284463947203,273.73284463947203,,True
1000,B631,Wheels & Tires,273.73284463947203,273.73284463947203,,True
1000,B631,Braking System,77.24741895009099,273.73284463947203,,True
1000,B631,Electronics,20.474915127189256,273.73284463947203,,True
1000,B631,Locking System,273.73284463947203,273.73284463947203,,True
1000,B228,Body & Accessories,63.61352103566348,204.7598224732512,onsite,False
1000,B228,Drivetrain,204.7598224732512,204.7598224732512,onsite,False
1000,B228,Steering & Chassis,118.10148687712181,204.7598224732512,onsite,False
1000,B228,Wheels & Tires,204.7598224732512,204.7598224732512,onsite,False
1000,B228,Braking System,204.7598224732512,204.7598224732512,onsite,False
1000,B228,Electronics,204.7598224732512,204.7598224732512,onsite,False
1000,B228,Locking System,204.7598224732512,204.7598224732512,onsite,False
1000,B86,Body & Accessories,253.4220768264311,253.4220768264311,onsite,False
1000,B86,Drivetrain,253.4220768264311,253.4220768264311,onsite,False
1000,B86,Steering & Chassis,70.45882349076078,253.4220768264311,onsite,False
1000,B86,Wheels & Tires,253.4220768264311,253.4220768264311,onsite,False
1000,B86,Braking System,253.4220768264311,253.4220768264311,onsite,False
1000,B86,Electronics,253.4220768264311,253.4220768264311,onsite,False
1000,B86,Locking System,91.38504832825726,253.4220768264311,onsite,False
1000,B484,Body & Accessories,248.23970333243096,248.23970333243096,depot,False
1000,B484,Drivetrain,248.23970333243096,248.23970333243096,depot,False
1000,B484,Steering & Chassis,248.23970333243096,248.23970333243096,depot,False
1000,B484,Wheels & Tires,248.23970333243096,248.23970333243096,depot,False
1000,B484,Braking System,248.23970333243096,248.23970333243096,depot,False
1000,B484,Electronics,248.23970333243096,248.23970333243096,depot,False
1000,B484,Locking System,248.23970333243096,248.23970333243096,depot,False
1000,B17,Body & Accessories,281.3048605063843,281.3048605063843,depot,False
1000,B17,Drivetrain,281.3048605063843,281.3048605063843,depot,False
1000,B17,Steering & Chassis,281.3048605063843,281.3048605063843,depot,False
1000,B17,Wheels & Tires,281.3048605063843,281.3048605063843,depot,False
1000,B17,Braking System,281.3048605063843,281.3048605063843,depot,False
1000,B17,Electronics,281.3048605063843,281.3048605063843,depot,False
1000,B17,Locking System,281.3048605063843,281.3048605063843,depot,False
1000,B361,Body & Accessories,149.67370833229006,279.56752612409076,,True
1000,B361,Drivetrain,157.1401769355178,279.56752612409076,,True
1000,B361,Steering & Chassis,174.5425277861997,279.56752612409076,,True
1000,B361,Wheels & Tires,279.56752612409076,279.56752612409076,,True
1000,B361,Braking System,279.56752612409076,279.56752612409076,,True
1000,B361,Electronics,28.30258809839121,279.56752612409076,,True
1000,B361,Locking System,279.56752612409076,279.56752612409076,,True
1000,B165,Body & Accessories,252.1232633916654,252.1232633916654,,True
1000,B165,Drivetrain,252.1232633916654,252.1232633916654,,True
1000,B165,Steering & Chassis,252.1232633916654,252.1232633916654,,True
1000,B165,Wheels & Tires,252.1232633916654,252.1232633916654,,True
1000,B165,Braking System,69.0754459568685,252.1232633916654,,True
1000,B165,Electronics,252.1232633916654,252.1232633916654,,True
1000,B165,Locking System,47.66880675881664,252.1232633916654,,True
1000,B324,Body & Accessories,162.58557433046752,280.46851844003004,,True
1000,B324,Drivetrain,280.46851844003004,280.46851844003004,,True
1000,B324,Steering & Chassis,280.46851844003004,280.46851844003004,,True
1000,B324,Wheels & Tires,280.46851844003004,280.46851844003004,,True
1000,B324,Braking System,280.46851844003004,280.46851844003004,,True
1000,B324,Electronics,280.46851844003004,280.46851844003004,,True
1000,B324,Locking System,280.46851844003004,280.46851844003004,,True
1000,B267,Body & Accessories,23.65059017842247,283.48449258839304,,True
1000,B267,Drivetrain,283.48449258839304,283.48449258839304,,True
1000,B267,Steering & Chassis,62.46007175898463,283.48449258839304,,True
1000,B267,Wheels & Tires,283.48449258839304,283.48449258839304,,True
1000,B267,Braking System,283.48449258839304,283.48449258839304,,True
1000,B267,Electronics,283.48449258839304,283.48449258839304,,True
1000,B267,Locking System,283.48449258839304,283.48449258839304,,True
1000,B685,Body & Accessories,272.1903637944282,272.1903637944282,,True
1000,B685,Drivetrain,272.1903637944282,272.1903637944282,,True
1000,B685,Steering & Chassis,272.1903637944282,272.1903637944282,,True
1000,B685,Wheels & Tires,272.1903637944282,272.1903637944282,,True
1000,B685,Braking System,272.1903637944282,272.1903637944282,,True
1000,B685,Electronics,272.1903637944282,272.1903637944282,,True
1000,B685,Locking System,272.1903637944282,272.1903637944282,,True
1000,B156,Body & Accessories,276.0851340629961,276.0851340629961,,True
1000,B156,Drivetrain,141.87203043575278,276.0851340629961,,True
1000,B156,Steering & Chassis,276.0851340629961,276.0851340629961,,True
1000,B156,Wheels & Tires,276.0851340629961,276.0851340629961,,True
1000,B156,Braking System,276.0851340629961,276.0851340629961,,True
1000,B156,Electronics,276.0851340629961,276.0851340629961,,True
1000,B156,Locking System,276.0851340629961,276.0851340629961,,True
1000,B159,Body & Accessories,177.6431651454178,319.74285067946784,,True
1000,B159,Drivetrain,146.11235881047668,319.74285067946784,,True
1000,B159,Steering & Chassis,319.74285067946784,319.74285067946784,,True
1000,B159,Wheels & Tires,319.74285067946784,319.74285067946784,,True
1000,B159,Braking System,319.74285067946784,319.74285067946784,,True
1000,B159,Electronics,319.74285067946784,319.74285067946784,,True
1000,B159,Locking System,319.74285067946784,319.74285067946784,,True
1000,B413,Body & Accessories,202.39488841471885,202.39488841471885,,True
1000,B413,Drivetrain,127.19492042130146,202.39488841471885,,True
1000,B413,Steering & Chassis,202.39488841471885,202.39488841471885,,True
1000,B413,Wheels & Tires,202.39488841471885,202.39488841471885,,True
1000,B413,Braking System,143.76189671843218,202.39488841471885,,True
1000,B413,Electronics,202.39488841471885,202.39488841471885,,True
1000,B413,Locking System,202.39488841471885,202.39488841471885,,True
1000,B152,Body & Accessories,303.18750207740294,303.18750207740294,,True
1000,B152,Drivetrain,303.18750207740294,303.18750207740294,,True
1000,B152,Steering & Chassis,303.18750207740294,303.18750207740294,,True
1000,B152,Wheels & Tires,303.18750207740294,303.18750207740294,,True
1000,B152,Braking System,303.18750207740294,303.18750207740294,,True
1000,B152,Electronics,303.18750207740294,303.18750207740294,,True
1000,B152,Locking System,303.18750207740294,303.18750207740294,,True
1000,B329,Body & Accessories,308.90808930440306,308.90808930440306,,True
1000,B329,Drivetrain,308.90808930440306,308.90808930440306,,True
1000,B329,Steering & Chassis,308.90808930440306,308.90808930440306,,True
1000,B329,Wheels & Tires,308.90808930440306,308.90808930440306,,True
1000,B329,Braking System,308.90808930440306,308.90808930440306,,True
1000,B329,Electronics,308.90808930440306,308.90808930440306,,True
1000,B329,Locking System,308.90808930440306,308.90808930440306,,True
1000,B173,Body & Accessories,254.54121180731627,254.54121180731627,,True
1000,B173,Drivetrain,254.54121180731627,254.54121180731627,,True
1000,B173,Steering & Chassis,254.54121180731627,254.54121180731627,,True
1000,B173,Wheels & Tires,254.54121180731627,254.54121180731627,,True
1000,B173,Braking System,254.54121180731627,254.54121180731627,,True
1000,B173,Electronics,112.78517525700369,254.54121180731627,,True
1000,B173,Locking System,254.54121180731627,254.54121180731627,,True
1000,B83,Body & Accessories,286.6522028073764,286.6522028073764,,True
1000,B83,Drivetrain,286.6522028073764,286.6522028073764,,True
1000,B83,Steering & Chassis,286.6522028073764,286.6522028073764,,True
1000,B83,Wheels & Tires,286.6522028073764,286.6522028073764,,True
1000,B83,Braking System,286.6522028073764,286.6522028073764,,True
1000,B83,Electronics,286.6522028073764,286.6522028073764,,True
1000,B83,Locking System,286.6522028073764,286.6522028073764,,True
1000,B559,Body & Accessories,150.1152986780496,270.6447648184488,,True
1000,B559,Drivetrain,270.6447648184488,270.6447648184488,,True
1000,B559,Steering & Chassis,270.6447648184488,270.6447648184488,,True
1000,B559,Wheels & Tires,270.6447648184488,270.6447648184488,,True
1000,B559,Braking System,9.442607000449337,270.6447648184488,,True
1000,B559,Electronics,270.6447648184488,270.6447648184488,,True
1000,B559,Locking System,270.6447648184488,270.6447648184488,,True
1000,B97,Body & Accessories,288.96119838798097,288.96119838798097,,True
1000,B97,Drivetrain,288.96119838798097,288.96119838798097,,True
1000,B97,Steering & Chassis,288.96119838798097,288.96119838798097,,True
1000,B97,Wheels & Tires,288.96119838798097,288.96119838798097,,True
1000,B97,Braking System,288.96119838798097,288.96119838798097,,True
1000,B97,Electronics,288.96119838798097,288.96119838798097,,True
1000,B97,Locking System,288.96119838798097,288.96119838798097,,True
1000,B85,Body & Accessories,281.7979643837311,281.7979643837311,,True
1000,B85,Drivetrain,281.7979643837311,281.7979643837311,,True
1000,B85,Steering & Chassis,281.7979643837311,281.7979643837311,,True
1000,B85,Wheels & Tires,281.7979643837311,281.7979643837311,,True
1000,B85,Braking System,281.7979643837311,281.7979643837311,,True
1000,B85,Electronics,281.7979643837311,281.7979643837311,,True
1000,B85,Locking System,281.7979643837311,281.7979643837311,,True
1000,B98,Body & Accessories,258.70359536615337,258.70359536615337,,True
1000,B98,Drivetrain,235.6321589125821,258.70359536615337,,True
1000,B98,Steering & Chassis,258.70359536615337,258.70359536615337,,True
1000,B98,Wheels & Tires,258.70359536615337,258.70359536615337,,True
1000,B98,Braking System,258.70359536615337,258.70359536615337,,True
1000,B98,Electronics,258.70359536615337,258.70359536615337,,True
1000,B98,Locking System,258.70359536615337,258.70359536615337,,True
1000,B602,Body & Accessories,299.9102909948644,299.9102909948644,,True
1000,B602,Drivetrain,299.9102909948644,299.9102909948644,,True
1000,B602,Steering & Chassis,299.9102909948644,299.9102909948644,,True
1000,B602,Wheels & Tires,299.9102909948644,299.9102909948644,,True
1000,B602,Braking System,299.9102909948644,299.9102909948644,,True
1000,B602,Electronics,299.9102909948644,299.9102909948644,,True
1000,B602,Locking System,299.9102909948644,299.9102909948644,,True
1000,B89,Body & Accessories,280.6209208429571,280.6209208429571,,True
1000,B89,Drivetrain,6.895142542520636,280.6209208429571,,True
1000,B89,Steering & Chassis,280.6209208429571,280.6209208429571,,True
1000,B89,Wheels & Tires,280.6209208429571,280.6209208429571,,True
1000,B89,Braking System,280.6209208429571,280.6209208429571,,True
1000,B89,Electronics,280.6209208429571,280.6209208429571,,True
1000,B89,Locking System,280.6209208429571,280.6209208429571,,True
1000,B123,Body & Accessories,285.88153038107845,285.88153038107845,,True
1000,B123,Drivetrain,285.88153038107845,285.88153038107845,,True
1000,B123,Steering & Chassis,285.88153038107845,285.88153038107845,,True
1000,B123,Wheels & Tires,285.88153038107845,285.88153038107845,,True
1000,B123,Braking System,285.88153038107845,285.88153038107845,,True
1000,B123,Electronics,158.31578385536957,285.88153038107845,,True
1000,B123,Locking System,285.88153038107845,285.88153038107845,,True
1000,B548,Body & Accessories,293.18524147747456,293.18524147747456,,True
1000,B548,Drivetrain,293.18524147747456,293.18524147747456,,True
1000,B548,Steering & Chassis,293.18524147747456,293.18524147747456,,True
1000,B548,Wheels & Tires,293.18524147747456,293.18524147747456,,True
1000,B548,Braking System,293.18524147747456,293.18524147747456,,True
1000,B548,Electronics,293.18524147747456,293.18524147747456,,True
1000,B548,Locking System,293.18524147747456,293.18524147747456,,True
1000,B421,Body & Accessories,148.4699880763671,296.5984534199555,,True
1000,B421,Drivetrain,296.5984534199555,296.5984534199555,,True
1000,B421,Steering & Chassis,296.5984534199555,296.5984534199555,,True
1000,B421,Wheels & Tires,296.5984534199555,296.5984534199555,,True
1000,B421,Braking System,296.5984534199555,296.5984534199555,,True
1000,B421,Electronics,296.5984534199555,296.5984534199555,,True
1000,B421,Locking System,296.5984534199555,296.5984534199555,,True
1000,B34,Body & Accessories,242.90305214989695,242.90305214989695,,True
1000,B34,Drivetrain,104.63380380893564,242.90305214989695,,True
1000,B34,Steering & Chassis,95.87618434470029,242.90305214989695,,True
1000,B34,Wheels & Tires,242.90305214989695,242.90305214989695,,True
1000,B34,Braking System,242.90305214989695,242.90305214989695,,True
1000,B34,Electronics,242.90305214989695,242.90305214989695,,True
1000,B34,Locking System,242.90305214989695,242.90305214989695,,True
1000,B754,Body & Accessories,281.77767115457186,281.77767115457186,,True
1000,B754,Drivetrain,281.77767115457186,281.77767115457186,,True
1000,B754,Steering & Chassis,8.727124872376878,281.77767115457186,,True
1000,B754,Wheels & Tires,281.77767115457186,281.77767115457186,,True
1000,B754,Braking System,281.77767115457186,281.77767115457186,,True
1000,B754,Electronics,281.77767115457186,281.77767115457186,,True
1000,B754,Locking System,281.77767115457186,281.77767115457186,,True
1000,B642,Body & Accessories,259.804341943888,259.804341943888,,True
1000,B642,Drivetrain,259.804341943888,259.804341943888,,True
1000,B642,Steering & Chassis,259.804341943888,259.804341943888,,True
1000,B642,Wheels & Tires,259.804341943888,259.804341943888,,True
1000,B642,Braking System,259.804341943888,259.804341943888,,True
1000,B642,Electronics,259.804341943888,259.804341943888,,True
1000,B642,Locking System,259.804341943888,259.804341943888,,True
1000,B427,Body & Accessories,228.54188456013082,228.54188456013082,,True
1000,B427,Drivetrain,168.1592388218452,228.54188456013082,,True
1000,B427,Steering & Chassis,228.54188456013082,228.54188456013082,,True
1000,B427,Wheels & Tires,228.54188456013082,228.54188456013082,,True
1000,B427,Braking System,228.54188456013082,228.54188456013082,,True
1000,B427,Electronics,228.54188456013082,228.54188456013082,,True
1000,B427,Locking System,228.54188456013082,228.54188456013082,,True
1000,B371,Body & Accessories,266.6331585914411,266.6331585914411,,True
1000,B371,Drivetrain,266.6331585914411,266.6331585914411,,True
1000,B371,Steering & Chassis,266.6331585914411,266.6331585914411,,True
1000,B371,Wheels & Tires,266.6331585914411,266.6331585914411,,True
1000,B371,Braking System,266.6331585914411,266.6331585914411,,True
1000,B371,Electronics,197.17714145276958,266.6331585914411,,True
1000,B371,Locking System,266.6331585914411,266.6331585914411,,True
1000,B507,Body & Accessories,260.63443573163886,260.63443573163886,,True
1000,B507,Drivetrain,260.63443573163886,260.63443573163886,,True
1000,B507,Steering & Chassis,260.63443573163886,260.63443573163886,,True
1000,B507,Wheels & Tires,260.63443573163886,260.63443573163886,,True
1000,B507,Braking System,260.63443573163886,260.63443573163886,,True
1000,B507,Electronics,260.63443573163886,260.63443573163886,,True
1000,B507,Locking System,260.63443573163886,260.63443573163886,,True
1000,B398,Body & Accessories,297.78399327284063,297.78399327284063,,True
1000,B398,Drivetrain,297.78399327284063,297.78399327284063,,True
1000,B398,Steering & Chassis,297.78399327284063,297.78399327284063,,True
1000,B398,Wheels & Tires,297.78399327284063,297.78399327284063,,True
1000,B398,Braking System,297.78399327284063,297.78399327284063,,True
1000,B398,Electronics,297.78399327284063,297.78399327284063,,True
1000,B398,Locking System,297.78399327284063,297.78399327284063,,True
1000,B437,Body & Accessories,253.91135732229736,253.91135732229736,,True
1000,B437,Drivetrain,253.91135732229736,253.91135732229736,,True
1000,B437,Steering & Chassis,253.91135732229736,253.91135732229736,,True
1000,B437,Wheels & Tires,36.1266395432249,253.91135732229736,,True
1000,B437,Braking System,253.91135732229736,253.91135732229736,,True
1000,B437,Electronics,253.91135732229736,253.91135732229736,,True
1000,B437,Locking System,253.91135732229736,253.91135732229736,,True
1000,B515,Body & Accessories,295.70746563774094,295.70746563774094,,True
1000,B515,Drivetrain,295.70746563774094,295.70746563774094,,True
1000,B515,Steering & Chassis,295.70746563774094,295.70746563774094,,True
1000,B515,Wheels & Tires,295.70746563774094,295.70746563774094,,True
1000,B515,Braking System,295.70746563774094,295.70746563774094,,True
1000,B515,Electronics,295.70746563774094,295.70746563774094,,True
1000,B515,Locking System,295.70746563774094,295.70746563774094,,True
1000,B250,Body & Accessories,241.99908872063375,241.99908872063375,,True
1000,B250,Drivetrain,241.99908872063375,241.99908872063375,,True
1000,B250,Steering & Chassis,241.99908872063375,241.99908872063375,,True
1000,B250,Wheels & Tires,241.99908872063375,241.99908872063375,,True
1000,B250,Braking System,241.99908872063375,241.99908872063375,,True
1000,B250,Electronics,60.929189464748,241.99908872063375,,True
1000,B250,Locking System,241.99908872063375,241.99908872063375,,True
1000,B321,Body & Accessories,252.76267155151447,252.76267155151447,,True
1000,B321,Drivetrain,252.76267155151447,252.76267155151447,,True
1000,B321,Steering & Chassis,252.76267155151447,252.76267155151447,,True
1000,B321,Wheels & Tires,252.76267155151447,252.76267155151447,,True
1000,B321,Braking System,252.76267155151447,252.76267155151447,,True
1000,B321,Electronics,53.743776671055905,252.76267155151447,,True
1000,B321,Locking System,252.76267155151447,252.76267155151447,,True
1000,B623,Body & Accessories,292.27335359398046,292.27335359398046,,True
1000,B623,Drivetrain,292.27335359398046,292.27335359398046,,True
1000,B623,Steering & Chassis,292.27335359398046,292.27335359398046,,True
1000,B623,Wheels & Tires,292.27335359398046,292.27335359398046,,True
1000,B623,Braking System,292.27335359398046,292.27335359398046,,True
1000,B623,Electronics,292.27335359398046,292.27335359398046,,True
1000,B623,Locking System,292.27335359398046,292.27335359398046,,True
1000,B318,Body & Accessories,226.01472471544128,226.01472471544128,,True
1000,B318,Drivetrain,226.01472471544128,226.01472471544128,,True
1000,B318,Steering & Chassis,226.01472471544128,226.01472471544128,,True
1000,B318,Wheels & Tires,4.4348322347180105,226.01472471544128,,True
1000,B318,Braking System,226.01472471544128,226.01472471544128,,True
1000,B318,Electronics,226.01472471544128,226.01472471544128,,True
1000,B318,Locking System,158.29020823018428,226.01472471544128,,True
1000,B588,Body & Accessories,245.7420452844486,245.7420452844486,,True
1000,B588,Drivetrain,176.05823072600813,245.7420452844486,,True
1000,B588,Steering & Chassis,245.7420452844486,245.7420452844486,,True
1000,B588,Wheels & Tires,245.7420452844486,245.7420452844486,,True
1000,B588,Braking System,245.7420452844486,245.7420452844486,,True
1000,B588,Electronics,245.7420452844486,245.7420452844486,,True
1000,B588,Locking System,245.7420452844486,245.7420452844486,,True
1000,B36,Body & Accessories,280.5814431319378,280.5814431319378,,True
1000,B36,Drivetrain,280.5814431319378,280.5814431319378,,True
1000,B36,Steering & Chassis,280.5814431319378,280.5814431319378,,True
1000,B36,Wheels & Tires,280.5814431319378,280.5814431319378,,True
1000,B36,Braking System,280.5814431319378,280.5814431319378,,True
1000,B36,Electronics,280.5814431319378,280.5814431319378,,True
1000,B36,Locking System,134.7482562237702,280.5814431319378,,True
1000,B639,Body & Accessories,257.4983980277832,257.4983980277832,,True
1000,B639,Drivetrain,257.4983980277832,257.4983980277832,,True
1000,B639,Steering & Chassis,257.4983980277832,257.4983980277832,,True
1000,B639,Wheels & Tires,4.546921865588172,257.4983980277832,,True
1000,B639,Braking System,257.4983980277832,257.4983980277832,,True
1000,B639,Electronics,257.4983980277832,257.4983980277832,,True
1000,B639,Locking System,257.4983980277832,257.4983980277832,,True
1000,B519,Body & Accessories,257.05857684865583,257.05857684865583,,True
1000,B519,Drivetrain,147.68864362828847,257.05857684865583,,True
1000,B519,Steering & Chassis,257.05857684865583,257.05857684865583,,True
1000,B519,Wheels & Tires,246.18844903462383,257.05857684865583,,True
1000,B519,Braking System,168.43550658262532,257.05857684865583,,True
1000,B519,Electronics,16.201175571064788,257.05857684865583,,True
1000,B519,Locking System,221.2607150935458,257.05857684865583,,True
1000,B756,Body & Accessories,295.06611140781985,295.06611140781985,,True
1000,B756,Drivetrain,295.06611140781985,295.06611140781985,,True
1000,B756,Steering & Chassis,207.92268752064427,295.06611140781985,,True
1000,B756,Wheels & Tires,295.06611140781985,295.06611140781985,,True
1000,B756,Braking System,295.06611140781985,295.06611140781985,,True
1000,B756,Electronics,295.06611140781985,295.06611140781985,,True
1000,B756,Locking System,295.06611140781985,295.06611140781985,,True
1000,B512,Body & Accessories,267.54645241514174,267.54645241514174,,True
1000,B512,Drivetrain,138.2092585197055,267.54645241514174,,True
1000,B512,Steering & Chassis,267.54645241514174,267.54645241514174,,True
1000,B512,Wheels & Tires,267.54645241514174,267.54645241514174,,True
1000,B512,Braking System,267.54645241514174,267.54645241514174,,True
1000,B512,Electronics,267.54645241514174,267.54645241514174,,True
1000,B512,Locking System,267.54645241514174,267.54645241514174,,True
1000,B164,Body & Accessories,245.55589815230354,245.55589815230354,,True
1000,B164,Drivetrain,93.00990700982739,245.55589815230354,,True
1000,B164,Steering & Chassis,245.55589815230354,245.55589815230354,,True
1000,B164,Wheels & Tires,245.55589815230354,245.55589815230354,,True
1000,B164,Braking System,245.55589815230354,245.55589815230354,,True
1000,B164,Electronics,245.55589815230354,245.55589815230354,,True
1000,B164,Locking System,245.55589815230354,245.55589815230354,,True
1000,B579,Body & Accessories,276.1693451284308,276.1693451284308,,True
1000,B579,Drivetrain,276.1693451284308,276.1693451284308,,True
1000,B579,Steering & Chassis,276.1693451284308,276.1693451284308,,True
1000,B579,Wheels & Tires,276.1693451284308,276.1693451284308,,True
1000,B579,Braking System,276.1693451284308,276.1693451284308,,True
1000,B579,Electronics,276.1693451284308,276.1693451284308,,True
1000,B579,Locking System,276.1693451284308,276.1693451284308,,True
1000,B243,Body & Accessories,224.4124210971318,224.4124210971318,,True
1000,B243,Drivetrain,224.4124210971318,224.4124210971318,,True
1000,B243,Steering & Chassis,224.4124210971318,224.4124210971318,,True
1000,B243,Wheels & Tires,77.00374691689356,224.4124210971318,,True
1000,B243,Braking System,190.81794003432174,224.4124210971318,,True
1000,B243,Electronics,224.4124210971318,224.4124210971318,,True
1000,B243,Locking System,224.4124210971318,224.4124210971318,,True
1000,B2,Body & Accessories,303.8440151799837,303.8440151799837,,True
1000,B2,Drivetrain,303.8440151799837,303.8440151799837,,True
1000,B2,Steering & Chassis,303.8440151799837,303.8440151799837,,True
1000,B2,Wheels & Tires,303.8440151799837,303.8440151799837,,True
1000,B2,Braking System,303.8440151799837,303.8440151799837,,True
1000,B2,Electronics,303.8440151799837,303.8440151799837,,True
1000,B2,Locking System,303.8440151799837,303.8440151799837,,True
1000,B562,Body & Accessories,292.076635809787,292.076635809787,,True
1000,B562,Drivetrain,292.076635809787,292.076635809787,,True
1000,B562,Steering & Chassis,292.076635809787,292.076635809787,,True
1000,B562,Wheels & Tires,292.076635809787,292.076635809787,,True
1000,B562,Braking System,239.8046122106955,292.076635809787,,True
1000,B562,Electronics,292.076635809787,292.076635809787,,True
1000,B562,Locking System,292.076635809787,292.076635809787,,True
1000,B134,Body & Accessories,287.03211319037655,287.03211319037655,,True
