seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9481,400.9596,2118,1010,60282,58164,58164,229,42,215,229,229,216,7613,7849,0.0157,0.0328,0.9514,0.0065,0.0222,0.9713,5,17,210,216,215,216
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9453,398.2735,2275,1009,60062,57787,57788,205,49,202,205,205,203,7651,7867,0.0079,0.0329,0.9593,0.0065,0.0235,0.97,5,18,203,191,202,203
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.944,398.4893,2385,940,59410,57025,57028,241,47,232,241,241,228,7350,7584,0.0157,0.0288,0.9556,0.0052,0.017,0.9778,4,13,224,232,232,228
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9495,397.2549,2108,895,59520,57412,57415,232,45,231,232,232,226,7650,7874,0.0105,0.0276,0.9619,0.0013,0.0104,0.9883,1,8,226,221,231,226
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9474,397.6732,2124,978,58938,56814,56813,223,47,219,223,223,226,7669,7895,0.0105,0.0316,0.9578,0.0013,0.013,0.9857,1,10,212,208,219,226
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9461,398.6711,2146,1053,59402,57256,57256,231,43,213,231,231,227,7711,7948,0.0132,0.0448,0.942,0.0078,0.0222,0.97,6,17,215,214,213,227
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9475,398.5133,2261,868,59646,57385,57383,222,46,225,222,222,221,7742,7961,0.0106,0.0317,0.9578,0.004,0.0317,0.9644,3,24,221,221,225,221
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9497,397.3749,2021,953,59136,57115,57117,230,46,206,230,230,220,7385,7625,0.0131,0.0327,0.9542,0.0039,0.0183,0.9778,3,14,200,221,206,220
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.9488,397.9402,2253,788,59402,57149,57149,235,46,211,235,235,224,7657,7881,0.0143,0.0261,0.9596,0.0078,0.0222,0.97,6,17,208,230,211,224
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,90.0,20,1,18,0.948,399.3164,2192,921,59852,57660,57659,246,46,220,246,246,251,7534,7768,0.0119,0.0264,0.9618,0.0052,0.0286,0.9661,4,22,215,244,220,251
