episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty
0,0.8967076316188742,-11.032924423052675,-8.399878528486171
1,0.9411996842936069,-27.27321305365788,-20.391002088508134
2,0.9365609851564146,-42.86446862693452,-31.679769466900648
3,0.9386488350475277,-57.42499202114624,-42.14183671705006
4,0.9339299896145152,-71.1892688240935,-52.07466620843547
5,0.9382519727564583,-84.68027690314881,-61.82112335311052
6,0.93733877257184,-97.56467299386016,-71.09661485343867
7,0.934577189286789,-110.17928941045953,-80.06621358280289
8,0.9344711335861778,-121.97858417689062,-88.42086495632086
9,0.9473668280871671,-133.50974914708866,-96.60901057721765
10,0.9429406800096455,-144.47633473750622,-104.34149455609824
11,0.9399002870524248,-154.64053388517726,-111.47249626035374
12,0.9378319652341864,-164.58722604943569,-118.47744250293333
13,0.9413397706698854,-174.41901756401654,-125.38540172701269
14,0.9347525822723997,-183.76530384743018,-131.94120995304442
15,0.9358714402445298,-192.8811694351288,-138.33374939681266
16,0.9417927473583093,-201.93245673147302,-144.69078646300545
17,0.9390921512069227,-210.7814090187041,-150.8953314376376
18,0.9443485632966966,-219.66558913401033,-157.0873673720495
19,0.9385203927947466,-227.78320602560353,-162.70688707131865
20,0.9387122033489941,-235.76136051754514,-168.2410556166482
21,0.9360230547550432,-243.41362279048099,-173.50842008356486
22,0.93774790323069,-251.006297313319,-178.72235238647704
23,0.9407803346016791,-258.1506475714534,-183.63167534199252
24,0.9352655276262039,-265.17234731314085,-188.39453065034226
25,0.9394425931535898,-272.23333405767863,-193.219011326522
26,0.9388440658648511,-278.7968478130963,-197.6889617619327
27,0.9312677742852866,-285.1256562210713,-202.01649668270832
28,0.9441660916264139,-291.4743961253573,-206.27174816871835
29,0.9403542307577432,-297.6263684769249,-210.44736324939504
30,0.9448381653627858,-303.67933769063126,-214.55639155465397
31,0.9438896386264808,-309.339639864259,-218.39436141080952
32,0.9295184509023434,-314.9148267444485,-222.2000618175496
33,0.9386527300902434,-320.74459040534316,-226.18193136195936
34,0.9372949215810229,-326.3540404293628,-230.00889405795917
35,0.944984984984985,-331.4502710013824,-233.448888645327
36,0.9362994728848387,-336.7917149121097,-237.0866552360389
37,0.93674662487946,-341.9053869098912,-240.57491395130847
38,0.9339029453352989,-347.07528050365556,-244.05896877015493
39,0.9370501402952299,-351.72171734400393,-247.21011656235046
40,0.9388415877203502,-356.49327117365834,-250.44573804392823
41,0.9439607455943512,-360.86626687971176,-253.4377306737927
42,0.9387952097975928,-365.18057099010565,-256.33748469732944
43,0.9414307458143074,-369.38226172176167,-259.15437109819277
44,0.9353453489778638,-373.7435626467823,-262.109310682066
45,0.9372864080580371,-377.7811353607514,-264.8290854392894
46,0.9382599708171206,-382.0553325700603,-267.74761037917483
47,0.9379805072946305,-386.1741202658327,-270.53923062177216
48,0.9339568214253181,-390.19906346265856,-273.20888058711677
49,0.9339804074764109,-394.1262040052222,-275.85866299600576
50,0.9364465655772367,-397.6735639033513,-278.21038153592457
51,0.937140260527113,-401.32502638180205,-280.5922642099323
52,0.9412388308344691,-404.5191736975721,-282.6547000439699
53,0.9301356208656779,-407.9202460333318,-284.9111142288824
54,0.9446497791399981,-411.1698307336338,-287.08037334823433
55,0.9343836720078775,-414.72361971776166,-289.4540220943708
56,0.9392439653863671,-417.6784257751036,-291.36073589905783
57,0.9344577600236721,-421.0108355312136,-293.5490462926405
58,0.936288928647239,-424.21954758068034,-295.6930738184078
59,0.938418368886341,-427.38148484897096,-297.80451251270216
60,0.9402228976697062,-430.3229276525433,-299.7338854834835
61,0.9348095338791046,-433.25962432764624,-301.6912667180781
62,0.942346281709545,-435.9942777811263,-303.45563735000894
63,0.9336187145785603,-438.6623666213135,-305.2040606696434
64,0.9377122081668219,-441.2117035628735,-306.84546652566877
65,0.9430568527612907,-443.8977689222248,-308.59297765633966
66,0.9379254015790907,-446.64855988239674,-310.3626256720227
67,0.9394755964636067,-449.02883420324827,-311.88434864125384
68,0.9417153878608884,-451.4609694783694,-313.435998122425
69,0.9392027273542869,-453.8950187307717,-315.02398353963
70,0.9365617289455691,-456.2657045348715,-316.5519542873272
71,0.9315220321720636,-458.84324260800105,-318.2434773866116
72,0.9415061403240131,-460.96888009326847,-319.6042895939064
73,0.9322504553462124,-463.22172935811585,-321.02235313198514
74,0.9472019464720195,-465.4654128840568,-322.49189766914463
75,0.9318353874572268,-467.79973713294834,-324.0263353912384
76,0.9413778477944741,-469.96772100967763,-325.45513783795735
77,0.9447865661329569,-472.25040525392404,-326.96432676505935
78,0.9371627765989694,-474.4114165636834,-328.35236414433706
79,0.9383647798742139,-476.3979619084187,-329.63963968210413
80,0.9320453642282884,-478.66135683564755,-331.1320279127047
81,0.938877400295421,-480.58895220016603,-332.41022571819985
82,0.9415045159726011,-482.5205145659632,-333.6802529371235
83,0.9427443837279903,-484.4929296046844,-334.94532473620063
84,0.9407991367165253,-486.3117160744586,-336.1146458154654
85,0.9343795007201152,-488.0107388954193,-337.2017600969805
86,0.9362583278314627,-489.8775809860127,-338.40051992393234
87,0.9351506024096385,-491.8483870256843,-339.7239455570446
88,0.943973862536302,-493.4535924172082,-340.7925988721671
89,0.9401353617632966,-495.0766603788905,-341.83425115123055
90,0.9387609567671965,-496.543618665434,-342.7694654648352
91,0.9401593745301459,-498.20540890877845,-343.86653393318045
92,0.9415817945540814,-499.663840686135,-344.7888173298986
93,0.9380239067937661,-501.0924117410687,-345.6657248982868
94,0.9434983092529973,-502.785138319607,-346.7664549999549
95,0.945690780486324,-504.50653341058216,-347.9075535879789
96,0.9403071133770332,-505.92963952465186,-348.85210491940035
97,0.940683008091385,-507.35299765361606,-349.7803589727038
98,0.9390070061569258,-508.6505565495869,-350.5508107274486
99,0.9425318514502575,-510.02591132687513,-351.4165199194808
100,0.9438668189194062,-511.2680887271899,-352.1632294328726
101,0.9416945935525964,-512.785216747168,-353.16390188870645
102,0.9478152004641363,-514.2142276946598,-354.09044672543115
103,0.9364360408560312,-515.534665791744,-354.9517856011671
104,0.9362170973194881,-516.6418117435313,-355.6670781369366
105,0.9372008308998404,-517.955033504982,-356.53705428688284
106,0.9372001086398889,-519.081099420857,-357.2588148835112
107,0.9356685049932926,-520.2296468172556,-357.9881765178463
108,0.9367983494144062,-521.5402069701291,-358.8492861357413
109,0.9439011991268204,-522.7712623055128,-359.6356474661035
110,0.9387001029741353,-523.9466594498896,-360.36235450264604
111,0.9360711261642676,-524.9887125782747,-361.01188211493985
112,0.9302048239468114,-526.0452720444057,-361.6442949096151
113,0.9351544014137239,-527.1859250743714,-362.36740135332604
114,0.9401797331235439,-528.2892823037648,-363.0574979515381
115,0.9346196682821107,-529.3340783784612,-363.7050320391127
116,0.9429382283678522,-530.2725599693161,-364.2953598582928
117,0.93518932951392,-531.1873981289139,-364.86250218339114
118,0.9413549646988133,-532.194927458909,-365.50915227572483
119,0.9374459068254395,-533.2577794872262,-366.1846986563077
120,0.9458966010406841,-534.2500348807744,-366.81627062348343
121,0.9343493201852682,-535.264507255814,-367.46077967172704
122,0.9431144035896046,-536.1220979721779,-367.98815500171725
123,0.9435496056329515,-537.0703424600558,-368.600312217101
124,0.9361079253938552,-538.0460198517943,-369.2083838994194
125,0.9395930479016532,-538.9213266284177,-369.74841512488035
126,0.9383996423781851,-539.9553925601188,-370.41248089352683
127,0.9403833363564907,-540.7854407489787,-370.9151814543365
128,0.937345994350622,-541.6127628559098,-371.43500039791167
129,0.944659060282095,-542.4786368941045,-372.0081843247686
130,0.940569804016453,-543.2833283788663,-372.50291685544516
131,0.9338210535982123,-544.1158911983733,-373.017692474773
132,0.9342804793800499,-544.8736231991396,-373.4945680510627
133,0.9363740435018377,-545.6979450385035,-374.0475779689404
134,0.9364392877382408,-546.4368701848201,-374.49483794977976
135,0.9333711793002479,-547.2799004324285,-375.0500239130206
136,0.937656753851666,-548.0553482444732,-375.5209574206478
137,0.9358703102184343,-548.8249301755106,-375.9918092937516
138,0.9435154667231109,-549.5364530743574,-376.43830000769503
139,0.9369051921455246,-550.2390040632316,-376.8651760122275
140,0.9365472390441812,-550.9569386801671,-377.32367371546724
141,0.9385660331384016,-551.6515115412523,-377.7547176743729
142,0.9337227859917492,-552.3309895095744,-378.1843201997377
143,0.9340352129431359,-552.9517176306899,-378.5688802667331
144,0.9365418787458965,-553.6267946484504,-378.99498048221466
145,0.9382979362552194,-554.27025256126,-379.3906663968712
146,0.9437567926578916,-554.8549417521335,-379.7559836488006
147,0.9371475350191013,-555.5183561204831,-380.164159803433
148,0.9411516048189861,-556.0959038138757,-380.51696313634767
149,0.9368408401189868,-556.6774018039429,-380.8773761106102
150,0.9402350511707006,-557.391233053769,-381.32411568399755
151,0.940832856583662,-558.0441621710605,-381.7282356263953
152,0.938387484957882,-558.7261409255897,-382.15603283856444
153,0.9324353087846261,-559.2568149244972,-382.4737335811011
154,0.9340884158092922,-559.9499969411862,-382.92387399432096
155,0.935346272203772,-560.5948073308489,-383.3229797306815
156,0.9346419066053714,-561.2134895765165,-383.6946248081531
157,0.9404092304885835,-561.8165323709252,-384.05460699524036
158,0.939086600863292,-562.4510212474141,-384.45640061691927
159,0.9442293032474462,-562.995534382472,-384.77668440192946
160,0.9328637794095609,-563.5293081831131,-385.07510498928207
161,0.9362515937101572,-564.0827963016666,-385.40428581204594
162,0.9390214581955881,-564.6629993183166,-385.755812407674
163,0.9310697115384615,-565.1451131451256,-386.03113095866894
164,0.9378711602809514,-565.6677765133662,-386.3451432818147
165,0.9321711855716741,-566.1355546174782,-386.6049459318698
166,0.9419713593829412,-566.7139222911532,-386.96157910130853
167,0.941974446906012,-567.2507036758407,-387.30579895333227
168,0.9454198587056964,-567.723599503495,-387.5820032240671
169,0.9420480737569971,-568.2564517065379,-387.9113503522256
170,0.9440050712388312,-568.6523377688665,-388.12634797838035
171,0.9347632079961923,-569.0850834324375,-388.37814058843867
172,0.9383780818578003,-569.569294396837,-388.6688895007696
173,0.9459058124734833,-570.0353623258035,-388.9525239991349
174,0.9396574993251957,-570.4998086746659,-389.22311015619556
175,0.9316369500940775,-571.0107972153322,-389.5267246349206
176,0.9303822094519769,-571.4441910609847,-389.7767065366076
177,0.9346136668155427,-571.934134954582,-390.06645997987044
178,0.9392340168878166,-572.3200554219098,-390.27615583574755
179,0.937909186906019,-572.7521221307315,-390.5398031610502
180,0.9371676845015647,-573.1816740122881,-390.7997747709538
181,0.9375870963916151,-573.57615724353,-391.0390419690152
182,0.9386965132329113,-574.0328100014453,-391.30523959353036
183,0.9339221556886228,-574.4101666209859,-391.52507023498487
184,0.9395704960039046,-574.8759781896038,-391.8160416414311
185,0.9399616904106309,-575.2822816933225,-392.0573978360042
186,0.9355853023088672,-575.7271336388828,-392.3270113884253
187,0.9405575539568345,-576.0823637131841,-392.5240232957807
188,0.9396471401520844,-576.4857659562225,-392.756484161207
189,0.9430749758919962,-576.816243466279,-392.9428826908419
190,0.936450911725637,-577.2133008154798,-393.18702575511406
191,0.9354417701156402,-577.5734727812124,-393.4023758233452
192,0.939775617053104,-577.9170301383934,-393.60505170109695
193,0.9329773190927637,-578.2284189251683,-393.7776567747415
194,0.9324825153924323,-578.6018111447671,-393.9953594838627
195,0.9437539689739636,-578.9633766313572,-394.223062894821
196,0.9347019391908068,-579.319508209627,-394.43491252441737
197,0.9352131385098418,-579.6954413546745,-394.669919707662
198,0.9332711854213027,-580.0062036054165,-394.85128346740476
199,0.9410693494939846,-580.3086419014892,-395.02705345098815
