episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,fleet_failure_risk,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
262,0.920784908202796,-5.095701740846092,-1.3269947407039695,-0.6093206940524242,-0.22930682119167534,-0.44316648201264397,-0.24814377232011672,-0.03700716522583185,0.001125,0.01,0.0,0.97,100,10,1,11
263,0.923287532322669,-5.099631346938816,-1.3290284005791555,-0.6102189830868677,-0.22966549972484054,-0.44377186574325184,-0.2485042764945719,-0.03706330015374798,0.001122,0.01,0.0,0.97,100,10,1,11
264,0.9254876770681902,-5.100189939354528,-1.3295006004400385,-0.6107652776247509,-0.2297143033167082,-0.44434844663915934,-0.24883664702765598,-0.03706932820947442,0.001118,0.01,0.0,0.97,100,11,1,12
265,0.9210963594555128,-5.101854258792228,-1.330178919774521,-0.6113182866727902,-0.22976390464295857,-0.4449629664343798,-0.2491797717055887,-0.03709161024972665,0.001114,0.01,0.0,0.97,100,11,1,12
266,0.9242732607442081,-5.099935692550211,-1.3289546861083101,-0.6111742881337654,-0.22952889158510117,-0.44547694568490875,-0.2494803944473995,-0.03706044578458469,0.00111,0.01,0.0,0.97,100,11,1,12
267,0.9209739142059792,-5.104043038262153,-1.3310626920152002,-0.612140266915678,-0.22988702916243334,-0.4461674436910757,-0.2498821469833975,-0.03711915419923474,0.001107,0.01,0.0,0.97,100,10,1,11
268,0.9258457147653824,-5.107793929398554,-1.3329855770196617,-0.6129934101511999,-0.23024287257003037,-0.4467638649541556,-0.2502592680010559,-0.03717267463117234,0.001103,0.01,0.0,0.97,100,10,1,11
269,0.9208145179021429,-5.1118277823477385,-1.3350381967186027,-0.6139073248049844,-0.2305969138005595,-0.4474125508534255,-0.2506630397153549,-0.037230392133957055,0.001099,0.01,0.0,0.97,100,10,1,11
270,0.9291840441275394,-5.115241455252409,-1.336768388978601,-0.6147072875977925,-0.2308908163030929,-0.4479764558634884,-0.2509838263531391,-0.037279416751426965,0.001096,0.01,0.0,0.97,100,11,1,12
271,0.9228799568747683,-5.119117844655218,-1.3387300459928315,-0.6156019485233146,-0.23122606444184438,-0.448612843455232,-0.25134836686288575,-0.03733491350531896,0.001092,0.01,0.0,0.97,100,10,1,11
272,0.92030110721037,-5.123150098406603,-1.3408168221505339,-0.6165500138227283,-0.2315966140744172,-0.4492466221941487,-0.2517116381799049,-0.03739236487733012,0.001088,0.01,0.0,0.97,100,10,1,11
273,0.9300680364214873,-5.125893807245949,-1.342203700238168,-0.6172476477918774,-0.2318285513302131,-0.44979211891107534,-0.25200074743162265,-0.03743125964289734,0.001085,0.01,0.0,0.97,100,11,1,12
274,0.9246756752197312,-5.129624158772657,-1.344119776341951,-0.6181081377266634,-0.23216642604165577,-0.45042641582836623,-0.2523679901424773,-0.03748466881970615,0.001081,0.01,0.0,0.97,100,11,0,11
275,0.921443163208455,-5.133209459758283,-1.34590910761749,-0.6189456407474382,-0.2324743386762449,-0.451055565653556,-0.25273069503781664,-0.037535483054990826,0.001078,0.01,0.0,0.97,100,11,1,12
276,0.9249092253899946,-5.136915708694739,-1.3477889779097094,-0.6197547381831943,-0.23282329739805294,-0.45163142672341267,-0.25308949616892884,-0.037588385126212945,0.001074,0.01,0.0,0.97,100,10,1,11
277,0.9227771216467016,-5.140703557336382,-1.349711664975412,-0.6206382225403806,-0.23315019453903357,-0.45228824218618124,-0.2534383315710268,-0.03764245039372473,0.001071,0.01,0.0,0.97,100,11,1,12
278,0.9230407154624618,-5.144508945167481,-1.3516609462058833,-0.6215234971603548,-0.23347364394284928,-0.4529171845019341,-0.25377638150523113,-0.03769650871810493,0.001067,0.01,0.0,0.97,100,10,1,11
279,0.9226901532024027,-5.148286311399834,-1.353615406468536,-0.6224346256618466,-0.23379157154516034,-0.45357434288552195,-0.25410092262220974,-0.037750493279313416,0.001064,0.01,0.0,0.97,100,10,1,11
280,0.9262295081967213,-5.151869160581703,-1.355396253873648,-0.6232295460404657,-0.23409547615255985,-0.45413016319138294,-0.25442122603888634,-0.037801798921977284,0.001061,0.01,0.0,0.97,100,10,1,11
281,0.9174616480844999,-5.1559905329692945,-1.3575174876960145,-0.6241987558435698,-0.23446360544455108,-0.45481710090373517,-0.2548003827667833,-0.03786081072845374,0.001057,0.01,0.0,0.97,100,10,1,11
282,0.9237258110775564,-5.1573432395816905,-1.3582417018545905,-0.6247066205154114,-0.23456797371773264,-0.45540390212965576,-0.2550943420600783,-0.03787868819777081,0.001054,0.01,0.0,0.97,100,11,1,12
283,0.9223428366933079,-5.161055460482531,-1.3601109698312344,-0.6255534570478103,-0.23487767899328088,-0.4560068745507773,-0.25542007543359896,-0.037931858105339944,0.001051,0.01,0.0,0.97,100,10,1,11
284,0.924228613868071,-5.164466327570453,-1.3618717964313576,-0.6263681076095047,-0.23519005480569008,-0.4566037131409342,-0.2557422024051376,-0.037980659077498896,0.001047,0.01,0.0,0.97,100,11,1,12
285,0.9199093503441329,-5.168361854339207,-1.3638755866964813,-0.6272638923452537,-0.23553388842866627,-0.4572167756659621,-0.256083944241926,-0.03803631603330909,0.001044,0.01,0.0,0.97,100,10,1,11
286,0.9226370161669014,-5.171750536603416,-1.3655943921638545,-0.6280886778944459,-0.23579762889475073,-0.45779894799978815,-0.25640256377433196,-0.03808462092780263,0.001041,0.01,0.0,0.97,100,11,1,12
287,0.9260521412143901,-5.174691359818728,-1.3671102990352149,-0.6288276536293084,-0.23603895354476803,-0.458385053122452,-0.2567058351359043,-0.03812645619992937,0.001037,0.01,0.0,0.97,100,11,1,12
288,0.9231358529111338,-5.178139247569052,-1.3688261327361655,-0.6296172902752173,-0.23632028979000932,-0.4589756651390969,-0.2570460266690804,-0.03817588236164607,0.001034,0.01,0.0,0.97,100,11,1,12
289,0.9238535192339996,-5.181740347029357,-1.3706779077197326,-0.6304276791499388,-0.23665334373802993,-0.4595212515902764,-0.2573775207107144,-0.03822726718475045,0.001031,0.01,0.0,0.97,100,10,1,11
290,0.9249224440248179,-5.185249555324329,-1.3724904337978217,-0.6312371746709571,-0.2369785861086802,-0.4600871852712797,-0.25770850928473205,-0.03827723958998473,0.001028,0.01,0.0,0.97,100,10,1,11
291,0.9195324640227012,-5.188489617862694,-1.374176943362537,-0.6320819345045847,-0.2372319554755147,-0.4607354936906401,-0.25800800872796376,-0.03832337216885036,0.001025,0.01,0.0,0.97,100,11,1,12
292,0.9284025553748386,-5.191542586002361,-1.3757059626832446,-0.6328008276229687,-0.2374880680206602,-0.4612644850221639,-0.25831787779119825,-0.038367081028591765,0.001022,0.01,0.0,0.97,100,11,1,12
293,0.9210305330690941,-5.1946328470258925,-1.377374766557676,-0.6336118854028032,-0.23776893859015083,-0.46184631028474926,-0.2586588953459885,-0.038410783730489007,0.001018,0.01,0.0,0.97,100,11,1,12
294,0.927879494852158,-5.196588828940846,-1.378359169110781,-0.6341690287607374,-0.23794502509519444,-0.46236403468430304,-0.2589685108584517,-0.03843781712751555,0.001015,0.01,0.0,0.97,100,11,1,12
295,0.921798091411351,-5.199804190090872,-1.379989215859471,-0.6349515549076263,-0.23820114562898004,-0.4629370724626776,-0.2592740430873828,-0.0384834421883786,0.001012,0.01,0.0,0.97,100,11,1,12
296,0.9274803375044209,-5.202738909142788,-1.3814883576228794,-0.6356555402752952,-0.23844783269732495,-0.4634638129614261,-0.2595759175467082,-0.03852513849335732,0.001009,0.01,0.0,0.97,100,11,1,12
297,0.9190227284113491,-5.206116778918382,-1.3831825235086783,-0.6364848649488605,-0.23871165312883152,-0.4641105219126241,-0.2599137051441397,-0.038573086060598456,0.001006,0.01,0.0,0.97,100,11,1,12
298,0.9231132075471699,-5.208809439966872,-1.3846782190481564,-0.6372175067189846,-0.23898071542414104,-0.46468921898970916,-0.26025651131585537,-0.03861105926130843,0.001003,0.01,0.0,0.97,100,11,1,12
299,0.9241210166473484,-5.21228089463121,-1.3864598662113243,-0.6380343857826468,-0.239275577975911,-0.4652929641674429,-0.2605486674133249,-0.038660786738342695,0.001,0.01,0.0,0.97,100,10,1,11
