seed,exp_name,alpha,duration_hours,total_runtime_s,lookahead_minutes,num_scenarios,n_routing_candidates,n_time_steps,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9476,400.909,2237,923,60282,58045,58043,228,42,199,228,228,220,7541,7779,0.0157,0.0328,0.9514,0.0078,0.0143,0.9778,6,11,193,211,199,220
43,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9514,398.8002,1957,963,60062,58105,58107,217,42,206,217,217,201,7557,7778,0.0079,0.0329,0.9593,0.0078,0.0261,0.9661,6,20,208,208,206,201
44,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.949,398.5351,2219,810,59410,57191,57194,241,42,216,241,241,230,7474,7715,0.0157,0.0288,0.9556,0.0026,0.0275,0.9699,2,21,206,236,216,230
45,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9521,397.3671,2028,823,59520,57492,57494,231,42,208,231,231,236,7580,7812,0.0105,0.0276,0.9619,0.0026,0.0261,0.9713,2,20,202,229,208,236
46,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9532,398.3396,1923,835,58938,57015,57013,241,42,216,241,241,241,7396,7637,0.0105,0.0316,0.9578,0.0039,0.0209,0.9752,3,16,212,229,216,241
47,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9464,398.3825,2184,997,59402,57218,57217,215,42,197,215,215,224,7436,7669,0.0132,0.0448,0.942,0.0026,0.0222,0.9752,2,17,191,200,197,224
48,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9481,398.6287,2192,904,59646,57454,57454,205,42,220,205,205,197,7510,7702,0.0106,0.0317,0.9578,0.004,0.0409,0.9551,3,31,216,204,220,197
49,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9528,397.8088,1952,840,59136,57184,57185,220,42,221,220,220,207,7560,7787,0.0131,0.0327,0.9542,0.0065,0.0222,0.9713,5,17,219,211,221,207
50,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9518,398.0953,2107,757,59402,57295,57294,239,42,205,239,239,229,7515,7764,0.0143,0.0261,0.9596,0.0,0.013,0.987,0,10,197,233,205,229
51,EX15_FleetBrokenGlobal_seed1000_g0p97_wsm1p0_wcm1p0_wf0p0_bias_term_trans100_fsdiag25_eps0_initbm2p5,0.0,504,40320,30.0,10,5,6,0.9508,399.7216,2126,818,59852,57726,57728,221,42,249,221,221,228,7695,7913,0.0119,0.0264,0.9618,0.0039,0.0195,0.9766,3,15,243,214,249,228
