episode,service_level,anticipated_demand_shortfall,squared_starvation_penalty,squared_congestion_penalty
109,0.9309551552089869,-25.932962150106242,-681.8982026377698,-473.0186269694682
110,0.9405572384008638,-25.95929599145242,-682.341573036122,-473.4122133990599
111,0.9366190833959429,-25.98834463656693,-682.3542176258978,-473.4650723957695
112,0.93463934819075,-26.016340289967665,-682.4693814587596,-473.6939021742774
113,0.942123850697193,-26.055610071047045,-682.7454175334035,-473.95237960594176
114,0.9324113048707156,-26.081566105279567,-683.0106042134124,-474.23928622716244
115,0.9375619127667878,-26.10806813793019,-682.9613968563774,-474.3136411330665
116,0.9415659008464329,-26.13326567096736,-683.1272749903931,-474.53154780078677
117,0.937984496124031,-26.169644609759054,-683.2653379469198,-474.76122984369357
118,0.9319709758625796,-26.203999182923358,-683.517100766032,-475.03927628376425
119,0.9353187944422957,-26.235240078736716,-683.8361678879542,-475.34433946694827
120,0.9364895722332166,-26.256921315044487,-683.9757879760631,-475.5444501385237
121,0.9335268765712917,-26.282496018373113,-683.9112059801927,-475.6320334738493
122,0.9383457734085806,-26.312414090651632,-683.8213635827108,-475.62985829709146
123,0.9284232676987825,-26.34859108449506,-684.0755490394835,-475.86338788250833
124,0.9418608192477539,-26.364950131227683,-684.1776749489861,-475.9878598116017
125,0.9337760283645323,-26.39538216346263,-684.3457124213284,-476.1707534620645
126,0.942825146039529,-26.42771281913642,-684.5767876980641,-476.3954275201293
127,0.9458607414592743,-26.45931371317185,-684.715424835016,-476.57161641380134
128,0.9334497764883507,-26.48774647906814,-685.1624429414238,-476.9289354945668
129,0.9414129810453762,-26.507878257443746,-685.138240792955,-476.9556501328202
130,0.9417057902973396,-26.533914477307007,-685.1781298746713,-477.06922765742894
131,0.9449377793886674,-26.57079438318452,-685.7169094543427,-477.50485618220057
132,0.9373568069456167,-26.59212964491028,-685.7980001407351,-477.6562404814639
133,0.9359810136089164,-26.623603271709747,-685.9241131289624,-477.88447234138954
134,0.936998406925366,-26.648817103569698,-686.1297293682283,-478.08029756281155
135,0.9343469455611644,-26.673160492223527,-686.6444358920992,-478.49662044744144
136,0.9313999880902757,-26.69316508634832,-686.5670715764305,-478.5069520922015
137,0.9366116941529236,-26.71442329541456,-686.7748409066156,-478.70004742027885
138,0.932178232817375,-26.741028593814274,-687.0178467079385,-478.92574534972954
139,0.9368710245767014,-26.763914950085965,-687.191956908702,-479.070421884865
140,0.9279992772825825,-26.78047186845207,-687.2355675560284,-479.10229520319433
141,0.9355587720885351,-26.80113818272772,-687.4721598747669,-479.33659925556134
142,0.9409301765166577,-26.81700144637671,-687.3344125710222,-479.26382700898927
143,0.9374490073429427,-26.846960850859695,-687.7097280862619,-479.55253828045335
144,0.9379913959353212,-26.868202688783676,-688.148912403135,-479.86411789923585
145,0.9287842669845053,-26.893044886448948,-688.4608321280547,-480.17645542571876
146,0.9364315754440108,-26.91901200897068,-688.7643332575487,-480.425486417554
147,0.9362317095200818,-26.939476517881253,-688.9765994599641,-480.6130598705759
148,0.9306579224451731,-26.959869519540938,-688.9929818575587,-480.6290964129701
149,0.9328859060402684,-26.973016875406547,-688.6741698466938,-480.39685971360615
150,0.9352992298240882,-26.993284108681603,-689.2437966271519,-480.8235806373089
151,0.9365846247341234,-27.016643756342535,-689.5661237664601,-481.02900310951003
152,0.9361064492927356,-27.043943866899603,-690.09342038007,-481.38272725369615
153,0.9444208224503432,-27.05973094808743,-690.1566296213197,-481.45118670790356
154,0.9371050255792959,-27.076786523360763,-690.3003178938944,-481.5870695035025
155,0.9370857893290169,-27.10030890876664,-690.7935575921816,-481.9456733023971
156,0.935119594534515,-27.11686952996499,-691.050794011361,-482.1461197332417
157,0.9419397670348241,-27.13562903058497,-691.2092140658643,-482.22153554152624
158,0.9325889909358305,-27.15909656543679,-691.5427049225638,-482.4488843670045
159,0.9390576732747503,-27.18214691217198,-691.921680017207,-482.74091883926354
160,0.9394720282863392,-27.19826435937566,-691.8786353652893,-482.71343983794196
161,0.9298034737664523,-27.21809464844605,-692.2930997912175,-483.00952130724716
162,0.934126147824778,-27.23665077258913,-692.5963258398466,-483.1822780461957
163,0.9374942493482594,-27.247729876902078,-692.5643048990876,-483.1719344846089
164,0.9356642938326255,-27.263721251407713,-692.7821431728208,-483.37466904047653
165,0.9343335047336742,-27.28017440373004,-692.878515460458,-483.4281209578204
166,0.9373711652722202,-27.296618539703843,-692.7114178565301,-483.31526352096535
167,0.9413699809383262,-27.30549088290541,-692.669309016018,-483.309648200267
168,0.9402360222067166,-27.322174864807874,-692.9699440125706,-483.5355089656591
169,0.9347806367731987,-27.33052186142917,-692.9929199615874,-483.56863276212357
170,0.9409460772407092,-27.345871513609406,-693.131871676469,-483.66727684644513
171,0.9362568752787275,-27.36249705576744,-693.371334762234,-483.8452712657156
172,0.9371993828841093,-27.36903939409547,-693.391556911066,-483.870135428022
173,0.9331999757531673,-27.380021293740704,-693.49676048984,-483.96705096697747
174,0.9381774144716925,-27.395279020696766,-693.714071338806,-484.1029580021456
175,0.937259768166823,-27.411077652997783,-693.8359775257945,-484.1762826444819
176,0.9308079899226201,-27.42095670540024,-693.8627274917677,-484.24115698650417
177,0.927633772927088,-27.428708045924104,-693.8716609358016,-484.28152370038026
178,0.9373768141910052,-27.438110747679755,-693.8699781545575,-484.30251804223985
179,0.93234991838462,-27.44709622536494,-693.8638534775353,-484.3050988394268
180,0.9300440261120388,-27.461402568736197,-694.0230071117261,-484.4230097051061
181,0.9323448193060392,-27.470309453733787,-693.9476960956669,-484.38695347667084
182,0.9371656950537893,-27.484930469472488,-694.2807611655272,-484.63469060842243
183,0.9391172914147521,-27.50130047737749,-694.4505919788992,-484.7765586464103
184,0.9303147268408551,-27.501159005893417,-694.1581755224244,-484.5932132197682
185,0.9321798051908766,-27.508171009532294,-694.0870645703951,-484.57625547861187
186,0.9408943771730008,-27.51733348008457,-694.0715432798988,-484.59482652892575
187,0.9352277852954443,-27.528358105468584,-694.1610765155527,-484.6448305990599
188,0.9367199806131103,-27.535132124491735,-694.1748768407089,-484.67413188958454
189,0.9378250804245212,-27.54101798589659,-694.0596897653268,-484.6512609773377
190,0.9338852927894024,-27.550469005673868,-694.0328562919096,-484.65126206744156
191,0.9357310964938749,-27.561878094429236,-694.1073951517258,-484.70232092033984
192,0.9424191211974892,-27.57110555365751,-694.1122672892654,-484.72628282312985
193,0.9317298634008478,-27.58350400643965,-694.2472487686879,-484.83483253573263
194,0.9272448150266398,-27.5936349045265,-694.2410827732331,-484.82137182657056
195,0.9318078771574525,-27.600381480814484,-694.192803791702,-484.77653899959705
196,0.9386252045826514,-27.61065642724236,-694.248881692645,-484.8180674975026
197,0.9292574584308781,-27.620227551751032,-694.3475958762394,-484.90571392295544
198,0.9319810151455606,-27.629609356658417,-694.4439946391685,-485.00688506934034
199,0.9378544493601354,-27.638035103406686,-694.4695592708655,-485.016948234052
