240,166728,8798,5977,18819,10674,1748.63,13454.86,6
240,166872,9164,5908,19917,10771,1779.46,13966.1,0
240,166191,9005,6010,19062,10589,1782.11,13533.99,5
240,166655,8477,5789,20406,10919,1730.7,14362.16,3
240,166089,8893,5939,20377,10746,1746.74,14153.93,2
240,166128,8986,6007,19833,10920,1801.26,13962.92,1
240,166426,8924,5991,20342,10700,1786.15,14261.53,9
240,167292,8420,5775,20022,10817,1702.46,13998.61,4
240,167773,9157,6045,20514,11030,1830.57,14505.17,7
240,167695,8845,5966,19885,10675,1789.37,13937.21,8
240,166349,8665,5876,19254,10529,1738.15,13517.32,19
240,167309,8615,5864,19428,10525,1739.7,13589.54,18
240,166589,8685,5857,18951,10257,1708.7,13310.7,17
240,167490,8576,5662,19693,10949,1680.4,13836.85,12
240,166184,8820,5873,21586,11465,1709.25,15065.09,13
240,166631,8865,6098,20741,10787,1804.87,14405.08,15
240,167266,9044,6003,19718,10508,1770.15,13767.76,16
240,167132,8932,5959,19747,10722,1761.24,13853.19,11
240,166552,9136,6189,19991,10756,1858.23,14034.63,10
240,166616,8870,5826,19524,10676,1730.09,13602.9,14
