240,165,0,0,0,10,2.96
240,159,0,0,0,9,3.06
4,324,0,0,0,0,0
4,292,0,0,0,0,0
4,292,0,4,0.53,0,0
4,296,0,0,0,0,0
4,312,0,0,0,0,0
