240,29057,213,236,220,245,62.92,191.97,14
240,29313,269,212,130,288,60.04,139.74,0
240,29296,242,275,172,285,76.03,175.27,9
240,29264,254,220,210,252,54.71,180.85,4
240,29205,287,280,268,318,76.01,238.92,8
240,29205,257,187,176,261,52.19,167.64,1
240,29147,267,217,183,262,61.14,171.9,15
240,28700,266,225,148,311,58.25,149.03,18
240,29145,347,193,181,337,53.44,176.67,12
240,29158,262,244,157,258,69.84,148.74,13
240,28925,337,273,172,331,73.21,177.17,10
240,29072,244,195,158,257,53.42,144.17,3
240,29161,289,251,176,259,70.91,181.31,19
240,28909,247,193,157,393,50.82,176.53,6
240,28701,269,230,149,342,60.9,172.66,11
240,28903,221,227,160,261,63.9,163.86,16
240,28661,321,259,209,251,71.77,181.17,17
240,29224,320,277,204,357,75.32,207.32,7
240,28733,317,306,170,287,81.12,169.0,5
240,29090,300,225,158,344,65.81,171.7,2
