120,85656,3432,2765,7956,4670,775.35,5560.33,4
120,86213,3427,2779,7311,4497,792.64,5157.75,8
120,85794,3498,2488,7624,4641,712.51,5420.02,7
120,84891,3455,2719,7061,4286,774.73,4954.51,9
120,85103,2971,2596,7141,4327,740.82,5020.68,3
120,85251,3515,2653,7169,4365,784.09,5017.82,0
120,85039,3335,2733,7518,4427,786.02,5237.78,2
120,85512,3318,2670,6554,4350,753.0,4686.39,5
120,85444,3424,2667,6795,4365,756.98,4837.86,6
120,85543,3193,2615,7169,4567,747.54,5090.12,1
120,85218,3488,2658,8098,4587,760.49,5670.97,13
120,85026,3588,2635,6992,4353,754.2,4878.58,14
120,84642,3498,2771,6612,4140,790.74,4702.18,10
120,86354,3468,2805,7286,4703,796.95,5118.61,16
120,85687,3333,2628,7808,4818,742.3,5515.19,12
120,85124,3402,2739,6721,4414,787.8,4788.4,18
120,84755,3373,2521,6668,4227,720.72,4707.41,17
120,85758,3450,2690,7735,4467,761.24,5424.48,19
120,85358,3396,2776,7747,4607,785.65,5492.82,11
120,85081,3441,2774,8053,4510,783.44,5631.43,15
