240,63086,400,1119,570,1011,224.53,489.52,4
240,63181,475,1229,633,1150,250.44,570.4,7
240,62507,525,1114,387,1160,221.45,419.13,18
240,62683,601,1272,467,1031,260.74,421.58,3
240,63293,465,1125,534,1025,228.99,463.83,5
240,63214,506,1088,608,1026,225.28,490.54,2
240,62171,545,1356,483,985,283.14,442.12,9
240,62607,533,1276,559,1081,266.3,489.88,12
240,63235,499,1194,519,1197,241.83,489.59,1
240,62632,586,1197,606,1134,253.58,544.39,15
240,62643,557,1217,668,1215,255.01,575.9,6
240,62907,577,1240,743,1161,254.72,603.65,8
240,62811,543,1229,467,1149,253.66,466.72,14
240,62997,525,1222,622,1308,254.59,578.66,0
240,62724,514,1263,550,946,252.46,476.66,13
240,62503,455,1129,628,1102,223.69,536.42,10
240,62653,521,1193,617,1012,241.37,497.67,19
240,62419,489,1138,599,971,233.62,507.69,17
240,63157,507,1080,682,1196,220.49,606.33,11
240,62496,480,1061,477,1044,208.03,443.66,16
