240,108935,4803,2986,12474,6336,924.3,8705.34,17
240,109966,5258,3233,12042,6474,999.69,8518.1,18
240,109845,5065,2959,12105,6468,929.62,8445.98,6
240,110087,5105,2996,12201,6373,941.57,8443.62,4
240,109850,4934,2984,12485,6759,919.62,8746.35,5
240,110070,5028,3114,13232,6562,947.49,9181.98,16
240,110149,4767,3055,12531,6576,950.16,8632.45,14
240,109802,4846,3119,11768,6382,954.19,8222.86,1
240,109169,5237,3194,12647,6479,981.85,8736.53,13
240,109146,4794,3008,11341,6346,922.83,8089.54,12
240,109114,5144,3057,11367,6235,923.62,7934.13,7
240,110256,4878,3183,12928,6783,979.17,9103.41,10
240,110090,4882,3056,12393,6329,931.11,8635.05,0
240,109971,5143,3014,11553,6507,933.01,8198.97,8
240,109471,5081,3146,12415,6592,980.54,8703.89,11
240,110114,4952,3102,11201,6327,949.21,7942.21,2
240,109194,4924,3080,12161,6437,931.98,8590.66,9
240,110826,4898,2972,11680,6294,925.31,8102.26,15
240,110154,5018,3011,12469,6577,942.52,8690.96,3
240,110183,4957,3058,12329,6520,932.61,8683.71,19
