episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon
172,0.9178331911762246,-11.592330478089643,-8.456802893100516,-8.898347586224643,-0.5158640808602242,-10.200188892269091,-7.458326834429592,0.001619,0.01,0.035695
173,0.9240217929668153,-11.58055241376899,-8.459228502055748,-8.913175654050873,-0.5143749768499385,-10.221096141625786,-7.475409939922237,0.001611,0.01,0.035339
174,0.9256833904224595,-11.54768172364055,-8.448314186199765,-8.92203615119654,-0.5096220413396546,-10.240359616332364,-7.4884426852243475,0.001603,0.01,0.034987
175,0.923294260103261,-11.530140923545101,-8.443589822430631,-8.931139601606915,-0.5059902824331779,-10.258791118589334,-7.503804373049016,0.001596,0.01,0.034638
176,0.9232140454728912,-11.506849477870123,-8.435654490765103,-8.939347143399393,-0.5012899317677278,-10.27804251980485,-7.51884214694363,0.001588,0.01,0.034293
177,0.9180428949955839,-11.54136998679212,-8.457819422888681,-8.964009096416488,-0.5016595237676018,-10.307468392494005,-7.538188134209415,0.00158,0.01,0.033951
178,0.9231474407944996,-11.50958453248911,-8.448758579729557,-8.971561698275329,-0.49845634410198847,-10.327374749164935,-7.554871184899873,0.001573,0.01,0.033613
179,0.9291848752256736,-11.43847559819603,-8.414601237654864,-8.970284956572417,-0.48772679890956216,-10.335783402435057,-7.563980533447615,0.001565,0.01,0.033278
180,0.9216294000442772,-11.423124522810134,-8.41711351885474,-8.983971724062433,-0.4868169542294878,-10.35459546049736,-7.5795499068126215,0.001558,0.01,0.032946
181,0.9249875062468765,-11.394467200871713,-8.404473134167421,-8.990686868513194,-0.4807029711766728,-10.368827977218217,-7.590974646158579,0.001551,0.01,0.032617
182,0.9214047662909681,-11.397484476686563,-8.407284073779445,-9.003834918883138,-0.47791574485417,-10.391104354666284,-7.6082447281377,0.001544,0.01,0.032292
183,0.9259459459459459,-11.356065353961803,-8.386998733383374,-9.008517628502958,-0.47086731393118975,-10.4030444991884,-7.6204329986488695,0.001536,0.01,0.03197
184,0.91566858637854,-11.397455281568343,-8.415304641156654,-9.030852955087619,-0.4736468279248649,-10.425818089584771,-7.638898076667376,0.001529,0.01,0.031652
185,0.9212010030799266,-11.396983034424485,-8.42134081783983,-9.04609160102333,-0.4727449669587433,-10.446449185296016,-7.656822437442543,0.001522,0.01,0.031336
186,0.9209670696123384,-11.401977642019892,-8.429356484524256,-9.058781646774928,-0.47320403054009363,-10.46248184866203,-7.672395795746074,0.001515,0.01,0.031024
187,0.9255694578119987,-11.377487964155119,-8.419929725916585,-9.068403144963735,-0.4673877890084263,-10.483136107282329,-7.68910312345888,0.001509,0.01,0.030714
188,0.9198893629939453,-11.397447815491937,-8.437621811015145,-9.087821814074102,-0.46984493254006693,-10.507380051031488,-7.708412564332477,0.001502,0.01,0.030408
189,0.9213008729453949,-11.400164202800296,-8.443751726618615,-9.103209736779396,-0.4693425414130132,-10.52339560408022,-7.723054670207564,0.001495,0.01,0.030105
190,0.9222626086665215,-11.386551532090216,-8.442597355551909,-9.114922973072428,-0.46662142203645346,-10.541438252002278,-7.738294291689937,0.001488,0.01,0.029805
191,0.9233502027683749,-11.377123324263293,-8.438676729752649,-9.12376765204658,-0.4632580282056426,-10.56086448181724,-7.753775539676024,0.001482,0.01,0.029508
192,0.9269576140279404,-11.338855951698083,-8.42568173101138,-9.130080208483283,-0.4584114857901521,-10.573573468811356,-7.7678946551292976,0.001475,0.01,0.029214
193,0.9219831994768699,-11.332374764240429,-8.425132931690818,-9.14124116027421,-0.4572733254543057,-10.592134446851187,-7.7847120002324335,0.001469,0.01,0.028922
194,0.9205921261952208,-11.35219272385617,-8.437028211591088,-9.15978810225334,-0.45645021824389564,-10.617309835626953,-7.80374129346329,0.001462,0.01,0.028634
195,0.9195724578575313,-11.356826178760743,-8.446947720025102,-9.174911753255731,-0.4563465760352328,-10.637412068079858,-7.820865108079029,0.001456,0.01,0.028349
196,0.9212437508444805,-11.355722296728072,-8.452240157210516,-9.187952849287477,-0.45515359344188694,-10.65411456061689,-7.835842519619654,0.001449,0.01,0.028066
197,0.9273173684918606,-11.304886450715555,-8.429882473355843,-9.189673716300568,-0.4488706107193721,-10.666026127449715,-7.847552190168873,0.001443,0.01,0.027786
198,0.919091016289608,-11.318111440444408,-8.442564711412947,-9.205979562864139,-0.4495916414302026,-10.68702386724217,-7.865670802012788,0.001437,0.01,0.027509
199,0.9159157655853691,-11.353152188786511,-8.467769625946687,-9.224964178971831,-0.4534229864919178,-10.709681012400464,-7.885039463309878,0.001431,0.01,0.027235
200,0.921777189678864,-11.354890096946857,-8.4756093316269,-9.23955215982298,-0.4528089208248103,-10.733381880643885,-7.905071785060228,0.001424,0.01,0.026963
201,0.9235017764830686,-11.32798496217198,-8.467660068530936,-9.246725797742993,-0.4487658883354254,-10.743957898777,-7.917148692529946,0.001418,0.01,0.026695
202,0.922908046947564,-11.306182617934912,-8.464153463528193,-9.25479794934507,-0.447179023069519,-10.755579033519554,-7.92789045488637,0.001412,0.01,0.026429
203,0.9250624758901766,-11.280979349330588,-8.45223592847823,-9.259396020078592,-0.44237946635772,-10.769750486372272,-7.940697874064712,0.001406,0.01,0.026165
204,0.9186412175229126,-11.302615134985809,-8.471311347893067,-9.27859440553672,-0.44379723302879726,-10.792484133660642,-7.959720666775589,0.0014,0.01,0.025904
205,0.9268041758723626,-11.264626730008965,-8.460273945548193,-9.286095173710814,-0.43937595809392554,-10.807670432171188,-7.972988784587857,0.001395,0.01,0.025646
206,0.9222648107053998,-11.261368639357968,-8.461293865922176,-9.298205768738335,-0.4378181377514043,-10.83041370909882,-7.99009692301575,0.001389,0.01,0.02539
207,0.9250819809972253,-11.238335854978951,-8.451687407206625,-9.304538017882097,-0.4336848520231237,-10.839956459144396,-8.000972318742535,0.001383,0.01,0.025137
208,0.9264156027890996,-11.200977868564042,-8.441789245150058,-9.310805329278427,-0.4300159221677659,-10.855112877536268,-8.012339772789552,0.001377,0.01,0.024887
209,0.918723882726098,-11.226994876807218,-8.461725764107006,-9.33034817481839,-0.43141922934108,-10.877982161110346,-8.02886180127083,0.001372,0.01,0.024639
210,0.9271456752148183,-11.194936401636047,-8.452349233792168,-9.337808213763347,-0.4265433107152251,-10.891570732874813,-8.04348900610328,0.001366,0.01,0.024393
211,0.92092821223917,-11.205060942767096,-8.459207049684203,-9.351599464616202,-0.42500715130849326,-10.911143767419281,-8.058008794843268,0.00136,0.01,0.02415
212,0.9184135785772247,-11.231732649002813,-8.477326712213431,-9.370137926925857,-0.4264591082577758,-10.930713456205485,-8.078922464481877,0.001355,0.01,0.023909
213,0.9195398426841387,-11.250570734729619,-8.4893679192428,-9.385608441195377,-0.42626082033411217,-10.95169485768316,-8.094266957718538,0.001349,0.01,0.023671
214,0.9261983903352624,-11.2156604592934,-8.476846826896116,-9.390784883782597,-0.42172350248375906,-10.968336567497214,-8.106961292414823,0.001344,0.01,0.023435
215,0.9227669690123748,-11.20171917170178,-8.475558940724554,-9.402445018602174,-0.4194384210874529,-10.988142645811804,-8.123121170330217,0.001338,0.01,0.023201
216,0.9194316006977965,-11.2129009666583,-8.487542062262019,-9.417845072344871,-0.4202699510191804,-11.005969347887419,-8.139427105731407,0.001333,0.01,0.02297
217,0.9228471380918399,-11.212163780126948,-8.48998359640386,-9.428895645893695,-0.4175825300047185,-11.023482651911783,-8.155162394508743,0.001328,0.01,0.022741
218,0.9250251762336354,-11.188040009379156,-8.48179053316168,-9.434444373980924,-0.41433631593146547,-11.03379364468004,-8.165521955423792,0.001322,0.01,0.022514
219,0.9189066289409863,-11.202071748889074,-8.496226555845208,-9.450576585737357,-0.41615888173654036,-11.049831800118394,-8.180479327965449,0.001317,0.01,0.02229
220,0.9189389598570898,-11.216440258281208,-8.508901526021837,-9.465048327269129,-0.4161900314145546,-11.067629527874411,-8.19504311856148,0.001312,0.01,0.022067
221,0.9194128119856226,-11.23492008544332,-8.522650559366625,-9.481101228472491,-0.41717678221052307,-11.084199985393731,-8.211005963337803,0.001307,0.01,0.021847
222,0.9233571694852069,-11.219617016340166,-8.523119327791958,-9.491295817690908,-0.416076149207943,-11.10243164344187,-8.228140136642205,0.001302,0.01,0.02163
223,0.9268023374329007,-11.173848699568985,-8.50501075614283,-9.491679097220537,-0.41156808941124084,-11.111439584469027,-8.23842500913502,0.001297,0.01,0.021414
224,0.9185897435897435,-11.195823023148785,-8.5197741622537,-9.507999607203992,-0.41163549298375124,-11.13392136212039,-8.256299084017323,0.001292,0.01,0.0212
225,0.9232505643340858,-11.182323855731504,-8.520100345690691,-9.517738453442313,-0.41027103720234565,-11.148664354142639,-8.269141244115207,0.001287,0.01,0.020989
226,0.9262422490013538,-11.147877471969183,-8.50450286028169,-9.521806885717044,-0.40503399085684766,-11.164217834953526,-8.282260724767145,0.001282,0.01,0.02078
227,0.9253733873565362,-11.122100442031284,-8.49465225201987,-9.526672675390527,-0.40126643340891893,-11.176159602440851,-8.293967178431641,0.001277,0.01,0.020573
228,0.9221111054706669,-11.121469377013598,-8.49885518324002,-9.536248723227118,-0.40008484652415593,-11.18998565124301,-8.306034615100737,0.001272,0.01,0.020368
229,0.9244535844182331,-11.105302475332714,-8.498386131521169,-9.545141942018812,-0.3988021028068078,-11.204502624375895,-8.318300510057588,0.001267,0.01,0.020165
230,0.9234809838880752,-11.094761236397575,-8.49832247208375,-9.554963956362958,-0.3976939924305952,-11.217217268731394,-8.331152987995956,0.001262,0.01,0.019964
231,0.9256287505899804,-11.071713287813166,-8.492879577744663,-9.562527603386458,-0.3961340190611622,-11.228652110037682,-8.342761319740442,0.001257,0.01,0.019765
232,0.9197393701445159,-11.096800330460253,-8.508526649425216,-9.577178560997456,-0.3976149213767282,-11.244358815538826,-8.35497380913454,0.001253,0.01,0.019567
233,0.9210737715892355,-11.110655885473108,-8.51698622899206,-9.589953015525355,-0.39709902840170586,-11.263305134856848,-8.36904663960238,0.001248,0.01,0.019372
234,0.9218211898170032,-11.11330002488805,-8.520382359908497,-9.600478547867862,-0.3952728409020938,-11.279521070718532,-8.383575642659764,0.001243,0.01,0.019179
235,0.9195591631571798,-11.125281743508728,-8.530301280579684,-9.613495556677954,-0.39413479991930417,-11.294362043448956,-8.397664240237175,0.001239,0.01,0.018988
236,0.9246277396687301,-11.111671412564798,-8.525869330228396,-9.6206258823248,-0.39049030969283366,-11.308545396803112,-8.410181933066982,0.001234,0.01,0.018799
237,0.9218522160805724,-11.10848521678924,-8.530352079566997,-9.633428872459659,-0.38887760388202824,-11.328930380864263,-8.425221827045775,0.001229,0.01,0.018611
238,0.9297790650680318,-11.049458174947226,-8.505357826515448,-9.632292845350849,-0.38323805329252164,-11.331952976828155,-8.43141533378212,0.001225,0.01,0.018426
239,0.9259228272146179,-11.01603872713708,-8.494612505551624,-9.639243983203535,-0.3793079777477387,-11.341841510247487,-8.442412162655648,0.00122,0.01,0.018242
240,0.9198486759142497,-11.039409753022916,-8.513481333387853,-9.655121193284165,-0.3814886620268308,-11.361439209334595,-8.46120535813746,0.001216,0.01,0.01806
241,0.9270821121736363,-11.006744518575612,-8.502937726478688,-9.660118810042684,-0.3781871229755508,-11.369315624715897,-8.470413842423849,0.001212,0.01,0.01788
242,0.927208166888593,-10.973004207630664,-8.490535009709124,-9.665176601471535,-0.37449253635982754,-11.381143640632018,-8.481171292415892,0.001207,0.01,0.017702
243,0.9200676246830093,-10.986819061697124,-8.499884669934067,-9.678455846603866,-0.3739507045668111,-11.401530955878643,-8.495991759730234,0.001203,0.01,0.017526
244,0.9194931675344151,-11.002335056325268,-8.513151530768242,-9.692313113912666,-0.376354084329387,-11.417515934805529,-8.509875860850311,0.001198,0.01,0.017351
245,0.92618457230572,-10.977764039729145,-8.504826204294613,-9.69842946089129,-0.37272827922013485,-11.429993262126734,-8.520217744680775,0.001194,0.01,0.017178
246,0.9244372173382793,-10.960788713967489,-8.498443569429561,-9.704559236339376,-0.369291021344448,-11.44175020032347,-8.530563554808687,0.00119,0.01,0.017007
247,0.9274197615965298,-10.925281532187979,-8.48268647478172,-9.705557100550383,-0.3647671650582216,-11.449607521525513,-8.539070470630648,0.001186,0.01,0.016837
248,0.9223189385616496,-10.92360423090021,-8.4842624009684,-9.715318407045052,-0.36291424353214236,-11.465555298372687,-8.551693948080402,0.001181,0.01,0.016669
249,0.9183506326363469,-10.955067640819735,-8.509548147208617,-9.735436665061712,-0.36684321104701784,-11.486299846477802,-8.568361620698097,0.001177,0.01,0.016503
250,0.9257488256191807,-10.929415327583401,-8.497892435153961,-9.737583653728805,-0.36298037709124115,-11.49734508903013,-8.577263522689195,0.001173,0.01,0.016339
251,0.9282537551397164,-10.894066908005765,-8.483531350861252,-9.739426552495056,-0.35908470796615743,-11.507112530703122,-8.585921091056127,0.001169,0.01,0.016176
252,0.9228647374492202,-10.899084511107306,-8.49171579710907,-9.75187247428546,-0.35883680403803786,-11.52071312929573,-8.59877386639758,0.001165,0.01,0.016014
253,0.9248834251801611,-10.879549883818266,-8.483564827582105,-9.756566416140583,-0.35578818730658707,-11.53206194156137,-8.611112316398517,0.001161,0.01,0.015855
254,0.917945808862787,-10.909387274576082,-8.504585936242135,-9.773564141145465,-0.35998193027009423,-11.548820412822952,-8.626012292552206,0.001157,0.01,0.015697
255,0.9148419705055946,-10.960358215450317,-8.536553642953365,-9.79697090967601,-0.36374538430377124,-11.566105875675246,-8.640117346508685,0.001153,0.01,0.01554
256,0.9312587245922849,-10.898743143569423,-8.504797655882044,-9.79266032213213,-0.35537251780194223,-11.571608617343273,-8.64633151706022,0.001149,0.01,0.015385
257,0.9248904617458713,-10.885072905739486,-8.503160849690666,-9.80097012628678,-0.3536535259259974,-11.580961086821254,-8.6558968842525,0.001145,0.01,0.015232
258,0.9186007624908032,-10.906952937939677,-8.51761827000721,-9.813609035557969,-0.355127344321981,-11.596992333774324,-8.66859777893646,0.001141,0.01,0.01508
259,0.923875083948959,-10.898225036352668,-8.516651699985715,-9.822062243876962,-0.35238670651750714,-11.610583188150919,-8.68222889913414,0.001137,0.01,0.01493
260,0.9227116943910391,-10.897785260250476,-8.522364498300977,-9.831630485869043,-0.35161833209809584,-11.625321604984464,-8.694659555892235,0.001133,0.01,0.014781
261,0.92188953874784,-10.912200060534172,-8.536934387959544,-9.844252970644076,-0.3529710528810017,-11.642696851063919,-8.709515576708823,0.001129,0.01,0.014634
262,0.9230031465060322,-10.90875509703186,-8.53760552566754,-9.853088991762293,-0.3510308746002766,-11.656775889643455,-8.722714724162286,0.001125,0.01,0.014488
263,0.9142514322410559,-10.953431416127092,-8.568392397473565,-9.876105151089968,-0.3550660775909337,-11.680493223424502,-8.738461454571393,0.001122,0.01,0.014343
264,0.9224005535584696,-10.955682208778855,-8.573913197507038,-9.886832545775704,-0.3540491489169232,-11.695012295831699,-8.750690747764917,0.001118,0.01,0.0142
265,0.9194067582371281,-10.967424924781032,-8.580669708025466,-9.897841560867368,-0.35362729238893703,-11.713311452049712,-8.765423518137268,0.001114,0.01,0.014059
266,0.9212627795391737,-10.9718277059862,-8.588869875719693,-9.910088162317566,-0.3535670908554416,-11.72861592455808,-8.779495633981579,0.00111,0.01,0.013918
267,0.9161385755828613,-11.0070002568145,-8.610848409354148,-9.927058516564257,-0.35631565718532543,-11.748660082908353,-8.794668941031158,0.001107,0.01,0.01378
268,0.927727623586267,-10.972529577128535,-8.59849839903506,-9.929970029672464,-0.3519824785232321,-11.758552634853809,-8.805807275517648,0.001103,0.01,0.013642
269,0.9216903123256168,-10.972303948357537,-8.602405916512247,-9.939632369167182,-0.3514973685787848,-11.771264431675794,-8.817842926169057,0.001099,0.01,0.013506
270,0.9216140456887725,-10.981129664946701,-8.61164735664334,-9.951261506333536,-0.351439156318731,-11.787480102293681,-8.830393939076915,0.001096,0.01,0.013372
271,0.9205131218832379,-10.985799375986918,-8.617048980121536,-9.962121708868663,-0.3501865267433827,-11.802360448394301,-8.844015863607288,0.001092,0.01,0.013238
272,0.9185501281878289,-11.001128075656121,-8.629623898696792,-9.974890217899706,-0.3509624558148832,-11.8176692726199,-8.858537655326515,0.001088,0.01,0.013106
273,0.9293588529690248,-10.95394428889555,-8.609585360679448,-9.97536577227536,-0.3454019694829871,-11.825157770173105,-8.866099101247347,0.001085,0.01,0.012976
274,0.9201867609493681,-10.958604753522708,-8.61643549495161,-9.986192557546003,-0.3452035991906658,-11.840879639311948,-8.880381151793655,0.001081,0.01,0.012846
275,0.9201215723809044,-10.964860159830252,-8.624161925492384,-9.999244110751345,-0.34437299084316453,-11.85598989835694,-8.8936968893599,0.001078,0.01,0.012718
276,0.9252509288992754,-10.946976634495028,-8.617260919308285,-10.003365426446381,-0.3410167923089865,-11.863045881693667,-8.902541982419441,0.001074,0.01,0.012592
277,0.9266523872969827,-10.91936224150772,-8.607801772084073,-10.0070913137543,-0.3371614041377681,-11.874036156906907,-8.91346037009705,0.001071,0.01,0.012466
278,0.9170197027772174,-10.942757447921887,-8.623747884272998,-10.021658926484987,-0.3379298771895188,-11.893359051275818,-8.926944381358298,0.001067,0.01,0.012342
279,0.9317591499409681,-10.880771452661207,-8.594852382583136,-10.016971721625481,-0.3305875647218294,-11.894088566406095,-8.930364805693806,0.001064,0.01,0.012219
280,0.9255936940404665,-10.869523195556974,-8.590042088057487,-10.022343211570178,-0.3287896059201866,-11.903538412535463,-8.940178743666877,0.001061,0.01,0.012097
281,0.9244239942020192,-10.855047923454658,-8.587034870384302,-10.028600401507036,-0.3272346772377909,-11.913455639169136,-8.949057081852775,0.001057,0.01,0.011976
282,0.919670251862841,-10.872551514438047,-8.599625144262921,-10.04232421339143,-0.32797585106115823,-11.929533089463213,-8.961416757673225,0.001054,0.01,0.011857
283,0.9225528435897873,-10.868647844196511,-8.600043170215049,-10.050966462298726,-0.3260435801150134,-11.94425441001478,-8.97230302551337,0.001051,0.01,0.011739
284,0.9202377708134624,-10.875045176951907,-8.60838412169081,-10.061120073206586,-0.3267901706662182,-11.957953541618922,-8.98458185197285,0.001047,0.01,0.011622
285,0.9174036347770637,-10.902309971395328,-8.626437405778058,-10.077063353767084,-0.32823158197219,-11.97687262364251,-9.000879283260753,0.001044,0.01,0.011506
286,0.9241274150036026,-10.887976121261602,-8.62149379250108,-10.083464059021889,-0.32540337991281165,-11.988473391260417,-9.010084800611672,0.001041,0.01,0.011391
287,0.9202436486894654,-10.900825675227706,-8.635187053976164,-10.0973577647256,-0.32628808677466775,-12.004937628045004,-9.022438500175115,0.001037,0.01,0.011278
288,0.9303524049255052,-10.850596239493287,-8.6098098929332,-10.09532059811266,-0.3187616035096627,-12.01010145107421,-9.030008265847508,0.001034,0.01,0.011165
289,0.9219536757301108,-10.850709832702822,-8.613077825682913,-10.10440889942784,-0.31819486325385604,-12.021340044248848,-9.041836927601844,0.001031,0.01,0.011054
290,0.926477784715074,-10.825237522860801,-8.602868374419858,-10.107611642778698,-0.31456943228920103,-12.029924864796747,-9.05067306008334,0.001028,0.01,0.010944
291,0.920084388185654,-10.838998528701497,-8.612801161415025,-10.118515121359312,-0.3151325772871183,-12.042412535301267,-9.062451981250815,0.001025,0.01,0.010835
292,0.9276615793636104,-10.809669114747539,-8.602918501828563,-10.122026760383612,-0.31190298948049267,-12.049543677052197,-9.068764249011883,0.001022,0.01,0.010727
293,0.9180486341439024,-10.833592807468204,-8.618687657910858,-10.135715630599499,-0.313791651058276,-12.063231911833116,-9.081247367095102,0.001018,0.01,0.01062
294,0.9265284746507189,-10.808274668810805,-8.608701521019913,-10.139817940441889,-0.3098398194856468,-12.072094984495063,-9.09022915304899,0.001015,0.01,0.010514
295,0.9201956320094443,-10.815937347153152,-8.617725956217,-10.150188702718586,-0.3103724088281511,-12.084874572184114,-9.101053125482439,0.001012,0.01,0.010409
296,0.924412734737834,-10.805761360015197,-8.616847192367832,-10.157715426126657,-0.3088783130569758,-12.095495185765131,-9.111638654627075,0.001009,0.01,0.010305
297,0.9182974886454716,-10.831244113681505,-8.633894858592638,-10.17288626537051,-0.3105571327314092,-12.113562331666973,-9.124568386263638,0.001006,0.01,0.010202
298,0.9239119458749874,-10.818248208132696,-8.628628926236933,-10.178554574380138,-0.30805169308267055,-12.125760539348287,-9.136254877292473,0.001003,0.01,0.010101
299,0.9191490076233334,-10.831764503842406,-8.639098369868698,-10.18955969090946,-0.30879141710340896,-12.140229749540474,-9.147380204517644,0.001,0.01,0.01
