episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
23,0.9398681794925814,-174.42124328848644,-83.85900044404904,-0.031754654149823834,-59.02760228802491,0.0,-44.55404639068032,-24.47338561186853,-1.617092337953969,0.0,0.0,-55.172715086894215,-1.256281636926189,-14.991349313336876
24,0.9375617644416494,-175.2530757059764,-83.58566137901386,0.0,-57.976984015864076,0.0,-38.44639286856431,-20.63743734875559,0.0,0.0,0.0,-56.212717203103026,-1.1619514199574181,-15.505839456489069
25,0.943122009569378,-178.72382099624858,-84.35295914037093,0.0,-57.7050633468287,0.0,-39.60558600398534,-20.630101060570464,-0.20266920599245464,0.0,0.0,-59.20386645535194,-0.924681045765269,-15.959700742304769
26,0.9378828169350742,-182.38391303886934,-86.14341152789709,-0.8654739281640622,-58.61911280986965,-0.679200804110105,-41.56077789960428,-22.453525334930415,-1.2782688900034884,-0.12178973443548745,-0.0223905383733407,-61.374755073129236,-0.9688299017770744,-16.665266103037453
27,0.9320047248387194,-182.17787628022043,-85.49766455124191,-0.5840600201807914,-57.232757631860146,-0.45278216793352455,-36.09899601875177,-18.63127201863889,-0.772062895477586,-0.05141599492163114,-0.006091290746426076,-63.31841785554254,-0.8006651521898729,-17.017026849884974
28,0.9385418520495936,-182.7477553100262,-85.42954626450069,-0.06659302735981795,-56.39450281825933,-0.06014239933951662,-34.34291656176614,-16.150517051100337,-0.026989937283070663,-0.029494411259773323,-0.030292814546474922,-65.02072521701402,-0.6957049724021113,-17.39957949002622
29,0.9374384089348106,-183.89857537942328,-85.580051491238,0.0,-55.73970234592029,0.0,-32.85638856023047,-13.98044280741638,-0.28174115948161327,0.0,0.0,-66.66311686910213,-0.6293907575075784,-17.73575948819403
30,0.9358417752050169,-187.5156613759761,-86.90968734556805,0.0,-56.261339222763716,0.0,-36.12123530191352,-19.082144263510248,-0.04792034663574721,0.0,0.0,-69.23192299766299,-0.7763345902865055,-18.310472265537772
31,0.9433922175681418,-190.41015845186604,-87.50122035149629,-0.3849181106164531,-55.99723061111934,-0.2930816522327245,-39.031326511559264,-23.331656618941512,-1.5481250994085913,-0.01578096198488495,0.0,-72.55930373265501,-0.6182323686215117,-18.713244923679436
32,0.9357149306287056,-190.75036320468385,-86.61054036107248,-0.06693624408941228,-54.41659799304642,-0.023471454368178487,-36.956162876553876,-21.390180778807242,-1.4180676546557205,0.0,0.0,-75.35502141661769,-0.2974470545261412,-19.12955793699931
33,0.9471260908817334,-193.61695189069252,-86.95466857555677,-0.29703703184814045,-53.9851006931,-0.19316648558640875,-39.38941324159556,-22.582351138038057,-1.2790194667999315,0.0,0.0,-79.06059823796815,-0.2587646198979309,-19.646983217541777
34,0.9392609074781249,-191.54404379620385,-85.64323038741097,0.0,-52.22272359343482,0.0,-32.2004418987117,-15.211264741756729,-0.07812704992592419,0.0,0.0,-79.80748405069124,-0.12512169409618357,-20.105457233010572
35,0.9401163142909069,-194.97501602129904,-87.07829724117758,-0.5135413201996287,-52.995391925071594,-0.41572430875593697,-35.72870427704442,-18.67901994443037,-1.3417727949263676,-0.12681333209111448,-0.03676573714890588,-82.55037942556487,-0.39956184887193025,-20.64130888851165
36,0.9396372823242805,-193.9112399942665,-85.95318560766032,-0.024230478310657794,-51.33647134248834,-0.011601438723748508,-30.090033178517146,-13.739698803568722,0.0,0.0,0.0,-84.07295614102988,-0.24685939318877487,-21.033965172499713
37,0.9398780487804879,-195.72747947677036,-85.81558888699324,0.0,-50.576140143987395,0.0,-30.32640442727549,-15.21212159821153,-0.1252783724459934,0.0,0.0,-87.05256571174932,-0.06479056262065216,-21.417961111926616
38,0.9407300758870992,-198.5815056882727,-86.53582401156481,0.0,-50.611414399633325,0.0,-33.65972057092979,-20.214146879551862,-1.1024664787925769,0.0,0.0,-90.30630383811636,-0.14884399563691553,-21.882199195873053
39,0.9432645180454478,-200.7409743258185,-87.07509301443628,-0.44868190660238005,-50.49376217452497,-0.3441978410751275,-36.19772400573483,-22.13979707943387,-1.8092029819162465,-0.025265205091667898,-0.025731915392130027,-92.66637740781451,-0.15771512005001992,-22.302725269404284
40,0.9359070352511306,-198.81840593035352,-85.26386015349797,0.0,-48.25548984919744,0.0,-30.865029891952133,-16.21187642868877,-0.6193216903934815,0.0,0.0,-94.42975635679085,0.0,-22.484783487011438
41,0.939357870963804,-202.64432270893343,-86.23660103582253,-0.14854010944185844,-48.513076799193186,-0.11917214066025288,-36.35346889374362,-20.694499795432634,-2.023558906330189,-0.011868030735515114,-0.01757249297754136,-97.85645965993893,-0.03571548750021974,-22.873782844631453
42,0.9412636930339526,-200.96536810202036,-85.24390689411753,-0.22690882893654613,-47.15620182474013,-0.17784784488248415,-32.831072304212704,-16.053899750513853,-0.6465170237403788,-0.05926942440821762,0.0,-98.96442171196783,-0.03036298502036769,-23.276946344185408
43,0.9411800102295634,-200.9395485723341,-84.720050626944,-0.010686638505983403,-46.14510147029108,-0.0018619662399483817,-31.635220546923453,-14.844810936217923,-0.49607619919110135,0.0,0.0,-100.89218083059845,-0.0265637799253637,-23.601523023591653
44,0.9457035364936042,-204.50192476864746,-84.79611095982405,-0.24989532383900045,-45.46431557766186,-0.19028592078017775,-35.134379522716884,-22.10374967635544,-1.162264529358658,-0.01111646250340086,-0.003456629809840197,-104.53970133590157,-0.014563030990425104,-24.06840677187048
45,0.938861072570429,-205.65163621251548,-84.53449447222422,-0.13585977427694124,-44.592408748233986,-0.008221244765031622,-34.58293664755193,-22.9846034422408,-1.6971371672367024,0.0,0.0,-106.78582744111714,0.0,-24.477901806849307
46,0.9463781184250075,-204.16690807624906,-83.21277345260317,0.0,-42.83687310617224,0.0,-29.822855174596718,-17.234385671826377,-0.8411939285132721,0.0,0.0,-107.92882801797975,-0.013775783290190299,-24.70048209815131
47,0.9393191463744996,-206.5191366426715,-83.85845632892122,-0.6259248138453314,-42.89761919157843,-0.5162269958568124,-32.568872581197404,-19.455323512428443,-1.8740966476344587,-0.26106106940231666,-0.1175535445037392,-110.03936373980572,-0.05629628550198487,-25.11846993077234
48,0.9430548482760687,-205.21690223538806,-83.10030669427054,-0.16230577002414465,-41.76280261915441,-0.13665309111678883,-29.490028313954415,-15.91524330481055,-1.5365015706773897,-0.05050159855072073,-0.04119381526912096,-111.03220478887518,-0.02465285012415782,-25.406576197956017
49,0.9398128711089786,-206.5117084597465,-83.41485442507422,0.0,-41.50556829001829,0.0,-30.45484553365833,-17.39381402273095,-0.550987170904855,0.0,0.0,-112.89957567918427,-0.02041254018034742,-25.74574778368122
50,0.9374415870240285,-208.05378882147392,-83.30757651404294,-0.4970172147591049,-40.90008733766561,-0.3564805442921462,-33.147871624838885,-20.05472924988149,-1.0411883740255752,0.0,0.0,-115.73814700278166,-0.02864669585933287,-26.106890581049004
51,0.9338122113904567,-208.59179373346694,-83.02785123365098,-0.2995801267209177,-40.15948885273022,-0.2416247059030282,-32.7415555821117,-17.142757544181475,-1.224797159634991,0.0,0.0,-117.39014819244406,-0.07979127135795885,-26.423078142072928
52,0.9403079901975615,-211.22432870105519,-83.78392363974827,-0.5996236761470739,-40.30956535613855,-0.37353151644749905,-36.391528339816126,-20.98289789985481,-1.7196644242986696,0.0,-0.00043413789578825935,-119.1701596959401,-0.03504936614084187,-26.78984482471732
53,0.9427397922203431,-209.9747262673732,-82.96610453772433,-0.41514373751523886,-39.13109465120357,-0.33369801958445344,-32.070883471901986,-17.82608157844463,-0.31599547139243933,-0.20098983983644741,-0.10377933136999452,-119.87511716298913,-0.08086989581772214,-27.148596490261703
54,0.9332079302520004,-212.9284769242,-82.89305598071896,-0.6654289594443294,-38.40340874366962,-0.5438205217854148,-36.60090950688406,-22.80240635261166,-1.4084970200173375,0.0,-0.06445548457079313,-123.42250915663944,-0.029429963923944667,-27.396974624251662
55,0.9338454586534116,-212.37456864477613,-82.41027280843667,-0.3847637587500536,-37.530385528618304,-0.2195504874891129,-33.251629865598126,-21.46036523058404,-1.1759039315772906,0.0,0.0,-124.30708552926455,-0.18297290915266823,-27.70313929092819
56,0.9395952700231622,-215.7457583539745,-83.22626308240066,-0.7552667787493762,-37.69485407055303,-0.5729199742850517,-39.2888973627545,-27.084160498023788,-2.236758091632805,-0.008541901296104017,0.0,-127.19057340495831,-0.04941405513270285,-28.032024490084805
57,0.941984407357778,-212.05038284517352,-81.19408386001754,-0.04105505334543801,-35.43435246818514,-0.034682369241505084,-31.16220045229641,-17.877333387088964,-0.844832417641692,-0.003842722883529055,-0.007555616849367804,-127.1946851741548,0.0,-28.143667209177323
58,0.9458320794462834,-212.6670157581597,-80.9088416171282,-0.32497918257162656,-34.68787390199302,-0.2659545544321432,-31.065785640128894,-17.48523913770471,-1.4848788465420233,0.0,-0.04057929599150354,-128.83013939201857,-0.032589869320921686,-28.448691929602024
59,0.9424224163904791,-213.06071871564376,-80.81181770798155,-0.0007010917846980713,-34.170165958019176,0.0,-30.678465041226893,-17.57473343260925,-0.7015674749811018,0.0,0.0,-129.82465069058827,-0.04790032161318231,-28.742678583890175
60,0.9392731814667222,-214.0881814869939,-80.8277402672604,-0.0034184316635347367,-33.745391139136125,-0.0036201225308280494,-32.50036688257703,-18.26561721154878,-1.1658754006313405,0.0,-0.003312826350610174,-131.81608436300695,-0.10064201307323245,-29.043751992442324
61,0.9453197692450841,-214.9312108701695,-80.72646978190288,-0.3250962126923962,-33.213080678824966,-0.2274528654389955,-32.37334341603002,-19.50988141743545,-1.3437408683410315,0.0,0.0,-133.00750718590064,-0.02059230557459941,-29.463002086298175
62,0.9362721609966459,-215.43944412486985,-80.29303038891798,-0.08759035920054511,-32.33691097234493,-0.0293396280144572,-33.33188140430641,-21.32471302846222,-2.5833907564364496,-0.008708715089562663,-0.001511342489810294,-134.88332996983937,-0.0014027619273485614,-29.675677951170226
63,0.9400947586615339,-214.21837999514912,-79.45307267742476,-0.023444825408112453,-31.125603898737083,0.0,-30.520677499255054,-16.993660731910087,-1.2437331441791022,0.0,0.0,-135.71853121358714,-0.12438264794320901,-29.898515265999578
64,0.9409474954737478,-216.61803998507472,-79.63570597736401,-0.07926641207766293,-30.76633496379154,0.0,-33.349411158548754,-20.79708190257657,-0.9299693415356094,0.0,0.0,-138.16760559524457,-0.06635484524144737,-30.24518712913489
65,0.9457383245945616,-216.87393960160605,-79.68481498342156,-0.1944805072204424,-30.41418347035334,-0.15198347755057273,-35.96622272677455,-20.38490424518617,-1.2494066883798627,0.0,0.0,-139.79920223236317,-0.14303507773641605,-30.51095986576181
66,0.9410512227764934,-217.92450797520846,-79.56191841653242,-0.051132585622849135,-29.789698699602628,-0.0281166379987669,-37.38368643962436,-19.636315649377842,-1.911102891816899,0.0,0.0,-141.3434742743396,-0.003330669077779674,-30.708241871413808
67,0.9422813062170321,-217.00839489408776,-78.51721747727149,0.0,-28.404575655561505,0.0,-34.67692444679534,-16.01813116699622,-1.5095940716462426,0.0,0.0,-142.39654356847396,0.0,-30.90067127300198
68,0.9390543864443837,-219.43629991987655,-78.93916507730637,-0.018972075810001484,-28.299585190747138,-0.009871435079485886,-38.27905568497126,-19.804083483386805,-1.3330506654865866,0.0,0.0,-144.66036900920918,-0.043977873458912305,-31.216973072303926
69,0.9426271829916477,-215.9125190777993,-77.38893542563602,-0.10418144796418188,-26.530557586107562,-0.08854777869310904,-30.682055033538223,-13.296884703002586,-1.0316681617940442,-0.0027856685708927314,-0.01840320957733955,-144.26169253716805,-0.0077879656208530625,-31.41303975648428
70,0.9368932038834952,-217.30492409578346,-77.69809461490027,-0.13381214127870258,-26.405810853096035,-0.11500024781126317,-32.64121211354549,-15.75239852546359,-0.5157432321419296,0.0,-0.04332084931577788,-145.6886711942465,-0.11285919356592837,-31.685218858134967
71,0.9397468655297403,-218.74636924865837,-77.67792464663111,0.0,-25.92418002929216,0.0,-35.91556910851104,-18.004153082564155,-0.703218665220926,0.0,0.0,-147.79921940341623,-0.0190346525140004,-31.888460634607405
72,0.9385233335377445,-219.3903073930046,-77.82415259613403,-0.613176752933537,-25.636977580665324,-0.4406513730680756,-35.494947125568046,-17.034711920470286,-1.7426606910932896,0.0,0.0,-148.78340548839515,-0.05066670826379036,-32.14962459640708
73,0.9432294651745046,-218.2678727850807,-77.09648137942558,0.0,-24.637593972111116,0.0,-33.05334522905135,-13.66721936747875,-1.3689513453703204,-0.017305164591828556,0.0,-149.54587229775015,-0.09742259032437196,-32.389370954819334
74,0.9405247109259427,-221.66938183302312,-77.86145635781166,-0.08310162825175772,-24.860568139748125,-0.019235185630403318,-39.271258507201985,-19.960641760173598,-2.7975988654992503,0.0,0.0,-152.32431443370405,-0.09085001179774535,-32.692791932736014
75,0.9335593425553168,-220.03983898596644,-77.0199530708205,-0.41853438070369725,-23.752850677457463,-0.28603607010582593,-34.29380980513054,-16.20890263676698,-1.2280453043572508,0.0,-0.028650269787385302,-152.3777907922429,-0.10132620911327507,-32.96677997139459
76,0.9365943118273105,-222.04499895879204,-77.23109904653622,-0.09762864916160369,-23.467340598498076,-0.08224444657128463,-38.05080786946492,-19.55868833678436,-1.5234137145098599,-0.03074946867891571,-0.02826784906902498,-154.56752944476256,-0.049147315693560775,-33.15628402135963
77,0.9459026128266034,-223.65676443544334,-77.2244106815187,-0.6991823015921743,-22.991244058739383,-0.5570128011366037,-39.05271014632446,-20.856739800033278,-2.2142349443841494,-0.028098146282126472,-0.016154904504641694,-156.21809506706978,-0.051808891862104,-33.375883273184165
78,0.9345562416757477,-221.83381698448068,-76.07356901690123,0.0,-21.580609445439737,0.0,-33.894578663813675,-16.21866463125285,-0.7327133613489836,0.0,0.0,-156.40600926862936,0.0,-33.538668323145764
79,0.9421829264612692,-221.75766714844724,-75.68115627240455,-0.10194428650660893,-20.81804080813808,-0.07191541644398604,-32.85330203029525,-13.854409706078803,-1.79302967668806,-0.001658579015767876,0.0,-157.62328695269593,-0.0429393120956603,-33.75140248419088
80,0.9387821556496255,-224.49948978738385,-76.67340389277278,-0.006027548907116797,-21.312707109116566,0.0,-37.282946199355784,-17.065363393897687,-1.918257606147636,0.0,0.0,-159.4182041716123,-0.10017585619475869,-34.03822351727817
81,0.9418745458948898,-224.68460221550635,-76.5436230579934,-0.0030651880664180576,-20.819972919228793,0.0,-36.31684943033617,-15.858734761786687,-1.6993601819337947,0.0,0.0,-160.15610770242486,-0.07862268138971062,-34.34481227120588
82,0.938934302149561,-226.50539991906425,-76.70330399031353,-0.06847811072073466,-20.535760175295803,-0.05500151951284156,-38.22631722617587,-17.711044818398918,-1.539182468781635,-0.008207325090157506,-0.01808560442054656,-161.9416150945883,-0.019090511298848416,-34.56400267095136
83,0.9405032246343901,-227.11091717817027,-76.51925341553127,-0.1411901098740964,-20.015764827046862,-0.10387294580594642,-38.274433159006755,-17.522775450219083,-1.628212301794528,0.0,0.0,-163.30001406196362,-0.06860360749083434,-34.79983204817881
84,0.9430928707425429,-226.99362955280034,-75.88848768976472,0.0,-19.02601612092313,0.0,-37.34364550150422,-17.555518536937843,-2.4545609985365484,0.0,0.0,-164.79250162052344,-0.024764998037374607,-34.973390036077014
85,0.9381406113799633,-230.13086331931854,-76.76059701932161,-0.7436614038998776,-19.378610538670813,-0.6167294406727966,-43.01822966956334,-22.716125514822757,-3.618915466487934,-0.11421985617855385,-0.09634510428227419,-167.43236766653024,-0.06731141956104565,-35.222327121196926
86,0.9389292278027176,-228.05939813247494,-75.46903546272793,0.0,-17.82187963843279,0.0,-36.32029173316107,-15.976772072754223,-1.5713340834314522,0.0,-1.777165983120625e-05,-167.3513341088666,-0.008327800648634266,-35.376975700151334
87,0.951068207952551,-229.6439593927995,-75.87022008828274,-0.16871796090955996,-17.799942864328056,-0.13144064989488607,-37.533390478342255,-17.06695185778452,-1.9651214048258927,-0.008773894415804711,-0.00663616739795585,-168.68685612205036,-0.022535737740251457,-35.6592900438602
88,0.9417916278510683,-229.53647753845274,-75.37036489056582,-0.20102908376287315,-16.970664504449548,-0.15648556207075678,-35.99279339747937,-15.193379521344173,-1.4912004370278595,-0.022106121217694785,-0.025822016795452766,-169.73327906060493,-0.011282102484196409,-35.825072538509126
89,0.9392300253837785,-230.8771354153752,-75.6258640117801,0.0,-16.834541293262106,0.0,-37.33663988482463,-17.09808519532193,-2.063676690778188,0.0,0.0,-171.06694223242332,-0.07275801186719733,-36.08417118792108
90,0.9372647427854455,-232.39393479508277,-75.7568686232651,-0.12915961089034275,-16.58704619923559,-0.0999773084502911,-38.39186785962147,-19.327804792847314,-2.360206613343284,0.0,-0.016650267702737875,-172.39336701394564,-0.023408494361766154,-36.31806303629232
91,0.9431459254579911,-234.23808747984225,-76.03016242062802,-0.061266671559944336,-16.410492661706837,0.0,-40.53730980738127,-21.762605003415626,-2.5086101028593175,0.0,0.0,-174.3246326415872,0.0,-36.47765724000684
92,0.9406792452830188,-234.2006835598848,-75.51718040838462,0.0,-15.584058758226245,0.0,-39.80710795696273,-19.709313333988543,-3.1052046810269642,0.0,0.0,-175.82979627433053,-0.03310810049786839,-36.58071067112749
93,0.9362339685964282,-232.7309661186498,-74.6891879523827,-0.11222856789993903,-14.564724032900646,-0.09043920161412873,-36.45285123301844,-15.215394855086357,-1.4294048788081102,-0.009114990054625613,-0.0069493245419743705,-176.21641924633678,-0.044507665103740615,-36.66985711952705
94,0.9384812464622992,-233.60979593076726,-74.77417666155496,0.0,-14.319251120116789,0.0,-37.353393063857325,-15.534702097786806,-1.387434991720889,0.0,0.0,-177.47609142924745,-0.07711647279732031,-36.866549430288025
95,0.9373122672113421,-235.49220391735477,-74.91558208166444,-0.2985469348503666,-14.091427674520672,-0.2360251909662257,-39.41007520945373,-18.74655194701001,-2.6210412270389796,-0.00019684827878429904,-0.023464191124605592,-179.62409210884735,-0.10250697339841307,-37.10436363757396
96,0.9352791498278701,-236.16321441620633,-74.79864645751213,-0.07976108753445123,-13.651899459969599,-1.6941968432832976e-05,-38.79160574364061,-17.947179230934886,-2.55601001298519,0.0,0.0,-180.934711535388,-0.02916717939445232,-37.292123423592116
97,0.9375828812537673,-235.52327565303764,-74.02921451267743,-0.0800740297875519,-12.63621563764696,-0.009033124199968155,-36.66234292465247,-16.542958938452998,-3.111406372421295,0.0,0.0,-181.85526673260662,0.0,-37.42575739302335
98,0.9373764600179695,-237.06027934359304,-74.58445499544312,-0.08175691459008635,-12.877699946610347,-0.05160395816679131,-39.65726783841244,-18.13246439440771,-2.508342047240632,-0.008541286975821502,-0.0037850590476983465,-183.12689777501438,-0.028594400016260818,-37.628026925152234
99,0.9353581142339076,-237.16976844615417,-74.12473901356468,-0.1804359963569216,-12.126944026295572,-0.1307965043633212,-37.958725435112335,-16.959999955496258,-1.905661121861293,0.0,0.0,-184.08560042899344,0.0,-37.86749656725389
100,0.9426512625059552,-236.72381056638852,-73.36485996599689,-0.11353984856545028,-11.131286906819946,-0.09129352917594478,-36.01993161525964,-14.717459074419768,-1.9681820677662414,-0.03235825612121085,-0.008856725911297186,-184.96784034973803,-0.0005888132655539536,-37.97142150599188
101,0.9480981265126841,-237.77849770893155,-73.47075185753165,-0.02057258227633952,-10.921331470822857,0.0,-37.00000955996476,-14.392586373607912,-1.761092362999641,-0.00022520142819491465,0.0,-186.09376503638205,-0.0063138327062551075,-38.15781141926766
102,0.9409447644057175,-239.9942427829131,-74.03110390669273,-0.08102354069284166,-11.07167874243939,-0.04901381494099646,-40.5688325699596,-17.175524699991715,-1.941875476143355,-0.0022651885340368573,0.0,-187.79749562425695,-0.016899195718813105,-38.33707460521568
103,0.9391582247949831,-241.2243332661849,-74.07639822989978,-0.23793241169985968,-10.788565702830367,-0.1728680554618508,-42.16090597602838,-19.095096529081587,-2.6290133464439114,0.0,0.0,-189.20263566842237,-0.010572770027734308,-38.4970668118812
104,0.941906064751482,-240.82824844943428,-73.26226806072215,-0.07007581048232944,-9.74019219453893,-0.0572599761588691,-40.79436993966513,-16.90647071975671,-2.4153820638195467,0.0,-0.009054412906273322,-190.4703803748746,-0.009297659149995176,-38.603371169775706
105,0.9444929938225102,-241.5166503345457,-73.32769844167508,-0.3758413863037643,-9.480888022944328,-0.24308309845286824,-40.811929818108226,-17.03332881769632,-2.626462985917232,-0.007426020784125972,-0.004873477899566417,-191.20753399768589,-0.026590872895387183,-38.746245786846565
106,0.9417501630402562,-240.6049308921527,-72.7281361525689,-0.19053036152302547,-8.648980335623488,-0.13403609661018873,-36.84428082561641,-13.92905861688994,-1.9105346626270023,0.0,0.0,-191.27575347103868,-0.002761050052567588,-38.88799471522376
107,0.94287680660702,-245.40902542641908,-74.19579738745088,-0.8117089999723412,-9.598192415275763,-0.651444977639427,-44.75533159053113,-22.581201775941377,-3.6576750764555337,-0.009433649842788985,-0.04942616852424178,-194.11450739615688,-0.04849612221511255,-39.146692405870446
108,0.9406695987792837,-245.11628864085898,-73.64963762664655,0.0,-8.759554592221523,0.0,-42.99353127968442,-20.031314466982224,-2.246170952740494,0.0,0.0,-195.15532450559274,-0.001042516277582828,-39.2049951754271
109,0.9408004778972521,-245.27857270710558,-73.4397175243157,-0.2286826871284647,-8.282343400456686,-0.18481413511819708,-42.871172077278366,-18.71767797962248,-2.534854884382742,0.0,-0.014065801048953618,-196.02168675474883,0.0,-39.338794267202054
110,0.9478851963746223,-245.14610306562517,-72.7183471966365,-0.06472152053184813,-7.284683736964875,-0.04840344874710867,-41.318701464779885,-16.78608763040657,-2.280304647672496,0.0,0.0,-197.1611311247217,-0.000987635531732325,-39.42029888847942
