episode,service_level,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance
0,0.892337681811366,-122.2532491347641,-105.8351445087469,0.0
1,0.920371539363333,-138.58709014023734,-69.44514636637906,0.0
2,0.9160367908205082,-148.33717743275687,-67.22039482834423,0.0
3,0.9240848710705055,-141.97239236076578,-57.36549145547798,-0.19808367779889174
4,0.9190207724079713,-138.00437302418112,-53.17305843518523,-0.17930573674507652
5,0.9222734346941219,-145.83706879809165,-57.304595769613776,0.0
6,0.9176392931081041,-150.24444548357081,-51.540217143719694,-0.5657796754473354
7,0.9257504902700256,-148.64423204578236,-52.52579394064386,-0.22018887578776924
8,0.913048660567955,-147.45152865936996,-54.51158628626302,0.0
9,0.9160430517873647,-158.68934369066505,-66.19995574593446,-0.4593931299490013
10,0.9237329139954034,-144.0901110903541,-53.005024508493335,-0.3581147619927862
11,0.9231280393874407,-153.5738646222373,-60.45554511185053,-0.4815100254465505
12,0.9186056985018164,-153.8896484895105,-60.25718924152459,-0.1370828688347625
13,0.9293062992599723,-151.91160187551048,-60.08804320669608,-2.1123092149761473
14,0.9222428089785256,-147.29533985270984,-57.91794787455568,-1.2938695511775489
15,0.9330739534322596,-149.35230901374555,-64.80324270841359,-1.4405587205000763
16,0.9178980949228037,-142.42281951631995,-61.60920826133771,-0.829774372282478
17,0.9301185866408519,-146.61773370594724,-64.39073826708469,0.0
18,0.9314221643080094,-133.87322533244492,-61.435608157395805,-0.3230430480078223
19,0.9240196078431373,-137.26406360235188,-61.31092063396565,0.0
20,0.9299887226066018,-150.47890033385596,-72.80045029361115,-2.0956906344571617
21,0.9180968410928436,-138.8413378970161,-66.70197611455987,-1.4679455449979244
22,0.9235315079883589,-136.83867867949579,-62.26396416099774,-0.1661428073328966
23,0.9215344900042024,-146.33882526813161,-70.79551350850494,-0.7364368009186218
24,0.9242202218965878,-137.52019011517572,-62.59196241643337,0.0
25,0.9212619537045312,-142.8480772114212,-65.11338316586921,-0.4644485673504785
26,0.9289727616953707,-146.33718581395198,-66.88590795573617,0.0
27,0.9229424178474526,-150.44942491960546,-70.93651045204341,-3.1261733429305747
28,0.9248469938797552,-138.23003020024223,-57.15733555347212,-0.4936433622258206
29,0.9228021312666506,-138.19560639062013,-55.40304666887773,-0.5146163336330924
30,0.9222215561683251,-155.0161907631945,-70.80077858171256,-0.9472042568163486
31,0.9224301030060963,-149.39535603034406,-64.53904773864224,-0.14942665210702918
32,0.9234347156362318,-160.46241726688615,-74.48442389041371,-2.7772097793109034
33,0.927286014433178,-143.9716138633499,-66.05703978178899,-0.26711906897467247
34,0.9297514421189332,-149.09136936222623,-67.66793521285899,-0.9922492734632382
35,0.9208728767454513,-149.3617676545407,-72.7055611432255,-1.3627724536177257
36,0.9308425584255843,-139.76557249449604,-61.6735052692232,-0.6222245123546534
37,0.9279572460739237,-141.1065822469178,-63.41429756298415,-1.5220724861455532
38,0.929580881906957,-144.63026774733953,-66.27687172586431,-0.5912465543735349
39,0.9222040172340554,-142.94828163737736,-65.75985425459798,-0.5090859724893273
40,0.9222417752855907,-143.02779627447734,-63.10442835143143,-0.03265466092626725
41,0.9203614712727053,-142.58288746837698,-63.83012978780643,-0.13803098236188802
42,0.9231328806983511,-144.4028729648454,-67.33901404501259,-0.38330971624554877
43,0.9253880669415474,-145.09077115182052,-67.66771786002363,-0.03663537283564931
44,0.9220928127451572,-149.2818396563835,-70.1901976038205,-1.2608155934671699
45,0.9232707074999241,-146.6232525214391,-65.90457422499995,-0.9247395170570809
46,0.9321722361165516,-151.13531748812213,-69.37452499384491,-2.6189469358714774
47,0.9318319409129434,-148.14819621702438,-63.185187707688755,-0.26700489889470647
48,0.9230512384652744,-148.54077283137187,-66.8077162582078,-1.4409165001747009
49,0.9290877481928813,-142.60564677963214,-60.23610466632674,-0.7243138299096352
50,0.9212193190815519,-149.76094375427076,-65.8313462371649,-1.7383584929716838
51,0.9299659681174995,-148.6672756529992,-67.37374526712429,-1.744436550961357
52,0.9215913244791032,-149.78338394940675,-68.66955132399315,-1.2263157249428767
53,0.9217032967032968,-145.8926236769997,-66.72544426645068,-0.8657976239612473
54,0.924626888081439,-150.68063384269462,-69.49306167708865,-1.661713483903243
55,0.9287303114103643,-148.59637816522007,-63.16234950103015,-0.27497841123263783
56,0.9278176953371614,-150.12512738251039,-64.42605242239479,-0.46861380458640794
57,0.9197423083870191,-148.45040660081102,-60.628609299705275,-1.2763331181741924
58,0.9254215503259173,-157.40638898346268,-71.27435233239143,-1.554601329198849
59,0.9290259720488384,-153.4244991374856,-68.39630834020534,-0.8534127100220116
60,0.9154142639457409,-148.091124461526,-63.45183929363981,-0.6781705278105437
61,0.9251598118441684,-141.9324101270073,-57.93475463764761,-0.3064614859250575
62,0.9307971994350792,-152.90064333524717,-68.90939928110141,-1.8259379804608415
63,0.9249291784702549,-147.88408833459368,-65.78578950732305,-1.7799958622399297
64,0.9138055222088836,-152.11696571777193,-66.88421547839226,-0.8428281450292778
65,0.919950478606154,-155.55420571804183,-71.94978153894107,-1.8743599277721332
66,0.9268197037796748,-145.39833152085177,-64.90384551068165,-0.7114080567693902
67,0.9205885013114655,-151.8944934487944,-73.99554452788766,-1.984586474635355
68,0.9295973982956427,-160.00193844203596,-77.73362453819283,-1.9031382213165835
69,0.9279208873125131,-154.99563088145436,-75.56514858407438,-2.386519824079033
70,0.9263803680981595,-152.32234424098826,-72.33837515266497,-2.8873722382955687
71,0.9194587825662014,-152.93048531463154,-70.7313157505606,-0.8734016520361295
72,0.9276812462552426,-153.58080516776923,-73.13671204073677,-3.7031575820150984
73,0.9213002050416114,-151.83532814393132,-71.50583747649834,-2.2926362747890163
74,0.9247450897825368,-158.2927159616788,-78.42468643660139,-2.3823732633506585
75,0.9268125037355807,-152.6805246800864,-71.47741414205106,-2.5487066482040643
76,0.919408837279445,-153.23008718759579,-70.92627662232684,-0.7453516701941727
77,0.9317621595623159,-155.5265104705253,-71.55592750327361,-1.03160570712278
78,0.9137093873636255,-157.24804206472547,-70.92751974993664,-3.3272661760427145
79,0.9281449701479103,-152.32700519448846,-66.44371865515713,-1.0850739959541151
80,0.9284627546910892,-165.57537940602825,-78.19000111477915,-2.9412936829726952
81,0.9182973392196635,-161.26146998077712,-75.27701343045223,-2.70582200712419
82,0.9216569247286175,-159.66109008064754,-72.77610851278477,-1.9393276206089245
83,0.9255401464198559,-158.85558490485,-71.09707284916486,-3.007799563671383
84,0.9289701578105669,-154.9372237991168,-66.03305148579327,-1.0145570081161437
85,0.9297985153764581,-160.34520605444476,-72.69652733811488,-1.877517857150678
86,0.924382762009709,-159.0628871053881,-69.79477292202507,-1.5448825037739065
87,0.9290674455339314,-161.3809683044165,-75.16712198482917,-2.9049538064894915
88,0.9264273626079986,-158.53067513732552,-72.4303939960121,-2.7090234553369665
89,0.9186712485681557,-160.46127221738595,-76.54019601660268,-2.709459469199418
90,0.9254325155223341,-159.29122218020714,-75.31160681234412,-2.830962506597646
91,0.9168035357004211,-157.2597545645522,-71.74234826534382,-2.6073399893417237
92,0.9300766571471517,-161.21485520968477,-76.24244201356211,-3.176935592227734
93,0.9214081656945602,-162.14719937803565,-75.53923575903238,-3.157682637127932
94,0.9239563223938224,-165.19692477233696,-76.15018718882996,-2.322756686761665
95,0.9255812552704493,-166.8047271325857,-79.0051472928187,-3.396719805217055
96,0.9346411110111281,-166.49524103879494,-74.33730304920398,-1.1343278492237403
97,0.9273808451211821,-166.22713044679537,-70.53153701433837,-1.9181661211968584
98,0.9340229746797377,-171.27327191954038,-78.189246201,-4.309709214595567
99,0.9274067388688327,-167.29801620242705,-75.60802163698891,-2.940678708083477
100,0.9207203972955185,-161.80336062450567,-69.77594639962088,-3.017843508114694
101,0.9293258494779407,-161.90247015534885,-69.56324421040709,-1.6415904212602956
102,0.9281634647689442,-164.56051574894133,-72.25163835458103,-4.267491984563955
103,0.9246404659681148,-164.60821323734953,-72.74254390316621,-3.223984420297254
104,0.9133015928995474,-166.71059649726456,-74.19825825442129,-2.7222830781320693
105,0.9319944681618664,-171.54037016455928,-77.20492378530895,-2.946065812730565
106,0.9257207565648528,-173.90515180037852,-76.79042127553811,-3.3931466279844464
107,0.927526111246053,-177.4461140136541,-79.14113170576474,-4.0537040896142065
108,0.9284064665127021,-169.69275215803555,-71.64767628140596,-2.2645506156555286
109,0.917211854442401,-172.69485002742576,-75.2682487654549,-3.272660368512751
110,0.9271255060728745,-172.32382074679532,-74.28337758007252,-3.7183814846417
111,0.928348539332521,-174.7389303434979,-75.59746846493874,-3.544307474414347
112,0.923141764759009,-176.3816893877509,-79.43698008423671,-3.5555666853505334
113,0.9283979845808292,-172.82771435856753,-75.9000682657771,-3.7359304627892476
114,0.9285585368788353,-170.1821973718123,-74.50438573574091,-3.4109667048663606
115,0.9262193836049769,-168.05910387682474,-74.87492579851653,-2.5594321287442963
116,0.9312088110499233,-167.906168139242,-73.32119277318452,-3.1977897974955973
117,0.9212077250884033,-168.59884183041908,-75.16673269095276,-3.0726111054622365
118,0.9236815950365931,-172.06103247781238,-77.25188551167966,-2.546174148184268
119,0.9326902530602277,-174.4909445398749,-78.3905897081007,-3.3079592326133302
120,0.9283847836655323,-174.35697853901655,-77.66353893201129,-3.609392592761175
121,0.9251267109775714,-177.98806289419338,-80.74707880929655,-3.7910728352432668
122,0.9220411689356252,-187.49263064372798,-89.96050872682524,-6.702860486480799
123,0.9133267285118136,-174.3463800918052,-76.38226640111544,-3.9448765289133574
124,0.9211176978760166,-170.43365060262482,-72.79861396746469,-2.6623473153407606
125,0.9204697171986892,-177.1026603982217,-79.53582270439006,-3.408083970764598
126,0.9251757416895031,-173.12466773864793,-76.01516271018619,-3.823054265482052
127,0.9302395842774707,-171.56555037458386,-73.72630575700306,-4.195262976994595
128,0.9214751859159205,-171.5173980638794,-74.9332323757516,-4.520627613328974
129,0.9259956861196342,-178.8277072796038,-81.59174386810183,-4.475321955223158
130,0.9248920513288329,-173.22558204195633,-77.17206256823185,-4.839530013336844
131,0.9274492657479722,-176.68074023209988,-80.30716514495218,-5.859227497194093
132,0.9237554193451936,-182.01356600466926,-85.06404741071361,-5.802059336915558
133,0.9309673691573154,-175.24646125822574,-79.93123752665481,-4.951986894338126
134,0.9294416243654823,-172.37615960538668,-77.89099670355895,-4.309894002796303
135,0.928656144512362,-172.52461899415965,-79.7299652213893,-4.820603498901316
136,0.9333070842293364,-177.08296817561862,-85.01676999147884,-5.176055239569379
137,0.9216451788632649,-178.5453702365314,-86.17318467665184,-5.980908888522536
138,0.9290255185793165,-172.02715175029147,-80.6421854159857,-3.969402249898056
139,0.9270125437834925,-172.39014136694664,-81.66720867122308,-4.295691772989547
140,0.9263211534426427,-171.72881427340502,-80.6357193300514,-4.564486243077988
141,0.9270636279013903,-172.09665805536736,-81.74148129359949,-4.519972454755828
142,0.9351212365832511,-176.13425648123015,-86.9700515941913,-5.341340177612922
143,0.9381068325968678,-173.95079165507215,-84.15336486070031,-6.307689688777776
