episode,service_level,vehicle_functional_load,squared_starvation_penalty,squared_congestion_penalty,time_of_day_fraction,hours_until_peak_fraction,multi_horizon_starvation_risk
0,0.907878170154086,-1.8806544472368718,-62.0987738941095,-42.819419498179826,-39.81632909697005,-4.823397425987942,-75.14178241630688
1,0.9180577537551886,-2.3905345426348705,-76.62525047322617,-53.70304990332131,-31.210391450445965,-10.504798464567019,-92.43519386315481
2,0.9247983504154285,0.0,-68.6762185046671,-46.955158837224246,-3.6842183211340407,0.0,-80.80124434369513
3,0.9204001084631376,0.0,-80.52348964712122,-60.68909372350341,-11.40860208415555,-0.01676548101070525,-97.27032518753575
4,0.9055644166240332,-0.6238629051198212,-85.82273014623533,-69.85195731457452,-11.527105424501725,-1.624036962246683,-105.9901591591386
5,0.9082868621454698,0.0,-84.8183342500198,-74.4143384417328,0.0,0.0,-102.36158098222573
6,0.9142677598898797,-1.9991432825397517,-87.97466710648894,-87.95747731828718,0.0,0.0,-107.61307643356949
7,0.9244633638257405,-1.427982741654723,-76.29331620864788,-86.55971103006857,-2.260972674286645,-2.855965483309446,-92.4950404256587
8,0.9142831281679942,-2.2982605570348116,-85.24403478552624,-101.09045024981819,-1.0613928508702037,-0.9207316708977847,-103.68179314565025
9,0.9153558729584764,-0.9916285858118903,-82.32624138492729,-106.27700581057059,-0.7836269092195096,0.0,-102.55516324727314
10,0.9062155970127049,0.0,-88.44104980200973,-117.72817916884928,-12.858154424364146,0.0,-112.35929633345053
11,0.9231329690346084,-0.0469182545055343,-70.95308413998701,-107.89233020293092,-0.7866754584457224,-0.993695315931439,-90.53826849520732
12,0.9164449493288691,-0.043901152015523054,-82.79383833033802,-115.78548644928432,-9.043492727438705,0.0,-100.62456668571684
13,0.9150655687709668,0.0,-85.95939278030447,-114.82323515574008,-4.540567068929907,-2.5845278445346493,-99.47559553741993
14,0.9179336819514554,0.0,-81.94359359482482,-116.32064792738265,-0.03631928365161885,0.0,-96.61271840052774
15,0.9125905105251901,0.0,-93.39764323942735,-123.28539015248059,-1.508220013467346,0.0,-109.23077770369753
16,0.9035403083297788,0.0,-100.71903916709533,-130.40966292898725,0.0,0.0,-116.218504139303
17,0.906722920297166,0.0,-99.65928819501485,-128.4131850982055,-18.948005472641384,0.0,-115.19777614208061
18,0.9186424212986856,0.0,-82.87588022128011,-122.60484451080268,0.0,0.0,-97.88619745144628
19,0.919122372165611,0.0,-81.17673847572323,-116.90509259913419,0.0,0.0,-94.85182661034555
20,0.9098588186132586,0.0,-95.34430687909155,-129.6984504966268,-17.360603482397437,0.0,-113.26854774444769
21,0.907415318889228,0.0,-105.02216748260103,-133.29613974714735,-3.9425963187827917,0.0,-122.03315412678604
22,0.9073124580357688,-2.3468607692246652,-106.79887914139375,-133.30872901470465,-6.986823185287016,0.0,-123.13035396413028
23,0.907953797354719,0.0,-108.41703723154974,-137.935298438853,-19.06086352409226,0.0,-123.60556020629994
24,0.9193738123246765,0.0,-86.58610252460775,-125.30638390206732,0.0,0.0,-93.96229892990752
25,0.9129621810724411,-0.35818279623822136,-90.64382102978311,-134.93054043432699,-0.03669873282303815,0.0,-101.88340751363349
26,0.918810143436422,-1.0061848506140452,-86.69451826783934,-134.96840531326623,0.0,0.0,-95.15354252790556
27,0.9102618628106203,0.0,-94.6650621117272,-145.44764361402483,-13.24582183020174,0.0,-106.08803068670323
28,0.9071327150237153,-0.5453590368684836,-106.32395138207688,-152.8099561536347,-15.874881217253568,-1.1208932869075843,-117.01531012205596
29,0.9103360888191637,-0.6339380556357177,-109.41314726037888,-156.21657034716876,-5.836773250849294,-0.9752893163626426,-118.04278134556823
30,0.8992771372244459,0.0,-123.05400795832728,-168.7361948027225,0.0,0.0,-131.0996170609963
31,0.908867364380604,0.0,-128.35918814578525,-174.5864254681799,-10.77757010230049,0.0,-136.29227126871723
32,0.9106045469681834,0.0,-123.3447133296361,-176.12812694263047,-18.232755899597077,0.0,-132.37013893634625
33,0.9235031599125408,-0.013453136773853291,-113.21690045554506,-168.6115911746987,-0.21300799891934377,-0.26906273547706583,-114.8814446580228
34,0.9145597210113339,0.0,-108.1266436594527,-163.79473106269802,0.0,0.0,-109.37816198532704
35,0.9201956376450574,0.0,-110.66299566493316,-167.02245305193105,0.0,0.0,-113.71331444646728
36,0.9016728349370836,0.0,-117.05683504108751,-172.06449662877594,0.0,0.0,-119.92704395983941
37,0.9173900029931158,0.0,-116.32203445508782,-171.93177238117872,0.0,0.0,-115.25267743238685
38,0.9140006047777441,0.0,-118.15471295793041,-175.94909157253056,-1.052327173228043,0.0,-115.99117675851403
39,0.917388706304153,0.0,-115.40033740899597,-171.21822496657293,0.0,0.0,-111.61331897350026
40,0.9151436031331592,-0.6604565699645487,-122.86784059497143,-177.1780963441563,-1.187786498079884,-1.5003618923114328,-117.23852282113059
41,0.9148850840660188,-0.4051063523024587,-115.90350953993598,-171.37448586131669,-0.5788187024823673,-0.747079271109761,-104.00900821081107
42,0.9078440665916228,0.0,-129.7434003933374,-180.80010500165758,-8.696993036851469,-0.14530725252859472,-118.97377877935216
43,0.9165947056546467,-0.5178606133388401,-133.75834688949197,-178.20623885811207,0.0,0.0,-116.57463964006396
44,0.909025227286411,0.0,-138.6649036102723,-186.5223789185315,-5.4201869416413775,0.0,-119.96879165497734
45,0.9146212601515563,0.0,-141.7776434124259,-190.57343555942631,-8.594533678590262,0.0,-122.45325030785597
46,0.9122980547312891,0.0,-142.27253892481434,-194.65417623924623,0.0,0.0,-121.48141395167076
47,0.9099292045927777,0.0,-145.67602646617954,-198.42161702489605,-11.255488755698414,0.0,-123.58514384437159
48,0.9165150475735974,0.0,-143.48641668912742,-200.4571770191815,-5.137448688426182,0.0,-120.92450883783445
49,0.9143897996357013,0.0,-152.95578754591773,-206.81484778982838,0.0,0.0,-130.08873777961668
50,0.9170227596448162,0.0,-159.79009727589425,-213.02958943255558,-11.804509833184277,0.0,-134.5534188042912
51,0.9192741303430397,-0.4551398946256134,-153.73877129424218,-210.18814972395597,-0.8774777955082803,-0.9527250493537386,-125.25611578703992
52,0.9191649472023304,0.0,-155.03749541069644,-212.01492280490518,0.0,0.0,-125.27367755791508
