episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,projected_starvation_risk,projected_congestion_risk
0,0.8957455770850885,-0.4074810007528868,-0.29460088157793507,-1.5344562761019915,-1.50236628735438,-0.12028701397302939,-0.11318221560304664
1,0.9319046905439832,-0.4021391967012715,-0.27819339841004376,-1.4791381541562496,-1.371978626155284,-0.12545902090463223,-0.11035876019581325
2,0.9330236739586455,-0.4098492935377473,-0.2777858373884224,-1.4514896349906405,-1.3158075807367207,-0.13739115746696906,-0.12228844474545672
3,0.9363636363636364,-0.42584128713756736,-0.28260330782599996,-1.4619561294123304,-1.3079251231970526,-0.1530436169661587,-0.1368712947419501
4,0.9263280341217526,-0.48886777032696993,-0.3120085780978491,-1.6493472027305378,-1.4302882251301214,-0.18277020420270157,-0.16139558431749826
5,0.9305227958080793,-0.4982400785517523,-0.3071390428275351,-1.6221107083672435,-1.3471528483209965,-0.19421488850143315,-0.16954003250038258
6,0.9316091267471031,-0.520957435889321,-0.3205519021623637,-1.681046530623117,-1.3808049936750824,-0.20986975386622703,-0.1840901195320091
7,0.9398841139546112,-0.5114277514325802,-0.30457887744397577,-1.5600746845057705,-1.2384718383134161,-0.2148611885748885,-0.18685822253798456
8,0.9300104462020594,-0.5672754374905419,-0.3329855158985453,-1.7320890512286597,-1.3701017054696982,-0.24038177443900965,-0.20998081137143065
9,0.9331387476303674,-0.5714485219724996,-0.3285090596670729,-1.7067210330640519,-1.3030086066498123,-0.2507211804478551,-0.2199420794481197
10,0.9374184741392386,-0.5474465015118588,-0.3041792502180286,-1.5299676992781845,-1.1180144963681469,-0.25219963769671516,-0.2201880378808229
11,0.9325188536953243,-0.5807456752494358,-0.3174303994958215,-1.6226982187739503,-1.1660331452650798,-0.26695981872637276,-0.23008063408235224
12,0.9259081212631073,-0.6194392815082758,-0.3399854924748602,-1.7552228988497802,-1.2775963025389407,-0.28488022451194905,-0.24443939250206534
13,0.9395760357531103,-0.6138705506190413,-0.3297967333491037,-1.6702238159325646,-1.177650094343007,-0.29530523712834006,-0.24745647588179245
14,0.9326789489580187,-0.6393828188247325,-0.34016050419187505,-1.7453759674897364,-1.2038467601718046,-0.30972360586680536,-0.2574110616434785
15,0.93858766876962,-0.6451246434569623,-0.3407691006382585,-1.7404034159414008,-1.1867524701309988,-0.31591371239343086,-0.2663152898477403
16,0.9345819598441714,-0.6482363274719818,-0.33926552679733496,-1.703737582732793,-1.1465159683732842,-0.3185436845228915,-0.2692319283831312
17,0.9363351227456421,-0.6676581294890619,-0.34252509202578346,-1.7397786454772786,-1.1518289857341613,-0.3321889317469847,-0.2780896892492645
18,0.9309238152369526,-0.6916673101779911,-0.35208580302964737,-1.8063116848599847,-1.1893897866535774,-0.3491059233102903,-0.2898946935482711
19,0.9363548406603375,-0.7100889315597512,-0.357899583337096,-1.8442582793906306,-1.2067850575174401,-0.3628501652044746,-0.29930049732426645
20,0.9360052878259825,-0.7072146781502656,-0.35548646237278503,-1.788133036704976,-1.1615530408129198,-0.36815420671192967,-0.3045449927941437
21,0.9378115501519757,-0.716296741766172,-0.35751847886324345,-1.7929241587305291,-1.1481552731669527,-0.37607039577633805,-0.3080560471112619
22,0.937106539353595,-0.7237243147984461,-0.3568412389663434,-1.7830005174761034,-1.1245058059486828,-0.3832133397152405,-0.31258907705223077
23,0.9333293912426456,-0.7481470297330161,-0.37025350801400875,-1.8448409745223968,-1.1761519253529586,-0.398005564394019,-0.32456123674466797
24,0.931300459197455,-0.7605554637531012,-0.3753890063437512,-1.8740404923018146,-1.2008270174801439,-0.40466745150927,-0.3312837677147543
25,0.9333213137413985,-0.7845455550811735,-0.3855410308722447,-1.9475765038931274,-1.2523338489360636,-0.4244692072160445,-0.34290406731057427
26,0.9332051751495178,-0.7869332434211748,-0.3830431333275696,-1.9072189806597517,-1.204607056278732,-0.43236865402829655,-0.34852048253048207
27,0.933764233290042,-0.7926613093026329,-0.3829407640603359,-1.8925402685315051,-1.190122394172753,-0.43543169762871803,-0.3513719914699467
28,0.9344282055145396,-0.8066203949351733,-0.38333280509256445,-1.9147594212451553,-1.1835407949711318,-0.4482584367805442,-0.35904594522553834
29,0.9340920155793574,-0.8282955699753938,-0.3932747913363464,-1.9851129932675955,-1.223407548085784,-0.4606620335098021,-0.36928585824434124
30,0.9336078536687256,-0.8484671062165465,-0.40335594310174283,-2.049452448611224,-1.2799062222405249,-0.4729491865545449,-0.37811312904805283
31,0.9332687123254475,-0.8728256108470493,-0.40955466780915056,-2.0985322091453233,-1.2939431649516868,-0.48780441406911396,-0.3873738387601541
32,0.9312577531693443,-0.882522474984468,-0.41231247941060833,-2.102938387828573,-1.2830481895544719,-0.4957466982721106,-0.39453964573209377
33,0.9350990577434163,-0.8895625414852822,-0.4121963357296522,-2.1072477993301946,-1.2758276782930464,-0.5021954651798552,-0.40046029453018056
