episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
27,0.9364674076299189,-516.1194832857379,-344.0713587128794,-48.427550814557364
28,0.939388489208633,-518.0394655042006,-344.4779635326185,-47.95003718321824
29,0.9378019323671498,-518.1969654450329,-343.1892596177514,-47.471708762763576
30,0.9309842402616711,-518.6773473240788,-342.2804788555301,-47.102549405397234
31,0.9380176490076197,-521.6565244012035,-343.4474589559169,-46.81145607428387
32,0.9361746798236406,-522.8811513490014,-343.0106931323504,-46.64365386247497
33,0.9357300117622221,-522.1419752037347,-341.2501021690273,-46.30459685531576
34,0.9401849325450963,-520.7811218633259,-339.60760475529065,-46.06388571714919
35,0.9309301210595708,-520.3925275576253,-338.42794817009167,-45.94999118245796
36,0.9359344894026975,-523.2022333844852,-339.36306757867584,-45.865812686474605
37,0.9300616405879564,-522.4586521544518,-338.01651436686274,-45.89473625226728
38,0.9326105442176871,-528.1710509046287,-341.8388050270231,-45.83527058843791
39,0.9367484367484368,-526.8455283404348,-340.2940467192262,-45.559060755285785
40,0.9305617245565723,-530.0285398504042,-342.4917397684143,-45.48283807449655
41,0.9389938813033125,-526.5465923076886,-338.3333846091772,-45.31510451883815
42,0.9370844769746874,-532.3677852078697,-342.65554808345735,-45.05777177144736
43,0.9375,-533.7650974386916,-343.52415631221504,-45.07940502682446
44,0.9340448495023383,-537.0710047377444,-345.36425561402865,-45.145892763020136
45,0.9342941545072061,-536.9375646200734,-344.30301742979395,-44.96296265371421
46,0.9387026085912407,-539.1440474918911,-345.2551276561316,-44.96447920685822
47,0.9377402691013935,-541.7640786474735,-347.0682486270337,-44.66324199167189
48,0.934891284707583,-540.728138940767,-345.66304654857953,-44.36385514366785
49,0.9348733815975248,-539.5070349902973,-344.54217935934554,-44.25159060341994
50,0.9351655025812329,-539.9681254969556,-344.0117197732635,-44.146823130933484
51,0.9305006587615283,-543.5093445573922,-345.37618641254176,-44.204758224328195
52,0.9377672065996266,-544.3344903700721,-345.422440971801,-44.161348082475996
53,0.9366786140979689,-546.4350740538981,-346.79506545213417,-43.9276660333033
54,0.9375511565162034,-548.1639346044376,-347.32105729507674,-43.73985966388461
55,0.940725708747274,-547.5609264005718,-346.61126069893487,-43.570067733788775
56,0.9356996670434066,-550.4146774101397,-348.41684228860515,-43.47917522865089
57,0.9337696649453585,-550.2717952143493,-347.135845228439,-43.51467715001307
58,0.9420948916174019,-553.7916134659354,-349.25215302260796,-43.534593927777685
59,0.9380437727669567,-551.8167770033866,-347.1321326698909,-43.33844719497568
60,0.9336310853059402,-552.7747422323787,-347.130241599056,-43.25797439511406
61,0.9353954347696526,-552.7712354665224,-346.6386992451082,-43.10980382627956
62,0.9358711924475268,-555.7758902856201,-348.09807338216905,-43.31975869258173
63,0.9434345270556869,-554.0626081295858,-345.9820076934291,-43.16860797741075
64,0.9254718115158072,-553.1213034789706,-344.7647496170212,-42.82853945846823
65,0.9344218175293801,-556.1666962135504,-346.591778762364,-42.8052400308217
66,0.9363178376421611,-556.1439183831751,-346.07155847698044,-42.46772930148643
67,0.9407364960641795,-559.6396643965795,-348.4222423430484,-42.41602787007958
68,0.9387140902872777,-559.3059953636005,-347.59752635947825,-42.18301760637528
69,0.9421228646319786,-561.5658421400422,-348.66734365738995,-42.181722518587655
70,0.937709530651341,-560.7163428374233,-347.6121516451294,-41.922578665847894
71,0.9415873015873015,-558.7711418854025,-345.5968332976983,-41.65538148169883
72,0.9402135019083969,-561.4725772750813,-346.78927935590167,-41.62495035711754
73,0.9396625243664717,-564.3026135434944,-347.6804418524532,-41.45404049417033
74,0.941336312309411,-564.1028849880854,-346.8769394312761,-41.16206886938357
75,0.938734344894027,-567.425667970013,-348.829451756511,-41.08106070375911
76,0.9308323216770793,-570.5718965233542,-350.81271962288986,-41.041823957712666
77,0.9432002889651436,-571.1847017023925,-350.56062601277335,-40.807598490202246
78,0.9367221788011784,-573.2169795088712,-351.51968255102145,-40.525361624556695
79,0.9334063460192875,-572.8716053725517,-350.66482634944356,-40.37601080304892
80,0.9384347187815396,-574.4428850000224,-351.5555255418268,-40.43986410531558
81,0.9318236569501325,-576.6788923088843,-352.40693774202134,-40.37617946242377
82,0.9372424911924524,-579.8205566711263,-354.62589258075553,-40.4229339044036
83,0.9412376813368427,-581.6495148054826,-355.82664037070305,-40.314992037499906
84,0.9361208946687137,-583.2539237160886,-356.33494689609404,-40.52966631148865
85,0.9424708456995533,-586.0066815026718,-358.30175170201636,-40.37828869628686
86,0.9368933488636024,-586.5516021267377,-358.1387000649271,-40.31921295965757
87,0.9319617883987662,-588.8657327869442,-359.4392199063218,-40.39738680887189
88,0.9351063509732543,-590.7153908415169,-360.5778912942476,-40.26816653105099
89,0.9368700423450826,-593.2534789480069,-362.02640652489197,-40.23561230904808
90,0.9378597830697449,-592.4226082440039,-360.4179029192067,-40.296615624182444
91,0.9387693514802185,-593.5481326944433,-360.80022542871467,-40.29534701458703
92,0.9399166438502023,-595.310729549498,-361.748649697027,-40.26225334037574
93,0.9402574079616881,-596.4615362684507,-362.4213080938761,-40.09408439075869
94,0.9423285852245292,-596.9297738918518,-362.4716293486092,-39.999198263979636
95,0.9358168761220826,-597.5266983082391,-362.29809481946563,-40.04428455206735
96,0.9428875703636087,-599.3864579628301,-363.25635003503896,-39.92320816553021
97,0.9435363589322132,-600.7881931397214,-363.98151682611064,-39.79773259272198
98,0.9420665541355197,-601.4603700105105,-364.0604992286249,-39.87382920064013
99,0.9429105377381239,-601.0072844114206,-363.30952479432943,-39.67271931891242
100,0.9332133213321332,-601.2201247232284,-362.842803504103,-39.63165471557423
101,0.9405270220812493,-601.1399470797913,-362.6616396012308,-39.59201433525499
102,0.9370328905564465,-601.6997782218946,-362.73663190415215,-39.46949236625172
103,0.9460077647696151,-602.7558643108661,-363.1339902074089,-39.39038253308498
104,0.9427744975249001,-604.240656578813,-363.75814072044324,-39.306485537722786
105,0.9338340486409156,-606.4844354692463,-364.8808466728219,-39.27169086091804
106,0.9416115453998797,-609.7873321203963,-366.9870238402223,-39.264296506849206
107,0.9418737934362934,-610.397902729865,-367.0187211277041,-39.11885324890317
108,0.9399759181216135,-612.2067547113915,-368.081775884283,-39.053762951928405
109,0.9291101962316315,-610.8522171329457,-366.6294042523316,-38.850242124893995
110,0.9444984506956681,-611.2141927912253,-366.4928180076608,-38.69100821833865
111,0.9387386845508405,-612.2947961681293,-366.7179851517614,-38.514141904807
112,0.9360021704398155,-612.633965098895,-366.3987820274532,-38.457778639744916
113,0.9387176325524045,-613.581337025463,-366.4953870449602,-38.37795537556192
114,0.9328089347904407,-615.4015819587346,-367.5783134912317,-38.281628623598614
115,0.9393194305315241,-616.8567439740924,-368.426593712243,-38.18130762773824
116,0.9361026158733929,-618.4908967958373,-369.38940653936027,-38.04712941870827
117,0.9483339796557587,-618.372737083309,-369.1153247377742,-37.73721805428139
118,0.9368273559311928,-619.2699675858735,-369.3969328642437,-37.67462201920594
119,0.9391346415505095,-619.0185263001207,-368.68329723804936,-37.441699926284194
120,0.9351808083195462,-619.9909255207476,-368.9576606235304,-37.31561017734367
121,0.9393729064188068,-622.524971509625,-370.35403573236147,-37.196874423225935
122,0.9322327091742284,-623.7209204509219,-370.7776736033489,-37.146548042496825
123,0.9349741629080917,-625.0810230621425,-371.46433303171403,-36.965389045620284
124,0.934688568230632,-625.8137214261751,-371.5076700694708,-36.76045069767152
125,0.9345012341219674,-626.440036965196,-371.59385996889654,-36.62175219259267
126,0.9411026070318106,-626.8111518405428,-371.57162054938647,-36.50492660162258
127,0.9351299499385474,-629.9381651217934,-373.82812858011926,-36.48229580953277
128,0.9326317059196043,-631.1148550961732,-374.4659517849911,-36.359667468543
129,0.9388964065554052,-632.6282755409331,-375.3544942804808,-36.255446470685676
130,0.9362921618053055,-633.0341364768193,-375.3053991519751,-36.16790247011087
131,0.9385894101115198,-633.990377777044,-375.5738688061075,-36.15016246676122
132,0.9391751019791509,-634.0006683519974,-375.3973193320239,-35.83002067249845
133,0.9419177419842253,-634.5515300716725,-375.8104175173352,-35.5947648893429
134,0.9435358255451713,-636.1177352488268,-376.59742470691117,-35.578759366148944
135,0.9373820295413009,-637.3441437106268,-377.18226126060136,-35.44086915838199
136,0.9402723676661533,-638.4102264490232,-377.6184111586468,-35.35416883851292
137,0.9407731051641484,-639.3603828040298,-377.960324367497,-35.299402465593715
138,0.93640622638658,-640.6666837780461,-378.6142784813336,-35.10656733972448
139,0.9359368812258202,-641.0740252932329,-378.5547748547162,-34.994036754459884
140,0.9446005984223411,-642.8444634548351,-379.52458162090187,-34.97316566581116
141,0.9387352378639303,-644.7369635653179,-380.4326525778351,-34.95910343753635
142,0.9384827338344964,-645.3640309165679,-380.64483764709956,-34.78799956188613
143,0.9396248005058869,-645.7619908308479,-380.62516084256373,-34.672717873338286
144,0.9376005721437511,-647.0600323031279,-381.1561501471626,-34.64417287084756
145,0.94490425434444,-647.8730650346564,-381.22765781297784,-34.53637363037304
146,0.938527541101644,-649.654749677681,-382.29902107589953,-34.459374993648964
147,0.9415029888983775,-649.8992706143896,-381.9576913643314,-34.361040846883974
148,0.9388656860964832,-650.3637576652839,-381.9708484276696,-34.31419956984857
149,0.9416211293260474,-651.5167631258544,-382.58051486888434,-34.203834839384555
150,0.9421082350144135,-651.1419835510485,-382.205103610827,-33.936609979956884
151,0.9316922517939867,-652.4602674455233,-382.6663088022378,-33.94508744376955
152,0.9377474237708138,-653.304911509914,-383.0645888524168,-33.81293001631958
153,0.9318283749439378,-653.5758567398585,-383.10635666684857,-33.67504988469786
154,0.9408782254413762,-654.3237153268193,-383.31948574646754,-33.51601712181428
155,0.937123426594285,-655.329134944519,-383.7870508178907,-33.43462399324181
156,0.9403209327483623,-656.0979069768031,-384.15948840517046,-33.275787537574224
157,0.9387661423587735,-655.6169105174762,-383.41643642731435,-33.19526426207029
158,0.9399267620978725,-657.2032469145563,-384.18524925097086,-33.08209359355362
159,0.938493372518443,-658.1446499573685,-384.6213421919092,-32.947659459832565
160,0.9364420994845832,-658.6342557155494,-384.5515153252302,-32.87827791937722
161,0.9401973246171539,-659.4551734201553,-384.7609555159051,-32.7536687512067
162,0.938367506699184,-660.2755432247845,-384.6755030921602,-32.65989543815373
163,0.9414601796587689,-662.1443184831517,-385.72440901033787,-32.640443072994145
164,0.9377347062386432,-662.2498135408283,-385.2744661428594,-32.562131618054586
165,0.9400030270924776,-662.2137401894306,-384.8379094062295,-32.45067643793273
166,0.9408074195308238,-663.1397830083979,-385.1232155641693,-32.45434698363843
167,0.939181706623567,-663.8791691433202,-385.10222664712245,-32.39536094500589
168,0.9359732191326376,-665.2035708639254,-385.8095752583557,-32.324709421670306
169,0.9323238100972394,-665.4965206066598,-385.84881816981857,-32.2003941559244
170,0.9346841405966904,-665.8795306441672,-385.79747028880024,-32.096291417882775
171,0.9400929953502325,-665.026420240374,-384.77896866841337,-31.999083849409928
172,0.9402400048242175,-666.0658558877283,-385.2509357479665,-31.852611818571923
173,0.935760556621881,-666.215530260676,-384.95774051523193,-31.78732956251886
174,0.9420637329286798,-667.2679575577976,-385.4320621143999,-31.709130363459327
175,0.948152383245065,-668.0368334398721,-385.66471535120115,-31.624076699007034
176,0.9377958890154012,-668.3985351435331,-385.5820008553024,-31.54863037608594
177,0.9390119760479042,-669.12657611584,-385.9489290440798,-31.472155571842166
178,0.9402149507529264,-670.7218190170888,-386.88896581663556,-31.39422725410489
179,0.9426060606060606,-671.0770944582772,-386.8548940885871,-31.360540984982357
180,0.9429546562652364,-671.9072713729256,-387.1709126736787,-31.3084390598966
181,0.9293988356896756,-671.9714586687503,-386.88301994624794,-31.264146754155405
182,0.9429489511337457,-673.461019920705,-387.86960933685975,-31.30735936980532
183,0.9347290265648297,-674.2229622132941,-388.12763120617626,-31.269992976278417
184,0.9399682625228301,-674.4274363360626,-387.9614922612037,-31.156874467189635
185,0.9404384065494023,-675.7409672799416,-388.8234499785866,-31.15407260229272
186,0.9403466826060969,-676.7830107385779,-389.2757381317824,-31.167697673703124
187,0.9428606053261429,-676.9640770095428,-389.0148328807872,-31.103299626684944
188,0.940391967968209,-678.2637315502136,-389.8372950322967,-31.121628098026374
189,0.9376677422273152,-678.0639684417134,-389.330603938858,-31.092771153754807
190,0.9317600313054996,-678.3896930703727,-389.2357300487401,-30.992649787870146
191,0.9399866367004799,-678.9426339764506,-389.35870084984236,-30.98865160481487
192,0.9364835098518451,-678.7012126985686,-388.847901709843,-30.939546430937643
193,0.94600091060859,-679.8274242209002,-389.3668009521895,-30.947049528314803
194,0.9383750949126803,-680.3078924145077,-389.33203823103537,-30.932828800272976
195,0.9364466821429648,-681.0095868903609,-389.70005888578896,-30.9023398676426
196,0.9390268998971042,-680.6927392818906,-389.0868868081339,-30.85023368564249
197,0.9479847084675356,-681.0155954975048,-389.0639405999089,-30.838308236667956
198,0.9432256509161041,-681.591598858257,-389.2913250818451,-30.78849059717996
199,0.9415635613779718,-681.7893795454758,-389.2791896575392,-30.763715591316547
