episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max,congestion_severity_max,gross_starvation_risk,gross_congestion_risk
17,0.9411110443095052,-1.1692039992720127,-0.3362770934549899,-1.424542490901511,-0.7005724320321217,-1.3133888785668943,-1.0705310569223399
18,0.9330599875211695,-1.2408113483968393,-0.37413225937742056,-1.6391425538321591,-0.9093539987663992,-1.3644094637605926,-1.1211374235415503
19,0.9350877192982456,-1.297205455982582,-0.40111847896731523,-1.7746088474724502,-1.0096941148750067,-1.4015391765609835,-1.1566992955885902
20,0.9389521100047415,-1.3286776655873116,-0.4127075905101512,-1.7707922983967683,-0.9804277847382621,-1.4158967893116556,-1.1912026026266205
21,0.9343579986324583,-1.3651284776879549,-0.42395186013202435,-1.8503604960720244,-1.0634033192066712,-1.480737990425208,-1.2497705714333196
22,0.942884972992119,-1.3415176595910803,-0.39814942058255376,-1.5924131181049113,-0.866681244959912,-1.4902126932911055,-1.2640559251173873
23,0.9288736591179976,-1.4255193031974815,-0.46493411958149355,-1.8663987200486312,-1.2110966966807473,-1.5571685305738885,-1.3230941324653285
24,0.9370175702057366,-1.4330641108227458,-0.44886528851560653,-1.750345800628099,-1.0276550889408624,-1.5633711275631956,-1.3335575208000165
25,0.937888198757764,-1.4652476158001209,-0.45460080828079275,-1.7775000077828733,-1.028165998749016,-1.5849205089916922,-1.365248326997373
26,0.9293983564273289,-1.5097375852634967,-0.46792591618558227,-1.8732346702172742,-1.095832817269359,-1.6296105420994276,-1.4158740958113716
27,0.9328562407914123,-1.528935552018646,-0.4637405522978627,-1.8584732817780636,-1.0760918634897703,-1.6485138078275854,-1.4379839801585916
28,0.9320420125561606,-1.5584557093711404,-0.44596169466287955,-1.8272347667104054,-1.0012774013633943,-1.690941805902309,-1.4638993166010137
29,0.9324389800738901,-1.6067121419250692,-0.46009637538023457,-1.9059808927463766,-1.0395091814491881,-1.7534377570750257,-1.5134119024664814
30,0.9310272094494833,-1.6617746013454107,-0.4979851195562175,-2.0670717371512133,-1.2052511983552068,-1.7962095906539794,-1.5588734517592413
31,0.9294854665835337,-1.6939254375842097,-0.5098638740676702,-2.0936210156895987,-1.2179808712913478,-1.8203816739632042,-1.5873969541678044
32,0.9325674624543768,-1.6776919874655796,-0.48679387392447016,-1.9263069310616237,-1.0298651105981484,-1.8340981961575273,-1.6098399960247314
33,0.9294768310911808,-1.6917445758551029,-0.4853803629717283,-1.8554918238090046,-1.0257400590437504,-1.8528603767136198,-1.6508237035724675
34,0.9435666596175342,-1.6595250296121082,-0.4483790984428099,-1.5984896654305127,-0.7671438377666412,-1.850620329093164,-1.641643219584854
35,0.9298681845416417,-1.719988615985412,-0.5013164742661409,-1.8179081921868268,-1.023193747360604,-1.9082768786340933,-1.7033739863461879
36,0.9351502068717396,-1.7297404720606087,-0.4884888887594525,-1.72053661830277,-0.908559953900238,-1.9276556792682888,-1.716168067114438
37,0.9403973509933775,-1.7340977224595155,-0.4780130165561199,-1.665248200556849,-0.8389258343618654,-1.9556379095710472,-1.7453873201615737
38,0.930503437302993,-1.7653580673307347,-0.4989517609239425,-1.7307519506734528,-0.9118801165045818,-1.979222975836963,-1.7835294282044083
39,0.9353811012262563,-1.7630731461845446,-0.4813170174530499,-1.586316229078106,-0.7796492993744082,-1.9815071718805104,-1.796793148425115
40,0.9319122144270552,-1.7908907884448282,-0.5102344882575105,-1.6542812963437876,-0.8945865441521973,-2.0160893918688223,-1.8386068259062058
41,0.936078039322609,-1.8090471898937335,-0.5066861622341428,-1.6802094745694234,-0.9072029148487623,-2.032925175941444,-1.8673627316378236
42,0.9371037052618926,-1.8057092407273654,-0.49722568221609825,-1.5849801371339658,-0.8212799660257024,-2.0363867220624945,-1.8765652517044342
43,0.9369298852996959,-1.814772667651581,-0.521085148553767,-1.5956219262097684,-0.9017975461441801,-2.04504853665726,-1.8945600697329192
44,0.9352425795684826,-1.8377279380857547,-0.5334008392952336,-1.6445272843258205,-0.9597195254607647,-2.058561382296685,-1.9186627391230424
45,0.9446176911544228,-1.822722852669516,-0.5024193350177929,-1.46439688563956,-0.7845883553482751,-2.0515068116112705,-1.9294304237891495
46,0.9304728442115293,-1.860537324857636,-0.5413150086383095,-1.6249744085511957,-0.9618914832040225,-2.088503070279486,-1.9766353416737712
47,0.9352646107269004,-1.886600607332732,-0.5483150566738633,-1.671860220552479,-0.9977419483669174,-2.1064062408645503,-2.0047707686515857
48,0.9368436888822025,-1.8999153062777405,-0.5474256828658035,-1.677938879328246,-0.9947750729684354,-2.1377564874599293,-2.0303405633558107
49,0.9312934220251293,-1.9230076635975117,-0.5650499708033591,-1.6936651900889075,-1.0674510715300565,-2.1718795889314695,-2.066854892991893
50,0.9350112920480209,-1.9302564657764576,-0.5601851209232184,-1.6436920145396776,-1.0122359466385638,-2.1699829548160414,-2.0726336782156056
51,0.9444096320830723,-1.9105038562592174,-0.5433835350752487,-1.4797857662649787,-0.8780920184015093,-2.1592311765148864,-2.0749989736380408
52,0.9394333403888603,-1.9354839970519095,-0.5513715364354302,-1.5007646310682978,-0.8822956471818869,-2.165810164299905,-2.090489909578323
53,0.9465490706759796,-1.9427235522427275,-0.5574125148926787,-1.4837473198337183,-0.8623429598639051,-2.154207459847712,-2.098578212396542
54,0.9409330774766131,-1.9513012874401827,-0.5529650812578484,-1.48758131506646,-0.8767511364268339,-2.186333325726292,-2.12201099499687
55,0.9374455689360041,-1.9657801623451616,-0.5599348396061344,-1.506513573821405,-0.9152363997050709,-2.1974892562594017,-2.130397421422986
56,0.9419784972070394,-1.9918005404186672,-0.5750963910298758,-1.5926581456645508,-1.0014121804334066,-2.237881249366116,-2.1653057089885066
57,0.932216003810431,-2.0168942871499764,-0.5850605857499266,-1.6532154617865815,-1.0333843907156013,-2.2698659237862002,-2.196699335999188
58,0.9358806750653672,-2.0306721053539523,-0.5867104545113291,-1.682525345698244,-1.0264295961924177,-2.29660182751111,-2.2200427437774435
59,0.9385925859970914,-2.04185384040234,-0.5880540790093759,-1.679335537206641,-1.0249532297073436,-2.313751452225186,-2.2514565761110608
60,0.9374606694435288,-2.051072320344051,-0.5926539401906511,-1.6507567576046567,-1.0437893362483468,-2.34201249134848,-2.27350626810354
61,0.9402904947955502,-2.0598546616635076,-0.5941151646706686,-1.6565884717262402,-1.058789066055062,-2.349710485343809,-2.291964040652528
62,0.9332417746462053,-2.0847646546487004,-0.6091397540132053,-1.7311423783814972,-1.1194305787931924,-2.3843318788635917,-2.327190144004007
63,0.9283824413710162,-2.1050372568540547,-0.613088586490636,-1.7245664077716811,-1.1353059646434656,-2.3871188609339753,-2.3416533105910022
64,0.9403753382750912,-2.1027590021177947,-0.5974903489390433,-1.6525557099277086,-1.0378073751107992,-2.3773522886139884,-2.345299690998724
65,0.938432552344486,-2.111907140353155,-0.5997823755195363,-1.6477670402061755,-1.018991101482705,-2.40409791981615,-2.3598942198575
66,0.9368026394721056,-2.116423959927294,-0.5959932006879956,-1.6247925638295824,-0.9879212486700256,-2.4076573531489616,-2.3704618681311205
67,0.9347617907589179,-2.139705966996806,-0.6028931955289072,-1.6617798543090703,-1.0038956783903046,-2.4354243783913208,-2.40006641767979
68,0.9445599445599445,-2.1111795316476902,-0.5814248606968907,-1.4663309522572707,-0.8570724483664255,-2.4107215286396633,-2.3982471066243565
69,0.9343385798390004,-2.1399621771140507,-0.6065777626808885,-1.5750774994173515,-0.9845783544646697,-2.441498392554361,-2.430747233220523
70,0.935041716328963,-2.1488910641295584,-0.6148097527262328,-1.577580642050429,-0.9905458226646674,-2.450026460113412,-2.4387359694573276
71,0.9367425362104641,-2.167086084516328,-0.6186256858877042,-1.600991512510982,-0.9860346892217882,-2.4663886601940863,-2.469202739938876
72,0.938540675547098,-2.1836223254127884,-0.6324631923927213,-1.6301266184699001,-1.0216955809681552,-2.479964462409638,-2.4818366468809145
73,0.9380464046949208,-2.174819154162603,-0.6327082386934509,-1.5114752747393967,-0.9603861871090045,-2.462680722930945,-2.4750893416432613
74,0.9320549242424242,-2.199745515244605,-0.6536151838459382,-1.604445411578552,-1.055822404717222,-2.4897574015593227,-2.496712423796764
75,0.9347233991042246,-2.2121374279656574,-0.6688294702452393,-1.6282515031029317,-1.125714887204674,-2.5161356532214136,-2.5226147457157184
76,0.9316900563751949,-2.2387089475680826,-0.6836632237349396,-1.690426954328561,-1.1949996799559333,-2.5280061944692056,-2.540749242684395
77,0.9384369438663168,-2.2470329013733785,-0.6936731827441978,-1.6745027586562076,-1.210344179656417,-2.5210098866893,-2.544779936550879
78,0.9400012072191707,-2.243717653787491,-0.6756856472072184,-1.5695378121957617,-1.1019624419995755,-2.5231465474211014,-2.553576910115453
79,0.9342363798749628,-2.254691754403855,-0.6801018936877308,-1.5878981094572315,-1.1168606046830505,-2.5235029751853446,-2.564264805423867
80,0.9383563670799917,-2.2427914039332735,-0.6608509703514658,-1.478413422686731,-1.0140299128577392,-2.530477079914781,-2.5731825335049057
81,0.937803750857211,-2.2585036255767257,-0.6744533074140171,-1.5398772109147345,-1.0754555881066235,-2.5363416227067725,-2.5880605899039026
82,0.9408752184979607,-2.270136064206169,-0.6737434198902964,-1.5298186043292654,-1.0667129467724945,-2.5445715073705273,-2.598918990603433
83,0.9327879131707025,-2.300807432556427,-0.6807848335130341,-1.6012054898119148,-1.122350176006358,-2.571895663539902,-2.6291233042666415
84,0.9375371802498513,-2.3178757539300703,-0.6882304394367399,-1.6535247546576064,-1.144614202027813,-2.5993585649975173,-2.6564279849325496
85,0.9337345807758775,-2.338553877886045,-0.7052203591527895,-1.7157699977101895,-1.2143548611571844,-2.6123019858126826,-2.6778659744829167
86,0.9393866433924218,-2.3445691487321225,-0.7037068057322033,-1.7059447571849247,-1.2132203117767277,-2.620780219644879,-2.7006089518469722
87,0.9309875813128327,-2.360193578983869,-0.7048945325015575,-1.7178406892665894,-1.2288591186867361,-2.6235020401781473,-2.7106163916847077
88,0.9456887234298067,-2.3514225002457394,-0.700901269446291,-1.6202085827166601,-1.149987404099239,-2.601099017773151,-2.7070220530369946
89,0.9374172185430464,-2.3462116578207053,-0.6905489817833195,-1.5714216123282372,-1.0790261335607512,-2.622414787642131,-2.7230638214245992
90,0.9404640259662199,-2.3475081041896377,-0.6919888780791686,-1.5304779215108695,-1.0656288232462041,-2.6330078425564882,-2.7340801796767096
91,0.9314429289303661,-2.3869403496807227,-0.7228800793225157,-1.6860126424116868,-1.221853702671312,-2.649728310557609,-2.7589657290566216
92,0.9434980297059715,-2.367116104187512,-0.7183888964155069,-1.5719782378040101,-1.1652779266796476,-2.6348588690555634,-2.758043011219294
93,0.9359411448053113,-2.3796813671533816,-0.7187449762290259,-1.5879262295940337,-1.1843908793432825,-2.648626482211353,-2.7766854435515773
94,0.938484192811636,-2.392496959607182,-0.733272623442933,-1.615920783236748,-1.236763941800165,-2.6515880149041906,-2.7840289490823693
95,0.9379810139849669,-2.4086003164286014,-0.736280912387845,-1.6377943476237706,-1.2551722629716298,-2.6557450684287223,-2.79699406585043
96,0.9392962583599446,-2.4065790991781943,-0.7329385654993572,-1.6021838130178998,-1.2094794611592317,-2.665666656469062,-2.8114778449560505
97,0.9336247417741984,-2.431342741075854,-0.7467933659329136,-1.6641929764275512,-1.261532091914912,-2.6733395935599655,-2.8314108127472366
98,0.9389210076985292,-2.440404115335507,-0.7445722166883383,-1.6794498845582613,-1.2512166374075673,-2.6722895797916033,-2.840516373786684
99,0.9377438860921629,-2.4519014783008157,-0.7413619582875645,-1.6873777743400726,-1.2490117686869815,-2.6831849174696663,-2.860648436245816
100,0.939311377245509,-2.4411194509452674,-0.7234175935726512,-1.5763897456602225,-1.128030402536769,-2.6847111960409857,-2.867919725571039
101,0.9422642532301299,-2.4382043738104997,-0.728693280695044,-1.5095752442638968,-1.0958838226009624,-2.680725154986001,-2.870039851739346
102,0.9367234646787362,-2.4574829125110287,-0.7434627384823879,-1.591567154582986,-1.163782646854267,-2.696568019727678,-2.8918530030476104
103,0.9394300348411304,-2.463696218894498,-0.7467551419128956,-1.5930238493851683,-1.1493013293362222,-2.701268684775783,-2.89924863628486
104,0.9380849532037437,-2.469390337851898,-0.7505179443585829,-1.5611873954819508,-1.117112770572008,-2.7039451712104197,-2.9041950751857026
105,0.9345046014103023,-2.485386895343456,-0.7617919623693467,-1.5854511611933706,-1.1611109398661472,-2.724126851209159,-2.929744760561676
106,0.933291378225299,-2.5080648578999836,-0.775557499170923,-1.680308977054106,-1.2380523197133635,-2.759749821832957,-2.958664551081971
107,0.9236614242799082,-2.5387605282111205,-0.7977832709812632,-1.7916436467077668,-1.345909426134375,-2.796106817332614,-2.9827200722772886
108,0.9377443609022557,-2.5380195895231448,-0.7929783837258251,-1.7278463838187066,-1.2802926195437612,-2.7712409725011646,-2.9700114702073304
109,0.9348514733130118,-2.549337983751101,-0.8033727179831366,-1.7489803624888438,-1.3240569236469595,-2.7795052762771064,-2.9795060844050245
110,0.9315428230378991,-2.5608585715105443,-0.8161502850059087,-1.7851524203625413,-1.3699052725162846,-2.777465731090363,-2.981510763708012
111,0.9396049708831122,-2.5654979521235513,-0.821107591163013,-1.7416173640323487,-1.3497770493472436,-2.7773588207721285,-2.991322350020681
112,0.937612477504499,-2.569016141837285,-0.8183711150416136,-1.7257804590349475,-1.3293884928203954,-2.784623692311883,-3.002979593970857
113,0.9425059357436961,-2.555577334719224,-0.8032976971365708,-1.613037599734137,-1.2249869701070664,-2.778333705342768,-3.001336511714701
114,0.9446697741994068,-2.544218587912316,-0.7917566300425344,-1.535752859772681,-1.1566665002617562,-2.7750708820612173,-3.008644320524944
115,0.9392256902761105,-2.549913115085103,-0.7963538531307567,-1.5258760806388836,-1.1505601092426978,-2.7889320994944833,-3.0165301856130706
116,0.9360485887817077,-2.5668252984519864,-0.8059299366350307,-1.5691051222250065,-1.1988860491782796,-2.803184058592528,-3.0262261647991577
117,0.9241006010945303,-2.6060116132525417,-0.8351543806383847,-1.762505063236488,-1.3643911007364233,-2.8278122431874397,-3.0470548425396484
118,0.9357963776400505,-2.612168665278201,-0.832371342598191,-1.7515818170086905,-1.3344059029111426,-2.831135330769458,-3.0640000842974877
119,0.9357974923674304,-2.6265952742157483,-0.8348632025297448,-1.7638662183857559,-1.335175892686213,-2.8433283002769896,-3.0822981770755042
120,0.9369420475920341,-2.6332445629881156,-0.8342184997712282,-1.7487537192045397,-1.3197874189819363,-2.8574383057626873,-3.1030657150168794
121,0.9379777046010694,-2.6305459117984635,-0.8218001298650096,-1.6898196393113634,-1.2283662579773835,-2.8607370105237635,-3.0997068141651782
122,0.9335675788345293,-2.644174897819553,-0.8376692649253741,-1.7411278418750686,-1.29906412743995,-2.8664598598402886,-3.106931111124842
123,0.9465990093028875,-2.631849950728545,-0.8305323350629271,-1.6552929311389224,-1.2397298545807571,-2.854609952457998,-3.1118240426119463
124,0.943433981423409,-2.632412765710703,-0.8335129028476154,-1.6342857161920568,-1.2183985223797205,-2.858587273230999,-3.1198571138848297
125,0.9351281898045778,-2.639597860835393,-0.8356775822180752,-1.6404606420673957,-1.2272768745849727,-2.8845688598271892,-3.1459353066995552
126,0.9388928192430138,-2.640709206339748,-0.8353510351136154,-1.6310881425635815,-1.2077648792103122,-2.8959898969681315,-3.1522504156132536
127,0.9380257408673424,-2.646391925853978,-0.8347062196651144,-1.6347452100845175,-1.2086893470916287,-2.9149472119438724,-3.175381693532239
128,0.941489520734296,-2.6471550717302246,-0.8390616761683173,-1.6086306301958873,-1.187330319117027,-2.916481586492374,-3.1757376709359755
129,0.9414166518728919,-2.63581787173015,-0.8339697537173377,-1.5407408876020314,-1.141913398277553,-2.9194140249896163,-3.179561607283924
130,0.9398738017230919,-2.6454656366985465,-0.8392071090831194,-1.5795556999844371,-1.176787694146789,-2.924725688333291,-3.187028954066873
131,0.9401138700927058,-2.6504998766493855,-0.8454303649369819,-1.5769411343992108,-1.1911876530867145,-2.937023045853961,-3.197274061900168
132,0.9420859853488651,-2.650803880694536,-0.8469832652799799,-1.5488996862374675,-1.1746049023757155,-2.9287993129545167,-3.197522954949194
133,0.9311876699909338,-2.670651849138524,-0.8545128501621305,-1.6166456113947645,-1.210338987945193,-2.94196998954127,-3.210924176640793
134,0.939128590473882,-2.6636799230540307,-0.8489195036444087,-1.5608825713616017,-1.1498414139180089,-2.935703502613677,-3.211742500124763
135,0.9458402286745901,-2.65743741271574,-0.8406314706094449,-1.4866477491434629,-1.0915456937610342,-2.926443219696023,-3.205955880040214
136,0.9417019136916206,-2.681083275616196,-0.8542819249366694,-1.5793835758969283,-1.1718960601158803,-2.932059113311108,-3.215653476370834
137,0.9384115718882506,-2.704138315729794,-0.8663709884108848,-1.6747630519976677,-1.2459762943766142,-2.949044476208854,-3.239154355411224
138,0.9289520958083832,-2.7243249606237274,-0.8837697710709211,-1.7658224085492225,-1.343241022789992,-2.9691699009734474,-3.2556918029627546
139,0.9364098297328618,-2.7298193785940255,-0.8887351207923269,-1.7639059204397673,-1.3497351683748426,-2.964387215527801,-3.257561060363109
140,0.936950146627566,-2.7342572909620073,-0.8973328647470818,-1.7689114809998052,-1.3675514335384507,-2.9629151787608023,-3.260389481391476
141,0.9384438806330796,-2.7302600847172127,-0.890298657616436,-1.7238706678862232,-1.3044130303101398,-2.9590894974176223,-3.2630372508330328
142,0.9393153217629868,-2.714868847500167,-0.8798035825781695,-1.611569485125118,-1.2176632413145774,-2.943315600403395,-3.253309688752329
143,0.9394592652474625,-2.7318686904911185,-0.8962077941382451,-1.685609839511932,-1.2865406658048544,-2.9564800179483712,-3.2659857882176055
144,0.9387707202581781,-2.7441261997605433,-0.9043190539179489,-1.7053389156671992,-1.3052402795452376,-2.9601077793099306,-3.274956722018918
145,0.9386985989119533,-2.7393410775563383,-0.9028984062869508,-1.626375375198449,-1.2536721515594782,-2.948375462029574,-3.269792654347267
146,0.9384343977993063,-2.7480131794909823,-0.9076567113699252,-1.6471186134726232,-1.25726426532151,-2.9547403452858294,-3.2700455007809137
147,0.940171450760178,-2.7462391262098897,-0.9092343554980837,-1.5956492766663783,-1.2216812871507836,-2.9435473362886504,-3.2701390124767076
148,0.940384383660682,-2.7466802156395387,-0.9069096223414947,-1.5549208999277573,-1.2019224059330078,-2.9558853207292017,-3.2819141341803935
149,0.9407391927394315,-2.746314811090289,-0.9097869433289439,-1.538998476576373,-1.2027931837349901,-2.9590051568365645,-3.290509121809096
150,0.9340777452678092,-2.7505498396227988,-0.9165901854973585,-1.5367968421103795,-1.2195677291149556,-2.976307815750096,-3.3062313978076263
151,0.9357546888955046,-2.7651286099785035,-0.9295433606989115,-1.5927824602924199,-1.2782616987064128,-2.9843040510270207,-3.3168850208504863
152,0.9388475225023175,-2.7792185118045785,-0.9476796968295002,-1.6678185681329882,-1.3762616393850513,-2.997050502451381,-3.3357933762097476
153,0.9472993136377201,-2.765748007219284,-0.9425547157194125,-1.5948409190695914,-1.3191408702746084,-2.994583041489182,-3.332675186666478
154,0.9349029227869686,-2.7749632052666597,-0.9519043711545723,-1.6290773009982533,-1.360629107894542,-3.008762715710982,-3.34845356749536
155,0.9342922028766086,-2.7775496697694146,-0.951713105589459,-1.6228814947678163,-1.3594101353565964,-3.0205489871095734,-3.3645885517664853
156,0.9379745321934597,-2.7939120982489865,-0.9605295095347892,-1.6829854541580227,-1.399740722604787,-3.027597283473194,-3.371905304542682
157,0.9332130506690723,-2.8050312697905473,-0.964650706555283,-1.7191009721967807,-1.4087190131303218,-3.0450796843552688,-3.3828170620041367
158,0.9324690985830569,-2.822667103401379,-0.9718918631920502,-1.7808055973759958,-1.448773963390994,-3.0593795890197324,-3.4002008083868387
159,0.9423859627965872,-2.810553137422669,-0.9599667480520193,-1.7201087703036895,-1.3796042933166974,-3.0653057788137863,-3.4080323110985975
160,0.9412897595618549,-2.796484303542042,-0.9553081710941087,-1.6422213925295635,-1.3275336145158492,-3.054058981835551,-3.4007648560362234
161,0.9405751750856802,-2.80505435763084,-0.9597057959969405,-1.6545218755580886,-1.3370148513224678,-3.058204675619884,-3.405743979862258
162,0.9368443201971924,-2.8091948523803874,-0.9616664513468488,-1.6500070708355659,-1.3406815474693103,-3.0665709334521445,-3.4131913960023814
163,0.9437397084832592,-2.802275169900311,-0.9485024132624306,-1.6020502313652492,-1.268909206014555,-3.078254592483912,-3.422104902223673
164,0.9393784870118184,-2.8031951567955007,-0.9440681708371002,-1.581159917518349,-1.2350989455990196,-3.080845147406105,-3.425409999472184
165,0.9332756149988058,-2.8253002326132686,-0.9612164192183943,-1.672667770992203,-1.3164387618707731,-3.0903516401717805,-3.4399247477362493
166,0.9372526681856338,-2.8356336961737574,-0.9667247507472038,-1.7011881498387436,-1.331698830779813,-3.0955016906306776,-3.4491132046411974
167,0.9390163343742494,-2.8352742392614005,-0.9740554414533098,-1.6854323271282081,-1.3477325017185546,-3.0979454819574013,-3.4587877053736613
168,0.9370604039001419,-2.8515791262274477,-0.9823554371758195,-1.7336751136131527,-1.3902621976181198,-3.1086526569065045,-3.471920820165524
169,0.9382496534265565,-2.851105309559083,-0.9901481246010513,-1.7254770964139048,-1.4000409977315402,-3.115336034656503,-3.477741173528667
170,0.94354717885716,-2.842532199004521,-0.9860951249799601,-1.6574993146108212,-1.3575804280879766,-3.1171054885582343,-3.4760461477353655
171,0.9398496240601504,-2.8490709576124305,-0.9924801876761348,-1.6737631181293315,-1.3862163640203704,-3.115140454705744,-3.486186794692697
172,0.9388201683737045,-2.843312212322226,-0.9873306103668563,-1.6380436024571012,-1.3630296145744727,-3.1125517171522405,-3.489928520368153
173,0.942133325300479,-2.844749207545243,-0.9899208301571855,-1.629626958167848,-1.3580821460474122,-3.1051715287418555,-3.4873992328562093
174,0.941773618266622,-2.844382812900856,-0.9906767113744881,-1.5945248724518646,-1.3394258583882583,-3.0975109216155827,-3.4818766969516055
175,0.9452880284001074,-2.8408200099546024,-0.9885793328094814,-1.5770080958113792,-1.3271148986965269,-3.100930844025788,-3.4867096270736355
176,0.9474870746663461,-2.8336198423029275,-0.9754253572988171,-1.5248664868484993,-1.2535185671134197,-3.0995052585256864,-3.487517573988332
177,0.934477099806057,-2.856298824341333,-0.997686600591746,-1.624070158009877,-1.365094234421025,-3.1068424021140166,-3.4970881811372068
178,0.9392175881021662,-2.8602681519950335,-0.9972713795757349,-1.627108522283995,-1.3620827190994345,-3.11246602853184,-3.505041814642742
179,0.9357669571576573,-2.8687688053142053,-1.0006157626131325,-1.6551674584928024,-1.377912913820928,-3.1363624251953057,-3.525209516094088
180,0.9440578319035335,-2.866666227723923,-0.9950396992518775,-1.6295486519576765,-1.345895629384512,-3.1434485913336805,-3.5386924914653313
181,0.9365641165260006,-2.874696316878986,-1.0022594775589697,-1.67089399633315,-1.3911391762008576,-3.150387337412212,-3.546746746921284
182,0.9412134266738467,-2.8741365152175886,-1.0079354822530655,-1.6690842385170317,-1.3987067541576825,-3.14218967852728,-3.5474789014037533
183,0.9447914807543578,-2.873881010195442,-1.014905683725955,-1.640218005372332,-1.3964201172686805,-3.132461998276711,-3.543530366809708
184,0.9462808683448296,-2.866076131808678,-1.0120620143100032,-1.5874466000089145,-1.351419094465089,-3.1313659767857227,-3.546143787362079
185,0.9362248663970002,-2.8766989018527247,-1.0208618846983808,-1.627078863905087,-1.3968579637622869,-3.1413930531255785,-3.5532087209715697
186,0.9359864168478746,-2.881739663717236,-1.0207260822774658,-1.6378040826727833,-1.3899469155154343,-3.1470058468093045,-3.562002726417977
187,0.9456667761292056,-2.88227201803508,-1.0229583086034904,-1.6292419980458799,-1.3753466030799222,-3.1424562711816675,-3.561206498621087
188,0.9342596433015347,-2.8859922633680917,-1.0312535061561594,-1.6388066818492537,-1.4041273685676414,-3.144443648224053,-3.56674812444145
189,0.9365470784590864,-2.897705673054336,-1.035834178438216,-1.6578400570816179,-1.426801596347622,-3.155268279161956,-3.580880389187628
190,0.9386118618395652,-2.909533412145611,-1.0444509471691985,-1.6967841724255,-1.4600690338215818,-3.169129142192142,-3.5886178112292937
191,0.9332263528572702,-2.920208452167005,-1.0575253889576663,-1.7296076867937802,-1.5221338285663346,-3.169903928094128,-3.594750177032422
192,0.9383610240643292,-2.9176740998333646,-1.055206947786854,-1.6959377647918805,-1.5025863925654401,-3.174943125412965,-3.5991465210771048
193,0.9432284541723667,-2.9132248331907014,-1.0504252102967742,-1.6672543054814706,-1.4731879849371978,-3.178293632904627,-3.6021956417523304
194,0.9377408295154586,-2.916933654903169,-1.0528948689784956,-1.6658465568596084,-1.4606125942949837,-3.1695033248324394,-3.60261409674349
195,0.9391934373222358,-2.918989872162541,-1.0501696324632648,-1.6408414588967155,-1.4356320341090216,-3.165922374586755,-3.6037336614721136
196,0.9355906921241051,-2.9312817691077746,-1.0581975239600285,-1.6858146534511855,-1.4938759577248117,-3.1789978840704194,-3.6185255810793744
197,0.9444711249849922,-2.928194734318384,-1.0551086093095174,-1.6419959247959812,-1.4403964358445238,-3.170106904247633,-3.6089288455435393
198,0.9379917685510228,-2.9411595167257865,-1.0653708936852178,-1.6894552806340681,-1.4789387350345555,-3.1774469806308896,-3.6172891156577847
199,0.9392513746361257,-2.9434739714183356,-1.061165706943947,-1.6903475874822638,-1.4696812188571236,-3.1847129600542106,-3.626536183671573
