seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9339,400.1435,2904,1082,60282,57378,57377,183,45,196,183,183,179,7553,7747,0.0157,0.0328,0.9514,0.0469,0.0717,0.8814,36,55,222,205,196,179
43,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9356,397.5931,2702,1163,60062,57360,57361,151,44,197,151,151,149,7754,7910,0.0079,0.0329,0.9593,0.0274,0.0744,0.8982,21,57,213,176,197,149
44,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9338,397.6269,2988,946,59410,56422,56425,208,44,214,208,208,185,7484,7689,0.0157,0.0288,0.9556,0.0444,0.0863,0.8693,34,66,238,237,214,185
45,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9347,396.3905,2770,1117,59520,56750,56750,166,44,217,166,166,169,7626,7803,0.0105,0.0276,0.9619,0.0287,0.0639,0.9074,22,49,232,192,217,169
46,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9331,397.2564,2847,1094,58938,56091,56089,175,45,174,175,175,175,7636,7818,0.0105,0.0316,0.9578,0.043,0.0965,0.8605,33,74,199,218,174,175
47,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9346,397.5421,2639,1244,59402,56763,56764,171,44,164,171,171,173,7675,7867,0.0132,0.0448,0.942,0.0405,0.0679,0.8916,31,52,186,193,164,173
48,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9324,397.789,2855,1179,59646,56791,56792,170,43,184,170,170,157,7630,7793,0.0106,0.0317,0.9578,0.0383,0.1042,0.8575,29,79,205,223,184,157
49,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9322,396.2066,2926,1081,59136,56210,56211,184,46,178,184,184,184,7596,7788,0.0131,0.0327,0.9542,0.0483,0.0849,0.8668,37,65,205,224,178,184
50,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9364,397.376,2710,1065,59402,56692,56693,165,44,198,165,165,166,7564,7737,0.0143,0.0261,0.9596,0.0391,0.0756,0.8853,30,58,220,205,198,166
51,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9369,398.7178,2810,964,59852,57042,57042,205,43,190,205,205,203,7506,7702,0.0119,0.0264,0.9618,0.043,0.0768,0.8802,33,59,214,243,190,203
