episode,service_level,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk
21,0.9312167740785839,-4.2047216447167575,-3.493968846095684,-2.712825555373563,-2.5070755838769436
22,0.9366237353267886,-4.26498627792719,-3.5463208235358885,-2.740465280312002,-2.5461862392218366
23,0.9359997581474091,-4.338805038274344,-3.6159974663554126,-2.7799129958632562,-2.5864610355108297
24,0.9400006057485538,-4.390042627715435,-3.645645632691265,-2.822391110768189,-2.6303745311136693
25,0.9448604288966096,-4.421958326622423,-3.6693339026941283,-2.8256453083059294,-2.6464580298983496
26,0.932955223880597,-4.482242931132623,-3.7164204375893806,-2.8741316415289004,-2.6855727011288395
27,0.9274879651215598,-4.5827093879074345,-3.8101915874371994,-2.9189833797048435,-2.736931327372749
28,0.9405061417788959,-4.640762924870164,-3.8544231590835505,-2.950695378871257,-2.766016885823056
29,0.937180643222122,-4.68395903906593,-3.900268926272909,-2.9495154920671305,-2.778251112682993
30,0.9334550133149816,-4.730715549864071,-3.9421166478272025,-2.982963006356568,-2.808349144768257
31,0.9373250248351847,-4.774593073422506,-3.9773368817142134,-3.019721698966771,-2.845903485330526
32,0.9440079772768477,-4.824062917932833,-4.00949718672209,-3.064057793909593,-2.8853874818925305
33,0.9327446872193954,-4.904717388032831,-4.07144334234353,-3.1002186697681275,-2.9230351296964643
34,0.9422306619588761,-4.953129595406848,-4.119210648497346,-3.1283015577412043,-2.9590714959764415
35,0.9411468216318786,-4.958461847509701,-4.121816648578025,-3.1277600771529044,-2.9703865858325775
36,0.9434697855750487,-4.984674192560664,-4.152394679959339,-3.129957219649016,-2.9790253914524643
37,0.9355500573290688,-5.040170778492301,-4.1790408496853235,-3.1779305855978173,-3.0308991822547657
38,0.9391946429105258,-5.0813342835378705,-4.220779182583324,-3.207886289623497,-3.0671113237552263
39,0.9368727840874947,-5.118848676193698,-4.247828843362356,-3.2317975996468387,-3.1050961026037136
40,0.9354177962527863,-5.160843903131111,-4.279264576962101,-3.2858982030860076,-3.145816054984471
41,0.9358515141647672,-5.18427614277012,-4.294591085040578,-3.2935272386884256,-3.1613221581698214
42,0.9399005874378672,-5.204662790536207,-4.318548276888894,-3.3191132307770954,-3.192420843044384
43,0.9381323305577939,-5.219968277905399,-4.333234086866571,-3.3190106948355775,-3.197229678798142
44,0.9391846871403476,-5.24556891400511,-4.363948996761331,-3.314363889064073,-3.2038197760455334
45,0.930379746835443,-5.289422006461127,-4.403782963084905,-3.3534788657155374,-3.238185488301587
46,0.9366331329245788,-5.323876910146351,-4.4288279384623515,-3.3803714463647916,-3.2571998276529532
47,0.9429691032403918,-5.328057625554779,-4.440310925615669,-3.3634818277435663,-3.253307982708797
48,0.932903886096144,-5.365915628500672,-4.4846261342602105,-3.4023412274311244,-3.2858034742320714
49,0.9396920316938256,-5.402749837861174,-4.518177275244964,-3.411389732538117,-3.296741325913989
50,0.9400274364785877,-5.427154458117155,-4.536023339302268,-3.407443148202,-3.296917614149989
51,0.9370881475133713,-5.436931796901192,-4.54778866685813,-3.4081116960058377,-3.300935181266688
52,0.9354199801938601,-5.475747721092657,-4.573890505690388,-3.4105598760052396,-3.3033477936897566
53,0.9354440789473684,-5.494654826268314,-4.597629955865809,-3.4154576108515116,-3.317070030918991
54,0.9323178016726403,-5.545124288662482,-4.6325377561798105,-3.448557849438204,-3.3482323470046294
55,0.9395478715503669,-5.554777094742297,-4.6460814796085925,-3.4380113845749793,-3.3562099692725584
56,0.9405111018014244,-5.556487494263692,-4.661305458326999,-3.4253998770433753,-3.351889572589674
57,0.9374295711998102,-5.586973480690517,-4.686637496976618,-3.447222346236558,-3.3719378988729147
58,0.9434013035938528,-5.60233826480376,-4.6988091599947035,-3.4718066124534537,-3.3905590466746336
59,0.9457749661093539,-5.59600972109897,-4.701673853027075,-3.4473305755253048,-3.3953248071431608
60,0.9401768736228909,-5.621804222691527,-4.724750277780718,-3.455747898188175,-3.4091202499734203
61,0.9382756465581381,-5.643629931519892,-4.746520481035303,-3.459001603671075,-3.4258448645072015
62,0.9355610018530696,-5.683522507919368,-4.782962507174611,-3.4769468069993508,-3.4489894611444725
63,0.9421944477827184,-5.700375518876593,-4.792434037282272,-3.4913200417438235,-3.4615922918027904
64,0.9456698118877336,-5.710562751060055,-4.802286573937737,-3.494732734588482,-3.466979988798037
65,0.9428270359777209,-5.726009350299413,-4.827581629286685,-3.4785452448395473,-3.4700930736324413
66,0.9351087996174079,-5.770875100751083,-4.86321828546876,-3.5048823071483386,-3.495414572956872
67,0.9325157044570744,-5.788281377070936,-4.877481757278365,-3.520456807393654,-3.5142731504803386
68,0.9405787898031389,-5.801562424076698,-4.879143378805566,-3.513607005068147,-3.5213107896418707
69,0.9457820419985518,-5.809038454463189,-4.886223661260393,-3.5098315816040353,-3.531727031253895
70,0.9397913651712494,-5.840790386935981,-4.908520159421543,-3.5221355290859275,-3.5446092286307174
71,0.9342666586552906,-5.855131242061724,-4.9268413015658,-3.5261267763020867,-3.5501467056569824
72,0.9450053134962806,-5.868064939430728,-4.942484195211003,-3.5424875838128975,-3.558865312887022
73,0.9345261325087809,-5.900347712671096,-4.962896190960495,-3.5575008690171694,-3.580927770660397
74,0.9367137431758842,-5.933715880726819,-4.9878369421860675,-3.5827523366303256,-3.599934060977718
75,0.9430935595650616,-5.946837922367464,-5.0022274975498195,-3.581185997606121,-3.6017666014336434
76,0.9372826477994963,-5.964597787800097,-5.0129752941194745,-3.584179509032963,-3.6226054972179766
77,0.942962940842715,-5.985352465655239,-5.032155195417895,-3.6013693226806907,-3.6278843588586014
78,0.9421378357267319,-5.991323711428528,-5.042853618619463,-3.60254283215167,-3.635089570284129
79,0.937191165089004,-6.006473859420552,-5.05222543738049,-3.611583735706571,-3.6456434105109845
80,0.9415366324862535,-6.023152016145659,-5.061240712521482,-3.6271712456770295,-3.6618410499554614
81,0.942136543276918,-6.0392475957455485,-5.086513269875881,-3.640760420895142,-3.6803075258247113
82,0.9404071078505066,-6.047091108672998,-5.095406174010634,-3.633125714375363,-3.684610413135308
83,0.9423255813953488,-6.073268324409951,-5.112102631276629,-3.6356358151130888,-3.694148889152243
84,0.938297619754259,-6.098034186436932,-5.135135549827838,-3.6389129183398916,-3.705989564769254
85,0.9443149210903874,-6.109683669533412,-5.148507683525958,-3.64120326478839,-3.714811679482849
86,0.938931983587409,-6.115849745832712,-5.151605519921046,-3.6449431512054686,-3.7204088931518347
87,0.9471145413085423,-6.125854176740029,-5.158730331805804,-3.6274781551463158,-3.723021846662876
88,0.9393658390667066,-6.147354707892416,-5.177501299466676,-3.642168551907933,-3.738151854418318
89,0.9436867182846933,-6.150250938509079,-5.185550724973163,-3.65066452307016,-3.7449601095656955
90,0.9390354868061874,-6.159314502909789,-5.192392853765611,-3.662826385449979,-3.752311606446396
91,0.9392773402272591,-6.18144492788498,-5.209068912333327,-3.678482461249961,-3.7699441366596584
92,0.9358553612984069,-6.20745531470282,-5.2354968643519335,-3.704613242271864,-3.7970624075767474
93,0.9313161875945537,-6.245508110255779,-5.266627779535279,-3.7318186080177944,-3.8321555214429126
94,0.9378597830697449,-6.262622919758988,-5.292574591385585,-3.737156895639951,-3.845923279246558
95,0.9386612143301627,-6.278630855903895,-5.311310621158803,-3.7568956500396515,-3.8650477041754496
96,0.9427698208186013,-6.290145094447773,-5.318373251972242,-3.76036105065472,-3.8736984101622203
97,0.9387028224237527,-6.3178915521130286,-5.332079219859636,-3.779887514592487,-3.893546684029169
98,0.9453361735321473,-6.326912167695788,-5.343412679000486,-3.7743541261586886,-3.906272453540366
99,0.9360789105104748,-6.343229577680825,-5.360496327456736,-3.766745195236155,-3.9057552676697136
100,0.9377634000118715,-6.357583372153361,-5.381000548386453,-3.7758534609372503,-3.9114587829031326
101,0.9380623561414522,-6.37956301092705,-5.4007664993211195,-3.78672385839181,-3.9299766542578194
102,0.9429173592970791,-6.392725941020296,-5.415639860500623,-3.780139257505198,-3.9288636412287614
103,0.9428537018637281,-6.402580559068848,-5.422270943372949,-3.784465980114841,-3.936582449620133
104,0.9444109126026075,-6.410318045725375,-5.430318643705184,-3.795345788064682,-3.9446070977188814
105,0.9474730437925426,-6.4104027943245105,-5.423901188217684,-3.7971825334101443,-3.9437444968798356
106,0.9366211962224554,-6.43516097236902,-5.441868783525421,-3.798797441061103,-3.9602685330009564
107,0.937570303712036,-6.453307969816506,-5.462986913970679,-3.816758075095816,-3.983813430732594
108,0.9375975039001561,-6.467476921455365,-5.479454774163912,-3.8374776436110563,-4.000827755983867
109,0.9407802924579819,-6.481600309692311,-5.493749804715384,-3.844549612534406,-4.012863137001676
110,0.9356531763849281,-6.504967818758943,-5.513515536912896,-3.8543324872941924,-4.029128966259362
111,0.9372261897617475,-6.529777759496669,-5.533632057598115,-3.8718300323480994,-4.0410520804423005
112,0.937782340862423,-6.547589820588731,-5.546977189125347,-3.875759021691288,-4.044410221345336
113,0.937407171652875,-6.560171072333677,-5.554926161609559,-3.8887522283694964,-4.0592584053738685
114,0.9410175459899217,-6.570069492381782,-5.564397635430992,-3.897143206217729,-4.069708926565976
115,0.9413124399615754,-6.579210582427236,-5.577093270604112,-3.904726150499504,-4.078526453790359
116,0.9393307930459633,-6.592254380137772,-5.585094791530191,-3.9154981115115537,-4.090764940352351
117,0.9388120763281274,-6.613987717767157,-5.601146962326277,-3.915391716510759,-4.101266949482084
118,0.9404535174384002,-6.627205692453621,-5.614824560903657,-3.907958339287186,-4.108720567784731
119,0.9400114378593143,-6.642852448854719,-5.637445820744358,-3.90182382520412,-4.111654681668253
120,0.9388382857996118,-6.660916958156875,-5.647984424739723,-3.9085285801014082,-4.125323780597817
121,0.9395492106744069,-6.675894141874275,-5.655668514780552,-3.9191015011919674,-4.135540417238222
122,0.9365522625589286,-6.687020041738565,-5.661229879615599,-3.916754308955919,-4.137686440404754
123,0.9417432018728615,-6.688437606718027,-5.661845836167853,-3.9065692556602256,-4.133030506834378
124,0.9411570842196723,-6.700595922707225,-5.668432927460326,-3.9210516542585347,-4.140454509324559
125,0.9390762506644617,-6.714334826334689,-5.690100343038351,-3.9237854356076136,-4.15141812895474
126,0.9422470707190864,-6.720423910313343,-5.698945197161473,-3.9300198112254128,-4.156985523844915
127,0.9422716034672783,-6.726244249175623,-5.705150755395109,-3.9358998804235337,-4.157507425591183
128,0.9383152253923387,-6.7444709653049175,-5.723930023223464,-3.943909809739774,-4.167002340976027
129,0.9343670474048648,-6.761396623001622,-5.743727044301058,-3.95962652854516,-4.180098897096171
130,0.9408919935518538,-6.778633953594099,-5.756390470484348,-3.9716785903066665,-4.1933259256177875
131,0.9375800351410107,-6.80061892704896,-5.776494113471651,-3.979140430745575,-4.1995703730543195
132,0.9388239482584703,-6.812024154618968,-5.788681386772236,-3.9888166796312188,-4.212714431989611
133,0.9333173134687012,-6.8394483768305685,-5.809393831905376,-4.006751403375678,-4.236364609047802
134,0.9467048361554391,-6.840289570608942,-5.811809859984521,-4.002890455922107,-4.232541757149351
135,0.9432926647376428,-6.8467703748457,-5.820042394447194,-3.9997120764412855,-4.236957151853886
136,0.946158699636451,-6.843549534001797,-5.825435062245365,-4.001424442222279,-4.237462155575565
137,0.9390370832961609,-6.855797316964809,-5.8357573453704115,-4.007908523303085,-4.245941827322962
138,0.9403120464441219,-6.867399341186059,-5.85356567453201,-4.001380211232123,-4.248718352895861
139,0.9450841982472408,-6.871742260306625,-5.858977127589652,-3.9922882371766435,-4.2482735162618
140,0.9360762156638817,-6.892362034166799,-5.876692051988477,-3.989805115055606,-4.2529364537420875
141,0.9380296928532789,-6.909908388850288,-5.895776778496743,-3.9929973109346353,-4.266789307649788
142,0.937720610230332,-6.923936194905736,-5.910949145840505,-4.002529968832452,-4.275809756033215
143,0.9441099829274867,-6.930627732805126,-5.923791937786334,-3.999734913418782,-4.2809420750530585
144,0.9362259155758199,-6.948693044579832,-5.941115636296014,-4.0168430247548015,-4.297178160299293
145,0.9396397759951567,-6.949374838205813,-5.945822960734365,-4.016902707701851,-4.304704005239535
146,0.9395762255342073,-6.968735237874706,-5.956828014753566,-4.026685069980913,-4.31684736655662
147,0.9462617524255805,-6.973467735954881,-5.96164855414039,-4.019373841458999,-4.321069530305255
148,0.9389614243323442,-6.991772951031583,-5.972830340252246,-4.027128702175479,-4.32469800351802
149,0.9381922115041086,-6.999652704030359,-5.984518961550889,-4.0214153940799005,-4.330481217975213
150,0.9385791957937504,-7.011392560171984,-5.992189061510907,-4.051227340435538,-4.353764940570244
151,0.9363922921375045,-7.0255245792414005,-6.005845963511511,-4.060912225418471,-4.368906169908279
152,0.9408606934187502,-7.0368495910998385,-6.014240994187987,-4.057271960787383,-4.371199477374585
153,0.9472780922558112,-7.041360534826532,-6.023283370294277,-4.054042101401131,-4.371261272362894
154,0.9432901344077939,-7.04926026615896,-6.026349361279813,-4.0579464134986605,-4.374649198709786
155,0.9339079602731963,-7.063797112953602,-6.0388936843733845,-4.081286779061708,-4.390936639745218
156,0.942786816353485,-7.075926644832009,-6.0503532517672385,-4.08926392970312,-4.394525224485609
157,0.94629946299463,-7.0782662607244955,-6.0562986173092215,-4.0919237010166425,-4.397420310840829
158,0.9424086894246837,-7.09027103883226,-6.067063782710945,-4.101429712306299,-4.405183173799214
159,0.936056044119839,-7.1080791261353085,-6.0810554018071485,-4.110728131160641,-4.417135846343919
160,0.9515052691970891,-7.10272179310106,-6.076366131800552,-4.105474459533043,-4.4199617181019155
161,0.9310797505743355,-7.123096649330758,-6.093590303756897,-4.121579034387716,-4.431880745273237
162,0.9381564296247253,-7.1348884055004,-6.099180954571382,-4.126648763944248,-4.440824363438072
163,0.9476331898902963,-7.131631103019507,-6.100258943670155,-4.11619152212101,-4.437295591625784
164,0.9361400759447893,-7.14324842007031,-6.112768614689442,-4.131089478000964,-4.451521133708395
165,0.9395426792769065,-7.1614881885514725,-6.1269887292798755,-4.142240862491235,-4.468143630498963
166,0.939247311827957,-7.166515701834869,-6.1388959911311245,-4.144252518872924,-4.469329072911676
167,0.9387048192771085,-7.180633653233313,-6.154248776874728,-4.149255316088053,-4.476244521194107
168,0.9418496100219833,-7.183862672834477,-6.158661678395635,-4.1528408934556165,-4.488009291706511
169,0.9433522557514192,-7.186398683875111,-6.163841083048297,-4.164350153395816,-4.50084755693065
170,0.9438307659716128,-7.193552390408669,-6.168238497097027,-4.166916380459603,-4.504958360585684
171,0.9436109364238014,-7.197394666565027,-6.1742068110036845,-4.176550974034691,-4.5104610310821265
172,0.9405235602094241,-7.208248861475337,-6.1849116587800115,-4.183266910827543,-4.521842543623478
173,0.9464750007471384,-7.215192179017486,-6.193871043416971,-4.185050546706851,-4.523871361145605
174,0.941523429354464,-7.226716724393194,-6.200964751409526,-4.197880298173792,-4.53588632087769
175,0.9392378075863906,-7.239713357093045,-6.211007446119052,-4.209128551727568,-4.541910623011776
176,0.9426332853025936,-7.251054474983606,-6.2176337248424645,-4.219698900265918,-4.552847089302076
177,0.9417241691023593,-7.2540413441295435,-6.222347792612365,-4.22294315688801,-4.552403126384893
178,0.9354347631413987,-7.263596810673342,-6.234940592039905,-4.230781518147898,-4.56173274100151
179,0.9485903320021458,-7.272032312246019,-6.242943179355531,-4.236713986851553,-4.568623784370608
180,0.9420046731771613,-7.279149453383414,-6.248656284637496,-4.242929850401639,-4.5791827457222585
181,0.9414822910820312,-7.293573091786912,-6.261165188466938,-4.244914840998127,-4.586912255005501
182,0.9392639149090469,-7.301453599321554,-6.270060950206504,-4.251824025898291,-4.5991158403046
183,0.9405554555815488,-7.3154690407338325,-6.284701596978473,-4.255672775306103,-4.605165897654219
184,0.9409584326184803,-7.323353536026039,-6.2927881175104385,-4.262582164574255,-4.61745456791931
185,0.9383940036432048,-7.33101244552963,-6.301459714259357,-4.265739934431444,-4.622152773118186
186,0.9399286934116308,-7.346216074966276,-6.312389189735952,-4.2670198981128795,-4.627774019873721
187,0.9405985082227482,-7.356118991316791,-6.322220016113482,-4.266786865189046,-4.632823897788967
188,0.9445337142176993,-7.360794631786367,-6.326763196904286,-4.2652197119473865,-4.63817043242065
189,0.9463725226437091,-7.363013529867454,-6.331392760029166,-4.261127365509953,-4.638978864275535
190,0.94155902809141,-7.3724494686545015,-6.341336439118501,-4.2587887258778485,-4.642009714286226
191,0.9396564645223178,-7.384553209848414,-6.357024770027957,-4.267693974913503,-4.645822661475718
192,0.942010462489597,-7.397558314287442,-6.36723414788229,-4.2674327314139,-4.650419967236246
193,0.9418361868400644,-7.404491270653213,-6.376360282162801,-4.268424363806441,-4.6521662781532696
194,0.9371413118596196,-7.413532692164152,-6.38326714855395,-4.279760753603676,-4.662560630850067
195,0.9331998924506318,-7.4346704464743985,-6.402879368977133,-4.294348295595475,-4.674064101622622
196,0.9508364424118426,-7.430243844210187,-6.401236656510357,-4.292573182972219,-4.6775051501407665
197,0.9407792051866971,-7.442752827433231,-6.413912199395798,-4.30014253041193,-4.687814388202043
198,0.9443975649448496,-7.444444696135209,-6.420957695135769,-4.301313632175638,-4.690283004276088
199,0.9472231292113152,-7.446423172848133,-6.42592617306433,-4.29858533392363,-4.691124422982947
200,0.9403289053713104,-7.454120987098735,-6.430760746747203,-4.298248333947859,-4.69791021032145
201,0.9351558098852552,-7.469277773760892,-6.442589284833171,-4.3160425179297865,-4.714954943662522
202,0.9349280296243206,-7.483717380756428,-6.452892479771494,-4.33360300455681,-4.731329463279012
203,0.9373690825303729,-7.496738959527945,-6.464117310703125,-4.340035470412928,-4.73855485560181
204,0.9371152543371329,-7.509462193252982,-6.474603772194525,-4.349277285217042,-4.746130616185786
205,0.9416636549813275,-7.517454072612315,-6.487700964630744,-4.352411695105365,-4.753353916937301
206,0.9399749148898047,-7.524198866988635,-6.497281675902412,-4.35402238323856,-4.7557985385256485
207,0.939161905901355,-7.532883843699336,-6.505458915178279,-4.3644883139281525,-4.766572112304702
208,0.9411957363187042,-7.543412690933022,-6.517374173987499,-4.360663076955787,-4.7701321051934755
209,0.9440366154486284,-7.5528200467235935,-6.5279651245406685,-4.356104944651903,-4.771880165609106
210,0.944368858654573,-7.555396906748111,-6.533702119209027,-4.358276908258429,-4.773155935060893
211,0.9432279236276849,-7.561499680759607,-6.540954035283386,-4.355920912855204,-4.7761898805671335
212,0.9342949191617651,-7.5738825526646805,-6.559892622101221,-4.370996789786996,-4.791798247492244
213,0.9380610682439127,-7.580888861877475,-6.571159882640705,-4.371118980467561,-4.799092091822766
214,0.9373170877381592,-7.594910692335585,-6.580474293813948,-4.385612674044197,-4.812890789185342
215,0.9383477923858927,-7.602364850590373,-6.585898836429926,-4.382457275872688,-4.813319226032955
216,0.9391756583076785,-7.618337234414961,-6.596968834329641,-4.39730900452539,-4.826037752282762
217,0.9428321203152841,-7.616128949402276,-6.599866405432375,-4.3928986627658695,-4.82458268750649
218,0.9403738814565429,-7.624913465563986,-6.613515453847164,-4.39887422604218,-4.833603021456098
219,0.9422621012513879,-7.628801891843218,-6.617242077564942,-4.4009070143843205,-4.839791293726358
220,0.936336011071998,-7.636662792430868,-6.625141699319709,-4.40647104932609,-4.846516932479615
221,0.9465006932304539,-7.640530113939912,-6.630530287674247,-4.408208244986019,-4.854065877859932
222,0.9473399783835715,-7.643950911935697,-6.637857768051343,-4.407860240807217,-4.8563142175694685
223,0.940983409111439,-7.6511412279885525,-6.6479597114009,-4.409484412266048,-4.860989667895643
224,0.9468157683979473,-7.656071298488483,-6.654991754764146,-4.4053866849920995,-4.866993853967427
225,0.9411659246421848,-7.660752880831759,-6.664313537742682,-4.41192277686229,-4.8754065562017255
226,0.9383846545171619,-7.670359223373024,-6.67004837675757,-4.4180020609901085,-4.884973877741906
227,0.9488173594205512,-7.672853925321001,-6.668094961994976,-4.420170226509074,-4.886931934001234
228,0.9441179962013295,-7.680293344728161,-6.6724139401160025,-4.425452958189474,-4.894458288287509
229,0.9369032793690328,-7.693792612832093,-6.683121520064691,-4.435934734238662,-4.9070603876562515
230,0.9372121856181368,-7.703306401368786,-6.695082559885837,-4.437386098589304,-4.9114267937257585
231,0.9395225623889942,-7.709473744621642,-6.703214975340442,-4.44346180581273,-4.917063765401717
232,0.9448966812773951,-7.713719464221784,-6.710107147454078,-4.450443754854426,-4.924294208753625
233,0.9497791001713101,-7.715879358068982,-6.715382358374794,-4.444193231725707,-4.925852411143081
234,0.9406432053263584,-7.722194344662227,-6.719418465149151,-4.443153113439404,-4.929602017157404
235,0.9415106248685041,-7.7280301927077515,-6.727261578258538,-4.442261094173283,-4.935861925922999
236,0.9384993113360082,-7.739284954091618,-6.737751319646458,-4.44981531579305,-4.944250732414494
237,0.9412830188679245,-7.74858598408926,-6.747341941198179,-4.450697392398519,-4.946575642550223
238,0.939682257395222,-7.7622142235895355,-6.757979076355962,-4.454033960747316,-4.954978328388092
239,0.9438786240048069,-7.767979210341679,-6.763412936655685,-4.458842724829218,-4.963548090393924
240,0.9381498906235953,-7.780642992254368,-6.774852157211958,-4.4659339651863785,-4.970915095540391
241,0.9441123641824446,-7.784261814736392,-6.776890911608143,-4.46818322708346,-4.97224070748514
242,0.9460997155262764,-7.791421490549568,-6.784834039740474,-4.467554917983703,-4.981621089529845
243,0.9343476201752309,-7.809567697882181,-6.799067695991751,-4.4799898578172765,-4.995590895888376
244,0.9421647428536895,-7.814783696730676,-6.8033595987598,-4.483937286495382,-4.998580196974644
245,0.9396569849517916,-7.821144560198161,-6.815149674924271,-4.485046449141895,-4.999778512397517
246,0.9454898628141314,-7.822415336141908,-6.815821951745781,-4.491211022193943,-5.00956348108713
247,0.945274838553194,-7.8277364960897895,-6.819511661495519,-4.499302595402598,-5.012671808195971
248,0.9414575143634715,-7.836578223288821,-6.822990489675839,-4.49964606732627,-5.019550398214508
249,0.9467915803381077,-7.845106895195724,-6.831413142105175,-4.500257416620328,-5.020611088719334
250,0.9371307513278033,-7.8613955163542775,-6.84549310990843,-4.511778424942449,-5.028155387606808
251,0.9433821998870023,-7.869356910113562,-6.849339257805045,-4.518489757499755,-5.035559211139586
252,0.9399101796407185,-7.876065900374325,-6.85691520789899,-4.522662450083976,-5.036710306976185
253,0.9394291849333453,-7.884422981323049,-6.865062350372211,-4.527133072614688,-5.044485735377626
254,0.9442385956387049,-7.892091452434118,-6.873297462148791,-4.5260865173618985,-5.044546948703103
255,0.9425862994097657,-7.9000372461048896,-6.880521473181456,-4.52792664370216,-5.046808515069728
256,0.9480527261833434,-7.902528533080276,-6.880540359624691,-4.529652357712415,-5.0514545995106825
257,0.9426118391323994,-7.907735588980753,-6.885216651207264,-4.534445035964378,-5.056546038424813
258,0.9419692548358954,-7.921252667382709,-6.896987547199156,-4.532380296435124,-5.058770450326185
259,0.9402107399779112,-7.931454549180074,-6.907370451862916,-4.5297525857918135,-5.05949912788111
260,0.9393444569799894,-7.935906718804293,-6.9128041120920996,-4.53793151985541,-5.06524210351
261,0.9473700066277038,-7.941417075206972,-6.91487842145805,-4.53281784544713,-5.065028588571043
262,0.9454268019028812,-7.943282359686662,-6.917013126131852,-4.542450782394338,-5.070825225454073
263,0.9435114040149422,-7.949048547836333,-6.923418514665091,-4.539359339883669,-5.074402388215741
264,0.9420981942993583,-7.957150999365491,-6.929999009845897,-4.540646857169154,-5.077569414283146
265,0.9459604865947335,-7.960726457860475,-6.935025795829259,-4.546031321449824,-5.085781565150167
266,0.9425697988592014,-7.96284633490638,-6.939560933044599,-4.550901714590309,-5.08635561768007
267,0.9427790486942571,-7.968063506969314,-6.946600024925419,-4.547268053988043,-5.088841687326776
268,0.9309416775109429,-7.9836850648174345,-6.958664380406356,-4.558105062409383,-5.1013466465276425
269,0.9425970149253732,-7.988439563744223,-6.964621035453865,-4.5633020356607155,-5.103959322204942
270,0.9432216332764352,-7.992604953941745,-6.966024611260929,-4.564642989139192,-5.109209610316314
271,0.9407300758870992,-7.99371451506257,-6.9651617460341315,-4.563613966079708,-5.109508042211469
272,0.9415958647733349,-8.002184985295438,-6.970999136385934,-4.569340834648672,-5.118194612451651
273,0.943474070951033,-8.009355927963133,-6.980052809383369,-4.562812509614882,-5.116713271149389
274,0.9435601007855343,-8.014155747454794,-6.985301256722917,-4.566543536573032,-5.122357563812492
275,0.9413931480594154,-8.023792951463765,-6.995771868642054,-4.568076471382093,-5.129113590124714
276,0.9381089164618437,-8.030464627778711,-7.004975397429531,-4.573591833038486,-5.135314173804924
277,0.9429311799445583,-8.035656739199656,-7.0107539431329124,-4.569099112517512,-5.134057209267
278,0.9404878337927151,-8.044857282478432,-7.0203327503364505,-4.574203688222917,-5.136202414116893
279,0.9404405765569758,-8.049573213815828,-7.025426194461344,-4.571965310577112,-5.134587613008659
280,0.9481441376406184,-8.052991181887691,-7.030822726197652,-4.574359184225253,-5.138997967757641
281,0.9371193120745253,-8.06277594660809,-7.038274280750809,-4.576996700734417,-5.142684267925678
282,0.9466249924866262,-8.065637684446008,-7.0395509436504335,-4.583966925691056,-5.149061030037995
283,0.9453902409782999,-8.070258620484354,-7.0438828617871945,-4.5869494911628,-5.153260479887548
284,0.9450934579439252,-8.071426741377154,-7.049812148879753,-4.588664507962654,-5.157276736553033
285,0.9462589692440527,-8.072850523621936,-7.054841401801741,-4.587789856066398,-5.160243406744091
286,0.9494096794544417,-8.072081688822548,-7.057726279700937,-4.586773044420359,-5.160055745730714
287,0.9398841501845794,-8.078637436994358,-7.0616183479602945,-4.596636486795387,-5.165605066188724
288,0.9344173766950679,-8.08855911242256,-7.0683353195891065,-4.609243140109875,-5.17391891331985
289,0.9449928639391056,-8.092520227737726,-7.071744083669966,-4.614872528340736,-5.179822456701078
