episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
10,0.9367914599308375,-169.36945188456917,-91.61032711819256,-29.199509768402375,-70.8127382688269,-21.271509409681567,-47.003689190873544,-14.525896930089623,-1.1682461713603376,-0.42595233866804005,-0.5137604597859644,-50.461449788947775,-0.0740996197007282,-14.477077758172433
11,0.9347661571060996,-172.45315730446382,-92.03646618627496,-25.15955190065219,-69.72457138224429,-16.918782286837224,-38.801579476851586,-10.241418755086043,0.0,0.0,0.0,-55.1761998179364,0.0,-15.440487191636045
12,0.9398778910643929,-177.27921276037566,-93.73820387745829,-21.248302643585017,-69.75866334971164,-12.92432128528129,-38.66381909735566,-6.335279356143611,-0.1214421901962861,-0.287599031726847,0.0,-61.28747569980778,-0.4268547981711421,-16.584689143674527
13,0.9394124286890997,-181.80867992497534,-93.73134186803013,-17.054280033254525,-67.85077753970283,-8.45866785645567,-30.98572545238068,-2.129869377307912,-0.07883674218004832,-0.005386541486432768,-0.04086464122336742,-67.4896268437746,-0.5753172783822278,-17.573486921243937
14,0.9399356022990581,-189.8256569815025,-94.26651613984359,-13.534634021976464,-66.58815347010436,-4.579538298299754,-38.70539050047348,-12.504909954534057,-1.7431509613493936,-0.0945371660528786,-0.27727252545628156,-77.48225228339766,-0.968721637315503,-18.608756034278034
15,0.9392135642135642,-192.32510120920145,-92.98946095253831,-8.634298385572936,-63.726998605926866,-0.32349380108559167,-40.55511006996219,-13.133575144582755,-2.177474873890183,0.0,0.0,-84.53669227886564,-0.9211719383345199,-19.563247079305736
16,0.9419053361471209,-193.10902802366394,-90.93115509707869,-3.788918086596898,-60.20850125997535,-0.4017475339241879,-32.92391930821269,-5.917587291486633,-0.5559404748511136,-0.16430860862576044,-0.26439967774553286,-89.8805360711998,-0.4413856219572149,-20.686167759470617
17,0.9385888632342799,-198.0198849661616,-90.06122529484998,-1.056564237710859,-57.689153245156085,-0.852728762120212,-36.59459168668578,-10.939104507754147,-2.4985133403887168,0.0,0.0,-96.99670666864995,-0.16230163863036054,-21.89747336179988
18,0.9379464151170851,-200.2508984988747,-87.02752005310113,-0.47216261513298136,-53.27402801546499,-0.12872917195597217,-32.75009181451193,-15.692025597673297,-3.6712119249690636,0.0,0.0,-104.77152088974788,-0.1933921867717793,-22.67364160676706
19,0.9395068459953956,-199.7145939532379,-85.47988060360836,0.0,-50.47002569815036,0.0,-30.479880546639897,-9.522832921421857,-3.9451335769803006,0.0,0.0,-110.00149652814625,-0.4709586649560501,-23.55719094650107
20,0.9339930010860383,-201.8751441410759,-83.9538866613555,-0.023814031625925554,-47.492523292391816,0.0,-31.368683125684758,-6.4527292243430034,-0.24650136739195666,0.0,0.0,-116.46808561440308,-0.45663395814151736,-24.154795569482836
21,0.9421005115859163,-207.47250289184035,-84.19985220912244,-1.1201668319718072,-46.180252373130585,-0.8713773457870924,-38.93562344096674,-16.7887749970142,-4.82964709501524,0.0,-0.016203759768086943,-123.282073870702,-0.25633095927618055,-24.999916804018774
22,0.9397751443330294,-207.64364097705635,-82.91731254667896,-0.9182495942662843,-43.74961632389408,-0.7965101343576882,-32.85102868493508,-10.422641357518298,-1.514528418053556,-0.3118454622658464,-0.4266306914903615,-126.96233851820412,-0.020884927234409496,-25.823710668094765
23,0.9376248546468291,-204.6961868198652,-79.59256450867775,0.0,-39.36215553142986,0.0,-21.654948804088658,-2.46619904330278,-0.6319646060687337,0.0,-0.010751184028701486,-130.57069202498744,-0.0003946450671233524,-26.722506058247056
24,0.9401935719503287,-208.814610218347,-78.76912673183084,-0.01045412094073668,-37.27480782089932,-0.004637859629716712,-26.344873656354935,-10.044972997930897,-2.233497244248902,0.0,0.0,-136.80653801184235,0.0,-27.523217490387317
25,0.9378046978874279,-214.2269679096495,-79.1357373861794,-1.2045121419453442,-36.14538786703382,-0.7745417072087768,-33.64168836299726,-18.069743385271046,-4.123544295215495,0.0,-0.16151971555690256,-143.69359406225612,-0.11949719561966256,-28.217068892435666
26,0.940741634734333,-208.9799302138529,-75.46724902036217,-0.0319895768727895,-31.64995032845231,-0.019633020813893134,-19.67616437689925,-0.7639632357089552,-1.0768541748371507,-0.0039486897523532535,0.0,-145.42284946050358,-0.01843161877753812,-28.765981747149564
27,0.9370542082738944,-215.46501826878477,-76.80957821764099,-0.6721880448958348,-31.627017904224477,-0.39358900172871375,-34.282733800937386,-12.191591616914653,-3.6508784481124374,0.0,-0.013359888701709292,-153.28554345415583,-0.00860175806575543,-29.3505604255745
28,0.9301601556653196,-213.9951403791246,-74.11625173359344,-0.6627572391304406,-27.796828211690652,-0.5478599018749399,-24.735346143621896,-8.400325310241017,-3.444578235323451,-0.33211097096709796,-0.1280185235134229,-156.45654520257608,-0.3606489457280295,-30.03881791148739
29,0.9378266517627867,-218.93910011208825,-73.51061764516606,-0.28184608257721383,-25.61937304995804,-0.07240758248799205,-33.62914590183014,-14.903219203065232,-4.136298506153914,-0.0057391263796072196,0.0,-163.9965977853943,-0.03185292107929931,-30.42348609548299
30,0.9377867664815263,-221.10557006762667,-72.69726087599471,-1.0638516287042867,-23.615152669484843,-0.9214249988675202,-32.9315090846174,-14.970299809851767,-3.657910173502809,-0.2794816197460628,-0.37357656775883646,-168.28523166441505,-0.041845697406610004,-30.8683567247806
31,0.939944919896947,-221.66862181574592,-71.83505964721041,-0.0644200800096215,-21.677511692797363,0.0,-27.622720134912687,-9.685929684490606,-2.3059151111563723,0.0,0.0,-171.24762217524645,-0.04051116791696217,-31.602466306103143
32,0.9388977515576559,-218.4949364870775,-69.48620871742335,0.0,-18.489580116748996,0.0,-18.840818743229484,-3.5519164478523924,-2.75130376390869,0.0,0.0,-172.257652434197,-0.2397862121548242,-32.09411316728859
33,0.9395776772247361,-221.56974718151974,-68.61890722582615,0.0,-16.297280479695406,0.0,-25.742139613445666,-8.667105859433216,-2.377660672930806,0.0,0.0,-177.52602841660232,0.0,-32.473661775452264
34,0.9378221263334532,-221.51078661150288,-68.38310068279486,-0.4898883689970852,-15.040908611848268,-0.42638750873394543,-19.260785363454445,-5.517112182423489,-2.882996593873791,-0.08958517411126236,-0.2931460639420581,-178.25670207686696,-0.2944938413889272,-33.25966392681592
35,0.9467386414754836,-224.7976850335817,-68.60820394438704,-0.781753385996366,-14.194352092688067,-0.6668206696615621,-26.58492104568245,-9.187638857616614,-1.4959096065415498,-0.13311266419325807,-0.3152852757701144,-182.725978242335,-0.7830363184619551,-33.704259489709976
36,0.9456745239443335,-226.4356633521125,-68.21630203256638,-0.386134894231527,-12.692542438031177,-0.17584218475038058,-28.855151350975902,-7.367235850148313,-4.169092292598427,-0.03247146326644888,0.0,-185.86781309806588,-0.8164149554592899,-34.02807265816948
37,0.9413487964724714,-229.5875501011812,-68.96754666830863,-0.8196433397250794,-12.390938992389772,-0.4962278930714321,-34.218698054074444,-11.098089248738725,-3.851534018334419,-0.0858869433229705,-0.04797359868577838,-188.30029089557203,-1.1068340665755023,-34.58617198989143
38,0.9441986759007841,-227.91168885596662,-67.54616588036242,0.0,-10.247955326577982,0.0,-26.994386973170155,-5.234515922097961,-1.2952095707374391,0.0,0.0,-188.6806454536214,-1.358851540184711,-35.18165706708248
39,0.936948182427084,-231.60522691783237,-67.90639734343921,-0.10872599315032552,-9.373437453890574,-0.07892708269491239,-36.050017062186306,-10.068784790037853,-4.263080362312017,0.0,0.0,-193.49049927025106,-1.0523346744326456,-35.59396473068029
40,0.9440175301674971,-233.75892985038936,-68.34066603433345,-0.9809499191196674,-8.746269038413173,-0.5448298214596521,-35.43219412406341,-14.456972536416426,-4.2750568866908605,0.0,-0.0195615816232863,-194.69685883005465,-1.2825491528602706,-36.11153915537642
41,0.9364781397602034,-229.70874938798468,-65.85169996526238,0.0,-5.52316313229524,0.0,-22.61945828124338,-2.430951686201059,-0.9949985292580469,0.0,0.0,-194.28237525207183,-1.1781893494703402,-36.45045810367928
42,0.9391676203095826,-231.70954459295436,-66.40817830799193,-0.41742020688689896,-5.1807298938892625,-0.318457259124214,-26.616434250163987,-6.664115285711014,-2.2154056537320366,-0.0018801887746081568,-0.01781177807089538,-196.29535437908424,-1.4484873219691852,-37.03050080621684
43,0.9343788199517009,-237.3072797126745,-68.02738865553437,-1.1112194742864308,-5.628823406299543,-0.7325109162529807,-33.52356697115026,-15.19530543252256,-5.529071705543698,0.0,0.0,-199.90828437630753,-1.6029446006532944,-37.5938894904733
44,0.9376176391503093,-236.83470040592906,-67.83656241246047,-0.4694574471633248,-4.615808430978751,-0.36503618341097566,-31.246088504399754,-12.084600188798214,-3.1122364940922913,0.0,0.0,-201.27587491236258,-1.755251626801017,-38.07755767201108
45,0.9418267322197453,-236.72849634319633,-66.79687772767893,-0.039297504424506094,-2.66178122235422,0.0,-27.816808922502595,-8.04389299568396,-2.786846749769227,0.0,0.0,-201.83458807437336,-1.5441552817933544,-38.50039411173258
46,0.9357198073378129,-236.14028716915993,-65.22771308195098,-0.05387310786129457,-0.21240799833029195,-0.03864846738814865,-26.500339922673636,-2.6276942527033573,-2.4771185264481366,0.0,0.0,-204.79957711344292,-0.9190348202274061,-38.58613306303499
47,0.9382164836490889,-234.81762783370255,-65.45653788323901,-0.20369550099671735,-1.4513243586117137,-0.17187019035315915,-25.062231973143987,-4.111619500804294,-2.339389664510691,-0.085584124994284,-0.07530957053891299,-204.53227707395232,-0.9977097667376844,-38.910267971976346
48,0.9403828896201017,-233.20007993530552,-64.71564101341878,-0.3964841616803354,-0.5751797616744532,-0.32018708788745415,-19.771999638339437,-3.433813542172764,-1.14459993159771,-0.1274471638112092,-0.08556260555181107,-203.47676423445523,-0.7027482416242068,-39.21578856275396
49,0.9444427850294215,-235.61864446411025,-64.81044083009652,0.0,0.0,0.0,-27.22195673028069,-5.853146277351282,-3.321523797442972,0.0,0.0,-207.01499649775465,-0.4531490222344198,-39.39635622600628
