episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
0,0.8990596929732328,-7.371188497339078,-5.212298514126235,-0.9831753096296697
1,0.936200053713706,-25.71658742037105,-18.173688947436055,-3.2446798742597727
2,0.9323509314002199,-41.93159759512949,-29.714310526750143,-5.066569129054375
3,0.9477738174349061,-57.77028210441148,-41.07205049997427,-6.710679961694566
4,0.9367314734867657,-71.67632611143115,-50.98934452229771,-8.102032685418164
5,0.9362232779097387,-85.0851309770221,-60.51038891958751,-9.437454224938675
6,0.9309360221290265,-97.38692290348564,-69.16817960988719,-10.647356245128764
7,0.9371027502485164,-109.35239310531455,-77.6629990667599,-11.81358451974847
8,0.9354647545112448,-120.89407393107581,-85.90817331090682,-12.919697473840559
9,0.9313238877357639,-131.71719833547016,-93.64563368582506,-13.94170886700928
