episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk
45,0.9097807757166948,-96.55587674358694,-48.734638581329314,-30.18984010842628,-0.017383608088781973,-10.837416702445026,-74.98215872106084,-51.23309964903114,-18.183921375425243,-69.60502346915229,-83.46267150519034
46,0.8961806288246466,-97.48034560312901,-49.06135391981448,-30.472830254592484,0.0,-10.83377584945237,-74.9895418850489,-50.88335594776882,-18.10485359198518,-69.96934965375743,-84.15894426468367
47,0.9097382135498727,-98.2566717906113,-49.19998688886369,-30.760379083278444,-0.011193800480975607,-10.749849138635687,-74.34491369029925,-49.84433975442439,-17.620830682115518,-69.49788836792213,-84.63259626242925
48,0.8987277047553163,-99.04624649078434,-49.37662052055571,-31.040393332961287,-0.005455599816041351,-10.694628686192642,-73.56281706444157,-48.76525356798985,-17.064052082065963,-68.77797455156252,-85.10314860500539
49,0.903204552261156,-99.98015345624616,-49.75306426527879,-31.331777109769263,0.0,-10.799258618165185,-74.10087580746361,-49.049148488810864,-17.258666930001027,-69.11290776556248,-85.85452796112958
50,0.9125701390583069,-100.78983500831544,-50.06906234121095,-31.61225631850379,0.0,-10.805155773702582,-74.45888522682739,-49.14811735590608,-17.35922374919362,-69.33896192624614,-86.48754227032663
51,0.9028903502064536,-101.79283121744554,-50.42594137639448,-31.966382173055322,-0.008453138268595145,-10.866473907473095,-75.51194862042279,-49.95786304845052,-17.80148219024063,-70.23909882632793,-87.32398717966699
52,0.8983305714110355,-102.28147150448639,-50.41006623566015,-32.24323940236549,0.0,-10.720144481378373,-74.31334091184526,-48.51782154983423,-17.041919541948072,-70.05649366087093,-87.50394907480937
53,0.8936277715032991,-102.84675773889695,-50.46959448112112,-32.50531527609473,-0.0019699737929681654,-10.656661668838709,-73.51570494293851,-47.51389996696451,-16.526803183874186,-69.69786306587608,-87.82183978195445
54,0.886926654305602,-103.56503266920376,-50.67138969743065,-32.75425734141202,-0.017224584346804073,-10.621047283154423,-73.28336041210686,-46.94801806049303,-16.2212809016602,-69.81498215986184,-88.28784022147937
55,0.8994238439946817,-104.58101893752493,-51.008189652730366,-33.02994811959771,-0.030573701795865462,-10.678681838152254,-74.27195883800607,-47.620347123581546,-16.643317223922296,-70.38754923802834,-89.12759333424157
56,0.9027477801775858,-105.2108934919741,-51.09458893880143,-33.27955983636519,0.0,-10.618659844806269,-73.85253315984946,-46.94851884588325,-16.30686635646122,-70.14115869593978,-89.48517639541826
57,0.8933917269100399,-105.81443981887094,-51.18581522210707,-33.52193539856957,-0.0021920739639862937,-10.549244498209527,-73.58607802820013,-46.44782171571911,-16.017713824123156,-70.31450508690686,-89.83685832047888
58,0.9009078502343797,-106.58579727473943,-51.36241512317327,-33.734585419864175,-0.030163516482600197,-10.520079290357964,-73.48128627747525,-46.159827280782196,-15.881338790822566,-69.87992058380756,-90.36990576892303
59,0.8990934174221521,-107.58167674707214,-51.76184533124549,-33.985252981621905,-0.023147378028468436,-10.60236474159711,-74.8382238705183,-47.28861754372373,-16.48413799059395,-70.66567178195113,-91.2640984699184
60,0.9019785257570274,-108.11745074176136,-51.76728046082815,-34.220277301766636,-0.009287088343640768,-10.479950778103268,-74.19747062591942,-46.43444014902288,-16.0049114112152,-70.43496040823503,-91.5222461122783
61,0.8833178952400873,-108.68814092876677,-51.789378552007804,-34.423843734320826,-0.0035473952674499464,-10.362144219670233,-73.48227261898857,-45.515209314262805,-15.516060422160168,-69.81400960120558,-91.82902603712778
62,0.8905417206179048,-109.74617806663913,-52.21337108558905,-34.679015051076625,-0.009199953051566486,-10.429774496471314,-74.87496391864703,-46.74044455975467,-16.078674385767936,-70.66634838743688,-92.77480625053848
63,0.894789427472827,-110.27882303042131,-52.24193731318451,-34.88223221722646,0.0,-10.375514009218467,-74.16393896007683,-45.84608335482508,-15.512329927695053,-70.52894022213147,-93.0269646492386
64,0.9136513906159959,-111.05063961516649,-52.54405007112889,-35.12753099326259,-0.027017545473876706,-10.403460243437387,-75.08970856927013,-46.5690630469135,-15.844443081847876,-71.50083115680394,-93.69407935992992
65,0.9030550878037046,-111.48132068391291,-52.52118691461576,-35.332463755203925,0.0,-10.289435266010226,-74.31769733663738,-45.64028502069494,-15.171288925208557,-71.29635284630257,-93.87266515371658
66,0.9122341237144862,-111.98190594225049,-52.571141900734176,-35.562959869336396,-0.011594379154021145,-10.186102491607386,-74.04181659424056,-45.10389519946301,-14.765275945464937,-71.32012200910769,-94.18023228592041
67,0.9044762757385855,-112.69996747627901,-52.69247802947144,-35.76522164744676,-0.004789579155619439,-10.182714152161237,-74.19988346840755,-45.04465891778418,-14.681700962538603,-71.56680007793744,-94.69811669437074
68,0.8932454000662511,-113.38960360351898,-52.824832154961825,-35.99068997969258,-0.014136864460401374,-10.271743868301709,-74.46889432569078,-45.12699651307162,-14.639242964139543,-71.73088211034424,-95.20017449680185
69,0.8916544655929721,-113.94051736102475,-52.90012784255077,-36.2292492497742,-0.022161895184462894,-10.248662099928833,-74.49301265244286,-45.00968874565336,-14.495345834326443,-71.92162319091742,-95.58078683050734
70,0.9011916881250375,-114.28594097106122,-52.870946222194256,-36.438064019492856,-0.011285507655877903,-10.180704869378149,-73.72769242557804,-44.13415484276232,-13.897132032773113,-71.39012992251196,-95.70974183106591
71,0.9009737827715356,-114.88240355104638,-53.084390883584476,-36.599301082785765,-0.0444842882284643,-10.132014300722256,-73.83818278186006,-44.170536345146886,-13.833984065462428,-71.45400563986617,-96.16390922254133
72,0.8950800949718991,-115.55589627980896,-53.26857988949608,-36.792936029629814,-0.016835184377017715,-10.078643532267792,-74.22469251192943,-44.41201679192473,-13.898040148452147,-71.72826224277988,-96.7101555782244
73,0.8942008401075822,-116.25287074184445,-53.46093431390674,-36.98422961352304,-0.004752928325733499,-10.064005253374262,-74.79144207304454,-44.825076469086646,-14.09440092149806,-72.47453581353842,-97.28987442630368
74,0.8939912502604089,-116.58898164356644,-53.431715330717715,-37.17240425144757,-0.0018952756524473926,-10.004902955245571,-73.87350515183007,-43.8097984443519,-13.330628835586483,-72.18158693552185,-97.40308050109715
75,0.9007145206134712,-117.40437905433821,-53.76424591406278,-37.39007328231439,0.0,-10.163719347541013,-75.0166507210761,-44.83885701887317,-13.835792740556125,-73.05075919448844,-98.1418934184518
76,0.901849686722427,-117.77069268353222,-53.736227675823585,-37.58503678135171,0.0,-10.088122410651868,-74.25796053060321,-43.98101826516541,-13.242518525653933,-72.8237414975986,-98.28317368240343
77,0.898920333223061,-118.24376871232815,-53.8005039707576,-37.744460867817224,-0.003190065089556526,-10.089533591955808,-74.02180804285412,-43.63104275505919,-12.967994422444312,-72.46803105258924,-98.57214588880865
78,0.9092012256166004,-118.81321881083505,-53.95464102744294,-37.94610836054381,0.0,-10.073167546915725,-74.30983839214319,-43.86358928745147,-12.954532727018227,-72.85866873747534,-98.98986974111541
79,0.8882013952077646,-119.24022439749943,-54.006767152316634,-38.129661879621246,0.0,-9.991589710210372,-73.79238034534434,-43.26025681189058,-12.504041576461168,-72.50815166358069,-99.23406445548778
80,0.8885489772659109,-119.8066204175767,-54.12462148014247,-38.350384424728645,0.0,-10.040740131549251,-73.88619099599798,-43.248707760289214,-12.40228848164895,-72.69571452974937,-99.63275409776978
81,0.9110466160014362,-120.23843188659899,-54.22651932644711,-38.50060114452793,0.0,-9.990431278404186,-73.44052689884548,-42.77262130268856,-11.92383895916951,-72.42220922231796,-99.87254184708372
82,0.8783905967450272,-120.82468406672854,-54.39464428207678,-38.643751242727184,-0.00019279269734777423,-10.004509578376522,-73.51433368958726,-42.79772667521063,-11.814900130152457,-72.75501346148882,-100.28752853254176
83,0.8869132713843222,-121.48214332887896,-54.640980919146,-38.79969341331032,-0.02280366387975551,-10.00191220029153,-74.01156947953513,-43.28780755491019,-11.921459851282012,-73.31868109263613,-100.82173534160961
84,0.8894077242875218,-122.15885694936875,-54.91599957236004,-38.96940128257621,0.0,-10.046287181536718,-74.39882076788234,-43.583569835709966,-11.962336261963838,-73.65467802140664,-101.3637724998006
85,0.8972023809523809,-122.57820436998192,-54.99357715433283,-39.16574607235181,0.0,-10.027890073252104,-74.12554144412279,-43.29621230767406,-11.6717925069775,-73.67131668316419,-101.60748906101321
86,0.8907038193610377,-123.15081735036085,-55.15780671005824,-39.3502979748237,-9.045054402747823e-05,-10.014028834521433,-74.25359383885893,-43.366257571726095,-11.499956225503622,-73.50461337101132,-101.98539951162638
87,0.9005262062609627,-123.71184951415117,-55.33491429120967,-39.50371718554582,-0.014271103691153406,-10.096854695845975,-74.38313060919297,-43.435870412173195,-11.327827829822818,-73.5159057172789,-102.36728912020094
88,0.8966254389983204,-124.17284923931032,-55.46714301852969,-39.627057226491544,-0.017811241169664052,-10.105711792662385,-74.3894423297168,-43.376521883679416,-11.202170760762622,-73.58648346590769,-102.68799520777006
89,0.9012650602409639,-124.49916090044286,-55.51198902645107,-39.773268384056394,-0.0007846401578132896,-10.082774712601834,-73.83011877285809,-42.82876854602817,-10.73241921972865,-73.33986605190235,-102.82364511503609
90,0.8998730657640233,-124.80481315157807,-55.544280495896075,-39.893210972623024,0.0,-9.991024841656829,-72.93742063176164,-41.918492151413325,-10.059507741781573,-73.08109184941328,-102.9200534939656
91,0.896956786366403,-125.27821812521152,-55.716543361686284,-40.009973046591334,-0.02032813079939668,-10.019395686088675,-73.01970501469116,-41.95101471106593,-9.937997132183389,-73.18622296173923,-103.26907898579182
92,0.901683232298366,-125.86976016700676,-55.9866557883834,-40.14047394381072,-0.000477886635780904,-10.059245131882573,-73.60969248034299,-42.50619497061801,-10.073971078782646,-73.68167044162948,-103.7562636480114
93,0.8904600018051084,-126.49692288628732,-56.23196218330088,-40.261008329073775,-0.0006476572782940274,-10.15470952759172,-74.32319737439136,-43.16141663688537,-10.262763093959514,-73.92099294775258,-104.28285693786485
94,0.9062632632025708,-126.8868477361714,-56.331234376261044,-40.3732704755811,0.0,-10.095671764424408,-73.89438594075054,-42.77496162004367,-9.912150395481262,-73.72009726461009,-104.50409493577067
95,0.9027222138667469,-127.25749866226593,-56.42042782080794,-40.484302110617364,-0.0016503717658122145,-10.053948448204054,-73.56842126951535,-42.419750985720526,-9.591353607745235,-73.5114851289354,-104.7260282404682
96,0.8955596308210324,-127.80830967937254,-56.64338784660128,-40.62167049148658,0.0,-10.063314722387686,-73.98798973951799,-42.819535703241954,-9.703421708159695,-74.06691636527991,-105.18756289452755
97,0.8930507191521575,-128.15971726278545,-56.740833793031534,-40.73794911895897,-0.014564084235571177,-10.01211642665052,-73.67983515738456,-42.48434638463989,-9.454741245023724,-73.91588141547389,-105.3944921710166
98,0.8977423239012643,-128.21277971753258,-56.64300109919174,-40.84324807237038,0.0,-9.87085312616436,-72.30560123296932,-41.123974171389705,-8.583838462592052,-73.03511048268068,-105.24606031854535
99,0.9023046244710323,-128.56263724318495,-56.76643693848271,-40.95115337039192,0.0,-9.824140001898071,-71.87993172926626,-40.73066814668504,-8.218509902915052,-72.93315417252511,-105.444041514759
100,0.8945335887917615,-129.09114492737876,-56.98709587961623,-41.052727409868915,-0.010244692143418709,-9.882269995437069,-72.5211121723275,-41.349759293201664,-8.477419177163817,-73.40192536959103,-105.9032168545613
101,0.8914475654309157,-129.64308597925987,-57.25493802280281,-41.16509933840598,-0.0008861313202768208,-9.942280082117875,-73.13993119819234,-41.96151941425949,-8.716430201618412,-74.13823028098976,-106.39970144734923
102,0.9012784515204014,-129.96334078753083,-57.34003465566704,-41.262883622531476,0.0,-9.85010672781718,-72.68988283110652,-41.49518848555717,-8.329760564393867,-74.09056842251603,-106.5616018600267
103,0.8977990257983042,-130.36569688715818,-57.45713875750495,-41.38311011336318,0.0,-9.901034072419906,-72.77707235963182,-41.542289897735245,-8.266216341990011,-74.18636178973036,-106.85891321112481
104,0.903093597255533,-130.5622875026261,-57.42524683265605,-41.46615203558211,-0.0010665552896761761,-9.80527150662872,-71.93699316996307,-40.7012159964738,-7.694753850042054,-73.63455676551985,-106.87792876154089
105,0.9008954683872524,-130.82958639095764,-57.50686845319974,-41.56145093309271,0.0,-9.74157324549075,-71.55900947755369,-40.318212862930615,-7.38583793030295,-73.3857977730164,-107.00957711515808
106,0.8936234420738147,-131.431638439896,-57.81753949066197,-41.68748930127833,-0.0005734386800607857,-9.810321661591635,-72.47258514269258,-41.20621194386434,-7.757507996002491,-74.11803379299162,-107.54562382814827
107,0.8814213866602802,-131.7084981765961,-57.88167567666062,-41.771302298076996,0.0,-9.696485581310844,-71.86871920158158,-40.594977505108474,-7.365079393752171,-73.782965252258,-107.67383259465373
108,0.9018295807336407,-132.210363902724,-58.10908487286138,-41.888029871582006,0.0,-9.710314985032884,-72.33809465990313,-41.03528750418517,-7.5423837854776705,-74.13756977144796,-108.09382343206732
109,0.9061797247458847,-132.67886725457416,-58.35834743652016,-41.96950789358445,-0.01715916826589761,-9.734065386880134,-72.92854516166892,-41.594196956388394,-7.738182019950341,-74.70791249165208,-108.50259010886911
110,0.8907161643338675,-132.86668179102648,-58.40016125109442,-42.042487630709765,-0.0008760615651571194,-9.710478599285215,-72.07723918183603,-40.740965191185964,-7.208930139638766,-74.40421941875066,-108.52911647456392
111,0.9096053792557884,-133.14488671017034,-58.49127115801055,-42.1303757321503,0.0,-9.681223739178742,-71.89051256065021,-40.52580786768737,-7.070922473591004,-74.35118259478105,-108.71074751401473
112,0.8823653579398106,-133.37229427133627,-58.54931445151886,-42.235766299487246,-0.00036491398531258827,-9.636599673921781,-71.34264352173255,-39.93642479281658,-6.690549995116915,-73.99989571160667,-108.8107836244842
113,0.8991573548268914,-133.74384238298916,-58.70195985146073,-42.31564262963343,-0.0007670340418534025,-9.603717703990387,-71.34547072221015,-39.95032033366517,-6.683435796788429,-74.03264957053298,-109.0876631889936
114,0.9012832871430293,-133.93032809626445,-58.694180885574305,-42.3753466767061,-0.007659494326957385,-9.531907219288037,-70.72762573383807,-39.31907182988966,-6.296936873813576,-73.50499687025986,-109.12073644709393
115,0.9001446323681337,-134.25573248995386,-58.8179128236276,-42.447353602521424,-0.007354284960194264,-9.474162160344134,-70.66696445840441,-39.27040510136155,-6.214272566021179,-73.56162881433063,-109.34769683360486
116,0.8844356796116505,-134.6610194840988,-58.97386841026181,-42.53624586439857,-0.018115688705656195,-9.456542330033205,-70.79845425995377,-39.36929118286494,-6.239587660127528,-73.56787251967006,-109.660790616216
117,0.9109568457747326,-135.01527278918718,-59.13676716608366,-42.5989374498227,-0.003119067312988276,-9.481086346892692,-71.05710694924643,-39.61617130398146,-6.346694209835218,-73.81281872269622,-109.95073420893661
118,0.880970363433129,-135.39047796585416,-59.27522790994764,-42.683887730555085,0.0,-9.463414655735637,-71.3289584920008,-39.836830373268384,-6.435058373240458,-73.94901671940741,-110.23386034646894
119,0.9020752076696341,-135.71625496841907,-59.415635583015316,-42.75896465207285,-0.004181493344782158,-9.42269231109738,-71.33194156225834,-39.80685317294434,-6.360949268968143,-74.13210252474335,-110.45517656521193
120,0.9002330720101704,-135.88791304577427,-59.41759538971074,-42.82593360015389,-1.6092052466108648e-05,-9.362412751077802,-70.7968803475519,-39.22973246783083,-6.013283072041409,-73.83474455602756,-110.49367554565812
121,0.8943366858237548,-136.19171413674695,-59.565519106311,-42.89885995829837,0.0,-9.326636203818497,-71.05467760666863,-39.462089967456535,-6.116046050463711,-74.05256828902168,-110.72939417926519
122,0.8969820257469031,-136.27250975368952,-59.521197447766355,-42.95080840646095,-0.005361287637930792,-9.24802953903818,-70.19813993110208,-38.56845454937775,-5.6192609406470835,-73.42076214691487,-110.66242156059833
123,0.8895476570259127,-136.59176527855521,-59.642934357096074,-43.0238020181981,-0.004666604840812804,-9.29238232952258,-70.41652368087102,-38.746908130401565,-5.705827955193751,-73.47063223611377,-110.90213468537897
124,0.9039280214969355,-136.76480216232324,-59.65325112947797,-43.07566841605433,0.0,-9.223439986967328,-69.8951242709164,-38.19438812386067,-5.362300064595957,-72.99574165721172,-110.94725193428806
125,0.8970042537786225,-137.19258703108162,-59.88974195436563,-43.14870697645031,-0.01005783563654457,-9.291795207796833,-70.74662989870662,-38.99591626471839,-5.809886815020586,-73.4846863632125,-111.36322364640742
126,0.8937471884840306,-137.69040758979367,-60.178223313159194,-43.218805323752854,-0.005088606536913917,-9.381683587680282,-71.69287694420439,-39.92101157616506,-6.2569107195707305,-74.16050667837875,-111.84671128570022
127,0.9096135806578509,-137.72079527705483,-60.10150847146161,-43.28816012729642,-4.382550494963979e-05,-9.300976875238483,-70.67384890489834,-38.8741432894439,-5.643174562374586,-73.36796687761893,-111.72631433486282
128,0.8970182465509569,-137.9039694100055,-60.15095210393283,-43.361967599254726,-0.0009425731590039627,-9.300150656454406,-70.38175719935677,-38.560859618225805,-5.43724904603005,-73.13342391274752,-111.8186937876745
129,0.8854125692154075,-138.07946149783362,-60.18774056114209,-43.43180364973326,-0.0017557517868031162,-9.26012432995333,-70.02393645648604,-38.178856075182495,-5.225792990783001,-72.78082899359994,-111.889926049089
130,0.9041033434650456,-138.55325962266525,-60.451689916845936,-43.51699869410369,0.0,-9.32912302893425,-70.85894228752055,-38.97687155447398,-5.675792324730423,-73.35299479621608,-112.34032176291629
131,0.8795728932839896,-138.73610407100097,-60.505306422499906,-43.592399134351375,0.0,-9.284618645195536,-70.60613232770888,-38.676306383390575,-5.497241149163104,-73.17143538172965,-112.4171916267671
132,0.9049834884419093,-138.90732938477365,-60.54764323573087,-43.65484386716588,-0.0008363820648253736,-9.246602705498582,-70.2682687739344,-38.31192440372095,-5.302993985263098,-72.82564194175434,-112.49041799324866
133,0.8970338351468177,-139.12162321227197,-60.60449985058369,-43.72151138322739,0.0,-9.216337649489791,-70.21996070007219,-38.22711174583428,-5.27041660042612,-72.7347688091796,-112.6329851790328
134,0.9050530370189221,-139.4150145289718,-60.71785091034567,-43.77577682642361,-0.004051979394978842,-9.230908556160719,-70.50085428563513,-38.45992310671668,-5.402805534224825,-72.84559438615192,-112.8696908750477
135,0.8866315372666078,-139.75612106908807,-60.90335022640049,-43.84155668324716,-0.0025610446090475023,-9.257423624237314,-71.02269082093775,-38.926056113145776,-5.628844509565441,-73.14772379274699,-113.16735642453187
136,0.9097114118069692,-140.0343684253726,-61.034691868879555,-43.920317388991755,0.0,-9.281658466378092,-71.2384324049161,-39.10509123141575,-5.689901055854576,-73.38173383820146,-113.37600629774133
