episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_severity_max
0,0.8919543023821098,-2.4359845741172568,-1.8606963125830234,-8.544292368999905
1,0.9384643476673058,-6.29421024826599,-4.752298227497985,-23.77910300003764
2,0.9376362975527017,-9.578005307169548,-7.174806334178374,-37.782549905168395
3,0.941367380055724,-12.473347462577301,-9.274864450852718,-50.62320917142577
4,0.9307994278932473,-15.200660333392019,-11.253329716611292,-63.07456144715738
5,0.937973137973138,-17.626615870592254,-12.991787455565204,-74.31193912086184
6,0.936414300112646,-20.021642014924094,-14.705094555777036,-85.35413102243712
7,0.9373855070722844,-22.123345328595967,-16.20593082779436,-95.08558313414704
8,0.9435393001796754,-24.07330959805394,-17.589815295690357,-103.82291510715847
9,0.9402899078117419,-25.846644975903956,-18.860690690249527,-111.8614428309884
10,0.9415596164284422,-27.5900295278583,-20.09758006027287,-119.69095772207125
11,0.9366012480781405,-29.098930273990703,-21.15745225158023,-126.22978366147416
12,0.9405565175852392,-30.528609231397883,-22.16690943235464,-132.381027848608
13,0.9302992295287583,-31.985151003288763,-23.201917740995754,-138.69652023762563
14,0.9432063263838965,-33.3133850959433,-24.14575048363798,-144.37005664429262
15,0.9457604671462541,-34.57933425942639,-25.04541886655448,-149.76728317638128
16,0.9389615061758004,-35.64032112917925,-25.79242426014899,-153.99015190377833
17,0.9413114754098361,-36.69954472699171,-26.54306285465334,-158.1630790077671
18,0.9396432230458627,-37.708546901257826,-27.263695337993884,-162.04104355079616
19,0.9396600821318306,-38.70032946383036,-27.984683663287573,-165.92439358600572
20,0.9380886259357644,-39.607863442694565,-28.64515855462596,-169.3471538089015
21,0.9397336226119448,-40.46533983723926,-29.266720397902343,-172.55537625998215
22,0.937041764374128,-41.30645329550218,-29.8748438139054,-175.54136597937497
23,0.9333629761375426,-42.07511604420386,-30.427962334035893,-178.18131828573962
24,0.9449689776099272,-42.826132456420474,-30.96885696463409,-180.6205984262724
25,0.938408511913682,-43.488576210311514,-31.454681955019943,-182.69236430830074
26,0.9427921047114146,-44.198124234026146,-31.960830948653516,-185.06206089406766
27,0.9447404657845896,-44.86479711938592,-32.4454914887562,-187.2910982519703
28,0.9388898879098484,-45.473353515012846,-32.88767743501738,-189.04304658263524
29,0.9374428945605165,-46.028513923270644,-33.291212650345706,-190.58535177778842
30,0.9355277475516867,-46.54240667431344,-33.656801096511,-191.79841322041997
31,0.9348592601446244,-47.194503612698355,-34.13384522453562,-194.12335596745152
32,0.9416196992073299,-47.664826600668206,-34.47724427519988,-195.11586300563212
33,0.9324287896486656,-48.20346842646001,-34.88202735461116,-196.59327079357288
34,0.939124751180962,-48.67995370986244,-35.22551778122136,-197.6685428035729
35,0.939950943281955,-49.1786655398814,-35.594347647164554,-199.08329586600289
36,0.9418397805047185,-49.62271633301997,-35.93104243632869,-200.10679434412535
37,0.9383144305019305,-50.16060402146358,-36.33529811463774,-201.76749310309322
38,0.9330408126465108,-50.72916935276749,-36.76697031644354,-203.60829877005605
39,0.939084442823272,-51.20201510570524,-37.12634094674555,-204.81301143376993
40,0.935878940421744,-51.566431955344655,-37.39937227015594,-205.3998207976613
41,0.9398530345640933,-51.947123083656415,-37.68078629030061,-206.15859783429013
42,0.9393240701413749,-52.32797986097723,-37.97118157290085,-206.85431136087408
43,0.9413405280868221,-52.683962450269675,-38.2438882390526,-207.37415765936953
44,0.9436184881002339,-53.001705178717685,-38.48781616676746,-207.65635782990353
45,0.9318375030361914,-53.37309932204163,-38.78092306501401,-208.36087341482914
46,0.9363061199659326,-53.701837539085865,-39.03624661541017,-208.81764579197187
47,0.934025583145222,-54.07488067801108,-39.32155872627303,-209.59860716156103
48,0.9409974035276211,-54.42383028987479,-39.587147825265134,-210.23731458142066
49,0.9317412333736397,-54.76394909396559,-39.84183564442281,-210.8267100112564
50,0.9377494743898351,-55.1357841535778,-40.13169190202291,-211.63677100581845
51,0.9336323139898868,-55.45751442502113,-40.373674183346616,-212.135603976937
52,0.9357873584216295,-55.748151648846395,-40.599843337271466,-212.46234912409577
53,0.9358258763769528,-56.05770135269386,-40.83212007401191,-212.9150372190792
54,0.9340725382373268,-56.41786055086242,-41.10128076360421,-213.73168901195672
55,0.9381946732975823,-56.69379230321245,-41.31733674537799,-213.98030303924523
56,0.9372764130694013,-56.984965872410356,-41.53914510469728,-214.35249461364404
57,0.9350437176655674,-57.25309871599345,-41.74044184067293,-214.51572050985982
58,0.9365327403311596,-57.522255612632684,-41.95068623328986,-214.75757705210268
59,0.9432969543910286,-57.86709644467192,-42.211800251169876,-215.46992312879772
60,0.9402580802239942,-58.14397306374673,-42.42637909165536,-215.7942418347091
61,0.936007640878701,-58.406058963625725,-42.629894680043435,-216.01395429658305
62,0.9307048984468339,-58.670424514935824,-42.83951764932917,-216.27750991257457
63,0.9392470222062609,-58.96141336793815,-43.05822289584664,-216.88634831842364
64,0.9358970486058665,-59.21021107498396,-43.25555589018513,-217.14283139000406
65,0.9449901179852668,-59.461455212479564,-43.445166108416956,-217.36375355333027
66,0.9406361938584943,-59.69430690228168,-43.63000360934964,-217.44962694867857
