episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,gross_starvation_risk,gross_congestion_risk
290,0.9375113478181928,-7.7902021761060025,-6.995025910266917,-4.8950522151623455,-5.580690111954601
291,0.9460537363560033,-7.793257514241064,-7.001477397117803,-4.900953507786436,-5.5854541690347705
292,0.936464171187101,-7.8033443340334,-7.009330706543979,-4.908209999769593,-5.594537801805702
293,0.9457970927257953,-7.807070049299837,-7.015802256647982,-4.912911780392827,-5.59671866872702
294,0.9417110529325028,-7.815940352630036,-7.022923220385178,-4.915313417504907,-5.597966218930247
295,0.9433321198883631,-7.822082544493519,-7.027530739260035,-4.915923805289461,-5.600558198437464
296,0.9437576700888982,-7.828900023529554,-7.033689716133141,-4.919365550700457,-5.602350757554175
297,0.9440971495229264,-7.837114371541403,-7.04171940112792,-4.920263202754934,-5.602180318605745
298,0.9422003680352349,-7.839295463725149,-7.046516283119251,-4.922415135854923,-5.609633423441499
299,0.9420923245015023,-7.8405068812605,-7.047926614063409,-4.927735228630467,-5.618036083400279
300,0.944062192833527,-7.848037173512486,-7.054856239524512,-4.930981348135875,-5.6231931176278245
301,0.9417321417861213,-7.8536091119649525,-7.060055450229208,-4.935543664393541,-5.6277319266578605
302,0.9388429251144044,-7.862030128446192,-7.065505596842564,-4.952053664336825,-5.635373148628415
303,0.9422323956388169,-7.863038594905533,-7.06997652605298,-4.95111841397814,-5.639700987787539
304,0.9405967127203431,-7.86744474632571,-7.078186243092827,-4.9546811070828145,-5.645233075564506
305,0.9422405301334289,-7.86894845872974,-7.082459644861694,-4.965069742020806,-5.656559320468923
306,0.9451816792978462,-7.87019745040126,-7.087213783252364,-4.973301352439846,-5.662681727749738
307,0.9427087969144043,-7.877888336289216,-7.095001884387099,-4.982156866553741,-5.669934824103629
308,0.947635288081369,-7.882640656122462,-7.100907594617721,-4.973003385199207,-5.668849056476985
309,0.9473763343858066,-7.885998980943296,-7.105209348928845,-4.977569617282652,-5.673263827374033
310,0.9351283731458867,-7.895772621306234,-7.115495024743727,-4.9816530260431815,-5.681505708928874
311,0.9418903786205018,-7.900049399148941,-7.121387231086246,-4.991991332638931,-5.691075088569419
312,0.9453895681965857,-7.907900618393315,-7.1278298484507125,-4.996705446666862,-5.6945574329497095
313,0.9502934591879955,-7.906986194036481,-7.129094758747906,-4.997564797987955,-5.6987805759977475
314,0.9467594684985989,-7.906406029878604,-7.130099278781122,-4.995980968146805,-5.69925742987662
315,0.943681652490887,-7.9110687701091695,-7.134633234765557,-4.997654540722313,-5.705749575041692
316,0.9376641410329942,-7.919068875025776,-7.142018717634621,-5.001984253622946,-5.708363709272881
317,0.943081452404318,-7.923012965746281,-7.1485419484684725,-5.007583437909017,-5.717296138215658
318,0.9407336312648091,-7.924574755987439,-7.153550800320348,-5.011120315195472,-5.722012754051637
319,0.9403864851725814,-7.93050046096042,-7.160316789519567,-5.012268429830663,-5.721629662183789
320,0.9453540484015537,-7.932469848645994,-7.164067730100262,-5.014412642231105,-5.726813842060137
321,0.9365136513651365,-7.939806982051991,-7.170261035127991,-5.021180700093088,-5.733627155558595
322,0.9472935335432308,-7.942209391755258,-7.172239382885263,-5.0231952880055895,-5.737404829954399
323,0.9390738751641007,-7.948615263457915,-7.178325686365114,-5.024558178332802,-5.747072254125003
324,0.9431231836783109,-7.954444093978045,-7.182759023287115,-5.025943056473353,-5.75068209042979
325,0.9412857228446468,-7.955821787677701,-7.188262461769258,-5.028811900214056,-5.753702164408351
326,0.9432887200641007,-7.961968861343996,-7.194047284608398,-5.03121842880093,-5.758276624715271
327,0.9440134704432016,-7.966990892755788,-7.19985991859197,-5.030941027968526,-5.75781819141426
328,0.9441179130120264,-7.9729656061715755,-7.207041692631124,-5.027494632430456,-5.7595924704057
329,0.9427370948379352,-7.979486896961966,-7.213976740321814,-5.028011490615579,-5.76189474640248
330,0.9398611486791092,-7.98395117371101,-7.22154311672738,-5.030509036503441,-5.767103717304024
331,0.9433996220642491,-7.987055742836854,-7.225531742788734,-5.031370910657889,-5.768538565616521
332,0.9428981863889387,-7.996216319585857,-7.232483842255025,-5.030673239349446,-5.772814673243885
333,0.9399056295812683,-8.000602915599876,-7.238559236223538,-5.034200039715026,-5.77975538793838
334,0.9464312345273959,-8.00467224795829,-7.245869356005632,-5.035736869463531,-5.7801952314176805
335,0.9418329593012676,-8.009506464505106,-7.251404971775632,-5.036046904654971,-5.779601587847383
336,0.9350450909308805,-8.019101934927571,-7.258289672591319,-5.0418628022006,-5.785102735196294
337,0.9411073623328112,-8.023442094399423,-7.262692545588748,-5.046964512578012,-5.792051885996704
338,0.9395884970286977,-8.026507597461674,-7.269893327968262,-5.04832894368061,-5.796852117111277
339,0.945199698568199,-8.030832709696286,-7.274241802742786,-5.048275550890159,-5.798622389323914
340,0.9412667368737776,-8.03596763808745,-7.278744207185565,-5.050244169938054,-5.800880328634337
341,0.949239932438439,-8.033901221328462,-7.280147092663529,-5.050750310889136,-5.801329217837836
342,0.9497091614154144,-8.034175581605739,-7.284581331889611,-5.047753580311537,-5.801594721427123
343,0.9387712371380713,-8.042422374836026,-7.2917291017734405,-5.055400149100042,-5.804638008528414
344,0.9404628309726729,-8.05100688390182,-7.299559921483064,-5.056913198014523,-5.8077552807659165
345,0.9402800036285568,-8.056932043493322,-7.305130486377225,-5.05901473696073,-5.810958828537963
346,0.9425890394531719,-8.059612828931755,-7.311141318080223,-5.05706619830935,-5.8119403387346775
347,0.9402800783014607,-8.066676682209259,-7.3191784876398485,-5.055951091067596,-5.817679255903938
348,0.9545110390987007,-8.066387349735423,-7.319973111433895,-5.047578819534621,-5.813015018531177
349,0.9487580441450653,-8.067003659886478,-7.3250745754724935,-5.0455929319088515,-5.8148619626408315
