episode,service_level,rebalancing_imbalance,projected_starvation_risk,projected_congestion_risk
0,0.9111847057052537,-227.67927643869118,-9.785726204226968,-6.092848279807434
1,0.9453636363636364,-344.205260754009,-12.928634957201993,-8.070839508847374
2,0.9367756810873127,-358.55195695060877,-11.528339035863265,-7.7583700805543465
3,0.9420712073353982,-356.81878989208343,-9.117303557981014,-6.529808403334918
4,0.9348144166741318,-364.2963697166145,-9.185234413914698,-6.707515866639333
5,0.9422718238801406,-346.86865992721624,-8.036193523514008,-5.783744685102713
6,0.935513252573094,-362.25999550939633,-7.0188076369517205,-5.4377129116931044
7,0.9329133476693825,-341.4131610357375,-5.589805982752947,-5.047188185839743
8,0.940060652910745,-373.5685025101993,-5.961461255061186,-5.4113938742753716
9,0.9399556352365614,-365.42234616348685,-5.362360091685418,-4.9632598970757416
10,0.9467401841977703,-365.37510601092185,-5.067977715643838,-4.804482762831325
11,0.9426288382115281,-362.9332914189127,-4.961255146599568,-4.689549277165989
12,0.9419407844688555,-363.85910226510003,-4.039443353487383,-4.3195417766362025
13,0.93693332510948,-354.0731515275445,-3.5134216047651243,-3.941440757261612
14,0.9376609214551843,-368.9331483368073,-3.3730783050885553,-4.18677943565131
15,0.9434931506849316,-368.7041323385199,-3.258652414558288,-4.366021041858416
16,0.934915681449919,-373.8098367055312,-2.83753655603197,-4.9755877813569045
17,0.9420077972709552,-379.9130542170282,-2.1626631874437265,-5.327792701568442
18,0.9431502138221837,-364.1531479804023,-1.9179892857244107,-5.565546756293817
19,0.9355111151328688,-372.44646587674924,-1.482602665814011,-5.711085320815856
20,0.9433808921798807,-368.6832695160089,-0.731773873129047,-5.556913439247488
21,0.9423618044839793,-386.51580097724815,-0.5470465688685179,-6.012974261012134
22,0.9377974576781734,-374.0254935313738,-0.05106876972913663,-5.698974986599421
23,0.9378194971749724,-377.92990016767124,0.0,-5.849086292119496
24,0.9429330785080777,-390.49095770336965,-0.07091037052452735,-6.093200864552099
25,0.93327807708247,-379.5727142651529,-0.2296932674522983,-6.044355512418175
26,0.9289059936155614,-379.38036793737416,-0.6427291384168679,-6.3661097996608085
27,0.9395269153316702,-387.0247280372468,-0.5777816954994065,-6.714811748238223
28,0.9443266171792153,-381.56456950947063,-1.0244346972900726,-6.793224305360984
29,0.9402436431023483,-384.5489531509658,-1.1591150422657022,-6.902632335516736
30,0.9421832476564862,-377.49917656293974,-1.1297605101628896,-6.876163953144078
31,0.9389545399734716,-378.3531618707991,-0.933322163946079,-7.110198188484132
32,0.9393812081745341,-385.5169609374112,-1.0771504476441556,-7.361645322968648
33,0.9337734370289986,-388.4393885170027,-0.8244339132850109,-7.388527284128621
34,0.9386573032021848,-381.96817863162016,-0.8810432889504276,-7.248763936238302
35,0.9417426545086119,-388.1490737866333,-0.7914829445417014,-7.569416633150005
