seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9261,399.0409,3214,1225,60092,56878,56878,150,40,197,150,150,135,6244,6537,0.025,0.0329,0.9421,0.0299,0.1094,0.8607,23,84,201,199,197,135
43,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9289,397.1285,3003,1267,60072,57069,57071,144,40,208,144,144,145,6184,6477,0.0235,0.047,0.9295,0.0209,0.1149,0.8642,16,88,207,197,208,145
44,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9267,398.0737,3003,1389,59914,56911,56910,167,41,204,167,167,160,6304,6640,0.0172,0.0385,0.9443,0.0262,0.1113,0.8626,20,85,212,218,204,160
45,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9242,395.2857,3161,1346,59498,56337,56337,163,41,208,163,163,161,6418,6742,0.0303,0.0421,0.9276,0.026,0.1432,0.8307,20,110,207,232,208,161
46,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,397.0639,2849,1308,59172,56323,56321,145,42,197,143,145,146,6332,6635,0.0185,0.0278,0.9536,0.0143,0.1382,0.8475,11,106,194,220,197,146
47,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9333,396.9074,2858,1101,59398,56540,56540,166,42,209,166,166,166,6066,6413,0.0105,0.0553,0.9342,0.0195,0.1302,0.8503,15,100,220,223,209,166
48,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9268,396.4104,3082,1289,59704,56622,56627,147,41,213,147,147,147,6144,6450,0.0119,0.045,0.943,0.0197,0.1415,0.8388,15,108,219,217,213,147
49,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9297,396.9166,2770,1390,59148,56378,56378,158,42,197,158,158,163,6213,6536,0.013,0.0417,0.9452,0.0248,0.1213,0.854,19,93,207,225,197,163
50,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9317,397.0494,2772,1286,59412,56640,56637,158,41,208,158,158,160,6340,6661,0.0225,0.0436,0.9339,0.017,0.1033,0.8797,13,79,207,198,208,160
51,Imbalance_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40620,0.9348,397.7541,2708,1176,59574,56866,56866,145,42,221,142,145,139,6449,6736,0.0224,0.0342,0.9434,0.0234,0.125,0.8516,18,96,222,202,221,139
