seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9354,399.6242,2908,989,60282,57374,57374,201,41,182,201,201,188,7046,7242,0.0157,0.0328,0.9514,0.0287,0.0626,0.9087,22,48,194,217,182,188
43,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9393,397.6471,2693,953,60062,57369,57371,159,42,195,159,159,144,7217,7372,0.0079,0.0329,0.9593,0.0326,0.064,0.9034,25,49,216,177,195,144
44,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9355,397.6609,3006,825,59410,56404,56407,205,45,206,205,205,198,7062,7260,0.0157,0.0288,0.9556,0.0157,0.0863,0.898,12,66,206,244,206,198
45,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9397,396.4292,2645,947,59520,56875,56877,183,41,206,183,183,190,7204,7395,0.0105,0.0276,0.9619,0.0248,0.0678,0.9074,19,52,217,215,206,190
46,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9326,396.4911,2888,1082,58938,56050,56048,194,44,186,194,194,197,7102,7304,0.0105,0.0316,0.9578,0.0313,0.0626,0.9061,24,48,202,214,186,197
47,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9404,397.8929,2487,1051,59402,56915,56915,197,42,215,197,197,197,7054,7267,0.0132,0.0448,0.942,0.0235,0.0614,0.9151,18,47,226,213,215,197
48,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.935,398.1514,2886,989,59646,56760,56759,165,43,196,165,165,168,7216,7385,0.0106,0.0317,0.9578,0.0237,0.0884,0.8879,18,67,206,211,196,168
49,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9415,396.733,2533,926,59136,56603,56605,183,44,206,183,183,183,7060,7243,0.0131,0.0327,0.9542,0.0248,0.0666,0.9086,19,51,216,209,206,183
50,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9355,396.933,2819,1014,59402,56583,56581,187,44,212,187,187,174,7275,7459,0.0143,0.0261,0.9596,0.0209,0.0717,0.9074,16,55,221,219,212,174
51,Imbalance_severity_squared_temporal_seed1000_bias_term_trans100_fsdiag25_g0.97_eps0_initbm2p5,0.0,504,40320,0.9388,398.6545,2740,923,59852,57112,57113,190,46,197,190,190,193,7111,7287,0.0119,0.0264,0.9618,0.0352,0.0885,0.8763,27,68,217,235,197,193
