episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,gross_starvation_risk,gross_congestion_risk
44,0.943744752308984,-4.944499908869005,-4.049278800924412,-3.3431865059624353,-3.2470645332386856
45,0.93622218201556,-4.964926998189968,-4.08707015763929,-3.367373602479036,-3.299722075939377
46,0.9345406413573191,-5.00889003423239,-4.1264843733561625,-3.3925112840174494,-3.335657547877906
47,0.9340560343533227,-5.032998051867551,-4.146786489365925,-3.394394082102184,-3.346880203838545
48,0.9420057479957646,-5.055162649992952,-4.17400702410003,-3.4071118043999746,-3.365663889089399
49,0.9343100612946629,-5.07727344976776,-4.198467310544601,-3.4265593436983566,-3.385743231919769
50,0.9416367980884109,-5.101157504992979,-4.219722202282838,-3.4373702592155464,-3.4032461040266635
51,0.9401600095172947,-5.116632239972055,-4.2309167253225075,-3.4488885741833633,-3.4235650639742614
52,0.939375696095843,-5.142525733425131,-4.251186557997519,-3.4545258067515148,-3.437811511184158
53,0.9394747886563942,-5.1561323299122135,-4.268155829664349,-3.4621963898407433,-3.45798214734486
54,0.9374440665831394,-5.195563858081555,-4.303293736836594,-3.4548972850392166,-3.4778416690493703
55,0.9474815633117368,-5.203355725313065,-4.319022858520563,-3.4482471188979167,-3.4929841827409676
56,0.9342222751354248,-5.256750089279463,-4.3636874004478345,-3.4690430420253864,-3.5159020546589392
57,0.93638653949973,-5.292925607908354,-4.396748429664402,-3.483488042814372,-3.5376587270655215
58,0.9366490278851299,-5.32392909269168,-4.41290364933741,-3.5040896722148123,-3.5652307052424397
59,0.9382378563489441,-5.338649541386457,-4.431233418957843,-3.5054666265112067,-3.580882094140602
60,0.9370364854802681,-5.3689009862614565,-4.455525217254109,-3.5169480189004547,-3.6016810919233126
61,0.9347524020694753,-5.40701788305425,-4.487450349088066,-3.5247452263201713,-3.6181319567069035
62,0.93984145625367,-5.421814958464337,-4.498298164232697,-3.5241678759828012,-3.642695387673509
63,0.9350272340934938,-5.447911676770632,-4.524506715963732,-3.5500628891998294,-3.670108994156728
64,0.9397334767539142,-5.460140150357238,-4.543067942032533,-3.5603461387815845,-3.6846815180340347
65,0.9351219658916594,-5.4981417914153505,-4.582091729392391,-3.5695236900685434,-3.713334193223001
66,0.9405212274064733,-5.509003730340118,-4.591445896378637,-3.560101821510522,-3.7134828548196688
67,0.9429203275357122,-5.506980440556205,-4.592272877288397,-3.543316886766249,-3.717986821354163
68,0.9393930132339008,-5.511778334835378,-4.60477816401309,-3.539682052339101,-3.726788655039905
69,0.9318490120908287,-5.551152003192001,-4.642009561910754,-3.565238970871305,-3.7566818036120306
70,0.940924249642687,-5.568920532268381,-4.666423638905384,-3.559960130010172,-3.754732796058546
71,0.9391571553994732,-5.588401979155742,-4.685596807187229,-3.544087804577702,-3.7526387518033206
72,0.9422822822822823,-5.5880236379988935,-4.690663176814525,-3.5481873181642607,-3.762310733216208
73,0.9433928518198349,-5.602454328785221,-4.704880948213821,-3.5608921226941765,-3.7736353856002194
74,0.9358261897723914,-5.615486166553942,-4.722626089498674,-3.5703282830422194,-3.783845563278011
75,0.9459792204672393,-5.613114345527932,-4.720899684102814,-3.5415812051802145,-3.782350820882917
76,0.9392162728088543,-5.640238903586262,-4.741262415497754,-3.5663419003233803,-3.797590020683261
77,0.9407757919165738,-5.647738803932185,-4.750603459539616,-3.56591199224985,-3.805932856588806
78,0.9432647644326476,-5.652564319985507,-4.7551324685688146,-3.5667963251991432,-3.8123032882641885
79,0.9392596142326585,-5.66359996408994,-4.768083331751249,-3.584840287028499,-3.8263472440565414
80,0.9432761236205717,-5.668716683188943,-4.7783158293265355,-3.5795370229638923,-3.8384303357135745
81,0.9458703174364375,-5.6741594941040825,-4.7860374270389645,-3.5829039840543153,-3.8425689128124176
82,0.935981941309255,-5.710790559633625,-4.818518319387386,-3.605675084149605,-3.875437707291402
83,0.9407300758870992,-5.725857374450452,-4.833421753861157,-3.614006586920957,-3.8829426143849495
84,0.9451190333771983,-5.7346389339070445,-4.85119161838335,-3.618638104911932,-3.8950937030029595
85,0.94048325813346,-5.737003482827072,-4.8487754196612896,-3.6067135822611127,-3.906419299155519
86,0.9401694052856844,-5.748225975682286,-4.861841845625882,-3.603111056249784,-3.913731781148938
87,0.933475109327263,-5.778429297998728,-4.891057105151957,-3.6242327696899226,-3.931724353061154
88,0.9436191965359635,-5.791088014399532,-4.903817752867475,-3.6284526260946084,-3.936735354593918
89,0.9402346321901,-5.817970539180818,-4.9221452085018464,-3.6527729531206803,-3.9565877878767606
90,0.9361314957341448,-5.845244827713507,-4.948792389114985,-3.668964915232947,-3.9761485514363737
91,0.9356468797564688,-5.871789096562491,-4.964529922598117,-3.6866343196358096,-3.9876898514833257
92,0.9405522730013264,-5.886154177058806,-4.976297232669782,-3.697883062646925,-3.9973783082191017
93,0.9386058981233244,-5.9058492097503645,-4.997543070269355,-3.6962246974148374,-4.002156298876493
94,0.943471005423446,-5.908156378754229,-5.006084318458118,-3.7095887125860934,-4.008248430604955
95,0.930351666021499,-5.938003836090279,-5.032149783496624,-3.7405166148549696,-4.0398981365847595
96,0.9404896646214332,-5.950421027373148,-5.046302115411972,-3.7466612728135895,-4.050204769292198
97,0.938545162919179,-5.9735231637064405,-5.061278574732939,-3.7620529913196283,-4.064142136715709
98,0.9388991851263495,-5.994641127099226,-5.0802288085514675,-3.7597908063788115,-4.064240560260296
99,0.9440268335779102,-6.002452246168845,-5.087149408117868,-3.765761647648689,-4.072471370166852
100,0.9454859251324168,-6.008796636410526,-5.095331646642889,-3.7502297327208325,-4.079267192062402
101,0.9402993994083724,-6.025431833254818,-5.110419712861986,-3.732719490633208,-4.072486330117574
102,0.9489547452191471,-6.017710229015756,-5.1022071419782975,-3.7173729298194416,-4.071339850093379
103,0.9387491359360443,-6.035509782838574,-5.116353388048447,-3.731052092306141,-4.092102253937167
104,0.9382150344414495,-6.042217758443246,-5.1329161506919805,-3.7228991101393487,-4.086519648683527
105,0.9377310122809109,-6.058865130406591,-5.149987452012771,-3.7395741181296236,-4.1019252223813805
106,0.9439880507841673,-6.0751489837466,-5.165090380132475,-3.7506193218242694,-4.114698180731725
107,0.9342097523675078,-6.100902289592639,-5.188197657188792,-3.745552106584341,-4.134870959325406
108,0.942284362489385,-6.119127224314932,-5.201984241695737,-3.7328357913873824,-4.135455985703818
109,0.9430191654536633,-6.124972257591903,-5.215627130150561,-3.737723741187873,-4.1487650545778365
110,0.935751512610076,-6.1391153385824495,-5.2302127149774735,-3.735803403949374,-4.165481809684089
111,0.9415181796291837,-6.1387045126559965,-5.226617901671834,-3.724141942862933,-4.171639145653849
112,0.9369294110627125,-6.15330671990994,-5.237657129698658,-3.737311024039127,-4.188829805781561
113,0.9514157883674144,-6.1496014089774915,-5.233712144148291,-3.7178433993496878,-4.183594033866193
114,0.9384862740427559,-6.159404340379955,-5.247068679123646,-3.713751301804896,-4.1957656392083145
115,0.948135023124512,-6.161354439789471,-5.246995215011037,-3.7155833507754132,-4.190587745543737
116,0.9388032638259293,-6.1769846258410315,-5.2680933640489584,-3.7192709433178752,-4.194246591255335
117,0.9337257597035886,-6.192676700436035,-5.280537423032797,-3.723556087903745,-4.214347307387102
118,0.9403344839900012,-6.214188460918819,-5.292851960164995,-3.7419839901191727,-4.2308260051098205
119,0.9325270338705354,-6.227218720374584,-5.3016594280774365,-3.7483157250851686,-4.237569268596497
120,0.941331654525287,-6.215733897034552,-5.3028485339655385,-3.74458544989082,-4.246368229081057
121,0.943537193987538,-6.22316525664557,-5.310188229987125,-3.7421157457028333,-4.2490937055814175
122,0.9393847918616235,-6.237103827913246,-5.320575787841948,-3.7436114407376677,-4.257878293444908
123,0.9419658940795004,-6.248349138534103,-5.335320160297536,-3.7498839824411,-4.2614431815763325
124,0.9409631093155613,-6.264818763920309,-5.349297813047771,-3.7649888827799813,-4.269646475618011
125,0.9413646692979308,-6.261401645133519,-5.356319382553858,-3.756398258457623,-4.264323645539044
126,0.9395792123718756,-6.270264903738351,-5.369480173233861,-3.7564675291499707,-4.271741370624371
127,0.9443925937076622,-6.275977476351968,-5.379180943914297,-3.7549549836902463,-4.28068393252076
128,0.9419466182640521,-6.28217124222742,-5.387116715109834,-3.7490206679877223,-4.2866667762488815
129,0.9347529913517356,-6.30098199159,-5.402448253957091,-3.7583263657502957,-4.309810504465978
130,0.9395050412465628,-6.32645566556799,-5.419456564969173,-3.7780178535854096,-4.321537022523227
131,0.937397231606326,-6.354752493183885,-5.44519898570537,-3.7965149916217307,-4.344569212745599
132,0.9414036768668783,-6.362732575253425,-5.448211065366896,-3.8025272271521917,-4.356276221820504
133,0.9380740740740741,-6.387626641588001,-5.4686741718516965,-3.809647003188228,-4.3732238605271165
134,0.9436615440685173,-6.387037955781739,-5.474709343833984,-3.7952917715486003,-4.36766459792288
135,0.9418441411033782,-6.400935874093032,-5.484968546879496,-3.799762423794291,-4.384623596242508
136,0.9423783493144547,-6.411185813653756,-5.498841676689617,-3.8013456842665883,-4.387075297070396
137,0.9410075856024661,-6.417305584544958,-5.499016572611628,-3.8013777159945352,-4.3883473866554725
138,0.9363318461352949,-6.428933652705668,-5.51570174470199,-3.8126301789190498,-4.411241843222332
139,0.9406837964763244,-6.44340516021464,-5.529402239441189,-3.8211010096862577,-4.422323755305836
140,0.9377107418111753,-6.453959674347282,-5.535837794077356,-3.8369590883825087,-4.4343393129859185
141,0.9387958653206795,-6.469189483177978,-5.551310729299979,-3.8354245914092324,-4.440940407093094
142,0.9397951237045468,-6.471944763442677,-5.55393779946595,-3.8306077270522243,-4.449005907641387
143,0.9331138710160107,-6.484328456752013,-5.573001719111275,-3.8229303514089077,-4.452881343122417
144,0.9459931861946378,-6.487117375837558,-5.574687455058278,-3.8302089613873465,-4.45892268440761
145,0.9435711526461237,-6.493190296174839,-5.588630102853665,-3.8457783598632496,-4.471092574772024
146,0.9393493787887882,-6.513989612356728,-5.60876834549999,-3.8514957722511864,-4.479988146687915
147,0.9384151211287604,-6.528559144974314,-5.621423551127803,-3.869085566558688,-4.4846654987249535
148,0.9340805816419266,-6.546030112797265,-5.637324229462938,-3.880935530027629,-4.498442209411022
149,0.936291342851979,-6.568808989806002,-5.657607733799942,-3.901528006645573,-4.510429168045987
150,0.9350224887556222,-6.589475766603203,-5.672851638797179,-3.9118050972835774,-4.524121449865643
151,0.9415999036202638,-6.595411051233777,-5.669291994230415,-3.9286452837015022,-4.535390274865139
152,0.9428503464065892,-6.599691361100847,-5.675568242865101,-3.9371593293130225,-4.545782004185561
153,0.940958204701971,-6.609633616789113,-5.684878296078533,-3.9412639562657144,-4.551171813263547
154,0.9369491321481214,-6.612517198510948,-5.690175240928245,-3.9657974364128696,-4.566043436139927
155,0.9417358490566038,-6.620361377283712,-5.695731118360414,-3.9594693185486034,-4.574848021756783
156,0.9422101557372158,-6.637294728967539,-5.713595754926158,-3.9625648064057857,-4.580830674690563
157,0.9457364341085271,-6.631917196034638,-5.712756149615687,-3.953675228840288,-4.578049656800504
158,0.9385581812743045,-6.639905564000765,-5.7200421267862644,-3.9713961250630354,-4.596002856356919
159,0.9402159284624817,-6.641117630952234,-5.728919828675626,-3.967349125085669,-4.592800571417038
160,0.941662395610359,-6.644192771279975,-5.72873382178618,-3.962784448840386,-4.593165381466803
161,0.9417864507067507,-6.657588434814779,-5.743014995335624,-3.9777713118543114,-4.608591991464265
162,0.9394186362401521,-6.665303531259016,-5.754984992970713,-3.9780848821030497,-4.612790176579648
163,0.940738283370529,-6.675565434654194,-5.77199352942646,-3.980304046774207,-4.621118589834561
164,0.9431701884293541,-6.679021728357881,-5.774195371771338,-3.9840662779458795,-4.633053889517253
165,0.9390011323678408,-6.68555444324745,-5.7769672748353385,-3.9972007739440714,-4.643293964247042
166,0.9298151460942159,-6.708911005104501,-5.795787951063344,-4.008452760184269,-4.652950327731164
167,0.93498322147651,-6.717994101953339,-5.8048673907599255,-4.01700244451707,-4.662111876608478
168,0.9480828984283085,-6.724259324876576,-5.805597981417839,-4.010740824138763,-4.6588377942364305
169,0.9444511097780444,-6.722999170412737,-5.8013581538901455,-4.017095165929115,-4.67002328098736
170,0.9426306110759398,-6.731166019833794,-5.804312821844352,-4.022128264682061,-4.676166144522461
171,0.9456854484284545,-6.7346058361607755,-5.811187856288647,-4.025300570804521,-4.68312066229973
172,0.9406363127998352,-6.742603499338775,-5.820780597475325,-4.02026146120897,-4.683402714246305
173,0.9395383919143159,-6.758134450060735,-5.8328742837467935,-4.019962189200077,-4.690429791752607
174,0.9424292845257903,-6.768237112152319,-5.837274086807008,-4.018526472778516,-4.697463367101277
175,0.9391495380541094,-6.774183585008571,-5.84952119998855,-4.010694440666726,-4.697136965720907
176,0.9329862980913062,-6.791882419655046,-5.8589567221413015,-4.047722522625872,-4.724457362103705
177,0.9407022734820809,-6.792917954564289,-5.8681228310434825,-4.051382884444996,-4.731850653778113
178,0.9400698736898683,-6.803026091857579,-5.879066595259904,-4.063600892419256,-4.743474241756071
179,0.9449725776965265,-6.8118916847887485,-5.887644213027373,-4.076642748308717,-4.755727512157473
180,0.9427348380530444,-6.82470821193215,-5.891538640682296,-4.077757170659369,-4.763172399895505
181,0.9348547841952561,-6.843121688336262,-5.907911792264684,-4.093674269611936,-4.778631788957967
182,0.949180130214613,-6.840240206597391,-5.914451869587561,-4.086907542318204,-4.77633638163898
183,0.9397518134404412,-6.851647635865537,-5.919089695509348,-4.088738732888837,-4.784915031483965
184,0.9460452061747933,-6.85143480589333,-5.922352061787917,-4.081021510138256,-4.783726161220881
185,0.9436321948604949,-6.853859838669882,-5.924523737724357,-4.084810729469255,-4.789766970690599
186,0.9428972269484494,-6.862208940349591,-5.93230223137289,-4.087112790186378,-4.796077339735382
187,0.9419486318817993,-6.873892252142195,-5.937975161725916,-4.0959616159575365,-4.806899209008576
188,0.9413872763890534,-6.886143472485531,-5.954711169786975,-4.103187248767604,-4.818137120456708
189,0.9385372587857508,-6.8968213015805215,-5.960230429193056,-4.109804496999602,-4.828428356222429
190,0.9398695895907709,-6.9129523241376125,-5.97135494397597,-4.109336294642785,-4.839837184139921
191,0.9387149917627677,-6.919676701360899,-5.975811419607829,-4.119750452397323,-4.853670799001465
192,0.9398015303682449,-6.933084174927422,-5.988422005496078,-4.135861996377515,-4.866066626274315
193,0.9345192136366336,-6.953048755944642,-6.008796519981004,-4.147283929450005,-4.877288440671705
194,0.9425315301625893,-6.955880174786399,-6.018621244846964,-4.13925086041459,-4.87975394662563
195,0.9401285308623524,-6.970563428245887,-6.026789569464313,-4.132743515689464,-4.878321064517652
196,0.9428673239102031,-6.970687297153659,-6.028661497871084,-4.130744331811534,-4.883218169772812
197,0.9392899761336515,-6.98993128372342,-6.0430907181996485,-4.132936756670914,-4.8868732783974576
198,0.9419874502232413,-6.996917498382399,-6.051226973361454,-4.134881760968232,-4.889242320931197
199,0.9323308270676691,-7.018161676787225,-6.067100691644934,-4.155506681577166,-4.90463234070141
200,0.9399262037629982,-7.016821782585967,-6.070608683516155,-4.152595509871549,-4.905780921807252
201,0.9467234145310754,-7.015423166329591,-6.070554754907483,-4.159050823130306,-4.911148860864467
202,0.937575210589651,-7.031117176861572,-6.084312410739134,-4.167176412277412,-4.921929398550775
203,0.941904184354154,-7.033814895096642,-6.095798342194047,-4.167518362384717,-4.923842084361269
204,0.942522271879717,-7.036707906504184,-6.101050389878236,-4.158165001877494,-4.925103291099399
205,0.9404818560380726,-7.047406952261157,-6.114223882784626,-4.155874002107257,-4.9330443384291724
206,0.9388051570728164,-7.062847873438737,-6.1271947376205285,-4.158190523947806,-4.940280128907104
207,0.9390131048688021,-7.0690334981215885,-6.135730524287911,-4.17023067137941,-4.951651845914322
208,0.9442079386017508,-7.079082819542067,-6.142195336041053,-4.167132949562022,-4.96290013511828
209,0.9467250448120831,-7.0769697681552115,-6.148508398405591,-4.157374812308414,-4.9584966568381645
210,0.9402102295363305,-7.088298943597621,-6.158560793918274,-4.1671532047756195,-4.966308870375901
211,0.940853476574157,-7.095183460334774,-6.165711420568834,-4.172607319447288,-4.977867717232933
212,0.9449030066450133,-7.093799647755884,-6.168347841857392,-4.179449614075256,-4.982299257720117
213,0.9445935756296184,-7.092143801551863,-6.170553073170918,-4.1810034669111555,-4.9829801117332
214,0.9339479589979984,-7.1062292116682215,-6.182571971302925,-4.2036142926190205,-4.99623237986125
215,0.9403047630452355,-7.110924361972153,-6.188771934450681,-4.199418558210738,-4.999500870801547
216,0.938677960974134,-7.122255737117373,-6.200806695802355,-4.198665272526683,-5.00516375729714
217,0.9429665758999372,-7.130133973445709,-6.208255379387042,-4.2082875698361475,-5.013901175210999
218,0.9484829424626352,-7.133590604299942,-6.216189989583315,-4.199787410683015,-5.012953849488693
219,0.9406553142925789,-7.140826629358197,-6.225312994498201,-4.203975354536395,-5.021318461896928
220,0.940408476024874,-7.143803857698298,-6.230130695918811,-4.205254647945152,-5.026638271260693
221,0.9413803496081977,-7.145986845753064,-6.235750311525671,-4.20872574571503,-5.031809533408259
222,0.9427442357974803,-7.150827553080382,-6.242849946826943,-4.21903231682852,-5.04046184202078
223,0.9347923446690354,-7.164292458486298,-6.2556743717668,-4.237706576401979,-5.053691803339125
224,0.9412201276532581,-7.177648650987822,-6.265454680622428,-4.241538157320918,-5.065325419974624
225,0.939794727550196,-7.188912579284058,-6.277656441019033,-4.2418244491309105,-5.071520167813786
226,0.9400737830299031,-7.190915082206749,-6.280423325563751,-4.24536412769957,-5.0730711238814585
227,0.9392655788563076,-7.195342613344122,-6.287097851765153,-4.251629857206445,-5.0824014967213005
228,0.9441940137035701,-7.196137934509613,-6.290296780254514,-4.257091918333078,-5.08913003973259
229,0.9387516488787624,-7.211125741133463,-6.303813204906586,-4.266564354814303,-5.102052420440537
230,0.9440888781548122,-7.211698655652573,-6.30777743155774,-4.269530435861909,-5.106708206544382
231,0.9377579610158768,-7.216100441103864,-6.312637360962353,-4.28933251306915,-5.114309437119066
232,0.9404279583445875,-7.228700055435417,-6.3226551026161895,-4.295404577411965,-5.122065412865865
233,0.9421958421570674,-7.232833552123291,-6.328165601243443,-4.294653161831862,-5.125533525047449
234,0.9447362209370943,-7.238598095024829,-6.334100693256674,-4.293716770147965,-5.132983743039467
235,0.9433350349839345,-7.247464304493208,-6.3358088757498585,-4.295686053938625,-5.136296335866582
236,0.9400226217406834,-7.257728822550671,-6.339764004725857,-4.306021069909618,-5.146331912036339
237,0.9387378670133955,-7.2736141311737885,-6.347148698556783,-4.319336056481872,-5.159882426413819
238,0.9459937627443925,-7.27574311969953,-6.354713771537139,-4.319952124862264,-5.165136943698672
239,0.9435311795642374,-7.274967468067009,-6.355215336552546,-4.330240394220721,-5.17411061650723
240,0.9381906387566257,-7.282295836294316,-6.367199338824846,-4.328112372529051,-5.179286441479438
241,0.9406097597462825,-7.293166116515062,-6.372584180854965,-4.336132026870276,-5.188854438184516
242,0.9399200937246538,-7.300300588002932,-6.384693049649981,-4.331219266674813,-5.186135931489406
243,0.9457930709403723,-7.308555434606791,-6.39428230607684,-4.333211801802812,-5.1979071779886326
244,0.948572640766107,-7.302113875318989,-6.395082475057021,-4.32943358952618,-5.198926950188202
245,0.9363493986584321,-7.323622957377994,-6.41067057296686,-4.339355263641489,-5.2138291124146585
246,0.9396918172157279,-7.332843502937134,-6.420217754908618,-4.340420912898913,-5.2219584481485235
247,0.9400161150735623,-7.343012402058211,-6.428530680578126,-4.339321634506103,-5.229897856162154
248,0.9383140160114709,-7.355308995004626,-6.444106424232143,-4.352989067186693,-5.241073680700822
249,0.9461819720182516,-7.359777905564468,-6.45049597616187,-4.354491314965828,-5.248786414576664
250,0.9486492990794778,-7.363334357462633,-6.453660396929037,-4.353000687303252,-5.250461310107699
251,0.9371256592866295,-7.376437862031595,-6.459146181350051,-4.360936225658422,-5.258450986728385
252,0.9360879545729129,-7.382379140597164,-6.466951937388881,-4.36908282426568,-5.26966638140206
253,0.9418523991917243,-7.385630492670023,-6.4698632086069745,-4.370163746499505,-5.278681714378178
254,0.9409802184824329,-7.393705690268468,-6.478070831847126,-4.3737383550702305,-5.288252619653902
255,0.9399177445312035,-7.401446576450412,-6.484835998359038,-4.379927812062704,-5.295264418012765
256,0.9382039211012454,-7.41027875055051,-6.495695921995205,-4.384932485409996,-5.301505716158201
257,0.9475380213823219,-7.406671831205364,-6.497199063574438,-4.38013763436334,-5.300385428274288
258,0.9400425697754594,-7.41447464482998,-6.5047639797132835,-4.388884777187287,-5.304275441073489
259,0.9373465463688804,-7.426204510175944,-6.519367698067659,-4.389625324420325,-5.3071342968554935
260,0.9466599310590752,-7.430137609538084,-6.527846367525031,-4.386433387341861,-5.307556961985028
261,0.9464275055213992,-7.429822822094283,-6.533912420389602,-4.384173994758395,-5.315333286463859
262,0.9425729482825976,-7.438015576239717,-6.541525084352492,-4.3949029963922,-5.325163005844681
263,0.9405431415596524,-7.441868220664154,-6.551321130106301,-4.386108856622861,-5.325170915674107
264,0.9429984618632566,-7.452704511539813,-6.559287726710166,-4.378640216926061,-5.329855255460464
265,0.9506545820745217,-7.45186078112493,-6.56564518879535,-4.374881962348663,-5.334569481740686
266,0.9437811243775125,-7.455483747139057,-6.570792146469208,-4.372811884260702,-5.335206717295804
267,0.9419967363892597,-7.464671298267694,-6.582262521845761,-4.375817011503851,-5.338082856726553
268,0.9444711683001623,-7.465916026126174,-6.586452941563411,-4.3733883261110895,-5.339263370652336
269,0.9425406817911866,-7.470771122162882,-6.591241273566762,-4.371225152496244,-5.340873599036914
270,0.9431172811683043,-7.473658082880208,-6.593387948371935,-4.371017593017655,-5.345950545430767
271,0.9406914335402237,-7.478931635711061,-6.604457139301285,-4.3744291702295985,-5.354853354185654
272,0.9408688896856698,-7.485694795206737,-6.608727748896281,-4.383881155552637,-5.363808999285301
273,0.9379120220544169,-7.498715092185737,-6.624721362459017,-4.385131098484128,-5.368443928196689
274,0.9404937750580291,-7.506736334198142,-6.629852050628523,-4.384177990129798,-5.373662389265578
275,0.9403887818969667,-7.517207589091396,-6.6360232834551045,-4.38921905045345,-5.3841950458641135
276,0.9486714077424346,-7.518453356985832,-6.638220776849953,-4.387049993511803,-5.388726093016436
277,0.9385162601626016,-7.5236275534406145,-6.646243489042329,-4.385758799434717,-5.390261271587001
278,0.9463856315867597,-7.529863180358686,-6.650659677865298,-4.384150694566908,-5.396175343306492
279,0.9412191362688507,-7.538150767149293,-6.6552593316166355,-4.385364662533798,-5.3972962774488025
280,0.9358351331893449,-7.544233771759194,-6.663469544130201,-4.3957809922596365,-5.411383489829472
281,0.9373388499130539,-7.555410310736662,-6.667818303682036,-4.415337763145343,-5.423176040862477
282,0.9447801376009572,-7.552236143785258,-6.6711591880799075,-4.422257137400057,-5.429905012670076
283,0.94124175164967,-7.564451940992896,-6.6823070857975075,-4.412550819210903,-5.430638028430922
284,0.9388709097446961,-7.56385876109478,-6.687579997724543,-4.413198329858042,-5.435241602942789
285,0.9381708238851096,-7.5741296572886245,-6.695404033726516,-4.421359409462983,-5.446232563405476
286,0.941792535641856,-7.575906551768961,-6.69779270917634,-4.428518613867595,-5.449267133761725
287,0.9514745869065049,-7.570594538843989,-6.702172224094887,-4.424971740736077,-5.453679916879743
288,0.9392537493952589,-7.574578143958328,-6.708775447270098,-4.432222787444006,-5.458830242325604
289,0.9365616283900066,-7.5869608848189,-6.713458872610177,-4.444073053775585,-5.472678321373523
