seed,day,shift_hour_start,shift_hour_end,daily_functional_pickups,daily_functional_deliveries,daily_depot_visits,daily_depot_deliveries,daily_starvations,daily_congestions,daily_trips,daily_bike_departures,daily_bike_arrivals,daily_breakdowns_onsite,daily_breakdowns_depot,daily_total_breakdowns,daily_restored_onsite,daily_restored_depot,daily_total_restored,eod_damaged_fraction_onsite,eod_damaged_fraction_depot
43,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239,0.0305
43,7,5,5,350,362,2,1,168,64,3014,2846,2845,6,12,18,2,13,15,0.0288,0.0444
43,8,5,5,362,377,1,0,199,142,3138,2939,2941,11,7,18,1,0,1,0.0418,0.0536
43,9,5,5,331,334,2,0,221,119,3148,2927,2925,17,7,24,5,1,6,0.0574,0.0627
43,10,5,5,318,318,2,4,214,53,3470,3256,3262,12,16,28,10,0,10,0.0604,0.0787
43,11,5,5,315,309,2,2,166,75,3178,3012,3011,8,10,18,10,4,14,0.0576,0.089
43,12,5,5,305,306,2,0,121,36,2370,2249,2248,6,8,14,12,0,12,0.0497,0.0995
43,13,5,5,322,313,2,0,69,89,1692,1623,1619,5,6,11,10,2,12,0.0431,0.107
43,14,5,5,301,320,2,1,239,43,3030,2791,2791,13,6,19,7,0,7,0.051,0.1137
43,15,5,5,303,301,2,5,206,58,2938,2732,2737,11,11,22,14,1,15,0.046,0.1222
43,16,5,5,321,325,2,3,256,89,3262,3006,3003,7,13,20,3,0,3,0.0515,0.1359
43,17,5,5,343,336,2,1,300,48,3470,3170,3166,7,12,19,7,8,15,0.051,0.149
43,18,5,5,304,318,2,0,277,66,3142,2865,2869,7,7,14,8,0,8,0.0497,0.1582
43,19,5,5,310,311,2,2,106,49,2326,2220,2227,12,10,22,11,1,12,0.051,0.1688
43,20,5,5,318,319,2,4,44,59,1720,1676,1669,10,5,15,4,2,6,0.0591,0.1706
43,21,5,5,328,311,2,1,312,68,3236,2924,2924,10,11,21,10,0,10,0.0578,0.1827
43,22,5,5,334,338,2,4,260,82,3076,2816,2818,15,8,23,10,4,14,0.0644,0.1892
43,23,5,5,296,303,2,4,256,120,3268,3012,3010,19,9,28,13,1,14,0.0726,0.1966
43,24,5,5,317,323,1,0,282,51,3372,3090,3092,11,10,21,15,4,19,0.0669,0.2087
43,25,5,5,311,314,2,5,219,67,3304,3085,3084,6,12,18,11,4,15,0.0604,0.2181
43,26,5,5,301,314,2,3,154,42,2308,2154,2155,8,6,14,11,5,16,0.0564,0.2215
43,27,5,5,274,278,2,0,110,44,1610,1500,1497,5,4,9,12,3,15,0.047,0.2258
