episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,imbalance_weighted_distance,time_of_day_fraction,multi_horizon_starvation_risk
0,0.9210636892970767,-49.54970738344626,-33.87290083304426,-19.658047526906344,-23.675969670005983,-4.411747963059393,-7.336702972422419,-1.873942198875204,-72.10499538460991,-60.178577732081834
1,0.9152019361669944,-66.67535862308193,-44.371271978199196,-18.067067995135847,-25.958857809638722,-6.948605056557671,-10.912861035570044,-0.7389567239127428,-67.10823256595677,-79.17383874454836
2,0.9130566586837239,-65.99957065693263,-47.24901936523091,-20.183150078628717,-24.855811711488407,-7.603532843458956,-11.921433732296888,-0.08146486954605764,-69.01613142117611,-82.92896038727918
3,0.9162948799660081,-59.80464093781597,-45.66907861130038,-15.574824780597424,-17.765206458905368,-5.6941393879971285,-11.391537521488926,0.0,-69.13743636389114,-79.29643282314314
4,0.9183281863700417,-61.134784496342526,-51.76011756261008,-10.430336123487168,-20.086371482661587,-7.577861039231358,-13.163230077955093,0.0,-60.66709258288195,-82.63802810746533
5,0.9215680393509493,-64.58269793435458,-53.84068140705953,-10.666300147613251,-12.54909738154552,-9.288550142276478,-13.713755636830285,0.0,-41.08490684849395,-86.89911783977371
6,0.9169316495563429,-60.550084315390336,-57.371785235868394,-7.841951648443022,-7.336053225601055,-10.328806535712484,-13.831830191221568,0.0,-52.36086869241745,-84.35172755419545
7,0.9159310634720471,-60.75259669235927,-56.37977132316607,-4.878412770576684,-5.823047935089507,-8.033706562082939,-13.447333435663348,-4.828657153509136,-51.006813288426684,-81.79682031715981
8,0.9171168995804534,-57.89799232241386,-60.42656069480372,-4.997990316602865,-3.316374388724017,-10.445608118025126,-15.276804723920923,0.0,-46.71078616945337,-81.97725013103855
9,0.9154985252531396,-71.10477957857697,-74.81669962633093,-9.66457247544447,-10.418027281723196,-13.576762198788135,-18.234164690394177,-0.33695651817235767,-56.93431478678038,-98.00126197275773
10,0.9116645060146522,-67.04563416100976,-72.18180696981955,-2.508969040248932,-3.650791592877163,-14.621879726708089,-19.173158063522514,-0.034013493572798204,-50.19797813127371,-93.6798323013959
11,0.9221571278353613,-72.21209794885236,-76.31887137920162,-0.41904377878621524,-4.69995923466986,-15.072119095968409,-19.06769900070782,-0.01760686942059676,-27.56558622175841,-94.51066246961655
12,0.9113210975831365,-75.08387745373147,-80.96125960657841,-1.202999199224238,-4.08161202891952,-16.284518953549732,-18.283554068044968,0.0,-51.849603592815825,-98.03815547079046
