episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,imbalance_weighted_distance,time_of_day_fraction,multi_horizon_starvation_risk
0,0.9206866383081425,-39.09524597578857,-28.924008530045512,-15.932439169237107,-19.299394460906992,-3.211515635677449,-5.429752714194196,-5.075987124689866,-69.65158324612723,-50.57237014287377
1,0.9181919609203028,-48.70295354162839,-38.17563688609805,-7.33204814772891,-20.853509359462713,-2.767888389831811,-6.768665899048294,-0.0328346502696778,-65.85385229088227,-62.149103809469715
2,0.9127044330491246,-53.51301772009811,-42.925121948769956,-11.435015726660266,-15.470942136611999,-5.812823739357773,-9.989008699239088,-0.15095051932865272,-78.38559970454791,-71.50488726155398
3,0.9114463659450962,-59.73172032660319,-51.18463488505806,-12.244239850775127,-15.863891600115753,-8.061959388762851,-10.619766945634549,0.0,-58.89636862564971,-83.92688626886701
4,0.913746387283237,-54.965458927521034,-51.17102769375649,-7.160431117488446,-10.174977004306921,-9.541059112055672,-12.12302604161975,0.0,-52.25691212840496,-81.48051507048557
5,0.9202477854919799,-58.040496366240745,-54.407375216529644,-7.86463784273352,-8.534655292794083,-9.918127473587102,-15.017189267730833,0.0,-46.581378181935335,-85.47251004725234
6,0.9145358700920989,-58.32745206271662,-59.230233354946336,-8.354482190157384,-7.067424099114913,-12.606035504432715,-17.110276181702822,0.0,-48.96551556329349,-90.3259246071431
7,0.9239061509194674,-53.80015932962852,-55.99235832769433,-1.880077215077868,-4.069929916995296,-11.290158513107043,-17.34193078307945,-0.05765137018631129,-43.17281058622661,-83.5829536186866
8,0.9124018742773687,-63.95297882100722,-62.908096686395794,-3.315222204524847,-4.548262876992899,-13.461789772526707,-20.30607915204831,-0.09367840473505831,-42.65452373425986,-93.77098719407931
9,0.915727643251019,-62.04892773556068,-60.630457144287426,0.0,-0.3397349497259553,-15.445476040163415,-18.866794703451298,-0.4247133168607433,-56.362107819507926,-88.77114137226425
10,0.9064674208966059,-70.64714769395965,-71.3298202755591,-8.751503350061023,-6.958114057040044,-16.26032405744297,-21.33769085904468,0.0,-65.13848978732476,-98.91301792524246
11,0.9192596807522986,-66.03784257779358,-65.95613032278278,-5.464536622106196,-2.7165460046957444,-17.032537765134,-23.459016531380637,-0.00852299915215149,-63.94032724257154,-91.9595295614057
12,0.9142874407081785,-69.58927617215717,-66.70999522195626,-3.701788350491523,-4.90301872213606,-19.6743232032208,-25.02836332584865,0.0,-50.10814006968261,-93.06197558077893
13,0.9142219002776771,-67.11719055126598,-65.62831572555842,-4.254249702319985,-3.4052921562739797,-20.0779482574001,-25.997744549831545,-0.004848648036233736,-50.844598134290074,-92.56052425572459
14,0.9097055880658561,-66.23163363832266,-76.22826080633551,-3.392948315627299,-3.384620118775592,-20.597494716280636,-25.212242346335426,-0.0597991714934279,-37.55610843135722,-92.17033395899277
15,0.9152218766359745,-74.33369218639467,-80.83484525402238,-7.339669865529098,-5.6129525167409735,-21.860838647474587,-26.23542123049648,0.0,-44.96849327452315,-99.05120632952888
16,0.9141102456560815,-70.12935442616617,-75.82403191536689,0.0,-2.055075923373581,-21.991245155504302,-25.48359073628253,0.0,-28.17265173825853,-92.18734626021778
17,0.9130408563244384,-75.10432601312993,-79.45809476989713,-4.143197140175899,-6.2161804267206175,-23.27971236493263,-26.515385819996556,0.0,-55.39184154537542,-99.03651313844924
18,0.9100130115921458,-78.48542119128045,-84.03461309340798,-5.319146153580812,-7.512636104488207,-25.40453823963781,-27.613006983892245,-0.8492822984454766,-64.3421508995263,-105.26865052359373
19,0.9146561037090385,-77.25704955311653,-81.2768399008926,-4.673067525155604,-3.173091163903874,-25.24944858538729,-26.369782096855616,-1.0474705356721474,-63.522387138570885,-103.93259782713379
20,0.9112461640291233,-80.12081071530254,-82.65043025841076,-0.38141685093130995,-2.419942757533466,-26.169683599683015,-25.437846863149787,0.0,-47.813968359761375,-102.82279620154232
21,0.9140835273837965,-76.11946514817983,-82.06522039088222,-4.510907258560829,0.0,-25.29340176069402,-23.857079494578972,0.0,-44.43868233875702,-96.32204644390372
22,0.9195740549723924,-75.45467671313817,-79.49659813605729,-0.04260515155538693,0.0,-25.245937152443915,-23.10972288244462,0.0,-41.80660438811789,-95.13564774543903
23,0.9213765085434341,-74.62732996402737,-77.04849843326875,-0.2003986827429084,-5.0003978409437595,-24.628506150911136,-23.475253259003992,0.0,-50.4074938462911,-91.90020641979018
24,0.9146296748961135,-71.1918923832589,-75.00053573832653,-6.380835911642893,-3.6715148454897113,-25.85815241020388,-24.727747027340413,-0.027433371304947544,-52.294721589140835,-89.30252075789981
25,0.9115271770363873,-69.90589869806422,-76.28082463435948,-1.3475780757839022,-3.849918735272129,-27.451550375784134,-24.0512080643717,0.0,-43.16921982531346,-88.44653734947968
