episode,service_level,squared_starvation_penalty,squared_congestion_penalty,delivery_potential,pickup_potential,starvation_gravity,congestion_gravity,imbalance_weighted_distance,time_of_day_fraction,multi_horizon_starvation_risk
16,0.9125668124392614,-77.44735284373651,-86.46719654566104,-3.8141598312329874,-5.128629357185847,-24.07251883089216,-17.25224257745234,0.0,-55.23625613024736,-105.61448170821897
17,0.911244557874193,-75.1608256079078,-91.65709702942709,-5.273918233569585,-9.39630720671869,-26.34727860205794,-15.146296894777818,-0.3704072331354929,-57.27320124231929,-106.56272673072532
18,0.9132911582166522,-69.23199547090144,-89.88074630886396,-1.3217415562393162,-4.868658126139675,-26.93008075144742,-15.194569814068789,0.0,-52.15457021969619,-101.5349620842901
19,0.9236282673010644,-61.51611055227725,-86.3904016411417,-2.627224161073532,0.0,-25.256398656662373,-14.069880381513126,-0.017025865432979945,-38.31328111802596,-92.33727500548933
20,0.9243986254295533,-63.36444225843641,-90.86744340213556,-2.4532121359321675,-3.457094381527867,-26.516792430230343,-15.452852790991596,0.0,-39.76478632559898,-97.5137118842527
21,0.9174289841116996,-66.24858309558951,-93.55355570457102,-3.4564570762472338,-6.816333544265772,-28.847274073874328,-18.733206833167674,0.0,-60.359492235873795,-102.29712847329363
22,0.9058239655584788,-71.4551098991331,-99.53219652053752,-6.224709649410582,-7.001223461227804,-30.920565276283615,-19.900349300222558,0.0,-59.669590348665984,-109.43775919772754
23,0.917120296703954,-70.85639373908369,-95.90438137260844,-4.337107692940938,-8.131773881242305,-28.52155946558181,-21.29917339753171,-0.3632824926346393,-53.13818702272829,-106.33018860622201
24,0.9207665990493203,-66.70614729260849,-92.06982469526129,-0.9373319520641871,0.0,-27.761300866540896,-19.75487429527092,0.0,-42.12610261456075,-98.79213724669266
25,0.9155547541771848,-64.1666059812095,-94.87878984456181,-0.8172368131832138,-4.997470860093574,-27.798193347320122,-20.121079352219667,-0.8002899602262413,-51.32243116927537,-98.49424255521727
26,0.921574592358238,-62.48470313579477,-94.7763145893405,-0.4207483707724655,-1.3366695402114366,-26.68406939779929,-21.06065346926273,-0.0017720209583791421,-40.706014729538,-95.805850544949
27,0.9102078827204999,-73.9290645726804,-101.50978203758072,-8.120442060443768,-5.6632923364688175,-28.980670055401294,-24.07056846042232,-0.4014647728872073,-59.87925459139756,-110.10719762997044
28,0.9189415959965239,-73.47807741856157,-100.26111450240172,-1.4790340834541986,-5.932299715834173,-28.66930361364823,-23.87081158953476,0.0,-46.08913462076773,-106.61618893625806
29,0.9097180563887223,-79.88794273369923,-108.4244863185661,-4.657489005635467,-3.8600994848967107,-28.43413796200189,-25.320823301068334,0.0,-54.48093317665257,-113.28321491780673
30,0.9157741876928662,-75.77004529729645,-106.01921618011757,-0.6717856765432346,0.0,-28.71138552971705,-24.38015876089869,0.0,-55.05155924811448,-106.62837720985358
31,0.9134023713042173,-84.17558386602781,-115.10792072854701,-6.362891990776249,-8.907950688151534,-30.253349265295764,-25.211783626123502,-7.773168514514629,-77.35835007073963,-119.38367767561512
32,0.9233242195715531,-72.9774058495012,-106.19788264133169,-0.0751746264837947,-1.183908310050339,-29.840998336562215,-24.161240112290663,-0.18976050274562622,-49.814945533777234,-103.23268557138812
33,0.9259035598900933,-63.67869796277479,-104.1081565337128,-0.610348408411203,0.0,-28.540305931680077,-22.48291169357438,0.0,-40.096948301468295,-93.45503424101796
34,0.9221106280917404,-64.74399285831113,-104.88137618729702,-2.708331207502749,-1.261052179603184,-26.678563298584994,-23.112410179929984,0.0,-48.25583568920626,-94.74919618621118
35,0.9196724272896971,-64.57352578359499,-107.11673466269862,-0.779393204852565,-1.6392414554348131,-25.719559924362475,-22.13687896829734,0.0,-56.43994294114249,-95.87585274642787
36,0.9100051184777045,-79.65172110527747,-114.48631858731214,-2.358496773696487,-5.922751381098315,-24.770531710367912,-22.436472127452177,-0.16371843234670336,-79.74055874184847,-110.20863167078645
37,0.9083439067125854,-83.83984312953636,-114.0383794647602,-1.2933119799907915,-9.219260995881084,-26.80343151465984,-25.313987472028757,0.0,-80.2160768261252,-112.96984872630497
38,0.9159778795266694,-80.16700803018186,-111.76022096448189,-0.7358841407190955,-5.098253100037148,-28.448763535338493,-26.170964906770173,-0.11664633808490218,-68.49087471779059,-107.48268404916607
39,0.9231163660493454,-79.91228896596333,-111.38313961208468,-0.49290476115267234,-2.0647927139191893,-29.05144485259458,-24.811826270165845,-0.9317444491189623,-52.125887924133856,-104.28106594334584
40,0.921505890796005,-80.2878035255144,-109.6694633242533,-4.156355448901743,0.0,-28.639259516345202,-25.296274801476223,0.0,-62.976092544768065,-105.06585497245663
41,0.9237770539709598,-75.31438238823955,-109.28235869219863,-0.11105314222382026,-0.45266194638924484,-27.874255344401675,-24.508377822277865,-0.031130865810895202,-32.59063842427091,-97.7585943723915
42,0.9211737629459148,-79.78137453602989,-111.94785512611,-1.0622418541067324,-0.4097078517617085,-27.23356341619396,-23.990580809356384,-0.009644221474169833,-45.43009079213389,-100.85050280606029
43,0.9263167415357714,-86.13988049137899,-116.37915400488933,-2.8007641749939762,-4.6982440274531925,-26.535546893842763,-22.069471955896113,-1.048963110409289,-42.28686700736526,-104.18707125926196
44,0.9179236102663909,-92.8663886298973,-120.03754091165383,-4.950344879955898,-4.620468554816722,-26.222368080604127,-22.133985759128713,-0.008231820743954052,-55.06401065318886,-110.03995744825359
45,0.92585557063169,-88.85228125949102,-118.51651653394906,-0.22239197245025696,-0.5087821094769612,-25.02977889818988,-21.551624782436793,-0.17323487834094603,-50.54378702630834,-105.82053598480287
46,0.9197472450318996,-91.82578407173021,-119.92276174409382,0.0,0.0,-23.117645626141,-22.23892534668976,0.0,-48.539488328918566,-105.94437367102572
47,0.9208575016444418,-91.41154414344103,-121.44214158439084,-0.0323781021286699,-1.2059202225672838,-23.429260908892996,-21.294261461213722,-1.0322296829555475,-50.09270613479562,-104.2420852677788
48,0.9294671322301503,-92.45002083328893,-122.02237625075118,-0.6312332506333799,-1.0863957408020943,-24.23304113589988,-20.573569563063117,-0.09020810734578803,-40.584371430177704,-104.4526581751781
49,0.9212223494665783,-98.28802269992379,-125.80218380158684,-0.9793349525865237,-4.807846176733968,-25.16551943777911,-23.153161581529428,-0.0741816785158002,-45.342344079934236,-109.10016838745071
50,0.9242900320196308,-98.72076946403726,-126.58165544885783,-3.4688745227271185,-1.2541340195017239,-26.024484948020604,-22.673121209907187,0.0,-52.659315078230016,-110.49093452574654
51,0.9288353219066077,-92.04687852268506,-121.74799486594557,-3.1573356560559196,0.0,-25.609653975762736,-20.812450538254208,0.0,-39.83999399036652,-100.51450999531032
52,0.9274178914897477,-93.20631988456803,-121.88449778578,-0.4420421178908467,-3.869394026121084,-25.323555619177345,-21.24851876465043,0.0,-53.215221966641444,-101.2351589041938
53,0.9222588149983382,-98.42235866248343,-123.02358815044154,-1.404041400336043,-3.8071003226083264,-25.978441100089068,-22.76066040304205,-2.6224673672841856,-62.75932867645376,-105.11125542377711
54,0.9226066164230152,-101.85131258929243,-124.7866951829033,-2.8577022929019074,-5.0356622046663695,-25.91748689303218,-23.362690062146044,-0.3182074206581451,-67.40456491792658,-108.91844019136032
55,0.9248822036969917,-107.86881897965179,-127.09483500980768,-5.511423381460373,-2.5343154992940313,-25.16938621410921,-25.431354752852734,-0.022824426145447337,-61.70818402612048,-112.27919889390981
56,0.9166162593757561,-112.98726197660864,-129.87915367476964,-4.85961766576342,-4.790115530986871,-26.68048034147827,-27.142523809612513,0.0,-70.08860130967818,-118.444197957164
57,0.9188691769249336,-116.8015632938755,-132.08577944212863,-7.89230552925335,-7.012050119670805,-27.730936098778837,-25.3537163936969,-5.3235664709135,-79.64015793237408,-121.49557726471546
58,0.9129374209480214,-123.85759755773562,-138.16917673769566,-9.215663145039908,-9.325151571888208,-28.67833731838072,-26.076194790289144,-5.32242695012249,-89.0831347512394,-130.09058308100592
59,0.9199793808180964,-119.29757990143351,-134.99421602131238,-1.6257995000177121,-5.531757062590067,-28.82276335808922,-26.802377599258307,-0.13639114320154205,-68.99726545978656,-122.78144454359978
60,0.9260207118200214,-124.69879034178761,-134.5052097355469,-6.570414556279789,-2.6416721433971015,-30.659710613087487,-27.044179940016686,-1.9322314040235091,-75.6400479907814,-127.574387936736
61,0.916577157178661,-128.73063752191482,-138.75693583984008,-5.3600063232289905,-5.9385624249660545,-30.165572840252292,-28.06079634888917,-6.608340322459753,-101.90441883731741,-134.4190926944479
62,0.9280910346484117,-118.41790695760604,-131.16507580251178,0.0,0.0,-31.378525167771897,-27.740364781569824,0.0,-65.69748499691828,-120.41007445673095
63,0.9225919333916559,-126.22754633933289,-137.87917437592242,-6.883370323204934,-6.9183241869055685,-34.220618578134996,-29.750544792823298,-6.338015962751903,-89.43227665022395,-132.17196891138894
64,0.9174448217317487,-132.67231460717025,-140.55468083784265,-11.552486674688348,-6.0515689114357905,-35.437745233440594,-31.899948942680524,-5.728632586947537,-96.82092043947182,-139.29139471875507
65,0.9279737441234736,-131.84517273241278,-140.60735940748103,-5.950107412526663,-4.024993340469117,-34.82173374282478,-32.8112992037156,-1.154437516389927,-76.4916185852149,-136.42379469959096
66,0.9212751128753675,-142.8611091604599,-147.3828436163976,-9.475180099266176,-8.336524714859227,-35.84751036782911,-35.66271592498722,-1.630297595570905,-96.120056933142,-147.70799648063704
67,0.9279194874274661,-141.77521239102884,-146.9329345152389,-9.18366068996838,-5.4036760660715375,-36.92543725865595,-36.387073205683215,-1.4312247565462826,-82.36589936929037,-145.83556673107518
68,0.9280212643851753,-142.49964553967945,-149.83191870532124,-9.758348687336094,-4.059461234494349,-38.17008282970722,-35.5348873741488,-1.2236760499081936,-80.77078578086805,-147.11937814076396
69,0.9233689920144643,-143.01851239388583,-149.26943897203176,-7.6880958525823155,-1.3012028446909853,-37.99143115185679,-34.06526210925563,-0.026531498689670696,-74.68208120408568,-145.44655475965848
70,0.9310344827586207,-139.34722934163727,-147.7590842467396,0.0,-1.4275352051687105,-37.04308769454066,-34.39491509239031,-0.6299252521846089,-61.767622593551636,-140.23424115447682
71,0.9210853041819338,-148.96787161483778,-154.1991948675109,-3.116294819130957,-6.372426289245123,-37.10344833434096,-34.18858121769905,-4.322386273290784,-84.08678838614127,-151.3339731258288
72,0.9205261881668283,-155.45141354414653,-157.08282328280913,-8.119683559263908,-5.687989013642912,-37.77169933202149,-34.3884006073065,-6.411158995604392,-99.31677595395031,-158.98949806020968
73,0.9271525187274436,-157.7141272972396,-159.0829181771355,-8.997858219278084,-5.660886374881883,-38.51238207521113,-34.76987013362413,-2.100202828155319,-88.78307006073575,-161.4841371655263
74,0.9225804505835872,-156.67007972539588,-159.37199306848655,-4.599599077476764,-4.557038112551674,-38.63953510234422,-35.44480822159918,-0.6429915194233305,-81.32941224600847,-159.6486902352917
75,0.9271147472455287,-154.43335902192737,-158.7294853634037,-8.49700645459195,0.0,-38.90165508729385,-34.921940698202434,-3.502835043502837,-85.36511497560825,-157.56943485004783
76,0.9318489952095448,-152.69741491167608,-156.05529963384487,-0.622446641011259,-0.04079855505043388,-36.987476250852815,-34.86937490671724,-0.3526756008289583,-70.47728254451906,-151.46195437717165
77,0.926463912846119,-156.68691511798397,-159.1165957176724,-4.6920627353637325,-1.6569536962844778,-37.69503798177791,-35.37159465989534,-3.3599744243759977,-80.42076978427937,-156.73443502228437
78,0.9252903031217011,-163.46845162266038,-162.90165812199328,-2.6762998400702473,-7.941879318286456,-38.36000964944374,-36.99760258127547,-5.206813517056414,-91.7861210292474,-164.46413892145156
79,0.9190344329400434,-175.06082795143206,-170.53045916581289,-11.184609008117928,-9.782630920174125,-40.50756802403307,-38.85063800800058,-10.208534666265448,-106.67210420471558,-177.62268381458648
80,0.9275198533903481,-174.06562556324698,-170.50736948747624,-11.461022564072712,-8.556911137245933,-41.887366756937666,-39.11227367394828,-9.852066348470077,-104.87067924061269,-175.76726834312734
81,0.925639157102083,-173.10137968323505,-169.7921470202854,-6.593167441727476,-10.136047526272405,-40.45675039767524,-40.37174095470165,-6.736014155159467,-96.57420714192246,-173.47631605582293
82,0.9258392362180474,-177.36363030917082,-174.97931841446888,-12.568927516365846,-10.542813388519276,-42.965960879222905,-40.823558458092464,-4.3485703595763185,-104.00209791439572,-179.4135551055618
83,0.9223629712489041,-179.97673719632144,-177.3998995019594,-11.223759926006807,-12.565742460173619,-42.693430791530666,-42.110325509111775,-5.823864703051936,-115.68192495473008,-183.18442641418443
84,0.9322823142709316,-178.983479029457,-176.29926810119198,-9.562160028275285,-12.915769361173247,-43.30392261109929,-41.852522947206054,-7.193063080770038,-101.0367940639805,-181.1161779165771
85,0.9254714700193424,-182.70652034860447,-180.1140399104319,-12.634402418829946,-12.683507302710296,-44.95953728802122,-42.941677793663814,-5.080021863486896,-102.89285792419194,-184.876416783735
86,0.9201704803071064,-189.06548408729032,-182.56592691141086,-16.502134895932596,-12.623013133365195,-46.84565311891331,-45.608580231898785,-3.181153139728942,-118.56740586761859,-192.13052826717183
87,0.922794007714619,-196.8361927063099,-185.71948890331691,-15.17044224785447,-17.108896256179005,-47.193023837097805,-46.615724794527125,-6.844355456984197,-126.87378927804932,-200.11954537492738
88,0.9225038149666378,-204.5957057396523,-191.76041436009905,-18.510985095404266,-21.40561271475706,-48.71229874914007,-48.203727234056934,-7.460335297679032,-136.2828063056917,-210.05158032834458
89,0.9271191553544494,-203.7219983729265,-193.1138379426919,-19.745598066271576,-21.182300101956155,-48.90178109046783,-48.98945279771391,-8.892419364960578,-128.61505573933326,-209.64381806734045
90,0.9315629742033384,-197.8191291082761,-191.94137829641164,-17.813318248759916,-18.126249845967546,-49.43404048112155,-47.9577985403066,-3.18504048541352,-103.55257051112622,-201.9311216695268
91,0.9277234532460154,-198.82121457777936,-194.96891036538003,-17.72144915555642,-19.578281578634655,-49.726156979280205,-48.40816876735014,-4.954475223651853,-105.46219690841784,-203.75823638172068
92,0.9258765820868406,-199.31991078113052,-198.0888815924231,-19.95105043747727,-18.674564288503635,-50.64855519803433,-49.232762195478095,-3.8739807680885088,-108.95741527188838,-204.68630249305073
93,0.929333980346961,-199.41031927417154,-199.46169629462207,-21.26440229199255,-19.299791423503077,-51.357267703842616,-50.81582243696402,-3.0580014637309683,-110.33686121761457,-205.67755258783603
94,0.9322552982971947,-200.02575422647325,-202.4459327691124,-21.524814287164478,-20.32002624785574,-52.68589534562773,-51.54206493467539,-3.888883824885844,-112.93681807994142,-207.77802068517167
95,0.9282427031609544,-202.87280799221483,-207.1619168821345,-19.29855377371458,-26.04797470101983,-53.13338214199643,-52.25807920928181,-5.064882826140498,-116.49472639194377,-212.26385343673726
96,0.9345882496046709,-199.73430042032766,-205.53991441788,-19.305885815261956,-23.732322759855315,-53.98868103494918,-52.177365943252724,-4.898563390450843,-110.83122284077979,-209.28451584697967
97,0.9281938855186498,-204.6999231912149,-209.30354681755242,-20.171407635362648,-26.678551760562666,-54.130445919863924,-53.016199588238905,-6.073527010251227,-123.62409658857953,-215.26935726869425
98,0.9286126377797346,-208.06398355703058,-211.83731729201847,-24.455190171681405,-25.545086412746315,-55.90604251683397,-55.02161015525411,-7.534252084667159,-125.45234322849683,-219.84152336403147
99,0.9244671833373699,-214.6928028983545,-216.32848064115123,-29.28028495183089,-28.87259280989855,-57.42443501301681,-56.280653437054525,-7.644959626350648,-130.40544672205718,-227.27417266009402
100,0.9315932407966204,-212.55155509203928,-216.4628700140103,-27.044510760644506,-28.64706601066044,-57.574635489195586,-56.9842632897015,-6.197171960033787,-121.71125859495608,-224.88426870061417
101,0.9298628988804406,-214.32002762777398,-219.1929426098589,-26.423293972989494,-32.961870952383876,-58.24432292755664,-57.69212542196259,-7.431521953675795,-129.54165587794256,-229.21110250127393
102,0.9227334960414311,-222.114196321356,-224.75886432843944,-32.93024879424391,-34.385837579221025,-59.555381850432546,-59.15216635834571,-7.039836659061477,-139.10888590963307,-238.15356146591202
103,0.9265175718849841,-223.14198674534722,-225.21232269544424,-32.36402249081682,-33.52911120215979,-59.824753678849255,-60.219941692360585,-2.2084986757198304,-136.41000257950668,-238.3307812437879
104,0.9301337671728127,-220.05415762256243,-223.3660000197183,-29.734602712366513,-32.810642197901956,-60.491708342646085,-60.47111829725065,-1.7934360889996235,-122.3552159302203,-234.4015841782122
105,0.9328981326855929,-219.9161528806752,-224.8379166047956,-29.33240520092486,-33.5787288455374,-61.39422337276556,-61.102396372195194,-6.082895241784841,-118.3412453137178,-234.94073807942755
106,0.9341884257138494,-219.2227667938056,-224.49186210192178,-31.478318597847245,-31.5485377266446,-61.81757564117561,-61.19494257915524,-5.369826205366275,-109.04320730758758,-234.04173045081964
107,0.928580108147518,-219.37866091487433,-226.46079064216673,-30.79906407740012,-32.4387960519551,-62.20690259794954,-61.89061892450539,-5.032249626563918,-103.95659248636044,-234.00530927908642
108,0.9297813459842472,-223.0118051809747,-229.98160910802926,-30.39671687617195,-37.80684188377185,-62.548973167567546,-63.02490728519257,-6.875003302613959,-120.14508006544966,-240.67147278326672
109,0.92874796551932,-225.51665887059937,-231.71638098316677,-34.18188111341304,-37.34501542287075,-62.988802395205,-63.99638720378482,-10.761537825337124,-124.65227410272058,-242.99144624776574
110,0.9348086841789612,-223.26502735434667,-232.23754287875138,-32.91070710092009,-36.33611855737552,-63.54487156982222,-63.82675122044516,-8.51097079847211,-122.88008993078604,-240.87854201456076
111,0.9328536436007349,-224.29552079402978,-233.3408614870722,-30.221111215850254,-38.7842386381494,-63.344894000277215,-64.66197246237682,-8.970594320132015,-123.62923669478253,-241.94807778757715
112,0.9307544218505595,-224.7842914615864,-235.26965099173864,-32.651988024594004,-37.305422258411255,-64.91005725411978,-64.70822032890254,-9.219235803738988,-123.73406880308858,-242.85027411309628
113,0.9314007922218221,-224.66077495969293,-235.89384081390816,-35.04441417473674,-35.64087987166145,-66.29060492200996,-64.84739745014463,-10.394845951546019,-125.99901970807362,-243.08443032392088
114,0.9289637165751328,-225.66896646537603,-237.53056704061257,-31.77975386023607,-38.411652024591355,-66.35210740273078,-65.92973619290443,-10.204788634549951,-132.69949513241713,-244.42886424897853
115,0.9287409499203894,-228.10930377479227,-240.27919397421078,-32.88980481195369,-38.99668750877395,-66.89098509929615,-66.94201410405982,-10.678941601115751,-134.49552300317563,-247.3002916322192
116,0.9302382257966246,-228.08157519395232,-241.9984922607864,-32.56505723687056,-38.815561421020945,-67.34573899419452,-67.86911326775738,-9.677408822680777,-134.9337314269252,-247.89159967619116
117,0.932727874176766,-227.5402087111281,-242.60048402792975,-33.38156976784694,-37.24741196382634,-67.20833452617494,-68.13968357887964,-10.25957163832183,-132.38009920917796,-247.15332409590675
118,0.9224203396008627,-233.14383068904206,-248.08860086229583,-36.39854767624215,-41.12600447642383,-68.17672175876478,-69.03508532755384,-13.167710723310108,-138.80573499142076,-254.41504482190578
119,0.9342241117522017,-233.1863899667958,-247.76705115548916,-35.77944863131123,-40.545798506259906,-68.9707841079281,-69.55301320873247,-12.22435201951841,-129.67804789006115,-253.51285282300083
120,0.9293592279566025,-231.86255966686556,-247.8338114472945,-33.196897186657154,-42.58197638955765,-69.28978836466955,-69.92959384618726,-13.73050103752463,-129.3825061261137,-252.74181038992873
121,0.9313136826783115,-232.03979006545472,-248.96339707829728,-34.9624265824938,-41.517607639879664,-69.68141324419886,-69.82387988315593,-14.342169118332183,-129.95053411523025,-252.95485082376388
122,0.9310198386216102,-229.7374085720423,-248.16218617031373,-33.900932444765125,-41.21285771715979,-70.23948660960191,-70.38912646874432,-12.570080853639404,-129.70515675679425,-251.19141752055788
123,0.9233606188719978,-234.71868941895156,-253.0080441113488,-37.93073004778743,-43.757570520558005,-70.70072095668412,-70.99508313919917,-15.321333595550177,-140.90426627676524,-258.0421638717716
124,0.9244917715392063,-233.987729860088,-254.1019774071691,-40.7633669107891,-41.52424256520591,-71.54710387742146,-71.36990682114991,-17.775878045327467,-144.5176006706596,-258.4526886590284
125,0.9260254127305103,-233.98931582201402,-254.65419312919525,-37.66953452777597,-44.195136068724885,-71.38457658960927,-71.74842123394757,-16.536892508831947,-154.72374555252904,-259.4359228484956
126,0.9365402124430956,-232.68352234456822,-254.0951349528564,-32.07657716274744,-46.05372169420211,-71.68946154011459,-72.34254611348855,-15.690111596622415,-144.4332693911862,-256.5378180931483
127,0.9278711273341579,-234.0172315653361,-256.1459989103642,-35.37166067942981,-45.55599950881537,-72.2250402881855,-72.23293971634713,-15.354549780066042,-146.38216318886055,-258.4833363939981
128,0.9346771295076075,-234.00531783880697,-255.54648155756038,-38.38531850561934,-42.218033479821365,-72.87713590900925,-72.7643951560691,-15.675936973106918,-148.7176237904136,-259.30660879287285
129,0.9314528089221095,-232.84993332599186,-255.7464338339942,-36.641463461023186,-42.04218915706481,-72.88947819440219,-73.16759136754011,-14.541233252464938,-150.37616421179496,-258.69278249737965
130,0.927355278093076,-235.472436926811,-257.2192815659733,-37.37074037025296,-43.51939509628958,-73.38561013219764,-73.66972689739018,-15.311245730292313,-150.02727470637058,-261.83580673901616
131,0.9205135951661632,-238.72979712093652,-260.6338886107507,-37.16243470195803,-47.16690954035339,-74.46443297960006,-74.77815330213201,-16.95104530531953,-156.55921497933048,-266.78789729475136
132,0.9272384147620046,-240.0997238023204,-261.99150717702247,-40.25943488641058,-44.961360296504495,-75.73817522748904,-75.63058520539717,-17.898046387764747,-150.93155395763569,-267.6876853245825
133,0.9276680920753344,-237.5319190833744,-261.5354003115349,-35.246122678128884,-47.78853069890405,-75.24855725610442,-76.7089126939113,-16.22984956988812,-146.4146329703005,-264.8346184081355
134,0.925297164585766,-240.07470443380743,-263.63675482796685,-39.40144799541601,-46.84728083213476,-76.33733553978573,-76.72352928374185,-15.34617672345848,-146.848508557857,-267.1023589172972
135,0.9317898115674969,-239.76301608138877,-264.33287027619485,-39.850535495509426,-46.63636563834097,-76.81975368203017,-77.41973031368313,-15.896173204898707,-144.77940575145132,-266.74291106594717
136,0.9292164111265984,-238.95667754545303,-265.2024102905323,-39.53702516772122,-45.34536296408541,-76.86244354210255,-77.35848495822648,-17.27053819110749,-146.383240806189,-266.4185399713477
137,0.919411711521654,-244.00300829160133,-269.09430806655297,-42.09476533090555,-47.876688900792594,-77.93869113320387,-78.59184177023428,-18.110519799407022,-155.10819369269376,-272.79252533753527
138,0.9285974388541604,-242.54717865071268,-268.2723340016134,-40.33451746985214,-47.56048034617599,-77.96898715652745,-78.95492555364764,-17.32087995814812,-155.47350207100416,-270.8629311906302
139,0.9279001601547154,-243.0517498225552,-268.8886301773613,-40.71353545719297,-47.50445438741934,-78.62205548798609,-79.91393881613553,-18.488283455532624,-158.69046356136684,-271.62422874217134
140,0.9305663304887509,-243.37513764762187,-269.7512468927983,-36.21531687328108,-51.33616186719718,-77.64899750202508,-81.10969196369246,-18.208820028191962,-155.79118932542517,-272.4347583819834
141,0.9301880487286205,-241.73650434566363,-269.55055384958223,-40.90893264500625,-47.22906327338393,-78.87161581109368,-80.14571427321405,-19.180268424607984,-152.9760739815322,-270.3025266238965
142,0.92884359501633,-239.15260915593626,-268.6449967236167,-39.859669526472324,-46.50566638601326,-78.86305743968937,-80.41657443566247,-18.853039046883058,-146.31219887547792,-266.91863396857104
143,0.9285342318884975,-240.00671520848317,-270.0858935113639,-38.79646125524641,-48.31492391736382,-78.88358721118715,-81.71928681194579,-19.502235714423495,-154.621633890985,-269.0693586059466
144,0.9355674818564371,-235.19473456592854,-267.14753026351764,-37.08185850656759,-44.806699791478856,-78.55206883536377,-81.26798588976774,-16.671433180742437,-140.17124804704582,-263.13173418827546
145,0.9341855918183185,-234.19558408072865,-267.25673519835664,-37.93279615286541,-44.06038814944621,-78.74253484386794,-81.39190170494041,-16.621187444997325,-137.12766123968902,-262.68330978222315
146,0.9306682757580329,-234.05702345708335,-268.0415515245071,-37.63610451869973,-45.06844707246531,-78.4176386659403,-81.56274117630846,-18.273065247216824,-142.78349613846345,-263.4135709498391
147,0.9315251763561178,-232.66341003744674,-268.48880331900534,-39.26027849592397,-43.181426073822614,-78.87560217458478,-81.04505597565708,-19.321205243919866,-137.28243070507324,-261.92772738705634
148,0.9236176336918649,-235.76753684690075,-270.582858707638,-39.93611350166603,-44.6072589181008,-79.05035203392035,-82.10284421667406,-21.54607966319885,-145.50392243665394,-265.27730259843514
149,0.9199344918569738,-239.51776040033894,-274.1411311542469,-41.6664165427105,-46.08327873557099,-79.43011545875154,-82.80600253661046,-20.663644293193393,-144.500980545047,-269.1590328427738
150,0.9355303439582208,-235.64028378422677,-271.5983760088135,-41.09832249284879,-42.625793582402004,-79.52228942190435,-82.57779817335027,-18.69305666825379,-135.88280420169374,-264.3148557943302
