episode,service_level,starvation_count,congestion_count,hotspot_imbalance_mass
0,0.8944320047768324,-5.881285826024563,-3.7143350802561654,-6.409518383457289
1,0.9221845867929619,-19.371989171036272,-12.691668483839356,-23.105400887634257
2,0.9260977580891376,-30.609444149493886,-20.759458112815107,-38.991002808283504
3,0.9287222490347491,-40.45243869479221,-28.201731621717105,-53.8404505138135
4,0.9231092815720682,-49.95040662036718,-35.39246932493823,-68.63633427698457
5,0.9392727272727273,-58.23887834593935,-41.567284610019605,-82.21591883495952
6,0.9235211812687922,-66.29826929383869,-47.48124489796113,-95.26205956095671
7,0.9272490379662455,-74.00916319516769,-53.05175306297722,-107.83278923034143
8,0.9228507126781695,-81.24915843481743,-58.29698738647473,-120.00631862326716
9,0.9217843866171004,-88.15749280906876,-63.236993276756294,-131.64488343659684
10,0.9268877953951765,-94.61746413875528,-68.00687831265184,-143.08519738640305
11,0.92466648433464,-100.59019827479821,-72.31141936734618,-153.45157568198613
12,0.9321337531863848,-106.4016950882291,-76.50912059343997,-163.86225935371576
13,0.9277723735408561,-111.9852070616164,-80.51893266949448,-174.03653664817938
14,0.9295910668477441,-117.43568395053417,-84.39265315480829,-183.87987958269588
15,0.925721210688106,-122.35104266833414,-87.93045330833027,-193.0372162285765
16,0.9231302983678764,-127.04240659294022,-91.2351737339676,-201.90702185494484
17,0.9278141281958076,-131.44434917089828,-94.32272753699411,-210.27090126389496
18,0.9151082603065619,-135.7007444230327,-97.29522387998894,-218.495097027038
19,0.9240919155047573,-140.1108467825531,-100.34722266951377,-226.982368913812
20,0.9357068374795173,-144.03404513469783,-103.09355334248147,-234.8022856247059
21,0.9269904195573175,-147.84754605578098,-105.808034069721,-242.6162835067877
22,0.9296204180730739,-151.5502746764962,-108.38255574985826,-250.2697909021932
23,0.9202751196172249,-154.79424307362012,-110.71647334927758,-257.14125252119754
24,0.9337492127283088,-157.9795803827134,-112.94705498342694,-263.86516382095056
25,0.935252668823903,-161.02387358707855,-115.11715129252633,-270.66709552668385
