episode,service_level,rebalancing_imbalance,squared_starvation_penalty,gross_starvation_risk,gross_congestion_risk,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
103,0.950458660770311,-4.059522278890779,-1.9490925607544716,-1.7203352081763692,-1.8931841072283353,0.034993,0.1,0.107766,0.2,1016,642,1441,33467,38617,38609,0,0,0,0,4015,3995,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
104,0.9503871781019269,-4.044119018891262,-1.9459488915437517,-1.7063097449871747,-1.8842763340642312,0.034774,0.1,0.107121,0.2,1120,533,1304,33318,38337,38330,0,0,0,0,3897,3900,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9408547214040993,-4.059593447143789,-1.9504722350957742,-1.717316274174037,-1.8954696549617758,0.034557,0.1,0.10648,0.2,1205,763,1307,33274,38200,38194,0,0,0,0,3924,3920,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9405059855863462,-4.100100325755948,-1.9566902895414193,-1.7164836926478382,-1.8906276601889749,0.034343,0.1,0.105842,0.2,1203,770,1482,33163,38119,38115,0,0,0,0,3926,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.942519825889929,-4.076297086172668,-1.9509696373596552,-1.7073357335260182,-1.8887183423603755,0.034131,0.1,0.105209,0.2,1350,578,1336,33542,38369,38359,0,0,0,0,3976,3975,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9474410511789764,-4.080875400063944,-1.9498682458253294,-1.7074254436213363,-1.8895544385053267,0.033923,0.1,0.104579,0.2,1173,579,1187,33334,38239,38236,0,0,0,0,3852,3842,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9465147129763628,-4.065375516667703,-1.9356206908215294,-1.7084560342845483,-1.8901519376289213,0.033716,0.1,0.103953,0.2,1064,710,1192,33168,38112,38108,0,0,0,0,3995,3985,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9339427897375405,-4.167601500011165,-1.9740815651670816,-1.7313400761866382,-1.911595493592877,0.033512,0.1,0.103331,0.2,1473,767,1419,33910,38702,38695,0,0,0,0,3891,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.947588597382418,-4.160790098828699,-1.9727484458225768,-1.7178502648587162,-1.9067639026158991,0.033311,0.1,0.102712,0.2,1127,627,1342,33466,38484,38474,0,0,0,0,3913,3913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9413524835427888,-4.208180468688307,-1.9869424556069861,-1.7235265019072505,-1.91608880557328,0.033112,0.1,0.102098,0.2,1032,928,1205,33420,38481,38476,0,0,0,0,3872,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9415597940905168,-4.221161611846008,-1.9929301856022903,-1.7361903384053956,-1.9291418079977785,0.032916,0.1,0.101486,0.2,1203,761,1372,33607,38593,38582,0,0,0,0,3862,3872,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9479479179167166,-4.190731492397052,-1.9926132200911022,-1.7236015517390042,-1.9247396821917853,0.032721,0.1,0.100879,0.2,1176,559,1205,33332,38333,38329,0,0,0,0,3913,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9404412205503268,-4.22803769836181,-2.0030367352722163,-1.7292551396989513,-1.9346463808185719,0.032529,0.1,0.100275,0.2,1390,597,1387,33362,38121,38115,0,0,0,0,3927,3926,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.9485250029979614,-4.151104987785758,-1.975460656466965,-1.7217788063755488,-1.933073075728174,0.03234,0.1,0.099675,0.2,1071,646,1249,33356,38432,38424,0,0,0,0,3855,3859,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9474014524371657,-4.163083168659888,-1.9855628788988315,-1.7226621292588566,-1.936088206853106,0.032152,0.1,0.099078,0.2,1166,594,1298,33461,38402,38398,0,0,0,0,3877,3875,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.946981120694855,-4.168167569034368,-1.9837707651577445,-1.7260400322780318,-1.9396933342029272,0.031967,0.1,0.098485,0.2,1017,741,1373,33158,38232,38222,0,0,0,0,3866,3871,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9419176123670807,-4.236919067096361,-2.010437383979522,-1.748745868604433,-1.9541339878524948,0.031783,0.1,0.097896,0.2,1287,663,1191,33573,38329,38321,0,0,0,0,3977,3997,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9418509418509419,-4.185560074318447,-1.997969259916804,-1.7395123057806514,-1.9589095002298798,0.031602,0.1,0.09731,0.2,1103,814,1313,32967,38112,38101,0,0,0,0,3855,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9457711590376457,-4.158123803482288,-1.9901643197718615,-1.7328286715635632,-1.9560301559894662,0.031423,0.1,0.096727,0.2,1167,661,1315,33709,38764,38762,0,0,0,0,3875,3884,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9472456921353078,-4.138899350255672,-1.9889433856623209,-1.7288187712737222,-1.948206376755793,0.031246,0.1,0.096148,0.2,1182,560,1455,33021,38058,38048,0,0,0,0,3897,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9443679262231272,-4.146705723387538,-1.9955459892717586,-1.7338235197524525,-1.9559587765950737,0.031071,0.1,0.095573,0.2,1108,750,1400,33398,38442,38434,0,0,0,0,3928,3923,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9446616359062945,-4.153351987641012,-1.9910414567981913,-1.727587832058837,-1.953988441206993,0.030898,0.1,0.095001,0.2,1111,715,1229,32997,38089,38087,0,0,0,0,3869,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9403688891541814,-4.1774492508756715,-2.004659077993374,-1.7471064382187123,-1.9742334565304152,0.030727,0.1,0.094432,0.2,1211,787,1544,33506,38172,38166,0,0,0,0,3938,3930,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9431696587801688,-4.149228582707367,-2.000063780682846,-1.7329052424055023,-1.977028120938633,0.030557,0.1,0.093867,0.2,1200,712,1281,33644,38739,38737,0,0,0,0,3989,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9454561928060161,-4.148775318510468,-1.9952736783473626,-1.733181922378523,-1.9798666588317873,0.03039,0.1,0.093305,0.2,1235,571,1244,33111,38077,38074,0,0,0,0,3860,3865,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9391789604915551,-4.182790424124499,-2.006766470389201,-1.7472261198024568,-1.992272028794876,0.030224,0.1,0.092747,0.2,1430,619,1261,33689,38409,38405,0,0,0,0,3881,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.949438539602474,-4.149123486514853,-1.9944532127416343,-1.742881020411744,-1.9849362388201812,0.03006,0.1,0.092192,0.2,1107,577,1200,33306,38534,38528,0,0,0,0,3886,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.9466787989080983,-4.155062473005767,-1.9934371444528656,-1.7380054620193575,-1.9865294325010756,0.029898,0.1,0.09164,0.2,1129,629,1195,32970,37814,37806,0,0,0,0,3830,3848,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9444860316794922,-4.128317641468175,-1.9787136194963928,-1.7324952818927308,-1.9846921048305577,0.029738,0.1,0.091091,0.2,1256,598,1485,33397,38303,38297,0,0,0,0,3926,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9456508625889734,-4.136540049750664,-1.979162672733916,-1.7248061005277597,-1.9807906241889706,0.029579,0.1,0.090546,0.2,1134,668,1201,33156,38325,38318,0,0,0,0,3820,3809,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9395384890584938,-4.201109797309473,-2.001846408371237,-1.7367615505018956,-1.99624259376159,0.029422,0.1,0.090004,0.2,1364,664,1301,33542,38481,38476,0,0,0,0,3879,3882,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9456129807692307,-4.198019437347086,-2.0003922603500732,-1.7361844506600577,-1.9934962036214317,0.029267,0.1,0.089465,0.2,1115,695,1498,33280,38482,38480,0,0,0,0,3902,3893,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9446191631473329,-4.21061411032635,-2.0046292113370185,-1.7429085368461097,-1.998525239570659,0.029113,0.1,0.08893,0.2,1158,691,1199,33387,38507,38500,0,0,0,0,3886,3886,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.9443364921825954,-4.2174535179547,-1.999941721421888,-1.7465647934529758,-2.0038607370649366,0.028961,0.1,0.088398,0.2,1283,579,1136,33451,38280,38274,0,0,0,0,3926,3925,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.9421892371022506,-4.251485325574143,-2.014354684940629,-1.7573104954751826,-2.0175923677439402,0.028811,0.1,0.087869,0.2,1204,720,1442,33281,37939,37932,0,0,0,0,3881,3873,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9427013930950939,-4.2814735114841165,-2.021590175267264,-1.754621088339879,-2.0281311913711284,0.028662,0.1,0.087343,0.2,1242,650,1178,33020,37964,37961,0,0,0,0,3863,3851,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9477213010781915,-4.287305106162386,-2.020501546969585,-1.7516719057332202,-2.0252093477594872,0.028514,0.1,0.08682,0.2,1127,604,1267,33111,37856,37847,0,0,0,0,3960,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9449336550060313,-4.305154014598827,-2.026844638450204,-1.7464001333970856,-2.026107535177274,0.028368,0.1,0.0863,0.2,1093,733,1215,33160,38167,38159,0,0,0,0,3955,3938,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9379515895953757,-4.335731185107723,-2.034492262986781,-1.745522361901385,-2.028396315283199,0.028224,0.1,0.085784,0.2,1273,788,1395,33216,38123,38115,0,0,0,0,3897,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9418424039667842,-4.350823598613604,-2.037419908831688,-1.7619207794229097,-2.0427496493220425,0.028081,0.1,0.08527,0.2,1179,768,1229,33478,38408,38406,0,0,0,0,3995,4003,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9433077451536784,-4.378197978727362,-2.0428644793355324,-1.7625925677801937,-2.0483944390188586,0.02794,0.1,0.08476,0.2,1161,737,1155,33479,38256,38246,0,0,0,0,3909,3919,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9419134057431929,-4.403918219849664,-2.052944356688028,-1.7744824288160492,-2.0629935164136404,0.027799,0.1,0.084252,0.2,1350,602,1119,33605,38281,38274,0,0,0,0,3924,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.9421028948552572,-4.4221757233142505,-2.058504855092249,-1.7855069087894875,-2.068953698376841,0.027661,0.1,0.083748,0.2,1225,705,1307,33335,38215,38210,0,0,0,0,3987,3993,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9411835530672445,-4.453179226872389,-2.0729331792110033,-1.7868185106453365,-2.0744373467462145,0.027523,0.1,0.083247,0.2,1385,569,1202,33222,37930,37924,0,0,0,0,3897,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9316786922547229,-4.482109882558391,-2.0867929178545315,-1.800602301360729,-2.090756549696686,0.027387,0.1,0.082749,0.2,1465,817,1188,33401,38136,38128,0,0,0,0,3904,3923,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9411800193050193,-4.471109829116368,-2.0813049630255747,-1.798631535940391,-2.0873808638771028,0.027253,0.1,0.082253,0.2,1395,555,1242,33152,37995,37984,0,0,0,0,3943,3933,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.942859679233,-4.485841965854721,-2.0891064291512045,-1.8085468213179245,-2.092936215718712,0.02712,0.1,0.081761,0.2,1241,690,1091,33794,38649,38642,0,0,0,0,3937,3938,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.9475205626415544,-4.471599839123144,-2.0891477240527,-1.8181399475678315,-2.10701095805344,0.026988,0.1,0.081272,0.2,1126,635,1418,33556,38707,38698,0,0,0,0,3854,3868,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9423122412773507,-4.504707246247955,-2.0987465379531764,-1.81662556540579,-2.1058272380004315,0.026857,0.1,0.080785,0.2,1334,617,1170,33820,38530,38525,0,0,0,0,3989,3994,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9344383602190321,-4.554742999681485,-2.1129275687061395,-1.8314775637045309,-2.1184879593277226,0.026727,0.1,0.080302,0.2,1343,872,1193,33785,38722,38715,0,0,0,0,4028,4028,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9455603812281337,-4.566846131274111,-2.118774204139257,-1.8352687059101904,-2.1225063511871514,0.026599,0.1,0.079821,0.2,1194,611,1220,33156,37869,37864,0,0,0,0,3918,3913,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9418349890452895,-4.580939660273396,-2.1216650383391147,-1.8446726653553498,-2.1282685798643057,0.026472,0.1,0.079343,0.2,1297,641,1157,33319,38080,38077,0,0,0,0,3890,3907,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.944553855476443,-4.559303561290872,-2.11596817242756,-1.8367171091360786,-2.125637067095049,0.026346,0.1,0.078868,0.2,1249,581,1166,33005,37889,37881,0,0,0,0,3897,3898,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9413013575743078,-4.552513733401065,-2.109198716207106,-1.8450965277812759,-2.13162336587197,0.026222,0.1,0.078396,0.2,1254,709,1224,33442,38165,38162,0,0,0,0,3899,3906,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9467855295585238,-4.543777991703858,-2.105605455094627,-1.8362371887389293,-2.135224893956016,0.026098,0.1,0.077927,0.2,1218,531,1260,32867,37640,37631,0,0,0,0,3856,3856,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9476779071162846,-4.527487448528487,-2.100993681274979,-1.8391130017227295,-2.1393712732178853,0.025976,0.1,0.077461,0.2,978,766,1214,33332,38347,38338,0,0,0,0,3924,3943,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9442454031326799,-4.543755966692878,-2.1076968501825726,-1.850710173440397,-2.1467459792796078,0.025855,0.1,0.076997,0.2,1183,700,1308,33773,38870,38862,0,0,0,0,4008,4025,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9409285223162237,-4.536918329069421,-2.1050401066220727,-1.8378445875331497,-2.1437198600006666,0.025735,0.1,0.076536,0.2,1341,635,1335,33451,38169,38157,0,0,0,0,3980,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9503859206535124,-4.514766468796401,-2.0977968132019322,-1.8321409635629622,-2.1431896655732414,0.025616,0.1,0.076078,0.2,1099,553,1125,33297,38189,38180,0,0,0,0,3813,3798,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9428374035024482,-4.529322255297488,-2.10174362971802,-1.836343994179513,-2.1475926765173896,0.025498,0.1,0.075623,0.2,1153,750,1175,33291,38159,38158,0,0,0,0,3957,3952,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9408914728682171,-4.552228385606575,-2.1064101186848645,-1.8407277107978457,-2.1535315356063176,0.025381,0.1,0.07517,0.2,1261,691,1473,33024,37744,37742,0,0,0,0,3905,3912,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9409463148316651,-4.535006909678516,-2.0999238796739657,-1.836486000368499,-2.1540840099963816,0.025266,0.1,0.07472,0.2,1113,834,1163,32970,37879,37876,0,0,0,0,3862,3862,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9449513747148517,-4.501225939294618,-2.084391025373672,-1.8267055741149338,-2.145651081450886,0.025151,0.1,0.074273,0.2,1234,600,1116,33316,38210,38205,0,0,0,0,4017,3998,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9381859168298037,-4.544129891001592,-2.096138363457023,-1.834824523723715,-2.151637537589106,0.025038,0.1,0.073828,0.2,1313,771,1398,33714,38536,38533,0,0,0,0,3903,3912,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.943961902479933,-4.554951447442813,-2.0983842501971885,-1.828992181355185,-2.156219036424208,0.024925,0.1,0.073386,0.2,1148,723,1283,33388,38426,38423,0,0,0,0,3884,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9457598706857844,-4.553020298025003,-2.1003969789554313,-1.8319515718616393,-2.163866496226581,0.024814,0.1,0.072947,0.2,1232,580,1168,33407,38397,38392,0,0,0,0,3888,3908,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9429484117506568,-4.5664798397721444,-2.10245927370877,-1.8337188866521765,-2.1686529443047937,0.024703,0.1,0.07251,0.2,1250,661,1117,33496,38566,38562,0,0,0,0,3868,3863,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9459541337211064,-4.541741888748973,-2.0983134132033436,-1.8287058230042288,-2.1695491795955624,0.024593,0.1,0.072076,0.2,1116,668,1223,33009,38089,38085,0,0,0,0,3962,3949,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9451629282279502,-4.545300827062863,-2.09481969280448,-1.836038658176451,-2.172138289736548,0.024485,0.1,0.071645,0.2,1162,674,1338,33481,38574,38567,0,0,0,0,3839,3832,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9379156760660868,-4.5841860046731515,-2.1041963127521783,-1.8457224551490299,-2.182367919051826,0.024377,0.1,0.071216,0.2,1293,770,1415,33229,37741,37735,0,0,0,0,4002,4022,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9424931646786647,-4.608686899200049,-2.113969871741824,-1.8554513784813162,-2.18830279521381,0.02427,0.1,0.07079,0.2,1149,765,1221,33283,38283,38278,0,0,0,0,3936,3929,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9390408291645448,-4.634291279355398,-2.1249345193247935,-1.869220010525709,-2.2002133423977184,0.024165,0.1,0.070366,0.2,1252,783,1192,33383,38194,38187,0,0,0,0,3966,3971,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9430761307522191,-4.631720141834706,-2.1268326984793826,-1.8830398468460203,-2.208614191336226,0.02406,0.1,0.069945,0.2,1222,657,1283,33009,37611,37610,0,0,0,0,3887,3897,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9411328148192127,-4.668225436205678,-2.141729958297254,-1.8994847045394503,-2.219061140476681,0.023956,0.1,0.069526,0.2,1349,634,1341,33686,38392,38389,0,0,0,0,3984,3972,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9430577455151281,-4.6701085423319775,-2.1400368780245658,-1.9133002320996524,-2.228812987353135,0.023853,0.1,0.06911,0.2,1244,670,1360,33613,38399,38394,0,0,0,0,3963,3960,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9406878070567217,-4.704647134066663,-2.1501067151067677,-1.915207497797495,-2.2278947067825885,0.023751,0.1,0.068697,0.2,1275,717,1410,33585,38455,38452,0,0,0,0,3993,3999,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9445834077779763,-4.720701719046142,-2.1524363159104674,-1.9147987263092479,-2.234148696901813,0.023649,0.1,0.068285,0.2,1223,638,1323,33582,38475,38469,0,0,0,0,3955,3943,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.942995372318048,-4.7122955311430035,-2.146458460292103,-1.9084393914536237,-2.228936597112245,0.023549,0.1,0.067877,0.2,1221,676,1301,33278,38319,38319,0,0,0,0,3926,3916,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9442244126142759,-4.696723400027119,-2.139006132069007,-1.900224253819773,-2.222642620966473,0.023449,0.1,0.06747,0.2,1198,675,1311,33581,38354,38350,0,0,0,0,3950,3950,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9444477791116447,-4.703302842611426,-2.1410201050430238,-1.9078227490998108,-2.232387735025079,0.02335,0.1,0.067067,0.2,1221,630,1034,33320,38423,38412,0,0,0,0,3865,3869,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9487364187526262,-4.694924351538677,-2.138027248641385,-1.9081817762507987,-2.237624506581521,0.023253,0.1,0.066665,0.2,1029,679,1177,33318,38635,38624,0,0,0,0,3838,3845,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.9467057451326375,-4.688668897557668,-2.1328052558187327,-1.8940906223388545,-2.232968496040718,0.023155,0.1,0.066266,0.2,1154,628,1391,33437,38484,38479,0,0,0,0,3976,3966,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9448165963348777,-4.686349029302287,-2.1259093342929503,-1.8879486783862616,-2.2265400140101,0.023059,0.1,0.065869,0.2,1281,589,1262,33887,38791,38786,0,0,0,0,4062,4055,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9427908774642443,-4.703985446854101,-2.1339167235805068,-1.8957768025303434,-2.2357711758939027,0.022964,0.1,0.065475,0.2,1262,662,1245,33631,38436,38431,0,0,0,0,3977,3966,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9448729106022867,-4.7102215804806,-2.1346933430911843,-1.9016893147271874,-2.242255579485636,0.022869,0.1,0.065083,0.2,1203,634,1070,33323,38312,38309,0,0,0,0,3836,3825,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9395620786349264,-4.750759984762989,-2.1463792817824943,-1.9087214098433476,-2.2465718830607075,0.022775,0.1,0.064694,0.2,1305,721,1248,33522,38318,38315,0,0,0,0,3894,3909,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9450314579005991,-4.744927575718176,-2.1506697033124453,-1.9023629189669762,-2.2510361603212723,0.022682,0.1,0.064307,0.2,1071,755,1324,33219,38338,38329,0,0,0,0,3899,3890,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9426305000148548,-4.767678482352182,-2.1594138995760956,-1.9139744089232136,-2.264080619725321,0.022589,0.1,0.063922,0.2,1226,705,1326,33659,38595,38590,0,0,0,0,4008,3994,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9455816571377789,-4.766153486305673,-2.1567207702775275,-1.9204227025261424,-2.2680843547315415,0.022498,0.1,0.063539,0.2,1212,625,1298,33757,38565,38557,0,0,0,0,3955,3961,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9444411379597667,-4.787425341679775,-2.1659951429172413,-1.9274403075533648,-2.273019214459117,0.022407,0.1,0.063159,0.2,1249,618,1490,33604,38688,38686,0,0,0,0,4011,4002,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9513487762758293,-4.770165413870942,-2.163062380210661,-1.918621843302254,-2.2681295663427417,0.022317,0.1,0.062781,0.2,1109,525,1344,33586,38657,38650,0,0,0,0,3938,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9456603095715697,-4.760977535291365,-2.161366841571218,-1.9169111123021192,-2.273974420645696,0.022227,0.1,0.062405,0.2,1150,665,1419,33401,38496,38491,0,0,0,0,3918,3927,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9414224691579294,-4.7835517710318305,-2.17090635952637,-1.9286510357343853,-2.2869044273282224,0.022138,0.1,0.062031,0.2,1245,716,1148,33477,38328,38323,0,0,0,0,3974,3981,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9496446211299844,-4.753863071243681,-2.163821672523128,-1.923654998642613,-2.2797984569270424,0.02205,0.1,0.06166,0.2,1105,567,1070,33204,38362,38357,0,0,0,0,3970,3978,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9457990511080415,-4.761620345365286,-2.1669433158986,-1.9297383643109074,-2.2867041430785333,0.021963,0.1,0.061291,0.2,1201,604,1248,33302,38092,38089,0,0,0,0,3885,3896,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9390002400384061,-4.773317197792275,-2.1690356613851924,-1.9301993595197882,-2.288696687262484,0.021876,0.1,0.060924,0.2,1384,649,1222,33328,38071,38066,0,0,0,0,3986,3979,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9437613504421091,-4.793146422265107,-2.169663075122561,-1.9372856712169333,-2.2920106425762437,0.02179,0.1,0.06056,0.2,1138,751,1387,33589,38570,38561,0,0,0,0,3927,3915,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9496050122582402,-4.776372657811058,-2.161557551876431,-1.9260661353061825,-2.2825792267841094,0.021705,0.1,0.060197,0.2,1119,546,1361,33039,38117,38112,0,0,0,0,3932,3936,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9408300027045707,-4.809456286627468,-2.1704975656022296,-1.9371099693259382,-2.2957011261009277,0.02162,0.1,0.059837,0.2,1331,638,1217,33277,37921,37911,0,0,0,0,3942,3942,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9457776703137278,-4.793711852470053,-2.1581785648036775,-1.923546506670824,-2.289758863492663,0.021536,0.1,0.059479,0.2,1102,692,1159,33086,38189,38181,0,0,0,0,3879,3883,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.9483382592436215,-4.792089563549144,-2.155299981280858,-1.9231895995666635,-2.2953777239897866,0.021453,0.1,0.059123,0.2,1088,625,1219,33158,38168,38161,0,0,0,0,3957,3951,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9367908257435928,-4.834065924887886,-2.1678505463034985,-1.9179088639378643,-2.301204001571356,0.02137,0.1,0.058769,0.2,1346,743,1182,33049,37883,37873,0,0,0,0,3979,3979,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9422768572955639,-4.847266119765913,-2.170784907523318,-1.9202100094577483,-2.302381601325794,0.021288,0.1,0.058417,0.2,1292,652,1228,33678,38578,38572,0,0,0,0,4015,4003,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9461257266135314,-4.844819205110534,-2.166345835137562,-1.915963353720018,-2.306037193767127,0.021207,0.1,0.058067,0.2,1136,662,1407,33374,38530,38525,0,0,0,0,4034,4026,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.946234639531078,-4.822793134731705,-2.1620490319313146,-1.9148426730041788,-2.3065846337032854,0.021126,0.1,0.05772,0.2,1120,687,1245,33609,38574,38569,0,0,0,0,3980,3982,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
