,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
depot_idle_fraction,-0.058026803462944164,-0.024664473750153446,-0.1543898972899271,-0.08059661189413113,-0.16708375368683678,0.17669037491643794,0.18109814460949347,0.08726472285699073,0.04814770608565655,0.10237141766092754,1.0,0.25179751157405017,-0.10191593576473763,0.004333573325846463,0.11853884598947166,0.14965489989362596,-0.001742563420510478,0.020698158177874845,0.045264330779140896,0.07205742889301059,0.9215204882435576,0.4188760819149413,0.16582096717105224,-0.06615415591336749
fleet_failure_risk,-0.07889731505508993,0.09145900340543942,-0.34279342986831063,-0.05587227658356228,-0.19881959303738486,0.5887846759506794,0.8181255786551396,0.43182152055428374,0.2988378359929292,0.8348039024559872,0.25179751157405017,1.0,-0.227253844867985,0.05819978042827466,0.47371318150672126,0.6281209937624237,0.06544273627041698,0.09126917724343926,0.08507485744008844,0.08654921213229555,0.23349038064505748,0.8263857297084188,0.04624104599124714,-0.0021408803000185868
fleet_low_health_fraction,0.03353681555852557,-0.03919131220642405,0.106089621534062,0.014277826758795166,0.06741091558359968,-0.12452620179881896,-0.19517190142936028,-0.11355579537812471,-0.047224607629712013,-0.17306964063194288,-0.10191593576473763,-0.227253844867985,1.0,-0.6116776645989438,-0.1470476361088743,-0.1581222366930699,-0.07144111015453822,-0.13573079274303684,-0.039290737099617966,-0.03157571396097711,-0.09323122182973748,-0.2028149734086374,-0.02682826180575748,0.0010695076898780157
maintenance_restoration_value,-0.0374895066254834,0.0133238927627153,-0.05268422640668011,-0.029089325913970523,-0.023780245495902127,0.0327503877179671,0.06751877792342484,0.033017435149972636,0.012072060369430121,0.06625730614023485,0.004333573325846463,0.05819978042827466,-0.6116776645989438,1.0,0.03719868399218029,0.05586145170566012,0.10046209870905995,0.17673414307660887,0.022376459203876996,0.017249798169830393,0.00026597804146282026,0.06395578642536176,0.024283158080223282,-0.02569415678735884
onsite_shortage_pressure,0.07595422244302433,0.35922928935793924,-0.17605278217923565,0.10998634734291114,-0.006640931337268967,0.709399123652667,0.4789243433080226,0.41890755094848975,0.5350577515450835,0.5913166274974312,0.11853884598947166,0.47371318150672126,-0.1470476361088743,0.03719868399218029,1.0,0.5691557142247824,0.0842325947633914,0.061228873657734384,0.033536722996515195,0.015164942456983148,0.10855066891793311,0.4253108886380515,0.027859702767613584,0.13798822301707214
depot_shortage_pressure,0.0801160300482492,0.37406824737395483,-0.2359769319245935,0.08542897174456598,-0.03708768357465263,0.4944748047938983,0.7900341085497541,0.5851163452528119,0.33986220809684714,0.72698959113105,0.14965489989362596,0.6281209937624237,-0.1581222366930699,0.05586145170566012,0.5691557142247824,1.0,0.05317091658646799,0.09782641153775594,0.04552339665050534,0.027407325050553977,0.1390754636905894,0.6913955301131891,0.039288098062615566,0.1216708291500543
current_station_onsite_shortage_pressure,-0.03432888393607956,0.025740826610818092,-0.05694095807084469,-0.01530227384200796,-0.008505989665096983,0.10675060839186674,0.05607678933506377,0.03927365888519751,0.08898128031106024,0.08503275810769016,-0.001742563420510478,0.06544273627041698,-0.07144111015453822,0.10046209870905995,0.0842325947633914,0.05317091658646799,1.0,0.19635406148523818,0.03356583036225367,0.026952692642473953,-0.0018927989702638586,0.055142839155857874,0.01906714435345479,-0.011569553167755492
current_station_depot_shortage_pressure,-0.052473228527053495,0.0009649549997337643,-0.07361564866387971,-0.0220372729697033,-0.025003708297237692,0.06390973219493976,0.13219849238707002,0.09532270993547892,0.034861881737252784,0.11833889444606306,0.020698158177874845,0.09126917724343926,-0.13573079274303684,0.17673414307660887,0.061228873657734384,0.09782641153775594,0.19635406148523818,1.0,0.031332441403288405,0.030533292309548737,0.019455029793167756,0.12006486922964517,0.015834521928870606,-0.016532800316843285
broken_cargo_distance_pressure,-0.28725884985053235,0.04223658218025971,-0.33238902171441087,-0.04882220483418484,0.014384345179506538,0.05078410141592048,0.04199596040764432,0.09295811816167594,0.10427497001121937,0.006654482846519947,0.045264330779140896,0.08507485744008844,-0.039290737099617966,0.022376459203876996,0.033536722996515195,0.04552339665050534,0.03356583036225367,0.031332441403288405,1.0,0.9058818108661638,0.14202514854290618,0.17252991035069343,-0.19459589933167645,-0.043065413657958254
late_broken_cargo_pressure,-0.3287878222158289,0.013367307277877657,-0.372953058003488,-0.16846418143946992,-0.09498220967223671,0.05428962334935074,0.035576224191206485,0.01091796870174757,0.037680053800884496,-0.0017764381975741044,0.07205742889301059,0.08654921213229555,-0.03157571396097711,0.017249798169830393,0.015164942456983148,0.027407325050553977,0.026952692642473953,0.030533292309548737,0.9058818108661638,1.0,0.16836709610661832,0.1904420265806394,-0.19459572046150095,-0.162702287771351
repaired_idle_away_pressure,-0.06795344273270311,-0.02960766808637538,-0.15239304542548351,-0.0678301191933361,-0.1498896800971927,0.16385706411500064,0.17073638150761675,0.08947761606555614,0.05109218361383493,0.09947746373132667,0.9215204882435576,0.23349038064505748,-0.09323122182973748,0.00026597804146282026,0.10855066891793311,0.1390754636905894,-0.0018927989702638586,0.019455029793167756,0.14202514854290618,0.16836709610661832,1.0,0.38666031403254825,-0.1270830219960435,-0.05436823426133984
depot_pipeline_pressure,-0.11916755985875026,0.11429294970310515,-0.41649350164755067,-0.08757067566183084,-0.23490536221171007,0.5087431461882135,0.8863154063573665,0.48258496870078693,0.1882837973222818,0.8567569381507707,0.4188760819149413,0.8263857297084188,-0.2028149734086374,0.06395578642536176,0.4253108886380515,0.6913955301131891,0.055142839155857874,0.12006486922964517,0.17252991035069343,0.1904420265806394,0.38666031403254825,1.0,0.07376389115801894,-0.04218722891761764
depot_queue_pickup_opportunity,-0.0035954073273397847,0.010717938953946606,-0.021455430853682823,-0.012229374515485678,-0.01388331826617325,0.027575841450346094,0.03914109562935477,0.028724847172691196,0.014192082616788266,0.025892561419321187,0.16582096717105224,0.04624104599124714,-0.02682826180575748,0.024283158080223282,0.027859702767613584,0.039288098062615566,0.01906714435345479,0.015834521928870606,-0.19459589933167645,-0.19459572046150095,-0.1270830219960435,0.07376389115801894,1.0,-0.009490432898207144
degradation_demand_exposure,0.1302279076086922,0.31904185440479593,0.031121501845223467,0.9982823369082009,0.7535338731475858,0.01950972338859204,0.031085772060906066,0.5837161623806656,0.5408596643359319,0.032359148014085654,-0.06615415591336749,-0.0021408803000185868,0.0010695076898780157,-0.02569415678735884,0.13798822301707214,0.1216708291500543,-0.011569553167755492,-0.016532800316843285,-0.043065413657958254,-0.162702287771351,-0.05436823426133984,-0.04218722891761764,-0.009490432898207144,1.0
