reward,td_target,td_error,future_starvation,future_congestion,future_broken_fleet_ratio
-0.4,-0.39783602304163607,-0.39783602304163607,4.0,0.0,0.0013020833333333333
-0.4,-0.39771901662541104,-0.39771901662541104,3.0,1.0,0.0013020833333333333
0.0,0.0,0.0,0.0,0.0,0.0026041666666666665
-0.30000000000000004,-0.29920430804427456,-0.29920430804427456,1.0,2.0,0.0026041666666666665
-0.2,-0.19933835520285828,-0.19933835520285828,2.0,0.0,0.0026041666666666665
-0.1,-0.09954049416488289,-0.09954049416488289,1.0,0.0,0.00390625
-0.2,-0.19891813585012683,-0.19891813585012683,0.0,2.0,0.005208333333333333
0.0,0.0,0.0,0.0,0.0,0.005208333333333333
-0.1,-0.09975488390048805,-0.09975488390048805,1.0,0.0,0.005208333333333333
-0.2,-0.19915042448498355,-0.19915042448498355,2.0,0.0,0.005208333333333333
-0.1,-0.09958228912907927,-0.09958228912907927,1.0,0.0,0.0078125
0.0,0.0,0.0,0.0,0.0,0.0078125
-0.1,-0.09974353069117328,-0.09974353069117328,1.0,0.0,0.0078125
-0.1,-0.09968674386439164,-0.09968674386439164,0.0,1.0,0.0078125
0.0,0.0,0.0,0.0,0.0,0.009114583333333334
-0.30000000000000004,-0.29865218223992707,-0.29865218223992707,3.0,0.0,0.009114583333333334
0.0,0.0,0.0,0.0,0.0,0.009114583333333334
0.0,0.0,0.0,0.0,0.0,0.009114583333333334
-0.1,-0.09959300223982961,-0.09959300223982961,1.0,0.0,0.009114583333333334
0.0,0.0,0.0,0.0,0.0,0.009114583333333334
-0.2,-0.1991433129125826,-0.1991433129125826,2.0,0.0,0.009114583333333334
-0.1,-0.09956865970409684,-0.09956865970409684,1.0,0.0,0.009114583333333334
-0.30000000000000004,-0.29872160429577405,-0.29872160429577405,3.0,0.0,0.009114583333333334
-0.1,-0.09952022022699579,-0.09952022022699579,1.0,0.0,0.009114583333333334
-0.2,-0.19901196857688275,-0.19901196857688275,2.0,0.0,0.009114583333333334
-0.1,-0.09959717336941216,-0.09959717336941216,1.0,0.0,0.009114583333333334
-0.2,-0.1986829562836891,-0.1986829562836891,2.0,0.0,0.009114583333333334
-0.2,-0.19973840566878628,-0.19973840566878628,2.0,0.0,0.009114583333333334
0.0,0.0,0.0,0.0,0.0,0.009114583333333334
-0.1,-0.09971446731471559,-0.09971446731471559,1.0,0.0,0.009114583333333334
-0.2,-0.19930698508050118,-0.19930698508050118,0.0,2.0,0.01171875
-0.9,-0.8941316763747634,-0.8941316763747634,3.0,6.0,0.013020833333333334
-0.4,-0.39879292444043446,-0.39879292444043446,3.0,1.0,0.013020833333333334
0.0,0.0,0.0,0.0,0.0,0.013020833333333334
-0.9,-0.8968237588534803,-0.8968237588534803,9.0,0.0,0.014322916666666666
-0.5,-0.498833519270887,-0.498833519270887,5.0,0.0,0.014322916666666666
-1.7000000000000002,-1.690376336477575,-1.690376336477575,6.0,11.0,0.014322916666666666
-0.5,-0.498285348200486,-0.498285348200486,1.0,4.0,0.014322916666666666
-0.8,-0.7962602266767352,-0.7962602266767352,1.0,7.0,0.015625
0.0,0.0,0.0,0.0,0.0,0.015625
-0.5,-0.4976211740577952,-0.4976211740577952,3.0,2.0,0.015625
-0.9,-0.8971972121257153,-0.8971972121257153,8.0,1.0,0.018229166666666668
-0.5,-0.4978698479490157,-0.4978698479490157,3.0,2.0,0.018229166666666668
-0.2,-0.1996547822749927,-0.1996547822749927,2.0,0.0,0.018229166666666668
-0.5,-0.4975863834001369,-0.4975863834001369,4.0,1.0,0.020833333333333332
-0.8,-0.796380339633077,-0.796380339633077,2.0,6.0,0.020833333333333332
-0.30000000000000004,-0.2989065991378006,-0.2989065991378006,2.0,1.0,0.022135416666666668
-0.1,-0.09983043365703756,-0.09983043365703756,0.0,1.0,0.022135416666666668
-0.6000000000000001,-0.5972446782994646,-0.5972446782994646,1.0,5.0,0.022135416666666668
-0.1,-0.09972317282147676,-0.09972317282147676,0.0,1.0,0.022135416666666668
0.0,0.0,0.0,0.0,0.0,0.01953125
-0.2,-0.19936306049584507,-0.19936306049584507,0.0,2.0,0.01953125
0.0,0.0,0.0,0.0,0.0,0.01953125
-0.4,-0.39864021663019084,-0.39864021663019084,0.0,4.0,0.01953125
-0.4,-0.3995574992334104,-0.3995574992334104,0.0,4.0,0.01953125
-0.2,-0.19961932834560148,-0.19961932834560148,2.0,0.0,0.020833333333333332
-0.2,-0.19946969161640798,-0.19946969161640798,0.0,2.0,0.020833333333333332
-0.2,-0.19939873296314292,-0.19939873296314292,0.0,2.0,0.020833333333333332
-0.1,-0.09971732642708708,-0.09971732642708708,0.0,1.0,0.020833333333333332
-0.2,-0.19982827432209307,-0.19982827432209307,0.0,2.0,0.020833333333333332
-0.30000000000000004,-0.29951337050778476,-0.29951337050778476,1.0,2.0,0.020833333333333332
-3.1,-2.65364254100892,-2.65364254100892,14.0,17.0,0.0234375
-0.9,-0.8951907194947526,-0.8951907194947526,4.0,5.0,0.024739583333333332
-1.3,-1.2947583752736815,-1.2947583752736815,13.0,0.0,0.026041666666666668
-0.9,-0.8962947969403526,-0.8962947969403526,9.0,0.0,0.02734375
-0.2,-0.19953446375878783,-0.19953446375878783,2.0,0.0,0.02734375
-0.9,-0.8959453541011395,-0.8959453541011395,9.0,0.0,0.028645833333333332
-0.8,-0.7968869429812777,-0.7968869429812777,8.0,0.0,0.029947916666666668
0.0,0.0,0.0,0.0,0.0,0.029947916666666668
-0.8,-0.7966202815315017,-0.7966202815315017,7.0,1.0,0.028645833333333332
0.0,0.0,0.0,0.0,0.0,0.028645833333333332
-0.2,-0.1997018871076773,-0.1997018871076773,0.0,2.0,0.028645833333333332
-0.1,-0.09946112580260667,-0.09946112580260667,0.0,1.0,0.028645833333333332
-0.1,-0.09945792473862158,-0.09945792473862158,0.0,1.0,0.028645833333333332
-0.1,-0.09985094355383865,-0.09985094355383865,0.0,1.0,0.028645833333333332
-0.1,-0.09978625069632036,-0.09978625069632036,0.0,1.0,0.03125
-0.2,-0.19939558240812616,-0.19939558240812616,2.0,0.0,0.03125
-0.1,-0.09972590116833874,-0.09972590116833874,1.0,0.0,0.03125
-0.2,-0.1995725013926407,-0.1995725013926407,0.0,2.0,0.03125
-0.30000000000000004,-0.2990933736121893,-0.2990933736121893,1.0,2.0,0.03125
-0.2,-0.19945180233667748,-0.19945180233667748,1.0,1.0,0.03125
-0.4,-0.3986360817644355,-0.3986360817644355,4.0,0.0,0.03125
-0.7000000000000001,-0.6982488566732205,-0.6982488566732205,4.0,3.0,0.03125
-0.30000000000000004,-0.2986575460566984,-0.2986575460566984,3.0,0.0,0.03125
0.0,0.0,0.0,0.0,0.0,0.03125
-0.1,-0.09969813442726544,-0.09969813442726544,1.0,0.0,0.03125
-0.30000000000000004,-0.29905414789803564,-0.29905414789803564,2.0,1.0,0.03125
-0.2,-0.1990223605941921,-0.1990223605941921,1.0,1.0,0.032552083333333336
-0.30000000000000004,-0.2978195384366284,-0.2978195384366284,3.0,0.0,0.032552083333333336
-0.4,-0.3982669516386584,-0.3982669516386584,4.0,0.0,0.032552083333333336
-0.6000000000000001,-0.5975795149397709,-0.5975795149397709,5.0,1.0,0.033854166666666664
-1.0,-0.9965941653159518,-0.9965941653159518,9.0,1.0,0.033854166666666664
-1.0,-0.9935730667598337,-0.9935730667598337,4.0,6.0,0.03515625
-0.7000000000000001,-0.6985257305738369,-0.6985257305738369,4.0,3.0,0.03515625
-0.6000000000000001,-0.5973059185097316,-0.5973059185097316,2.0,4.0,0.036458333333333336
-0.1,-0.09975955735532428,-0.09975955735532428,1.0,0.0,0.036458333333333336
-0.4,-0.3987056691542451,-0.3987056691542451,2.0,2.0,0.036458333333333336
-0.5,-0.4989437243247444,-0.4989437243247444,5.0,0.0,0.037760416666666664
-1.4000000000000001,-1.3922872492347669,-1.3922872492347669,11.0,3.0,0.036458333333333336
-1.0,-0.9966366334018172,-0.9966366334018172,9.0,1.0,0.036458333333333336
-1.2000000000000002,-1.1951074822689383,-1.1951074822689383,2.0,10.0,0.037760416666666664
-0.1,-0.09990121271307768,-0.09990121271307768,1.0,0.0,0.037760416666666664
-0.5,-0.4989195709773934,-0.4989195709773934,0.0,5.0,0.040364583333333336
-0.5,-0.49808268282778945,-0.49808268282778945,1.0,4.0,0.040364583333333336
-0.7000000000000001,-0.6979784814635653,-0.6979784814635653,2.0,5.0,0.040364583333333336
-0.5,-0.49905123756067515,-0.49905123756067515,1.0,4.0,0.040364583333333336
-0.9,-0.8963906192185657,-0.8963906192185657,5.0,4.0,0.041666666666666664
-0.7000000000000001,-0.6979120472714054,-0.6979120472714054,5.0,2.0,0.041666666666666664
-0.8,-0.7981706800680413,-0.7981706800680413,4.0,4.0,0.041666666666666664
-0.9,-0.8964623666324659,-0.8964623666324659,6.0,3.0,0.04296875
0.0,0.0,0.0,0.0,0.0,0.04296875
-0.2,-0.199079822176852,-0.199079822176852,2.0,0.0,0.044270833333333336
-0.2,-0.19971887676548453,-0.19971887676548453,1.0,1.0,0.044270833333333336
-1.0,-0.9954210808942716,-0.9954210808942716,3.0,7.0,0.044270833333333336
-0.1,-0.09957020274928657,-0.09957020274928657,0.0,1.0,0.044270833333333336
-0.2,-0.19910324627641532,-0.19910324627641532,1.0,1.0,0.044270833333333336
-0.5,-0.4976837256658711,-0.4976837256658711,1.0,4.0,0.044270833333333336
-0.4,-0.398441812232718,-0.398441812232718,3.0,1.0,0.044270833333333336
-0.30000000000000004,-0.29892097204554374,-0.29892097204554374,2.0,1.0,0.04296875
-0.2,-0.19917884435178557,-0.19917884435178557,0.0,2.0,0.04296875
0.0,0.0,0.0,0.0,0.0,0.04296875
-0.1,-0.09984229671728684,-0.09984229671728684,0.0,1.0,0.04296875
-0.1,-0.0996124528209405,-0.0996124528209405,1.0,0.0,0.041666666666666664
-2.7,-2.309770882734554,-2.309770882734554,17.0,10.0,0.041720990873533245
-0.2,-0.19889276776863102,-0.19889276776863102,2.0,0.0,0.04296875
-0.4,-0.3983973416170086,-0.3983973416170086,4.0,0.0,0.04296875
-0.9,-0.8961865793124122,-0.8961865793124122,8.0,1.0,0.041666666666666664
-0.2,-0.199194764396619,-0.199194764396619,2.0,0.0,0.0390625
0.0,0.0,0.0,0.0,0.0,0.0390625
0.0,0.0,0.0,0.0,0.0,0.036458333333333336
0.0,0.0,0.0,0.0,0.0,0.03515625
-0.6000000000000001,-0.5977632548453077,-0.5977632548453077,6.0,0.0,0.03515625
0.0,0.0,0.0,0.0,0.0,0.03515625
-0.4,-0.3989390773923661,-0.3989390773923661,4.0,0.0,0.03515625
-0.2,-0.19977647442759489,-0.19977647442759489,2.0,0.0,0.036458333333333336
-0.1,-0.09960415179175174,-0.09960415179175174,1.0,0.0,0.036458333333333336
-0.30000000000000004,-0.29887175630399376,-0.29887175630399376,3.0,0.0,0.036458333333333336
-0.1,-0.09965119346429324,-0.09965119346429324,1.0,0.0,0.036458333333333336
-0.30000000000000004,-0.2992760204885136,-0.2992760204885136,3.0,0.0,0.036458333333333336
-0.5,-0.4984883542643145,-0.4984883542643145,5.0,0.0,0.036458333333333336
-0.4,-0.3980291407472498,-0.3980291407472498,4.0,0.0,0.036458333333333336
-0.2,-0.19950783056478316,-0.19950783056478316,2.0,0.0,0.036458333333333336
-0.1,-0.09954367346259375,-0.09954367346259375,1.0,0.0,0.036458333333333336
0.0,0.0,0.0,0.0,0.0,0.037760416666666664
-0.1,-0.0994818820563768,-0.0994818820563768,1.0,0.0,0.036458333333333336
0.0,0.0,0.0,0.0,0.0,0.036458333333333336
-0.2,-0.19899795221275912,-0.19899795221275912,2.0,0.0,0.037760416666666664
0.0,0.0,0.0,0.0,0.0,0.037760416666666664
-0.2,-0.1993691749186581,-0.1993691749186581,2.0,0.0,0.037760416666666664
0.0,0.0,0.0,0.0,0.0,0.037760416666666664
-0.5,-0.4983129061182495,-0.4983129061182495,5.0,0.0,0.040364583333333336
-0.5,-0.49832574217930475,-0.49832574217930475,5.0,0.0,0.041666666666666664
-0.5,-0.49880262103067535,-0.49880262103067535,5.0,0.0,0.041666666666666664
0.0,0.0,0.0,0.0,0.0,0.04296875
0.0,0.0,0.0,0.0,0.0,0.044270833333333336
-0.1,-0.09957566866764613,-0.09957566866764613,1.0,0.0,0.046875
-0.2,-0.19925478907023497,-0.19925478907023497,2.0,0.0,0.046875
-0.30000000000000004,-0.2990102636675538,-0.2990102636675538,3.0,0.0,0.046875
-0.5,-0.49726477220087595,-0.49726477220087595,1.0,4.0,0.048177083333333336
-0.5,-0.49772856802046067,-0.49772856802046067,3.0,2.0,0.046875
