,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,global_onsite_backlog,global_depot_backlog,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,fleet_failure_risk,fleet_low_health_fraction,maintenance_restoration_value,onsite_shortage_pressure,depot_shortage_pressure,current_station_onsite_shortage_pressure,current_station_depot_shortage_pressure,broken_cargo_distance_pressure,late_broken_cargo_pressure,repaired_idle_away_pressure,depot_pipeline_pressure,depot_queue_pickup_opportunity,degradation_demand_exposure
rebalancing_imbalance,1.0,0.47455893522763615,0.7304751043313419,0.07411130187254127,0.05568804019677324,-0.03332985082366809,-0.05615367632368327,-0.06066665288537759,-0.06526564188655064,-0.04918616967256685,-0.0591862411977209,-0.08179333750977362,0.02497680388500045,-0.022909716361356205,0.08187845403522978,0.09637338346731379,-0.011014264894491237,-0.02217801477568692,-0.2325564101312348,-0.2767911218384436,-0.06531541945448308,-0.12136859237169513,0.003629899428283776,0.07136051828694326
squared_starvation_penalty,0.47455893522763615,1.0,0.11174025050657836,0.2802428919868021,0.32498080897557663,0.1222167260503473,0.11677814884849624,0.3466002215141698,0.3224331647486929,0.1331443856640492,-0.0430472687229187,0.08010894053650168,-0.023048278452652532,0.022954561894020474,0.3624293799846803,0.37979794232341146,0.0180334426362437,0.011214454953771734,0.04070232794394456,-0.010967459157095976,-0.044164458126398326,0.10888068920179672,0.008681035750895405,0.2873429184043123
squared_congestion_penalty,0.7304751043313419,0.11174025050657836,1.0,0.015053136919373478,0.052820471929765335,-0.2578912021947947,-0.34998279632596824,-0.3265281559353152,-0.2712917722694261,-0.3458157804664992,-0.14335232461193947,-0.3610457762597602,0.0801864675562523,-0.05238054042080199,-0.1715630153118298,-0.21913686862858997,-0.04161175757505087,-0.054740360985338944,-0.2793604149884928,-0.3169296720639537,-0.14067635431184772,-0.42360930554724274,-0.009914359002839126,-0.004696896277566334
gross_starvation_risk,0.07411130187254127,0.2802428919868021,0.015053136919373478,1.0,0.7659518247177114,-0.020458455441814318,-0.02081955550461989,0.5688601452482597,0.5390238016317175,-0.0235651771779861,-0.11486613451428827,-0.05069098593075797,0.022558221345357,-0.036918437953628855,0.0977025558739835,0.07513824885092328,-0.013053116995971838,-0.030989338789805886,-0.07324238754132685,-0.2612579085210559,-0.10296811184070018,-0.07838716018021466,-0.02148028425810679,0.997902286771125
gross_congestion_risk,0.05568804019677324,0.32498080897557663,0.052820471929765335,0.7659518247177114,1.0,-0.12642449780797452,-0.17953707417921114,0.5119791400781557,0.5372163680423551,-0.18023205549862434,-0.16359097769352554,-0.19434912317804337,0.060983570867247844,-0.03343710745464244,-0.032689395767598356,-0.06280385946480753,-0.021125751912019996,-0.0390648754444092,-0.03232925049959508,-0.20550979541547726,-0.1493515068620287,-0.22454299119688784,-0.017286573813695246,0.7537458306237986
global_onsite_backlog,-0.03332985082366809,0.1222167260503473,-0.2578912021947947,-0.020458455441814318,-0.12642449780797452,1.0,0.6213160585758845,0.3591993098729361,0.6057416336397873,0.800965880426906,0.17091526632925197,0.6547818818791104,-0.09317320610865365,0.05546046788811832,0.7227510415420847,0.5220055239043934,0.0799596879290065,0.06368010892643539,0.07703749651593074,0.09100850988974568,0.16000762218929795,0.62010484565713,0.026775202281844924,0.018605354140918014
global_depot_backlog,-0.05615367632368327,0.11677814884849624,-0.34998279632596824,-0.02081955550461989,-0.17953707417921114,0.6213160585758845,1.0,0.5928400120050125,0.2639444791185022,0.922221778000802,0.15683736944080823,0.8329041085144487,-0.1420302284928696,0.08566404512488106,0.5036628431580453,0.7855114950345911,0.05584915364590125,0.09936280795881479,0.06807702625020261,0.06651617502237805,0.14654837977281093,0.907713469038767,0.02915283691925226,0.028130175370556825
demand_weighted_depot_backlog,-0.06066665288537759,0.3466002215141698,-0.3265281559353152,0.5688601452482597,0.5119791400781557,0.3591993098729361,0.5928400120050125,1.0,0.6521520853227473,0.5361815630265837,0.02491299994048079,0.43110236823810494,-0.05393652160847701,0.026775388328232584,0.381567498211123,0.5471396961670388,0.022310770421644484,0.04265084632746093,0.04446023472342268,-0.09204814205821603,0.02758442347113651,0.5084347896033328,0.011732226809567101,0.5979804956528083
demand_weighted_onsite_backlog,-0.06526564188655064,0.3224331647486929,-0.2712917722694261,0.5390238016317175,0.5372163680423551,0.6057416336397873,0.2639444791185022,0.6521520853227473,1.0,0.39934761361705995,-0.006460714880086061,0.3003973942147454,-0.014213553092079565,0.009518826090758667,0.506804947416519,0.30064668281288404,0.05314062933850536,0.01123809933471337,0.04311936030864152,-0.07126547803493366,-0.0019270469141508546,0.2374504851434217,0.0010606318707620116,0.5603673789978801
fleet_broken_fraction,-0.04918616967256685,0.1331443856640492,-0.3458157804664992,-0.0235651771779861,-0.18023205549862434,0.800965880426906,0.922221778000802,0.5361815630265837,0.39934761361705995,1.0,0.10182370158191974,0.8535701972856544,-0.13996080730389707,0.08945444929787942,0.6170622017821765,0.7318779903501234,0.07016553655123205,0.09046757158668071,0.05072838413134441,0.03995158550578388,0.09603976924872999,0.9047783584032233,0.017795499662509658,0.026864549388982674
depot_idle_fraction,-0.0591862411977209,-0.0430472687229187,-0.14335232461193947,-0.11486613451428827,-0.16359097769352554,0.17091526632925197,0.15683736944080823,0.02491299994048079,-0.006460714880086061,0.10182370158191974,1.0,0.23016215518256047,-0.10586334199171944,0.0033976158838403773,0.09907521993384533,0.10450002608396704,0.01479276823365231,0.011128489978912411,0.0776269497909845,0.14479598008497555,0.9305882026516223,0.39794210978410866,0.17633866987863986,-0.10227651687551054
