episode,service_level,squared_starvation_penalty,squared_congestion_penalty,starvation_gravity,congestion_gravity,imbalance_weighted_distance,starvation_severity_max,congestion_severity_max,station_starvation_count,time_of_day_fraction,multi_horizon_starvation_risk
137,0.9338765372266311,-179.15394491010156,-172.64007231556855,-64.90542762034282,-46.58131207777892,-10.000616800473027,-34.81083204771023,-15.548741800213012,-4.602459696465302,-100.11870444703014,-122.24997379574599
138,0.9345431371953995,-180.33948134976714,-174.22086650804408,-65.4831655254143,-47.05167148755405,-11.420814209505316,-30.194755827308526,-12.530704190313896,-2.601641645086457,-96.41943396388191,-123.50848205711424
139,0.9215616470867449,-184.6731182812771,-177.23412323519977,-66.06276997336974,-47.64126696405407,-12.559600462628834,-49.196471007728185,-33.99259538665115,-13.621973083189664,-108.30563787265531,-129.01670976239922
140,0.9308220222662803,-182.28647740984243,-176.63183702413235,-65.75523704894725,-47.4032995009625,-12.593896897359315,-37.624207585820066,-22.472652496477465,-7.470338238386799,-103.58216171395013,-126.30229824783478
141,0.9298476815103129,-181.83409891035706,-177.4219245642887,-66.26550193672307,-47.72900359604396,-11.623571438890698,-36.95076139464226,-22.40500833304999,-6.85796422862124,-99.93716800269424,-126.12446096729003
142,0.9244688267208195,-183.1780444484831,-179.10398005327667,-66.17518107128036,-48.749344110100346,-14.401016916097424,-42.26678095693159,-27.025043626870083,-9.070022896526208,-102.43855299976671,-127.84941269000561
143,0.9258165602024828,-187.14739592907233,-182.08259085509832,-65.95573826611172,-49.718279523373994,-14.544735543525821,-47.635234351207394,-32.293863839831026,-11.680127278598684,-101.49609461405257,-131.64381158881258
144,0.9290928050052137,-188.06335276753023,-182.29340447018438,-66.31147591521012,-50.103977589960316,-14.049203431297538,-49.14048612387516,-32.183955820081174,-11.470599395005324,-101.61398171929119,-132.29496450915687
145,0.9327238278548013,-188.19885251298805,-182.96208857110133,-66.21345951852824,-50.835206624444325,-12.281359095491936,-41.195464661728856,-24.99817851380311,-5.364515156050632,-97.44403328884634,-131.8961615483138
146,0.9332709038182697,-187.58652704639854,-184.1772818353549,-67.00217164439914,-50.83441737342602,-13.9561612110072,-41.34030341772394,-25.16534097577792,-3.9926668632883464,-95.63541540096878,-131.47751546135774
147,0.9356348918690347,-187.0708125225902,-184.38889861116297,-67.07454411753656,-51.275259587436985,-15.206025856113971,-40.04043519726259,-24.65033601546171,-4.723457017692072,-95.62958715556874,-131.2733087453914
148,0.9253780604896783,-188.1252073810219,-185.41303123308444,-67.95633858704409,-51.321262747613744,-15.918813784273404,-46.64347732407571,-31.307267703752526,-8.95135962033901,-99.98470241279172,-132.80408572709086
149,0.9319896204212178,-188.00689963521302,-184.35153221428652,-68.16559118414347,-51.51307866634222,-13.502975999068887,-42.415512165088764,-25.342856854168552,-5.183889295426334,-101.36673960088801,-131.46568007129028
150,0.9386578333946755,-187.1488787046343,-183.71707605157786,-68.21130088342544,-51.604978136264904,-13.097384130533573,-34.144918604825996,-16.41535427242776,-0.9042207369696191,-95.31025485138281,-129.8193922091799
151,0.929422854710211,-187.7755652978673,-184.80723761297267,-69.04469455427613,-51.4581895911589,-13.936127915348255,-40.88436978990153,-21.2037098418854,-5.068428885518077,-101.15356216876782,-130.64480866657877
152,0.9254822091769498,-189.56394696823563,-186.09963287810785,-69.76074099332794,-51.84238464291788,-14.601838052057529,-45.25783294295424,-26.389446701674892,-7.060435674833973,-102.58108191608243,-132.05939061180055
153,0.9366584602291723,-188.18220844006794,-185.1845885255602,-70.28472671183782,-51.58232417883098,-13.876453147858689,-36.49022590357252,-16.778341268988424,-2.4963856289129254,-98.32188760564897,-129.98602186661162
154,0.9301201944585284,-190.70048279067157,-185.8855248216654,-70.86301946384724,-52.70874563370282,-13.557537781656524,-43.81276016600957,-22.588290020873178,-6.118608963425688,-102.79317060017522,-132.5251648177012
155,0.9303224248279194,-191.87834993644822,-187.12520029090558,-70.99158883579983,-52.93656272237575,-15.338494037554145,-49.2706423047753,-27.923550946773123,-9.208450337223073,-108.03711934735767,-134.20591175943014
156,0.9263984000969638,-190.85963993837527,-187.28206883056137,-71.10428452159319,-53.02699812848343,-14.167291988097501,-45.34444442376345,-24.122316664532836,-5.007711494759877,-104.04209861422615,-132.81264967392318
157,0.9277367401307823,-191.6439085903475,-187.48137546581785,-71.55449832073495,-53.13308793542166,-14.068602346250422,-44.53528381482682,-23.203895416689864,-4.725837108239993,-102.24305781450876,-132.93028686133
158,0.9279316933365178,-192.7171288776802,-188.5994280550512,-72.01367125351328,-53.46223952841457,-13.536608257093121,-45.11688980514065,-24.190076354586033,-5.647246064153842,-102.13189312709586,-133.69612036492907
159,0.9304158738787714,-192.04268038972603,-188.84298332689428,-72.53164098991981,-53.415865017485245,-13.383903084538874,-45.104853446872994,-21.83585393497937,-6.149943081162201,-102.00098301291563,-133.09662212476965
160,0.9244039774769378,-194.38924307066029,-191.7005477647341,-73.19240086117811,-54.15722986838991,-11.94685654383317,-48.78415555896596,-25.166636977696093,-6.800596535823267,-102.94524052349882,-135.8946326902688
161,0.9311200556850165,-194.316076130982,-191.64364115708642,-73.51014783091648,-54.84451249355564,-10.796760192790412,-45.29595223946286,-21.781677467600993,-5.601339890479848,-99.91666536685068,-135.5729482338463
162,0.9247938626959437,-197.705164559995,-194.50005918561308,-73.55716290204994,-55.833088539017346,-12.19957395525987,-57.585578999269,-33.316365306863176,-10.90199920689556,-104.11911350402794,-139.178034024401
163,0.9285562921926558,-197.24771112995353,-193.75667034942674,-73.5705666025078,-56.24660487950193,-11.69830136173325,-53.65578172191038,-28.109204744856267,-8.186288305143771,-103.69189486381137,-138.41091851928834
164,0.9303438872898045,-197.26895494069024,-193.76037970139473,-74.04228381449899,-56.53535431863908,-10.380406111983882,-47.63663491214045,-22.454265621186654,-5.30706222200141,-96.53522233046934,-137.7178066807221
165,0.922897982920633,-199.5556170047071,-194.87962808416054,-74.42810803647679,-56.90662226901604,-11.839968612749434,-56.51116515919972,-29.68084058821357,-10.107938398737746,-104.88693876499823,-140.23710652052827
166,0.9265641650175065,-198.43407089078704,-194.56063347650104,-74.65904408847524,-56.91136593394995,-10.90324021700427,-52.25322652521071,-25.30638955624107,-7.083243509268417,-101.65863383976179,-138.78917999492515
167,0.9342541769708668,-197.56326314346873,-194.5866459372953,-75.0659834057137,-56.41451042336764,-10.146426847980008,-48.4279643470476,-21.026550985770356,-3.9163709406181932,-100.0277941564689,-137.6739318216426
168,0.9339969509461035,-197.30747604506945,-195.08947444684077,-74.89260239764161,-56.286354451920026,-12.116750812162977,-46.64062514456252,-19.01764153073773,-2.8118652449013974,-99.90458757124902,-137.33550425615007
169,0.9313090941629135,-197.87853342804462,-196.33625171213902,-75.44631819702984,-55.761723043096204,-11.33262025914256,-48.395382915194006,-22.870351185448847,-4.538049930132025,-101.90936796354379,-137.99668705339437
170,0.9249545972235048,-198.70827612672997,-197.21255446463408,-76.01793053418098,-55.935143845298,-13.405095928615983,-52.17210241252159,-27.65164902691428,-6.961288119452338,-105.9193998667178,-139.42043536594548
171,0.9357288838727389,-197.2578183774128,-197.18221040457928,-76.01090717182831,-55.6327047913426,-12.300338607743065,-41.64366889988688,-17.29942940465427,-0.6405073414659282,-99.13637213948054,-137.13634997263762
172,0.927777443970438,-199.1656145257018,-198.85764465709673,-76.29253242716278,-56.28089118249847,-12.415252687363605,-51.72234914051302,-25.90652559300827,-6.263161036700215,-105.8483497676284,-139.723734401775
173,0.928966512354957,-200.5366776077646,-199.90316901171425,-76.36202551694431,-56.75726693406284,-13.91592448464052,-56.15823177042055,-29.524846031392695,-8.102312068748622,-110.44867644859147,-140.90410185338874
174,0.9335414540433451,-200.05792488966148,-199.41179848004796,-76.80325308918626,-56.85528723665734,-12.678876689678898,-44.56275876689826,-17.947155323931153,-2.669760300990703,-103.08703014421087,-139.28180399146675
175,0.9284562737642585,-201.9991813307707,-200.93239350709337,-77.06825780706937,-57.47052620973111,-12.87803472872245,-51.549983042914235,-22.76096944347257,-6.436035393276836,-104.19252539072482,-141.42504411523143
176,0.927090200779143,-202.80077141559102,-201.3603694907628,-77.29102792349327,-57.823160005875,-13.596165244732882,-54.01434433311769,-25.615407956293357,-6.868413483797678,-106.98368251771274,-142.10241261010316
177,0.9238938582582942,-204.34917990455435,-202.10618844660354,-77.52430290916702,-58.19318507675948,-12.863588372731927,-53.9615947913533,-25.695391584520568,-7.402128597060754,-106.52200057228734,-143.4219915654794
178,0.9246308080201705,-205.08551008255094,-202.76584883367622,-77.96694152130185,-57.76370285116911,-12.401382261427399,-54.57166094274712,-26.062687409606685,-8.476695230562283,-107.47773871623953,-144.0264973360702
179,0.9289250675819336,-205.03871949082057,-203.78698413872232,-78.04653028642619,-57.92435468811434,-12.462256976497843,-55.292376439461115,-26.970936002188758,-9.111612722032497,-107.27490866156684,-144.26908172623988
180,0.9344971513877464,-203.94655005051558,-203.07312366240757,-78.25605609046393,-58.36476054325986,-12.229777230830184,-45.83862748903576,-17.682808814670935,-3.7322241410607133,-103.25797247672725,-142.363040112212
181,0.9324768539461383,-204.28355528730035,-203.69236421518434,-78.76661069606965,-58.6186837508987,-12.747400007307574,-48.13799131418468,-19.174035104100717,-5.700703949994465,-105.30565600808943,-142.8601741495496
182,0.930466274332277,-205.32148401841152,-204.18126507414402,-78.97079680774678,-58.550605020432016,-14.500407519870942,-49.99623402738689,-20.322730120465568,-5.620468791307704,-107.10701876666165,-143.66920283362543
183,0.9294844865870492,-206.01566450101606,-204.36088087044746,-79.50730147279155,-58.469497122481016,-14.206415814331718,-46.75951162409729,-17.613685726472845,-4.142809391160512,-104.49450944899459,-143.77340849715213
184,0.9266834582587321,-207.23191897315374,-205.33089871990222,-79.65329713352804,-58.69488469004387,-14.94655750116073,-50.62722759576274,-21.34688189144395,-5.019899981443264,-107.87581657677742,-145.0102676688306
185,0.9255064125614287,-207.78567336148015,-205.94580025015588,-79.98684145474498,-58.61731582657293,-13.331425536137438,-51.52811042937423,-23.438224757799652,-5.452172263096855,-108.88718422859364,-145.55190294111907
186,0.9220950836411689,-208.16543607803303,-207.45684736208096,-79.87411138765695,-59.289134753123584,-13.460473126811157,-53.91692072590511,-26.87008236628818,-6.63333117069134,-111.80729192756067,-146.57846853265633
187,0.9283023380972314,-207.4538225950208,-206.84244235462035,-79.98112202634779,-59.409845931373155,-13.76747835995129,-49.13075427442099,-21.72463115303984,-4.280238800830993,-109.18337959908021,-145.51374636544278
188,0.9205379339263785,-208.05481546860014,-207.25038052566174,-79.98340315393573,-59.95437661340469,-12.299929922939377,-56.36817548018943,-28.30156761050126,-8.107915716322099,-114.19444997267544,-146.71280684840008
189,0.927352613680821,-207.91158553068598,-207.2466541577071,-80.1737939932351,-60.01032419812559,-12.47683143329751,-52.64491377690897,-24.74560920921883,-6.419540191806324,-112.54915285780845,-146.0522038684888
190,0.9288631313434629,-208.35575986779816,-207.36870953546702,-80.47892928399519,-60.18492132100337,-13.4892801219031,-52.16685135827994,-22.41642755251769,-5.949999962642324,-113.01957321323164,-146.3217414546153
191,0.9184574001873848,-209.42668307718148,-208.20259982192715,-80.58137154645885,-60.61148462022573,-13.551707324558397,-54.947186790381714,-25.097046690643676,-7.187661350100499,-114.34729931360901,-147.19085597486168
192,0.9249332973588752,-209.57216166934296,-209.22460817881333,-80.56775016977699,-60.84836559104152,-13.725393887344849,-56.27153303256744,-28.207000491233273,-7.280256232483094,-116.34629678131574,-147.4167474330377
193,0.9284750741928715,-208.80306184848567,-208.49596577792093,-80.71059804844627,-60.922683683911245,-14.728074704561719,-52.165534268522364,-24.575284818249365,-5.303805389376613,-114.6245803768049,-146.4550369581022
194,0.9283298097251586,-208.69141020004747,-208.2228680367775,-80.69876181415043,-60.940900291560396,-13.473517248056448,-47.29676558666412,-19.130526225515826,-2.326539353633215,-110.36842793376665,-145.75015072117827
195,0.9268978444236177,-209.59555865978166,-209.27343817967812,-80.70189311087613,-61.301901371457745,-13.954303293099354,-51.607243179677106,-22.82986818861449,-4.696808106552888,-111.81414105658641,-146.89553195852017
196,0.9259016393442623,-209.4297083667006,-209.56519744091065,-80.95781739635888,-61.36523941210526,-15.836175283313398,-53.85136518783284,-23.808752240445344,-5.405367607060973,-113.69552678618648,-147.04595522803027
197,0.9317772170151406,-208.56751905684513,-209.30741843660707,-81.20729026348027,-61.74429271237082,-15.256373091539004,-47.68895129055396,-18.224457297750757,-2.607534219221774,-109.91523376578279,-145.80106617246668
198,0.9262553889125023,-210.48926577020208,-210.77898455932385,-81.55044440728099,-62.37966330532295,-16.232291072379354,-54.234798684805924,-25.77690994811936,-6.264941430521354,-111.40848019893686,-148.0027780211071
199,0.9252684964200477,-210.659205081432,-211.4638807382213,-81.58581213752518,-62.57741743883166,-15.235180484748524,-51.32202453641957,-23.583111415499967,-4.650600379800277,-111.08806882508739,-148.14826846946667
