episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
0,0.8910293185180712,-0.8475056341849267,-0.6493859517504461,-0.7300466146683903,-0.19504282880734536,-0.1395410893049757
1,0.9074297430949222,-0.9341122043451623,-0.7253760761300397,-0.17644840168137055,-0.21047303416037944,-0.16694794800606272
2,0.9081719644379491,-1.3004647359534984,-1.0029297177000187,-0.26377780667843537,-0.2807385111448817,-0.21838790045607387
3,0.9128272013103218,-1.5892649251334063,-1.208282287167698,-0.25454426036471817,-0.3378279758995397,-0.2616329093074416
4,0.9164235097957483,-1.8585556636517815,-1.4057364410141453,-0.2554246372254714,-0.3929538457805054,-0.3065940465745294
5,0.9189344460570876,-2.0770025678992785,-1.5579613887846238,-0.20346737143421811,-0.4413300219160711,-0.3358009866227719
6,0.9157369972945861,-2.3364366928328684,-1.7495589251216446,-0.2072848824473194,-0.49376023873737557,-0.37064422602409086
7,0.9155999521473861,-2.568984033309624,-1.9117986955057562,-0.20342347613147072,-0.5323389510854862,-0.4014275737192988
8,0.9161860129776496,-2.774146398698709,-2.0500227117225522,-0.22183490092683641,-0.5729678669293197,-0.42677225935033725
9,0.9249052599666515,-2.9169462195499336,-2.149103921182402,-0.24305750377870036,-0.5957324403859349,-0.44175860094223085
10,0.9217672801390804,-3.076288686624836,-2.266560675296209,-0.29630611157935594,-0.6232849397659067,-0.4619300111888377
11,0.9189956658197579,-3.2025913065776996,-2.3596351729166543,-0.22451720130429575,-0.6409535659484299,-0.4767028956211216
12,0.922224897664339,-3.3471775947728175,-2.452005900192383,-0.19160715295467845,-0.6650768803138943,-0.49378534234370347
13,0.9271843194104679,-3.452229019608912,-2.528365598417947,-0.18699945887496397,-0.6843303486417371,-0.5046715488716536
14,0.9285156719106521,-3.566929063406615,-2.6028621992970487,-0.18131662796059253,-0.7054430174343659,-0.5149555812406749
15,0.93110881709983,-3.667258825615135,-2.6681672482223817,-0.19896626007130652,-0.7201762740845384,-0.5242601462449292
16,0.923653962492438,-3.768037009826161,-2.7457597777666765,-0.21317909486142733,-0.7328453212213268,-0.5417315316392883
17,0.9323330743021101,-3.8413146771470554,-2.7941169538604873,-0.16637399972913092,-0.7402229124458367,-0.5480000656750418
18,0.9373300333058331,-3.898800267251881,-2.833208414445053,-0.1518466600235633,-0.7466732627147921,-0.5543768317925516
19,0.928268264049848,-3.997607790105811,-2.897719196111014,-0.1798994483560336,-0.7573203197233971,-0.5626624859550377
20,0.9230980248719824,-4.086893031595235,-2.963302357171132,-0.19867476285205826,-0.7693933594778877,-0.5722543233421502
21,0.9329985782994041,-4.13917390020663,-2.9945460398766603,-0.16478835558994245,-0.7742796484301228,-0.5728603334774557
22,0.9286492374727668,-4.226003030669817,-3.0530167210363266,-0.15645844617824764,-0.7878549725487847,-0.5778285714687944
23,0.9333515848390825,-4.290270048971056,-3.0932323937657857,-0.20945082013350372,-0.7984471978966902,-0.5852312322648568
24,0.9307459284364596,-4.361927282876431,-3.1450178122387618,-0.20862657313350738,-0.8078250699916907,-0.5900024593553687
25,0.9276339232687968,-4.43117032705037,-3.19102807250169,-0.21183678569036135,-0.8168929120246627,-0.5964544344324507
26,0.9309706505837041,-4.493608894352395,-3.231718147153698,-0.20630962702206113,-0.8242548416568504,-0.6019978810555418
27,0.9273409363745498,-4.550742088367889,-3.270821745775388,-0.19743023938836585,-0.8284682940530459,-0.6073665077718499
28,0.9276291903666949,-4.615421493103105,-3.312263423516599,-0.20412462210795632,-0.838883138720813,-0.6121795419195959
29,0.9280130391476261,-4.687930455445754,-3.3620027670605888,-0.2111275183150446,-0.8474720588091273,-0.6164155829819037
30,0.928936759131115,-4.758185592158485,-3.406130397470737,-0.21539814868732277,-0.8573530612642223,-0.6219064703671391
31,0.9274963344205392,-4.824283357297304,-3.449158213815881,-0.2480784402377783,-0.8657251890180392,-0.6249560255846254
32,0.9269295402712759,-4.88635845486841,-3.4902061468570214,-0.22984495940492589,-0.8748970003009572,-0.6339113597305436
33,0.9270499243570348,-4.948460094972175,-3.5330390609329703,-0.2120770903315879,-0.8878966002384597,-0.6426698022484948
34,0.9289890891554644,-5.000126506447792,-3.565807294384969,-0.23253349062882153,-0.8956601580692363,-0.6469428022351903
35,0.9294655753490612,-5.049128831807548,-3.598431283331046,-0.23797201144727492,-0.899404142510825,-0.6499521650587458
36,0.9301989150090416,-5.099899679532793,-3.636886366944466,-0.23416049757518834,-0.9054739469971925,-0.6560611125029046
37,0.9261763115197404,-5.136861853593039,-3.664339128291876,-0.23397816372214045,-0.9071951787836002,-0.6606861834353732
38,0.9327188663384172,-5.181455343988659,-3.693847289461095,-0.2116500341387313,-0.9154495415437208,-0.6655968050328211
39,0.9276795316047317,-5.2255451682903615,-3.7212628021246683,-0.23189423578724155,-0.9194626949751425,-0.6679701952482804
40,0.9287073939682351,-5.279685157027458,-3.7588667453522167,-0.20644635700279895,-0.9264281739981276,-0.6767795529528179
41,0.9277989154857844,-5.331113365441735,-3.7919982984419844,-0.1929183126607712,-0.9334858436037793,-0.6795084933298201
42,0.9332491050747526,-5.382708500268703,-3.8202448666968296,-0.18231352053670824,-0.9417846942563476,-0.6857637038894208
43,0.9261511466085799,-5.439794846133653,-3.860223068973849,-0.21499413278460325,-0.9513891661623493,-0.6924949650421403
44,0.9248847240815112,-5.488390316973418,-3.8882483944392296,-0.2203776807416866,-0.9577516874106639,-0.6956206293397386
45,0.9243317668891616,-5.5465565055024575,-3.9299961404196977,-0.2353550722303876,-0.9634675199281615,-0.7004671066858702
46,0.9280383795309168,-5.595336956519802,-3.9631632526706095,-0.232021705097841,-0.9700123482861778,-0.7052788490687247
47,0.9253501569669162,-5.631012982297968,-3.9828166830697036,-0.22007511478260955,-0.9753182614572785,-0.7067114342951364
48,0.9337446834002276,-5.660488704458421,-4.002257562134796,-0.21727703203629853,-0.9771441474858118,-0.7066519679241721
49,0.9368930579357205,-5.681014514886475,-4.015178659497811,-0.196456420772388,-0.9789143721465507,-0.7073250953728387
50,0.930796992481203,-5.7192571604611695,-4.035689998394244,-0.19954565379816566,-0.9837907438082462,-0.7077957360945533
51,0.9269250677465518,-5.77712259673694,-4.069721523579564,-0.21578581898381408,-0.9912668923163516,-0.7116212246152225
52,0.9319113039286575,-5.812081813012308,-4.0924683915927975,-0.2108807758957061,-0.9942407069880552,-0.711461965115925
53,0.9337242519921817,-5.850840533853617,-4.116338609966912,-0.2105206086996016,-0.999228145380315,-0.7126252820822903
54,0.9371906215727539,-5.880497112458126,-4.135291201737849,-0.23197257676808364,-1.0006299617069647,-0.716208992178194
55,0.928597405746151,-5.91384144822526,-4.156722607541456,-0.24003169428104093,-1.0038780054276248,-0.7162879685206265
56,0.9248873770341086,-5.955117565152922,-4.182014013495722,-0.2513505441917899,-1.008930448206491,-0.7208618500225811
57,0.9298871954878195,-5.995848069215563,-4.207931395457347,-0.275369957323802,-1.0154980061484062,-0.7251139684927487
58,0.9243781094527364,-6.046683743436402,-4.242904298766755,-0.2739769691026718,-1.0240228510360299,-0.7290338539592295
59,0.9240971413209069,-6.092485758479448,-4.271335312903247,-0.2580721510809013,-1.0286123524371085,-0.7315415280762227
60,0.93153594289254,-6.130050441568105,-4.293677807847656,-0.259520151225945,-1.0310590938325086,-0.732873114942922
61,0.9307705997508453,-6.167982937330589,-4.317937126938805,-0.24393114316483663,-1.0353379867638601,-0.7341422359691114
62,0.9315459039762215,-6.204137918685127,-4.340754916667098,-0.24274428829843905,-1.0391313881114075,-0.7367203072115522
63,0.9376495894810192,-6.223637057677063,-4.351587192199179,-0.23886508052469227,-1.040619823736322,-0.7360612462980618
64,0.9310601992721198,-6.251976358065068,-4.372060860203591,-0.25192483590978515,-1.0446113571765787,-0.7394228331120339
65,0.9323260653216321,-6.286977303228397,-4.391256121905032,-0.25796070953700406,-1.048588370863815,-0.7403500809225871
66,0.9355093365720358,-6.311209012245046,-4.407992782102722,-0.26083864111690197,-1.0501770934357446,-0.7429698390098389
67,0.9222112477926432,-6.353951450956342,-4.436174308077764,-0.27500527801758934,-1.05423458885105,-0.7454394316000474
68,0.9317343173431735,-6.378024801897766,-4.451284909374023,-0.2589391843077414,-1.0542388753576641,-0.7442967824521843
69,0.9265680775114737,-6.413844166456765,-4.476478115427658,-0.2547476278170793,-1.0610255216925346,-0.7477207108826833
70,0.931050186720102,-6.44181442748534,-4.49208898827995,-0.26202491481851203,-1.0620131310097947,-0.7486293156359036
71,0.9200933042256049,-6.487506944776868,-4.523197846555948,-0.2850169468072928,-1.067088284723852,-0.7540482311154879
72,0.9254545454545454,-6.517891992581333,-4.543771278541821,-0.29680947366952337,-1.0653373733584337,-0.7542996325521112
73,0.9267167284900028,-6.556240675319934,-4.566912487453252,-0.2958642286870196,-1.071607221363124,-0.7593205041577683
74,0.9274711946634324,-6.589200572274958,-4.587631451997276,-0.29636771496157877,-1.0759648544608522,-0.7620408907287907
75,0.9343034840891251,-6.617804649401818,-4.604187973085424,-0.3006738219221268,-1.0779118313179996,-0.762934410358405
76,0.9341093389987731,-6.639514613768272,-4.614284079120386,-0.2699390309140411,-1.0786974903891853,-0.7629689633624888
77,0.9359537711430808,-6.656204253398279,-4.624757137998462,-0.2667704129368657,-1.0785675946677866,-0.7630277234764621
