episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,fleet_broken_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
0,0.9456667561041052,-2.6213635295116418,-0.06989828710048293,-0.031396604610416275,-0.015776633842939928,-0.017270925534504898,-0.006764402055839409,-0.025555661846135322,-0.018623789130607485,-0.029506169860793584,0.1,0.1,0.0,0.85,100,15,1,16
1,0.9419391488864012,-2.7529360113054304,-0.13904216255737342,-0.06298827695892681,-0.029795988532904175,-0.03469258348389381,-0.011344443862169313,-0.051959986184322446,-0.037537537755614234,-0.06374574081053519,0.097078,0.1,0.0,0.85,100,13,1,14
2,0.9383934706463993,-2.8412370979597537,-0.19012762776684572,-0.09333026760111207,-0.04070546998238434,-0.054549858100899455,-0.017749395539164863,-0.0779563894183029,-0.05778114639052193,-0.08602630992526039,0.094322,0.1,0.0,0.85,100,14,1,15
3,0.9434745493195855,-2.940208495649356,-0.24753589377571253,-0.12082953260749296,-0.05374592314813962,-0.06932311222924588,-0.023225076214138902,-0.10078715816766325,-0.07336168918541881,-0.10963649315214544,0.091718,0.1,0.0,0.85,100,13,1,14
4,0.9356078808265257,-3.0562752553394636,-0.3129402249701584,-0.15267650122765242,-0.06776064077567932,-0.08732369333557187,-0.028595653812930232,-0.12693829521755737,-0.09278624827597966,-0.14312958070173643,0.089254,0.1,0.0,0.85,100,14,1,15
5,0.9431540546872386,-3.1354047800286455,-0.35921206352440616,-0.17557199574517093,-0.07826705178756715,-0.10023274953405448,-0.03335389911005661,-0.14462320527034725,-0.10661844200273189,-0.16336485582821192,0.086919,0.1,0.0,0.85,100,13,1,14
6,0.9398207855288502,-3.181968866369297,-0.38424846531,-0.19560140374299512,-0.08336603259115952,-0.11479329350615294,-0.03786637831455366,-0.16383697265706912,-0.12186825140959719,-0.1719085849765998,0.084703,0.1,0.0,0.85,100,14,1,15
7,0.9431120747164776,-3.2330948856692463,-0.4180639410308543,-0.21487979228478454,-0.09086721023971481,-0.12708944723159246,-0.042009788079112924,-0.18127317839018045,-0.1349179636594885,-0.18447541588871424,0.082597,0.1,0.0,0.85,100,14,1,15
8,0.9444651762391016,-3.2566248961126987,-0.4353421821233895,-0.23014500971333876,-0.09439229772731415,-0.13834783253288696,-0.045418341926590215,-0.1985019429151637,-0.14643924154897575,-0.19525953504227891,0.080593,0.1,0.0,0.85,100,14,1,15
9,0.9427183976610153,-3.308060833062366,-0.46787969235045807,-0.24898057600099463,-0.10193649764275413,-0.15057515077220543,-0.049603351645317574,-0.21435600828339327,-0.15909822538751842,-0.20894319802082992,0.078684,0.1,0.0,0.85,100,14,1,15
10,0.9355407720995867,-3.3479674417790704,-0.4960337330516237,-0.26988628353183386,-0.10759280553098975,-0.16463297427319504,-0.05357133498523722,-0.23269407150636376,-0.17489034966105463,-0.22114300605366677,0.076864,0.1,0.0,0.85,100,14,1,15
11,0.9355745124762338,-3.3987362656554168,-0.5289978481044526,-0.291537465862262,-0.11414111503630231,-0.17873546539064564,-0.0574965132850924,-0.2508614692250257,-0.1882142663736355,-0.234743070756548,0.075126,0.1,0.0,0.85,100,14,1,15
12,0.943211334120425,-3.4381374547968915,-0.555098469250831,-0.3070816228745329,-0.11991675693220182,-0.18886190652376444,-0.06111227166077723,-0.2637545155608885,-0.1986787887796775,-0.24805326324668586,0.073464,0.1,0.0,0.85,100,14,1,15
13,0.9447881640887693,-3.460184219397242,-0.5709088223514102,-0.31915065563658485,-0.12300865151429131,-0.19679891281342507,-0.06346959983643745,-0.27455862425597,-0.20680536988447906,-0.2535640131707791,0.071875,0.1,0.0,0.85,100,14,1,15
14,0.9442489535213382,-3.4901856353823484,-0.591429386818895,-0.3327262615206132,-0.12720310855899444,-0.2063715905051314,-0.06617543871830267,-0.2871359666381047,-0.21604055916734685,-0.26121359708336717,0.070353,0.1,0.0,0.85,100,14,1,15
15,0.9471253945866076,-3.509532244647669,-0.6066044254575541,-0.343286132186959,-0.1299749932892289,-0.2134792590575682,-0.0681987563976291,-0.29702598367532745,-0.22278329417784992,-0.2672015153633676,0.068894,0.1,0.0,0.85,100,13,1,14
16,0.940129422640558,-3.5538447519677008,-0.6368018270708306,-0.36018773730823944,-0.13658841667223973,-0.22403529949602222,-0.07139286040663115,-0.31003143057450977,-0.23347177431099694,-0.2794270792420765,0.067494,0.1,0.0,0.85,100,13,1,14
17,0.9449522683112275,-3.5685072017259847,-0.6490867203301611,-0.37034032750405993,-0.13913505034953966,-0.23127925877283192,-0.07341571140842591,-0.31967896575997434,-0.24068503654940981,-0.28328463526596864,0.06615,0.1,0.0,0.85,100,14,1,15
18,0.9426914037105566,-3.5867903725513393,-0.6625542026193598,-0.3816670298127164,-0.1411301242407673,-0.23936103494705205,-0.07466954696391427,-0.3306677741819275,-0.24863725756066166,-0.2914570201160166,0.064859,0.1,0.0,0.85,100,14,1,15
19,0.9429629377993681,-3.611479355156656,-0.6809437039522298,-0.3937256512999533,-0.14509375247941148,-0.24779711528920761,-0.07748119378447951,-0.3413040070466532,-0.2566393640583803,-0.2974878872644429,0.063617,0.1,0.0,0.85,100,13,1,14
20,0.9462484131756531,-3.3911479450938784,-0.5491366591601237,-0.37539201596894073,-0.11368504989397515,-0.24664320260590095,-0.0721758282891983,-0.34343584949447786,-0.2627010923896173,-0.2425695066526018,0.062422,0.1,0.0,0.85,100,14,1,15
21,0.9398089226017751,-3.4307033637186866,-0.5725408351051613,-0.38969514551270334,-0.1183226827676463,-0.25564012053407226,-0.07461936330405541,-0.3559456031498963,-0.27311058467714056,-0.25746455386564615,0.06127,0.1,0.0,0.85,100,14,1,15
22,0.9437963767631526,-3.4466376592830623,-0.5839997369990608,-0.39941748199911165,-0.12008004354887156,-0.26260316955279606,-0.07653293523728348,-0.3660196892227933,-0.28033084286725857,-0.2614179473671165,0.060161,0.1,0.0,0.85,100,14,1,15
23,0.9432101678915784,-3.4749142582020283,-0.6063203484066872,-0.41298870822459316,-0.12554913823052402,-0.27198975261913044,-0.07985003539379223,-0.37564444096476873,-0.289113496104878,-0.2686866173160791,0.059091,0.1,0.0,0.85,100,14,1,15
24,0.943171600785907,-3.4595683641081667,-0.6044501924260263,-0.4209816007247246,-0.12376147133448873,-0.2795014030179602,-0.08184903070908182,-0.3852990078465929,-0.29657068723838087,-0.2705921918125196,0.058058,0.1,0.0,0.85,100,14,1,15
25,0.9416929273183802,-3.4894259255525077,-0.623455216326642,-0.43289253085730584,-0.12735055688956382,-0.2874016113475123,-0.08391582368353621,-0.39561343539466404,-0.304748676892575,-0.2787995223850167,0.057061,0.1,0.0,0.85,100,14,1,15
26,0.9383589329021828,-3.5307432814004893,-0.6477295059158438,-0.44650898629223984,-0.1325764974044143,-0.2953585219030531,-0.08650581807312382,-0.4075808863896015,-0.31394690583633456,-0.2899286077865485,0.056098,0.1,0.0,0.85,100,13,1,14
27,0.9460800639445813,-3.526282612793931,-0.6501781435473795,-0.4532065197837351,-0.13297274579343235,-0.3007739894483343,-0.08815294655730932,-0.41406446245099804,-0.3195565367831913,-0.29000176463936644,0.055166,0.1,0.0,0.85,100,14,1,15
28,0.9427941498224414,-3.546659956798355,-0.6640956673820724,-0.4635945543132187,-0.13541139842384609,-0.3077249963791746,-0.0902279111589585,-0.4242444942826963,-0.32764610401731137,-0.2933793038939698,0.054265,0.1,0.0,0.85,100,14,1,15
29,0.9423685135293428,-3.5661617092976634,-0.6786273322360292,-0.47395462577149566,-0.1380690282142382,-0.31525950353817755,-0.09214879559349218,-0.4332328213862344,-0.33462257965651476,-0.2989840500296098,0.053393,0.1,0.0,0.85,100,14,1,15
