episode,service_level,squared_starvation_penalty,squared_congestion_penalty,net_starvation_shortfall,net_congestion_shortfall,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
413,0.9449502815382772,-11.986505606915086,-8.796757671268875,-2.7039563303204828,-1.713071949716441,0.011836,0.1,0.016758,0.2,1285,553,1106,33388,38487,38480,0,0,0,0,3519,3529,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
414,0.9447915415114743,-11.991412246000097,-8.79763777599011,-2.7062995385905397,-1.7145964364003912,0.011811,0.1,0.016658,0.2,1250,588,1361,33292,38152,38146,0,0,0,0,3546,3550,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
415,0.9363291439411904,-12.006570934283523,-8.809283700440693,-2.709460098992167,-1.7166871521284928,0.011786,0.1,0.016558,0.2,1429,719,1319,33736,38026,38021,0,0,0,0,3494,3484,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
416,0.9435829759155394,-12.010368846494547,-8.810339837854087,-2.7107728173619936,-1.7176102023236404,0.011761,0.1,0.016459,0.2,1167,714,1278,33341,38226,38219,0,0,0,0,3514,3510,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
417,0.9357290326441459,-12.016337728352799,-8.815517150396591,-2.713415347499072,-1.7181477331574846,0.011736,0.1,0.01636,0.2,1332,816,1288,33421,38161,38158,0,0,0,0,3466,3450,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
418,0.9375974103824481,-12.026675337368319,-8.823334426834581,-2.716753715341494,-1.7208047135191598,0.011711,0.1,0.016263,0.2,1278,804,1128,33364,38300,38297,0,0,0,0,3519,3528,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
419,0.9382716049382716,-12.037537295500753,-8.828832809985714,-2.7207161443330166,-1.7222032077343359,0.011686,0.1,0.016165,0.2,1447,623,1239,33534,38183,38177,0,0,0,0,3508,3497,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
420,0.9413780771294034,-12.045878924133097,-8.83181331645423,-2.721357753534672,-1.7233850154150347,0.011662,0.1,0.016068,0.2,1213,754,1206,33554,38201,38192,0,0,0,0,3563,3560,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
421,0.9364682043029978,-12.058200038588362,-8.836978419978548,-2.7256467076544766,-1.724926887782229,0.011637,0.1,0.015972,0.2,1303,829,1479,33558,38194,38186,0,0,0,0,3614,3610,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
422,0.9355809035947226,-12.06192155967221,-8.842808208088734,-2.7288863663530925,-1.7252547146033694,0.011613,0.1,0.015877,0.2,1412,751,1311,33577,38278,38268,0,0,0,0,3445,3465,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
423,0.9354385755258127,-12.072360145325634,-8.849566914088795,-2.730672283539463,-1.7269630736535202,0.011588,0.1,0.015782,0.2,1434,727,1361,33472,38377,38370,0,0,0,0,3554,3561,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
424,0.9380840075230618,-12.077055169740111,-8.854441796575847,-2.7323667602076527,-1.7277446730292565,0.011564,0.1,0.015687,0.2,1258,816,1403,33497,38274,38269,0,0,0,0,3501,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
425,0.9376933938174062,-12.085185543302924,-8.85976492111417,-2.73552062528789,-1.7275163441468122,0.01154,0.1,0.015593,0.2,1376,698,1340,33287,37992,37986,0,0,0,0,3480,3491,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
426,0.9284003114331916,-12.101139054140244,-8.873942657512849,-2.738759741106311,-1.730381654253542,0.011516,0.1,0.0155,0.2,1586,805,1269,33394,37861,37859,0,0,0,0,3428,3440,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
427,0.940501232045195,-12.109843565110744,-8.878451318681732,-2.7396826519493724,-1.7309974688879843,0.011492,0.1,0.015407,0.2,1228,752,1222,33278,38097,38092,0,0,0,0,3510,3517,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
428,0.9393462945605177,-12.115968673837713,-8.882466179524208,-2.740950304820605,-1.7316480099074387,0.011469,0.1,0.015315,0.2,1365,641,1293,33073,37941,37938,0,0,0,0,3586,3587,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
429,0.9398713246347183,-12.122307635485601,-8.885121141618724,-2.7419583142708466,-1.7327584187187524,0.011445,0.1,0.015223,0.2,1236,764,1343,33262,38021,38015,0,0,0,0,3442,3454,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
430,0.9378030782205355,-12.12416796361572,-8.892269941323217,-2.745260774486549,-1.7335069649440955,0.011421,0.1,0.015132,0.2,1249,816,1128,33201,38090,38085,0,0,0,0,3540,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
431,0.9376660596471326,-12.130786982523961,-8.8990481097086,-2.747414829758559,-1.7352135613920274,0.011398,0.1,0.015042,0.2,1230,858,1330,33497,38522,38517,0,0,0,0,3593,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
432,0.941190504592628,-12.13653587353598,-8.903388112791276,-2.748290410143117,-1.7362488988237332,0.011375,0.1,0.014952,0.2,1395,577,1214,33532,38347,38343,0,0,0,0,3591,3599,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
433,0.930650736854873,-12.149309713193446,-8.914915087253561,-2.7499859920036087,-1.7387437991587,0.011351,0.1,0.014862,0.2,1422,865,1616,32978,37885,37879,0,0,0,0,3533,3527,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
434,0.9372790990235428,-12.158231279688337,-8.918193173114231,-2.750835350663901,-1.7392440384905525,0.011328,0.1,0.014773,0.2,1369,725,1216,33386,38068,38063,0,0,0,0,3515,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
435,0.9425179725729476,-12.164970136152187,-8.922712944803846,-2.7537120801560384,-1.7405353279660827,0.011305,0.1,0.014685,0.2,1185,718,1199,33106,38238,38228,0,0,0,0,3562,3582,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
436,0.9406025485616296,-12.168760532155668,-8.92424097329341,-2.756413343039442,-1.7421583815980648,0.011282,0.1,0.014597,0.2,1423,586,1326,33823,38635,38625,0,0,0,0,3432,3432,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
437,0.9405270655270656,-12.172013863571113,-8.923129120700166,-2.7558926413896696,-1.742248112700729,0.011259,0.1,0.014509,0.2,1334,670,1275,33696,38613,38603,0,0,0,0,3547,3559,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
438,0.9383117852557403,-12.18441712160312,-8.92846021290566,-2.7618630289683797,-1.744560263221912,0.011236,0.1,0.014423,0.2,1348,718,1236,33491,38030,38025,0,0,0,0,3605,3606,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
439,0.9414038902984173,-12.190860638421272,-8.929036655607806,-2.763834793086667,-1.7449960960500703,0.011213,0.1,0.014336,0.2,1294,646,1171,33108,38141,38131,0,0,0,0,3526,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
440,0.9354643235873352,-12.200329242771192,-8.934906492675205,-2.7671071921153825,-1.745867136990455,0.011191,0.1,0.01425,0.2,1398,732,1173,33005,37795,37788,0,0,0,0,3480,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
441,0.9429376854599406,-12.20732532256355,-8.936108704256752,-2.7670620088752087,-1.7445052230657823,0.011168,0.1,0.014165,0.2,1162,761,1257,33700,38396,38392,0,0,0,0,3522,3532,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
442,0.9379448531610742,-12.215258303694194,-8.93931533514549,-2.769148346227931,-1.7456000857622067,0.011146,0.1,0.01408,0.2,1320,755,1655,33438,38489,38483,0,0,0,0,3509,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
443,0.9366483808175544,-12.226578399468462,-8.942499018138786,-2.772009843798164,-1.7474138053159087,0.011123,0.1,0.013996,0.2,1335,813,1301,33906,38710,38699,0,0,0,0,3438,3444,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
444,0.935155219944864,-12.238163452105331,-8.94890549004354,-2.775594746418783,-1.7487444395695388,0.011101,0.1,0.013912,0.2,1359,805,1254,33372,38110,38108,0,0,0,0,3618,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
445,0.9438904241259162,-12.242562977922152,-8.949834243145565,-2.7774550034317906,-1.7501460838488565,0.011079,0.1,0.013829,0.2,1257,611,1295,33292,37958,37957,0,0,0,0,3561,3551,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
446,0.9368427324455566,-12.246396336978176,-8.954380157458568,-2.7773314305936303,-1.751609542598305,0.011057,0.1,0.013746,0.2,1430,690,1329,33567,38413,38410,0,0,0,0,3585,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
447,0.9292932286264632,-12.259842680920116,-8.963730251940783,-2.7792772325778423,-1.753946254424538,0.011035,0.1,0.013664,0.2,1771,615,1269,33745,38184,38179,0,0,0,0,3610,3614,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
448,0.9435926670467161,-12.261316437996117,-8.965520045502817,-2.779869743229986,-1.7544122506703852,0.011013,0.1,0.013582,0.2,1273,607,1266,33329,38096,38092,0,0,0,0,3436,3429,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
449,0.9392574227489872,-12.26669150952958,-8.968761345760399,-2.7829012147665373,-1.755585663248138,0.010991,0.1,0.013501,0.2,1260,749,1512,33074,37907,37898,0,0,0,0,3440,3449,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
450,0.9387748952966344,-12.277149974392923,-8.975203046423003,-2.7862376461468856,-1.7566179551093732,0.010969,0.1,0.01342,0.2,1372,660,1181,33189,37856,37852,0,0,0,0,3412,3429,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
451,0.9412831831650239,-12.283801716274064,-8.978409533444156,-2.78654754551314,-1.758282194882415,0.010948,0.1,0.01334,0.2,1155,787,1117,33074,37960,37956,0,0,0,0,3518,3518,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
452,0.9360623781676414,-12.294771399648152,-8.986120628007612,-2.7894486212534826,-1.7613406495524928,0.010926,0.1,0.01326,0.2,1311,821,1380,33345,37976,37966,0,0,0,0,3447,3447,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
453,0.9369706695194794,-12.299988146171273,-8.989319723238262,-2.792168501799528,-1.762252247639322,0.010905,0.1,0.013181,0.2,1420,701,1238,33651,38283,38278,0,0,0,0,3444,3434,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
454,0.933655694377703,-12.311315523616866,-8.999085315700206,-2.794350645223834,-1.7643296401065693,0.010883,0.1,0.013102,0.2,1307,902,1281,33296,38187,38185,0,0,0,0,3474,3474,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
455,0.9393858398669518,-12.320128141942254,-9.004581739873734,-2.7980681572268327,-1.7659948943213724,0.010862,0.1,0.013023,0.2,1353,688,1255,33672,38337,38332,0,0,0,0,3553,3555,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
456,0.9430965107200768,-12.322124635356575,-9.006770154009335,-2.797852944144808,-1.7650846531383706,0.010841,0.1,0.012945,0.2,1213,682,1208,33302,38290,38283,0,0,0,0,3565,3577,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
457,0.9353367319559968,-12.334172541376434,-9.015702505958785,-2.7995189706600705,-1.7673388209008123,0.01082,0.1,0.012868,0.2,1305,864,1389,33543,38315,38306,0,0,0,0,3467,3467,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
458,0.9469320066334992,-12.334935439353849,-9.016538357580032,-2.8009478501519296,-1.7678574269752565,0.010799,0.1,0.012791,0.2,1122,638,1333,33165,38107,38100,0,0,0,0,3510,3492,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
459,0.938498090282999,-12.34084144746115,-9.021245532734937,-2.8038924749866343,-1.7685461180354065,0.010778,0.1,0.012714,0.2,1437,608,1185,33251,38013,38008,0,0,0,0,3418,3405,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
460,0.9428386983186127,-12.348056824519398,-9.026758742049031,-2.805184096969592,-1.769331248612121,0.010757,0.1,0.012638,0.2,1336,612,1246,34079,38798,38788,0,0,0,0,3478,3476,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
461,0.9440743285633197,-12.349134076626006,-9.030896387814687,-2.806746929906632,-1.7698342603509176,0.010736,0.1,0.012563,0.2,1145,727,1220,33473,38423,38420,0,0,0,0,3559,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
462,0.9381652152878568,-12.36079103627574,-9.037605946130041,-2.807932755565611,-1.7704890883759248,0.010715,0.1,0.012487,0.2,1379,666,1225,33072,37768,37764,0,0,0,0,3468,3448,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
463,0.9404743964555894,-12.366771165259468,-9.041725807284738,-2.807331795535359,-1.770295177608095,0.010694,0.1,0.012413,0.2,1365,610,1238,33179,37866,37861,0,0,0,0,3518,3513,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
464,0.9418785988483686,-12.368246026067885,-9.042436919975952,-2.808090327034457,-1.7713352681319294,0.010674,0.1,0.012338,0.2,1357,581,1293,33344,38139,38136,0,0,0,0,3429,3409,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
465,0.9385111354292982,-12.375347461773659,-9.045946110846849,-2.8110471648827486,-1.7731768224729225,0.010653,0.1,0.012264,0.2,1437,642,1229,33811,38405,38393,0,0,0,0,3549,3540,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
466,0.940314671640444,-12.38129146157588,-9.048326988367387,-2.8126141523551964,-1.7736335795890759,0.010633,0.1,0.012191,0.2,1360,624,1186,33241,38023,38016,0,0,0,0,3515,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
467,0.9322584455468934,-12.393710322794037,-9.056519792091533,-2.8155710451763056,-1.775712504188857,0.010613,0.1,0.012118,0.2,1397,897,1449,33864,38673,38665,0,0,0,0,3527,3507,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
468,0.9396977314716661,-12.400479242918646,-9.061969550035814,-2.814899137148874,-1.7760231861074092,0.010592,0.1,0.012046,0.2,1169,822,1345,33017,38036,38029,0,0,0,0,3491,3493,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
469,0.9385191125367549,-12.40531874630003,-9.066042527333432,-2.8171004337376204,-1.7771386925817096,0.010572,0.1,0.011973,0.2,1388,682,1357,33669,38318,38310,0,0,0,0,3501,3481,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
470,0.9393876399489205,-12.412274851163344,-9.074984777508925,-2.8200588127648842,-1.7781102024699629,0.010552,0.1,0.011902,0.2,1458,583,1172,33673,38370,38366,0,0,0,0,3548,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
471,0.9390913478942923,-12.419175663912837,-9.079167823441614,-2.821600543349374,-1.7788322783344173,0.010532,0.1,0.011831,0.2,1305,714,1398,33148,38194,38189,0,0,0,0,3559,3567,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
472,0.9377424938816928,-12.424094723571416,-9.083663693792245,-2.8211824877465523,-1.7795658129726586,0.010512,0.1,0.01176,0.2,1289,797,1419,33506,38238,38234,0,0,0,0,3551,3536,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
473,0.9360468573467324,-12.43511024678774,-9.092505614453682,-2.8239671145322847,-1.780204050519879,0.010492,0.1,0.011689,0.2,1431,720,1456,33634,38375,38368,0,0,0,0,3530,3515,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
474,0.9381115241635688,-12.447423162713697,-9.099584943265638,-2.8266382052382104,-1.782217447548904,0.010472,0.1,0.011619,0.2,1295,786,1364,33625,38500,38491,0,0,0,0,3401,3408,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
475,0.9362898376428141,-12.448585997759844,-9.10227751742005,-2.8272212504010006,-1.7828897311429175,0.010452,0.1,0.01155,0.2,1380,739,1280,33260,37956,37945,0,0,0,0,3522,3516,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
476,0.9313923060727284,-12.459775827961117,-9.108427966726728,-2.829531497853021,-1.7843791868807957,0.010433,0.1,0.011481,0.2,1464,817,1248,33247,37932,37925,0,0,0,0,3495,3490,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
477,0.9466377570994068,-12.459292391650083,-9.108123458328102,-2.829446013247952,-1.7834954630392266,0.010413,0.1,0.011412,0.2,1119,653,1279,33207,38176,38169,0,0,0,0,3504,3499,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
478,0.9427691213934475,-12.464631802913448,-9.10974370826071,-2.830205821695285,-1.7838682725398647,0.010394,0.1,0.011344,0.2,1312,620,1264,33758,38645,38636,0,0,0,0,3520,3520,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
479,0.9397951237045468,-12.47403920185498,-9.113442889210399,-2.832652771519351,-1.7851632851444883,0.010374,0.1,0.011276,0.2,1247,763,1239,33386,38231,38227,0,0,0,0,3575,3570,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
480,0.9368545994065282,-12.48180299813361,-9.122056748197283,-2.8346733998251046,-1.7867598775913696,0.010355,0.1,0.011208,0.2,1274,854,1452,33700,38755,38744,0,0,0,0,3496,3509,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
481,0.9461503691426849,-12.482881878659853,-9.12282906200992,-2.8347186748736655,-1.7865083424899344,0.010336,0.1,0.011141,0.2,1200,587,1289,33185,38022,38018,0,0,0,0,3603,3602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
482,0.9453509298140372,-12.48366191896266,-9.12459297696693,-2.8360070248368343,-1.7871964754510188,0.010316,0.1,0.011074,0.2,1209,613,1186,33340,38162,38157,0,0,0,0,3495,3489,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
483,0.9425539483044818,-12.482905007777568,-9.124634409336553,-2.8340690655484937,-1.7867700660214343,0.010297,0.1,0.011008,0.2,1267,671,1358,33736,38424,38417,0,0,0,0,3528,3512,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
484,0.9382961075893121,-12.490260632683775,-9.129201149270083,-2.834783436777013,-1.7874134704852456,0.010278,0.1,0.010942,0.2,1401,682,1279,33758,38470,38464,0,0,0,0,3479,3490,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
485,0.9324777946112943,-12.501031619395858,-9.13704204631628,-2.836142093224766,-1.7891872285178303,0.010259,0.1,0.010877,0.2,1508,765,1390,33663,38232,38227,0,0,0,0,3467,3466,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
486,0.937400066371014,-12.50697033618015,-9.140072008403108,-2.8381163513433387,-1.7895966549977191,0.01024,0.1,0.010812,0.2,1258,817,1340,33147,38093,38086,0,0,0,0,3462,3456,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
487,0.934015314668581,-12.519796104813915,-9.14924219928469,-2.8425498499127357,-1.7910213652839062,0.010221,0.1,0.010747,0.2,1435,771,1307,33432,38039,38034,0,0,0,0,3536,3537,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
488,0.9398671096345514,-12.522424248739004,-9.150845291627306,-2.8446805684442027,-1.7913389819028371,0.010202,0.1,0.010683,0.2,1201,790,1240,33110,38115,38110,0,0,0,0,3462,3462,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
489,0.9449029199051706,-12.523586406188485,-9.151936751947563,-2.8440905447893505,-1.7915751928783843,0.010184,0.1,0.010619,0.2,1103,733,1187,33323,38324,38317,0,0,0,0,3522,3532,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
490,0.9421659194174465,-12.530035461660145,-9.153741192406804,-2.8455268083830387,-1.7936039286590513,0.010165,0.1,0.010555,0.2,1268,654,1382,33233,38120,38114,0,0,0,0,3555,3545,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
491,0.9396227523798331,-12.534100750852977,-9.15559915319057,-2.847318241818293,-1.7941317436621598,0.010146,0.1,0.010492,0.2,1366,689,1353,34036,38851,38844,0,0,0,0,3526,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
492,0.9347851642861341,-12.545600641786404,-9.16521084147963,-2.8505395750187525,-1.7968495691102626,0.010128,0.1,0.010429,0.2,1496,723,1352,34026,38694,38689,0,0,0,0,3508,3517,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
493,0.9392877131999882,-12.554171821219267,-9.169571387432027,-2.854010936400678,-1.7983860897008914,0.010109,0.1,0.010367,0.2,1215,846,1355,33947,39059,39051,0,0,0,0,3529,3530,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
494,0.935330197105937,-12.561499315162612,-9.178021343170865,-2.8573934524011153,-1.7996201256422497,0.010091,0.1,0.010305,0.2,1419,753,1460,33586,37946,37941,0,0,0,0,3530,3525,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
495,0.9391936549900859,-12.57100260875328,-9.1827209072552,-2.859474330541763,-1.8007834701124474,0.010073,0.1,0.010243,0.2,1297,727,1110,33286,38205,38198,0,0,0,0,3539,3546,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
496,0.9392373110556841,-12.575395406513152,-9.184335255143624,-2.8588342754686447,-1.8017357475209164,0.010054,0.1,0.010182,0.2,1391,631,1281,33277,38047,38044,0,0,0,0,3490,3488,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
497,0.937269807595981,-12.584063660114383,-9.19342688692347,-2.8625489772716133,-1.8034749032268211,0.010036,0.1,0.010121,0.2,1390,739,1422,33939,38912,38906,0,0,0,0,3567,3557,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
498,0.9389254418316466,-12.588245995155466,-9.197807862406984,-2.861351555536973,-1.8036962503086007,0.010018,0.1,0.01006,0.2,1350,720,1350,33893,38920,38913,0,0,0,0,3493,3504,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
499,0.9429419622977586,-12.589172745422784,-9.199125252440057,-2.8617277674064754,-1.8040008693280376,0.01,0.1,0.01,0.2,1241,681,1367,33685,38598,38591,0,0,0,0,3524,3526,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
