episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,starvation_count,congestion_count,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
174,0.9434679494726927,-4.146535151843474,-0.8455354111203311,-0.33818818007111695,-0.1868829753385341,-0.16415374614468423,-0.05607322410804971,-0.24330603758136127,-0.1862807783433461,-0.0020825789230573257,-0.0016341424288733252,-0.4372761342397591,-0.011991146042527953,0.001603,0.01,0.0,0.97,100,13,1,14
175,0.9438166130942311,-4.149206516787589,-0.846938496665586,-0.33885357160537005,-0.18719779685592622,-0.16452386741144684,-0.05619628031298505,-0.24385571369351478,-0.18663021212291506,-0.002086559944958068,-0.0016377534812086459,-0.4380269500935211,-0.01189483493315056,0.001596,0.01,0.0,0.97,100,14,1,15
176,0.9405825634812459,-4.153518499627413,-0.8491461106752656,-0.3397075394092777,-0.18768024767109637,-0.1649218753633009,-0.05632917328951067,-0.24448985474927645,-0.18709219940422422,-0.0020914294041187624,-0.0016424356208553875,-0.43919594806021073,-0.011923562961739353,0.001588,0.01,0.0,0.97,100,13,1,14
177,0.9362915055340713,-4.15765608598803,-0.8512507663081583,-0.340637683537561,-0.18811872323296602,-0.1653899608333451,-0.05646992323100514,-0.24519559174208444,-0.1876041979327034,-0.0020968928628602086,-0.0016486313717674467,-0.44039416368056633,-0.011987712643947601,0.00158,0.01,0.0,0.97,100,14,1,15
178,0.9431933455061878,-4.1616522727413905,-0.8532499912477438,-0.341417737870243,-0.18855299917479965,-0.1657527121185043,-0.05658953148831057,-0.2457757773460226,-0.18804747707225727,-0.0021009027579019907,-0.0016528933474080042,-0.441360117944684,-0.011997794637295944,0.001573,0.01,0.0,0.97,100,13,1,14
179,0.9405284477060488,-4.165833340018476,-0.8554249318616034,-0.3422838477932545,-0.18903523464732802,-0.16619155871725977,-0.056728051148766515,-0.24637031721725855,-0.18849987800820692,-0.0021058959622580645,-0.001657277082886091,-0.44247599814728505,-0.012070637038656446,0.001565,0.01,0.0,0.97,100,13,1,14
180,0.944479823032578,-4.1697147257630345,-0.8574338234232267,-0.3430746832735643,-0.18948533244000224,-0.16657774828054545,-0.05686930032209693,-0.2469179495801553,-0.18891883452709446,-0.0021100504357471545,-0.0016605666909249547,-0.44343066500380507,-0.012152076112861827,0.001558,0.01,0.0,0.97,100,13,1,14
181,0.9365269860319365,-4.17432647231278,-0.8598203525981915,-0.34401112757899005,-0.190024220507902,-0.1670364252382237,-0.057031829465302414,-0.24758775624865526,-0.18941447432757927,-0.0021151496376636573,-0.0016649624643435541,-0.4446401050889705,-0.012193498115631052,0.001551,0.01,0.0,0.97,100,13,1,14
182,0.9426785744206699,-4.17221046761716,-0.8588152461223039,-0.34432004889252726,-0.18977336474340767,-0.16731429854100488,-0.05698511318068153,-0.24797283546490334,-0.18977474904023864,-0.0021186825717461437,-0.001668325666513091,-0.44459086463922715,-0.01210774690989563,0.001544,0.01,0.0,0.97,100,14,1,15
183,0.9457746835870833,-4.175655326518454,-0.8605670883034359,-0.34502573455308866,-0.1901598886453001,-0.1676518561782066,-0.05709972707276915,-0.24847019031703543,-0.19015780404243277,-0.002122605298620291,-0.0016718772572733914,-0.44549453452210164,-0.012127850802275382,0.001536,0.01,0.0,0.97,100,14,1,15
184,0.9469523080846722,-4.179169428396274,-0.8623158261586188,-0.34568857242687917,-0.19054033685215885,-0.16795977798381082,-0.05719964299300088,-0.24894594385798416,-0.19053520140640776,-0.0021268649727280496,-0.0016752528132554295,-0.44635934128845345,-0.012134951784172805,0.001529,0.01,0.0,0.97,100,13,1,14
185,0.9410665274714173,-4.182873135443769,-0.8642520495799856,-0.34650572496955645,-0.19096366798862355,-0.16836994434790198,-0.05733554105579801,-0.2495136418645495,-0.1909731826670769,-0.0021327183534515896,-0.0016784804498583589,-0.44734916816583575,-0.01216253590443225,0.001522,0.01,0.0,0.97,100,14,1,15
186,0.9375114899306426,-4.186126263485541,-0.8659520909675625,-0.34732624157591035,-0.1913430046950605,-0.16881710437881634,-0.057479752805650854,-0.2501511002860783,-0.19143667613146276,-0.00213818709386664,-0.0016825457027386907,-0.44835525163860335,-0.012190552282426654,0.001515,0.01,0.0,0.97,100,14,1,15
187,0.9346960132329609,-4.1899599353756605,-0.8679527673673247,-0.3481972766173168,-0.19174058550225656,-0.16924504338241717,-0.05759823241923033,-0.25078242889033797,-0.1919178004372715,-0.00214482142484013,-0.0016867712979937877,-0.44951736082631844,-0.012239969211251162,0.001509,0.01,0.0,0.97,100,14,1,15
188,0.9401938927172003,-4.193456674196289,-0.8697411244536235,-0.3489583082752952,-0.19214909607895564,-0.16963556799895882,-0.05774743213260113,-0.25134970545464747,-0.19236980890102928,-0.0021488955330314463,-0.001690640542752242,-0.450423772568708,-0.012254973115832835,0.001502,0.01,0.0,0.97,100,14,1,15
189,0.943722653434142,-4.197248388113749,-0.8716624204494995,-0.34970745866479486,-0.1925721001009721,-0.16998729164910625,-0.05786685218907215,-0.25189923606389975,-0.1927623063251568,-0.002153579950761986,-0.001694274993989232,-0.4514932019682623,-0.012278180227228286,0.001495,0.01,0.0,0.97,100,14,0,14
190,0.9445030915397375,-4.200947843386713,-0.873596436782275,-0.3505006175764161,-0.19299038958049652,-0.1703766360505866,-0.05799137238944619,-0.25244033669531085,-0.19317667027380692,-0.0021584835070455896,-0.0016976464629578762,-0.452510982540656,-0.012329216549647078,0.001488,0.01,0.0,0.97,100,14,0,14
191,0.9406933083009253,-4.204914303986266,-0.8756276834740739,-0.3513162007691949,-0.1934317752765631,-0.1707594152700168,-0.058133052952532585,-0.25300283443641297,-0.19364124180329514,-0.0021633606498685466,-0.0017012300871662126,-0.453626078370029,-0.012364439654371978,0.001482,0.01,0.0,0.97,100,14,1,15
192,0.9393350677433524,-4.208967173351543,-0.8776952545696141,-0.35214112315185964,-0.1938821145496018,-0.1711593744357803,-0.05826182338495406,-0.25359724599088523,-0.1940657571793356,-0.0021676852073096962,-0.0017046333776363142,-0.4545388150461328,-0.012385576754858926,0.001475,0.01,0.0,0.97,100,13,1,14
193,0.9346846846846847,-4.213429633449661,-0.8800292554311241,-0.3530774483054055,-0.19440454413325986,-0.1716328903102614,-0.05841214302017543,-0.25429561907414133,-0.1945542603078708,-0.002174706335717182,-0.0017083041636484963,-0.4557220470694042,-0.0124162965743678,0.001469,0.01,0.0,0.97,100,13,1,14
194,0.9409723968022525,-4.217357291619216,-0.8820607757703876,-0.3538678672297472,-0.19484705646642214,-0.17201764555249788,-0.05854279231564535,-0.25485287198702333,-0.1949745649868893,-0.0021803456689322236,-0.001711562443193346,-0.45673616048855553,-0.012439520973974825,0.001462,0.01,0.0,0.97,100,13,1,14
195,0.9445190081535416,-4.220694119739748,-0.883771450142335,-0.3545664405349499,-0.19520927929096366,-0.17233800706859068,-0.05866912250424454,-0.25537287385592655,-0.19536679302710744,-0.0021853417372924185,-0.0017147508925816149,-0.45766064083476016,-0.012443990578077475,0.001456,0.01,0.0,0.97,100,14,1,15
196,0.944580593912147,-4.223698285870883,-0.8852302956031797,-0.35519205791593544,-0.19553515297597795,-0.1726426474797125,-0.05877215154439077,-0.2558748557267926,-0.1957516112383191,-0.0021897715467097197,-0.0017183305897252128,-0.4584248097709991,-0.012472836514997365,0.001449,0.01,0.0,0.97,100,14,1,15
197,0.9400539480959003,-4.227628425862428,-0.8872767208890038,-0.3560076740309611,-0.19599096672232247,-0.17306751946042262,-0.05891422746005347,-0.25647648495744085,-0.19620110099510418,-0.0021947322259965657,-0.0017221824980138234,-0.45954439056919216,-0.012495131552380013,0.001443,0.01,0.0,0.97,100,13,1,14
198,0.9376519448946515,-4.231704742793081,-0.8893723639169847,-0.3568463783458241,-0.1964497642475206,-0.17348240127052794,-0.05904949831499492,-0.2570674437386522,-0.19664078683720151,-0.00219969217906849,-0.0017264152641100028,-0.46068490689285746,-0.012547741799995524,0.001437,0.01,0.0,0.97,100,13,1,14
199,0.9438534377661618,-4.234237584861313,-0.8907228670040925,-0.3574759687861232,-0.1967771183354383,-0.17382357311599053,-0.05917003414798133,-0.257541841814788,-0.197018469134093,-0.0022045667218464934,-0.0017294325352383549,-0.461247622865124,-0.012579085335112542,0.001431,0.01,0.0,0.97,100,14,1,15
200,0.9377748348868402,-4.238261087798027,-0.8927917704901726,-0.35828000096052715,-0.19724686762242427,-0.17422393471706002,-0.05930960191660255,-0.25808403056083323,-0.1974491359891566,-0.0022091934583067198,-0.0017335869284606869,-0.46230437321514184,-0.012613978654409526,0.001424,0.01,0.0,0.97,100,13,1,14
201,0.944555292526209,-4.241199894358642,-0.8942993964487037,-0.3589210310626222,-0.19758031976780593,-0.1745400768062435,-0.05942031959996166,-0.2585657936933646,-0.19781557150639786,-0.0022129667535051335,-0.001735972501823473,-0.4631023154167838,-0.012621257677041435,0.001418,0.01,0.0,0.97,100,14,1,15
202,0.934450060005747,-4.238916330067136,-0.8930368853971029,-0.3592437683922215,-0.19732102753111605,-0.17490108841162205,-0.05956828900760663,-0.25916140691231315,-0.19827684510624274,-0.0022181859434137257,-0.0017383322538704479,-0.4629035547197369,-0.012644971990825449,0.001412,0.01,0.0,0.97,100,14,1,15
203,0.9447270773518696,-4.242379301570725,-0.8948188572891669,-0.3599318152580195,-0.19772334856698037,-0.17522279135067756,-0.059691476064364445,-0.25963832826040495,-0.19864628014546307,-0.0022217727231727386,-0.0017411967179968844,-0.46375322439485356,-0.012679426544618651,0.001406,0.01,0.0,0.97,100,13,1,14
204,0.9396039770528759,-4.246209104222522,-0.8967769935177282,-0.3606922841170109,-0.19815889093114208,-0.17555845291232705,-0.059816515178758876,-0.2601887167236707,-0.19908634381960502,-0.0022276412508197207,-0.0017449090774770194,-0.4647657895736729,-0.012726156812642454,0.0014,0.01,0.0,0.97,100,13,1,14
205,0.9385196807882439,-4.250114162173257,-0.8988216502732707,-0.36151479611688414,-0.19860964455907448,-0.17597237591277007,-0.05994284962015507,-0.26075136870392435,-0.19952966194156885,-0.0022327698019135546,-0.0017491378759873636,-0.4658318371192754,-0.012746410847425864,0.001395,0.01,0.0,0.97,100,13,1,14
206,0.9452165291478314,-4.253291123603966,-0.9004633877031415,-0.36218685356029806,-0.1989802517455614,-0.17630289075435232,-0.06006320140904969,-0.26123937324788327,-0.1999476600766895,-0.0022371640810336384,-0.0017522613483032868,-0.46667070402684785,-0.012757848463032209,0.001389,0.01,0.0,0.97,100,14,1,15
207,0.9437742207245156,-4.256749564965531,-0.902218808564893,-0.3628615131870265,-0.1993749924104701,-0.17662314176699287,-0.060179874842938325,-0.2617047922330028,-0.2003133622135435,-0.002240200818716618,-0.001755453345545969,-0.4675011283545166,-0.012767520584871744,0.001383,0.01,0.0,0.97,100,13,1,14
208,0.9421871841520113,-4.26027868537241,-0.9040157956718851,-0.36357011773433956,-0.19976266033753523,-0.17696499323336276,-0.060281904949327184,-0.26219815698442644,-0.2006797353649722,-0.0022441165822022174,-0.0017586611829497883,-0.4684728249919188,-0.012789826971659445,0.001377,0.01,0.0,0.97,100,13,1,14
209,0.9420114768951978,-4.263869245184772,-0.9058593224721826,-0.36430237331893833,-0.20016739896618022,-0.17731820956282293,-0.06039518303951925,-0.26275720455367524,-0.20109397213551347,-0.0022492043993023693,-0.0017625385302342126,-0.4694007200020888,-0.012812963172384699,0.001372,0.01,0.0,0.97,100,13,1,14
210,0.9374770136079441,-4.267820955744319,-0.9078729145113917,-0.36508735030523987,-0.20061192249404947,-0.17769793183675384,-0.060523615653061955,-0.2633161077849256,-0.2015213500758235,-0.0022547527897263902,-0.0017667182202315214,-0.4704917696541714,-0.01282368336110799,0.001366,0.01,0.0,0.97,100,13,1,14
211,0.9408586863804379,-4.271485629319886,-0.9097347752763859,-0.36581389185893565,-0.2010193530561594,-0.17803821681308585,-0.060641147642202645,-0.26384770732569085,-0.2019185350519649,-0.0022585565937929004,-0.0017699513408854315,-0.47144693925390463,-0.012849808516447899,0.00136,0.01,0.0,0.97,100,13,1,14
212,0.9382206742636865,-4.274932775473211,-0.9115224127096261,-0.3665651783453712,-0.2014233161130825,-0.17842772515892277,-0.06078315696621859,-0.2644108251216409,-0.20234818082656206,-0.00226320964911022,-0.001773132005838738,-0.47235576306664706,-0.012872473943497628,0.001355,0.01,0.0,0.97,100,14,1,15
213,0.9408914239563879,-4.278532205854419,-0.9133388750635293,-0.36728111599376734,-0.2018223751076432,-0.17875548889747292,-0.060898840912368024,-0.2649375146249404,-0.20276150460140266,-0.0022678999443744535,-0.0017765082214187846,-0.4732663310313831,-0.012930179481161963,0.001349,0.01,0.0,0.97,100,13,1,14
214,0.943324894514768,-4.2815515151458445,-0.9148586545601872,-0.3679238113904558,-0.20214972577155874,-0.17907762510105188,-0.06100762947873252,-0.2654325596787031,-0.2031391704418063,-0.0022720162285402657,-0.0017805280281512992,-0.4741435174326224,-0.012940723067763726,0.001344,0.01,0.0,0.97,100,14,1,15
215,0.941947344453627,-4.285028764435544,-0.9166258806095104,-0.3686095060225162,-0.2025316225486144,-0.1794013766435247,-0.06110544812888278,-0.2659516576576572,-0.20350893725228905,-0.0022760910115540984,-0.0017831496134692762,-0.4750262241701325,-0.012969224487516041,0.001338,0.01,0.0,0.97,100,13,1,14
216,0.9431906746636847,-4.288361051540861,-0.9183409348937436,-0.36929505691154646,-0.20291370923484953,-0.17974865936099152,-0.06122049026982318,-0.2664616007723355,-0.20388241291139114,-0.0022806410626058896,-0.001787060887790284,-0.47594842364690204,-0.012982729295490067,0.001333,0.01,0.0,0.97,100,13,1,14
217,0.9461994322803406,-4.29134355977826,-0.9198864249241455,-0.3699062448759544,-0.20325702972634407,-0.18002540293644811,-0.06133192566527285,-0.2668947363783304,-0.20422185752866873,-0.002283784466207121,-0.0017899979620802494,-0.4766533598525596,-0.012982729295490067,0.001328,0.01,0.0,0.97,100,14,1,15
218,0.9441504997060552,-4.292774481889226,-0.9206177625475735,-0.37035286528685063,-0.203397278192362,-0.1802955274701028,-0.06142513087294661,-0.26735085840623696,-0.20454181164538784,-0.0022872245182096245,-0.0017927128114395045,-0.47697539874088835,-0.013015430169391913,0.001322,0.01,0.0,0.97,100,14,1,15
219,0.9411031158895199,-4.2962421675094395,-0.9223957355358168,-0.3710477804516215,-0.20379447143766835,-0.18063329750602164,-0.061538655130664054,-0.26782372171859026,-0.20490581174257674,-0.0022909078764468726,-0.001795816400755895,-0.47779765659374424,-0.013038772428747014,0.001317,0.01,0.0,0.97,100,13,1,14
220,0.9429433478854484,-4.299560479896279,-0.924055539636496,-0.3717060596140505,-0.20415134782427746,-0.18093901580110666,-0.061637093786541496,-0.2683188877164957,-0.20529618330724778,-0.002295418729283195,-0.0017999662620938163,-0.4787420944771596,-0.013070841875911565,0.001312,0.01,0.0,0.97,100,13,1,14
221,0.9444565856938724,-4.302748719915574,-0.925679348398425,-0.37234085298324465,-0.20450094405751532,-0.1812447077564215,-0.06173318784403703,-0.26876372626247014,-0.2056420325526483,-0.0022985773133322096,-0.0018040346039694972,-0.47955165142119927,-0.013079291957239381,0.001307,0.01,0.0,0.97,100,13,1,14
222,0.937506356147666,-4.3064283621993615,-0.9275888196461297,-0.3730731102230553,-0.20493462416629601,-0.1815735945912623,-0.06185933579160953,-0.26925968836323433,-0.20606208923223082,-0.0023044754999862987,-0.0018074716469298519,-0.4806192732019665,-0.013092071009740297,0.001302,0.01,0.0,0.97,100,14,0,14
223,0.9375573452951371,-4.310064213870966,-0.9294928613017974,-0.3738080819967728,-0.2053706502604483,-0.18191843086517342,-0.06199622647493899,-0.2697741844076961,-0.20647033070982443,-0.002309706709587,-0.0018108816300341185,-0.4816190673809149,-0.01310525431928553,0.001297,0.01,0.0,0.97,100,13,1,14
224,0.9425889027726183,-4.310486850859434,-0.9296410323603143,-0.37417389722013183,-0.20533281139987988,-0.18219609681589782,-0.062025523266144814,-0.27024226467880075,-0.20678607865855564,-0.002313394364926013,-0.001813846538331401,-0.48202989635192917,-0.013145219610470302,0.001292,0.01,0.0,0.97,100,14,1,15
225,0.9405535946498236,-4.313908301226367,-0.9314164490441512,-0.37488347344840434,-0.20571274796263536,-0.18253731464259354,-0.06213327186703957,-0.2707584914377871,-0.20715457836353787,-0.002317671659638965,-0.0018183949005526928,-0.48301078770737205,-0.013191234969985385,0.001287,0.01,0.0,0.97,100,13,1,14
226,0.9441739857800083,-4.317093875639964,-0.9330503541700607,-0.37552868358539343,-0.20606875264295607,-0.18285164139588148,-0.06224043983840742,-0.27121099213893335,-0.2074991066323269,-0.002321863875284058,-0.0018212798029925972,-0.4838397526748687,-0.013206545055744826,0.001282,0.01,0.0,0.97,100,13,1,14
227,0.9415533231589716,-4.320457826163826,-0.9347697332378793,-0.3762228566121044,-0.2064328689317641,-0.18319545258229317,-0.06234568123857293,-0.27172385874937405,-0.20787702917834935,-0.0023266102818002656,-0.0018248354337815718,-0.48477387288319096,-0.013214812434046415,0.001277,0.01,0.0,0.97,100,13,1,14
228,0.9423521666469724,-4.3237109794264725,-0.9365007509065081,-0.37689307844074715,-0.20682648516776267,-0.18352024727850275,-0.06246891789456904,-0.2721964442017774,-0.20824224369403913,-0.0023301820499696366,-0.0018276293174797225,-0.4855736563103736,-0.013235385889127793,0.001272,0.01,0.0,0.97,100,13,1,14
229,0.9411114512124613,-4.326977110280528,-0.9381781792731769,-0.3775289969012309,-0.20722510659484947,-0.18381498227619525,-0.06260239950657993,-0.2726501675572498,-0.20862023552844794,-0.0023340089038565216,-0.0018302733688011555,-0.48624265120093974,-0.013272139027955555,0.001267,0.01,0.0,0.97,100,14,1,15
230,0.9428003570766873,-4.3298947269738886,-0.9396986432102831,-0.37815265973635515,-0.2075640954608382,-0.18413151236703013,-0.06272096779196917,-0.2731132827849597,-0.20898581604288907,-0.0023376695788840064,-0.0018326207784460941,-0.4869790206476452,-0.013296025095460294,0.001262,0.01,0.0,0.97,100,14,1,15
231,0.946728673841143,-4.332813960425238,-0.9411620379066761,-0.37873658347731476,-0.20789062968095476,-0.18440560233695938,-0.0628174759154748,-0.2735645563206083,-0.20930789174181258,-0.002340941700568668,-0.0018361455244884888,-0.48769265527301414,-0.013301129535725556,0.001257,0.01,0.0,0.97,100,13,1,14
232,0.940320962888666,-4.336198657924267,-0.9429235516454394,-0.37944096933861543,-0.2082798224662782,-0.18474720623230212,-0.06293061567166762,-0.27407685365140183,-0.20969058864336382,-0.002346123800935806,-0.0018395468597651884,-0.48870733033344327,-0.013326739017850517,0.001253,0.01,0.0,0.97,100,13,1,14
233,0.9431827690659883,-4.339006567589491,-0.944372321333,-0.3800552040450765,-0.20858181532256892,-0.1850323127358845,-0.06301200545815239,-0.27453601442833764,-0.21004884466548943,-0.0023504320971386152,-0.0018427172099713407,-0.489468414874273,-0.013330079893010882,0.001248,0.01,0.0,0.97,100,14,1,15
234,0.9459527952829073,-4.341918616365171,-0.9458144362804773,-0.38063038296649104,-0.2088774214978924,-0.1852932416955086,-0.06307849964446878,-0.2749574875757122,-0.21036859678469602,-0.0023540177853738054,-0.001846049708296079,-0.4902993229486438,-0.013345895565150178,0.001243,0.01,0.0,0.97,100,13,1,14
235,0.943053243178961,-4.345024013218998,-0.9473916148376021,-0.3812465681289844,-0.20921269873973442,-0.1855766937701119,-0.06317359317963266,-0.2753870748429981,-0.21070946657294878,-0.0023579144165468305,-0.0018491300232826803,-0.49112554751811327,-0.013383011310930745,0.001239,0.01,0.0,0.97,100,13,1,14
236,0.9502800531512287,-4.347620108655396,-0.9486729255377544,-0.3817534374750327,-0.20949643814732355,-0.18581579689006433,-0.06325699848624297,-0.2757727403197389,-0.21099264659756042,-0.0023604688501025588,-0.001851544348598954,-0.4916923546351168,-0.013412571963503666,0.001234,0.01,0.0,0.97,100,13,1,14
237,0.9389243697478992,-4.35039285232718,-0.950102992481723,-0.3823697373089161,-0.2098125183392877,-0.18612723738970444,-0.0633591724935177,-0.2762426067273785,-0.21137254076599774,-0.0023646052928984734,-0.001854619837901111,-0.4924787991843956,-0.013423791378807786,0.001229,0.01,0.0,0.97,100,14,1,15
238,0.9402238868782089,-4.353483378595288,-0.9516880663486776,-0.383008339673428,-0.2101564407377533,-0.18643005092566858,-0.06347160093072383,-0.2767219995660559,-0.21171362941134914,-0.002369088993355534,-0.001858391558786774,-0.49333502609146307,-0.01344446869299428,0.001225,0.01,0.0,0.97,100,14,1,15
239,0.942355973621665,-4.356646861494526,-0.9533233328792938,-0.38367133651977425,-0.21051995860415892,-0.18676380851594787,-0.06357766313302197,-0.2771911347922899,-0.21207016374653193,-0.0023733177932415746,-0.0018613151161971807,-0.49414723394503607,-0.013475227071666988,0.00122,0.01,0.0,0.97,100,13,1,14
240,0.9435384796620724,-4.35966770704195,-0.9548791631717727,-0.38427867889299117,-0.2108710165024076,-0.18705749403750838,-0.06368438081362893,-0.27762351167411436,-0.2124147009694299,-0.002377004326569095,-0.0018642244856353404,-0.4949144580465523,-0.013504334036545964,0.001216,0.01,0.0,0.97,100,13,1,14
241,0.9429050935638164,-4.3626558744453225,-0.9564307049901012,-0.3849033413596374,-0.211199155199179,-0.18735267464312808,-0.06378437334971808,-0.27804472917708145,-0.21275155897246764,-0.0023806401835453745,-0.0018672995068196455,-0.4956859273724758,-0.013547218294969564,0.001212,0.01,0.0,0.97,100,14,1,15
242,0.9463727249423225,-4.365423593811772,-0.9578309707904021,-0.38543796776840783,-0.21152054987890134,-0.18760168527883223,-0.06387759418134409,-0.27846145531633393,-0.21304398788214873,-0.0023832289048720174,-0.0018692959231921041,-0.49627011107719377,-0.013580902907136608,0.001207,0.01,0.0,0.97,100,13,1,14
243,0.9361694932449569,-4.368907879280737,-0.9596406472727542,-0.38614445426447874,-0.21192221516780602,-0.18793522927157996,-0.06400313806783793,-0.27896250997135424,-0.21341888214714202,-0.0023873320276975333,-0.0018736018441762908,-0.4972471285642941,-0.013636203141514511,0.001203,0.01,0.0,0.97,100,13,1,14
244,0.9393501076426265,-4.372165079725246,-0.9612963006663534,-0.3868155632616297,-0.21228062304410836,-0.1882557794576463,-0.06410697600459693,-0.27945592284518717,-0.2137751494653011,-0.0023917713049693735,-0.0018778293317048762,-0.4981801474718398,-0.013643741977664709,0.001198,0.01,0.0,0.97,100,13,1,14
245,0.9422959287704751,-4.37518866704265,-0.9628240159212523,-0.3874169383277743,-0.2126136627506794,-0.18852862373349658,-0.06420486698468265,-0.27989695750768573,-0.2141015693281026,-0.0023949619567725914,-0.0018809858568980208,-0.49893422280613914,-0.013659318527588638,0.001194,0.01,0.0,0.97,100,13,1,14
246,0.9457608732499406,-4.377969765304149,-0.9642358414647391,-0.3879802424286224,-0.2129063999543598,-0.18878799617795164,-0.06427400286473998,-0.28030740043260627,-0.21441883014854052,-0.002398199399713683,-0.0018837529970780304,-0.4996656483879169,-0.013677215285939714,0.00119,0.01,0.0,0.97,100,13,1,14
247,0.9419346154493295,-4.380156506186127,-0.9653138581659383,-0.38849456045397507,-0.21312519169950006,-0.1890584448820121,-0.06434513498542001,-0.2807420755264152,-0.21476888714131812,-0.0024018484380640835,-0.0018871793728901373,-0.500223263547901,-0.013687958757211025,0.001186,0.01,0.0,0.97,100,14,1,15
248,0.9433149115246159,-4.382049033275395,-0.9662981868043635,-0.3890280601957308,-0.21332509856731138,-0.18933091760154055,-0.06444350897245853,-0.2811660613317215,-0.2150955318051281,-0.002405611059675119,-0.0018898711674255233,-0.5008624812030872,-0.013708237593027896,0.001181,0.01,0.0,0.97,100,14,1,15
249,0.9397493600147239,-4.385256562387048,-0.9679113110608198,-0.3896843223547062,-0.21366782344268007,-0.1896377973724735,-0.06453772142645794,-0.2816521086812882,-0.21543165731782116,-0.0024093199652876793,-0.0018937133628068033,-0.5017080032457495,-0.013744340422192488,0.001177,0.01,0.0,0.97,100,13,1,14
250,0.9410646707593978,-4.388367921018767,-0.9695108484524904,-0.3903275324942447,-0.21401223982738402,-0.1899400437678448,-0.06464236026808336,-0.28211544676638045,-0.21577328895183542,-0.0024131625282364814,-0.0018967514661698331,-0.502503954200309,-0.013765886241316075,0.001173,0.01,0.0,0.97,100,13,1,14
251,0.941033187861565,-4.391429098297959,-0.9710781555259579,-0.3909363826075186,-0.2143600116295665,-0.19022550358059415,-0.06474141100344084,-0.2825528179927022,-0.2160963119932266,-0.002417142768356809,-0.0018992789970627762,-0.5032494270936807,-0.013770834916136126,0.001169,0.01,0.0,0.97,100,13,1,14
252,0.9409442892743055,-4.394503847639682,-0.9726930319392924,-0.39157248162170244,-0.21473428702777536,-0.19053405428799566,-0.06486122655675147,-0.2829760419366324,-0.21642423586245593,-0.002420433479191277,-0.0019016896818467228,-0.5039783012126311,-0.013796880144090409,0.001165,0.01,0.0,0.97,100,13,1,14
253,0.9401529669136975,-4.39759303497996,-0.9742715743262385,-0.3922025908033282,-0.2150772405313378,-0.19083647941487408,-0.06495554177905459,-0.2834272787746242,-0.21677040120883495,-0.0024244613744135992,-0.0019042716446382854,-0.5047719036320917,-0.01381345900549554,0.001161,0.01,0.0,0.97,100,13,1,14
254,0.9411360819908229,-4.400656977382115,-0.9758388708314781,-0.3928181088044947,-0.21541904693697675,-0.19113080407774136,-0.06505814745576331,-0.2838578744372729,-0.2171007745275887,-0.002427822820559079,-0.001907757382481767,-0.5055896800451968,-0.013836710400489845,0.001157,0.01,0.0,0.97,100,13,1,14
255,0.9335019636557279,-4.401484361293519,-0.976344320171728,-0.39333324661477675,-0.21551736495345303,-0.19145448643284046,-0.0651810561764395,-0.28436735524159196,-0.21748326642428029,-0.0024329790727713936,-0.0019112042246304038,-0.5063053696365747,-0.013868892728269801,0.001153,0.01,0.0,0.97,100,14,1,15
256,0.9412325664560734,-4.404436037410593,-0.9778020045537837,-0.3938999329375978,-0.21582529510981455,-0.19170409561659021,-0.06526926286587274,-0.28478889968215343,-0.21780651021664227,-0.0024360490814213515,-0.0019149085744242097,-0.507102105884018,-0.013876262561756236,0.001149,0.01,0.0,0.97,100,13,1,14
257,0.9434517800659533,-4.407093861480142,-0.9791512260429525,-0.39445620796621406,-0.21610602164252893,-0.19197872431385526,-0.06534830081234472,-0.28519827967154104,-0.21812024668143667,-0.002439627120869222,-0.0019174522579739751,-0.5077914741051214,-0.013930205573634506,0.001145,0.01,0.0,0.97,100,14,1,15
258,0.9451707218712192,-4.409824412156507,-0.9805477374022525,-0.39499438099554873,-0.21642223374815767,-0.1922279075559497,-0.06545274594819536,-0.2855792027197516,-0.2184220495421365,-0.0024422593565901585,-0.0019200210308811683,-0.508471192403957,-0.013950299475867381,0.001141,0.01,0.0,0.97,100,13,1,14
259,0.9414857872454808,-4.412787525547557,-0.9820501548476739,-0.3955976914500476,-0.21674542383880088,-0.19251516593049883,-0.06555328646441186,-0.28601799757139795,-0.21875443825271215,-0.0024462997153634866,-0.0019225448931242783,-0.5092552405840112,-0.013959916171216365,0.001137,0.01,0.0,0.97,100,13,1,14
260,0.941431271219039,-4.415709616230621,-0.9835635300945271,-0.39621888383122916,-0.21708055753225153,-0.19282658634163255,-0.065646685057139,-0.28648089009102673,-0.21909148648281876,-0.0024500653318673174,-0.0019251296600225508,-0.5100040128844687,-0.013986076416121688,0.001133,0.01,0.0,0.97,100,13,1,14
261,0.9425499748026205,-4.41849518877621,-0.9849999001001482,-0.39679632301509105,-0.21738934894881934,-0.1930981284771399,-0.06573583521640051,-0.2868957678468604,-0.2194152698056893,-0.00245359047141429,-0.0019279172202428686,-0.510785301226826,-0.013996535394284275,0.001129,0.01,0.0,0.97,100,14,1,15
