episode,mean_loss,lr,tau,polyak,service_level,buffer_size,n_updates,elapsed_s,mean_value_spread,mean_reward,pct_zero_reward,fallback_rate,reward_norm_std,pct_idx0,mean_chosen_idx,pct_maintenance,greedy_sl
181,0.830312,0.000786,0.3876,0.0005,0.8969,50000,400,45994.8,1.749772,-3.27193,0.0,0.0,4.0784,2.8,22.37,7.4,
182,0.900983,0.000785,0.387,0.0005,0.8958,50000,400,46230.1,1.609286,-3.13194,0.0,0.0,3.5762,2.7,23.06,8.9,
183,0.815166,0.000784,0.3863,0.0005,0.8959,50000,400,46485.5,1.885531,-2.92761,0.0,0.0,4.3631,3.0,22.49,8.3,
184,0.84935,0.000782,0.3857,0.0005,0.9014,50000,400,46727.3,1.674758,-2.98429,0.0,0.0,3.9018,2.9,22.97,9.3,
185,0.888813,0.000781,0.3851,0.0005,0.909,50000,400,46958.4,1.650506,-2.6682,0.0,0.0,3.4908,2.7,23.11,8.5,
186,0.84169,0.00078,0.3845,0.0005,0.895,50000,400,47189.9,1.741826,-3.05513,0.0,0.0,3.9366,2.3,24.0,8.7,
187,0.851701,0.000779,0.3838,0.0005,0.8961,50000,400,47409.6,1.779255,-3.00255,0.0,0.0,3.7145,2.4,22.25,6.7,
188,0.924602,0.000778,0.3832,0.0005,0.901,50000,400,47645.4,1.76403,-2.91561,0.0,0.0,3.2129,1.8,24.46,8.8,
189,0.896922,0.000776,0.3826,0.0005,0.9069,50000,400,47881.8,1.703209,-2.74843,0.0,0.0,3.5696,2.3,24.07,8.6,
190,0.891428,0.000775,0.382,0.0005,0.8985,50000,400,48338.0,1.748784,-2.98762,0.0,0.0,3.6485,2.2,23.22,8.5,0.8663
191,0.851742,0.000774,0.3813,0.0005,0.8953,50000,400,48586.7,1.666976,-3.03525,0.0,0.0,3.9691,2.8,22.61,7.7,
192,0.850736,0.000773,0.3807,0.0005,0.9015,50000,400,48839.7,1.796863,-2.91457,0.0,0.0,3.7927,2.4,23.63,8.5,
193,0.821885,0.000772,0.3801,0.0005,0.8975,50000,400,49080.3,1.786307,-3.07455,0.0,0.0,4.2608,2.5,24.34,8.0,
194,0.974907,0.000771,0.3795,0.0005,0.9074,50000,400,49316.9,1.690587,-2.68401,0.0,0.0,3.1095,2.4,24.35,8.6,
195,0.806894,0.000769,0.3788,0.0005,0.8921,50000,400,49553.2,1.892772,-3.10675,0.0,0.0,4.7865,2.1,23.79,7.2,
196,0.887618,0.000768,0.3782,0.0005,0.9028,50000,400,49769.1,1.571801,-2.98848,0.0,0.0,3.5985,2.7,22.72,8.8,
197,0.902633,0.000767,0.3776,0.0005,0.9063,50000,400,49994.6,1.721033,-2.68663,0.0,0.0,3.4434,2.3,22.32,7.7,
198,0.858871,0.000766,0.377,0.0005,0.8985,50000,400,50234.8,1.907442,-2.91102,0.0,0.0,3.7726,2.6,24.38,8.3,
199,0.871206,0.000765,0.3763,0.0005,0.8978,50000,400,50457.2,1.877352,-3.13417,0.0,0.0,3.7881,2.2,23.94,8.8,
200,0.853104,0.000763,0.3757,0.0005,0.8943,50000,400,50909.9,1.910818,-2.95877,0.0,0.0,4.0171,1.9,22.35,8.0,0.8612
201,0.897926,0.000762,0.3751,0.0005,0.9077,50000,400,51142.2,1.801464,-2.69139,0.0,0.0,3.4878,2.5,23.49,8.2,
202,0.865146,0.000761,0.3745,0.0005,0.8986,50000,400,51371.4,2.252944,-2.92257,0.0,0.0,3.8808,3.0,22.29,7.4,
203,0.835602,0.00076,0.3738,0.0005,0.8949,50000,400,51591.5,1.781946,-3.14922,0.0,0.0,4.1563,3.1,22.85,7.7,
204,0.916322,0.000759,0.3732,0.0005,0.9039,50000,400,51818.6,1.98345,-2.8734,0.0,0.0,3.4727,2.6,23.36,8.8,
205,0.918734,0.000757,0.3726,0.0005,0.9047,50000,400,52042.1,1.819858,-2.82895,0.0,0.0,3.3715,3.0,24.37,7.1,
206,0.846598,0.000756,0.372,0.0005,0.893,50000,400,52271.7,2.087077,-3.20019,0.0,0.0,4.0025,2.7,24.24,8.7,
207,0.902539,0.000755,0.3713,0.0005,0.9082,50000,400,52487.7,1.889503,-2.72889,0.0,0.0,3.3453,2.4,23.02,8.6,
208,0.864815,0.000754,0.3707,0.0005,0.8991,50000,400,52713.8,2.011818,-2.92786,0.0,0.0,4.2022,2.9,22.99,8.4,
209,0.957451,0.000753,0.3701,0.0005,0.9097,50000,400,52934.6,1.858014,-2.74986,0.0,0.0,3.073,3.4,23.86,9.3,
210,0.852704,0.000752,0.3695,0.0005,0.8904,50000,400,53405.0,2.038423,-3.12481,0.0,0.0,4.1596,2.1,23.56,9.3,0.8832
211,0.896542,0.00075,0.3688,0.0005,0.8958,50000,400,53641.3,1.971003,-3.14219,0.0,0.0,3.6728,2.3,24.04,8.8,
212,0.821,0.000749,0.3682,0.0005,0.8983,50000,400,53870.3,2.014015,-2.94104,0.0,0.0,4.2773,2.8,23.54,8.1,
213,0.836137,0.000748,0.3676,0.0005,0.8895,50000,400,54106.0,2.280254,-3.11506,0.0,0.0,4.0089,2.6,22.44,7.8,
214,0.854626,0.000747,0.367,0.0005,0.8974,50000,400,54335.9,2.106803,-2.96865,0.0,0.0,3.9871,2.4,23.83,8.8,
215,0.862986,0.000746,0.3664,0.0005,0.9011,50000,400,54558.6,2.003374,-3.01501,0.0,0.0,3.9339,2.8,23.33,8.2,
216,0.904233,0.000744,0.3657,0.0005,0.9006,50000,400,54820.2,2.022191,-2.9192,0.0,0.0,3.639,2.6,23.79,7.7,
217,0.925558,0.000743,0.3651,0.0005,0.9069,50000,400,55054.3,1.909338,-2.7878,0.0,0.0,3.1857,2.7,22.45,7.5,
218,0.924542,0.000742,0.3645,0.0005,0.9056,50000,400,55318.8,2.300799,-2.74674,0.0,0.0,3.3883,2.0,23.72,8.1,
219,0.866275,0.000741,0.3639,0.0005,0.9003,50000,400,55560.1,2.193063,-2.91131,0.0,0.0,4.1316,2.8,22.95,8.8,
220,0.893886,0.00074,0.3632,0.0005,0.9007,50000,400,55974.2,2.213075,-2.95241,0.0,0.0,3.5014,3.0,23.7,7.2,0.8682
221,0.893593,0.000738,0.3626,0.0005,0.8923,50000,400,56201.4,2.367271,-3.14374,0.0,0.0,3.7883,1.8,23.02,8.1,
222,0.897795,0.000737,0.362,0.0005,0.9019,50000,400,56439.3,2.102656,-2.80586,0.0,0.0,3.5157,2.3,23.2,9.1,
223,0.896792,0.000736,0.3614,0.0005,0.9009,50000,400,56664.1,1.915315,-2.92195,0.0,0.0,3.6119,3.2,22.86,7.1,
224,0.856192,0.000735,0.3607,0.0005,0.8982,50000,400,56888.0,2.056701,-2.94591,0.0,0.0,4.0375,2.4,22.59,7.4,
225,0.932094,0.000734,0.3601,0.0005,0.901,50000,400,57127.3,2.279301,-2.95316,0.0,0.0,3.2844,2.3,24.34,9.0,
226,0.877094,0.000732,0.3595,0.0005,0.8941,50000,400,57382.5,2.408959,-3.00926,0.0,0.0,3.6865,2.8,22.86,8.7,
227,0.903068,0.000731,0.3589,0.0005,0.8908,50000,400,57625.5,2.591827,-3.16564,0.0,0.0,3.5905,2.2,22.91,7.9,
228,0.933683,0.00073,0.3582,0.0005,0.9033,50000,400,57883.1,2.407261,-2.88935,0.0,0.0,3.4545,1.7,24.25,8.7,
229,1.007356,0.000729,0.3576,0.0005,0.8977,50000,400,58119.4,2.46727,-2.94643,0.0,0.0,2.8975,2.1,22.93,8.0,
230,0.862594,0.000728,0.357,0.0005,0.8984,50000,400,58638.1,2.270394,-2.87158,0.0,0.0,4.1063,2.2,22.54,8.2,0.8859
231,0.908004,0.000727,0.3564,0.0005,0.8969,50000,400,58877.3,2.134934,-3.04353,0.0,0.0,3.3788,2.2,23.41,9.2,
232,0.835485,0.000725,0.3557,0.0005,0.8996,50000,400,59109.9,2.202274,-2.7836,0.0,0.0,4.4113,2.5,21.62,6.9,
233,0.918274,0.000724,0.3551,0.0005,0.8944,50000,400,59337.1,2.074044,-3.11052,0.0,0.0,3.6411,2.4,22.71,8.2,
234,0.891622,0.000723,0.3545,0.0005,0.9026,50000,400,59576.2,2.299199,-2.83626,0.0,0.0,3.7233,3.2,24.29,8.8,
235,0.892502,0.000722,0.3539,0.0005,0.9017,50000,400,59797.7,2.138668,-2.90479,0.0,0.0,3.8335,2.8,23.07,8.1,
236,0.881355,0.000721,0.3532,0.0005,0.8968,50000,400,60044.0,2.560612,-2.8058,0.0,0.0,3.7549,2.8,23.15,8.6,
237,0.880222,0.000719,0.3526,0.0005,0.9008,50000,400,60270.4,2.214887,-2.97378,0.0,0.0,3.6915,2.3,23.93,8.2,
238,0.873607,0.000718,0.352,0.0005,0.8941,50000,400,60500.1,2.476529,-3.05363,0.0,0.0,3.7263,2.8,22.96,8.5,
239,0.916719,0.000717,0.3514,0.0005,0.9025,50000,400,60764.4,2.861921,-2.70605,0.0,0.0,3.3545,2.1,22.08,8.6,
240,0.886568,0.000716,0.3507,0.0005,0.8982,50000,400,61237.5,2.583966,-2.87608,0.0,0.0,3.616,2.8,23.41,9.3,0.8798
241,0.886061,0.000715,0.3501,0.0005,0.9041,50000,400,61478.6,2.109336,-2.93835,0.0,0.0,3.4818,2.8,23.84,8.4,
242,0.863699,0.000713,0.3495,0.0005,0.8956,50000,400,61738.1,2.602213,-2.98964,0.0,0.0,3.6588,2.2,23.19,8.0,
243,0.93187,0.000712,0.3489,0.0005,0.9129,50000,400,61983.8,2.334194,-2.49895,0.0,0.0,3.2923,2.3,22.79,6.9,
244,0.896653,0.000711,0.3482,0.0005,0.8867,50000,400,62238.8,2.465725,-3.00884,0.0,0.0,3.6681,3.1,21.3,7.8,
245,0.86038,0.00071,0.3476,0.0005,0.8929,50000,400,62488.7,2.603383,-3.2236,0.0,0.0,4.0206,2.5,23.23,9.8,
246,0.85116,0.000709,0.347,0.0005,0.9041,50000,400,62713.2,2.407248,-2.84302,0.0,0.0,4.1478,2.7,22.03,8.1,
247,0.848768,0.000708,0.3464,0.0005,0.8982,50000,400,62935.0,2.109763,-3.11912,0.0,0.0,4.1222,3.4,23.67,8.2,
248,0.832412,0.000706,0.3457,0.0005,0.9048,50000,400,63167.4,2.197237,-2.85111,0.0,0.0,4.0835,3.2,24.37,9.7,
249,0.894932,0.000705,0.3451,0.0005,0.9127,50000,400,63389.6,2.39175,-2.73647,0.0,0.0,3.4563,2.3,24.05,8.7,
250,0.840151,0.000704,0.3445,0.0005,0.8992,50000,400,63865.2,2.184073,-2.98893,0.0,0.0,3.8033,3.1,23.33,9.2,0.8747
251,0.868374,0.000703,0.3439,0.0005,0.8962,50000,400,64110.9,2.263492,-2.97098,0.0,0.0,3.8936,2.4,22.58,8.8,
252,0.869358,0.000702,0.3432,0.0005,0.8979,50000,400,64342.0,2.293123,-3.00158,0.0,0.0,3.6754,2.6,24.33,8.4,
253,0.876183,0.0007,0.3426,0.0005,0.9029,50000,400,64586.0,2.221557,-2.88487,0.0,0.0,3.562,2.7,23.32,8.2,
254,0.876043,0.000699,0.342,0.0005,0.9094,50000,400,64835.0,2.636097,-2.73015,0.0,0.0,3.5496,3.9,23.86,8.0,
255,0.850939,0.000698,0.3414,0.0005,0.8918,50000,400,65101.3,2.631637,-2.94219,0.0,0.0,3.7344,2.6,22.51,8.2,
256,0.866505,0.000697,0.3407,0.0005,0.896,50000,400,65364.7,2.698295,-2.99701,0.0,0.0,3.8255,3.1,22.49,7.6,
257,0.878083,0.000696,0.3401,0.0005,0.8907,50000,400,65615.5,2.62335,-3.2277,0.0,0.0,3.4432,2.8,22.5,8.6,
258,0.902462,0.000694,0.3395,0.0005,0.8997,50000,400,65870.9,2.492266,-2.94168,0.0,0.0,3.5025,3.5,23.45,8.6,
259,0.899659,0.000693,0.3389,0.0005,0.9083,50000,400,66120.1,2.488902,-2.81557,0.0,0.0,3.3839,2.9,24.01,8.2,
260,0.86227,0.000692,0.3382,0.0005,0.8993,50000,400,66585.1,2.417945,-2.86915,0.0,0.0,3.726,1.8,23.03,7.2,0.8572
261,0.925707,0.000691,0.3376,0.0005,0.8993,50000,400,66818.0,2.695063,-2.89652,0.0,0.0,3.2324,2.8,23.05,7.2,
262,0.857814,0.00069,0.337,0.0005,0.8957,50000,400,67044.6,3.073709,-2.94937,0.0,0.0,3.6899,2.5,22.57,6.8,
263,0.851535,0.000688,0.3364,0.0005,0.9034,50000,400,67275.4,2.751452,-2.81643,0.0,0.0,3.8559,2.5,23.74,7.8,
264,0.875555,0.000687,0.3357,0.0005,0.8935,50000,400,67519.0,2.872492,-2.99284,0.0,0.0,3.5687,1.8,23.82,7.8,
265,0.907689,0.000686,0.3351,0.0005,0.9028,50000,400,67739.3,2.567124,-2.8026,0.0,0.0,3.2552,3.1,21.19,6.9,
266,0.86824,0.000685,0.3345,0.0005,0.891,50000,400,67984.0,2.983902,-3.1376,0.0,0.0,3.7992,1.7,22.86,9.3,
267,0.858846,0.000684,0.3339,0.0005,0.8952,50000,400,68223.8,3.008858,-2.83485,0.0,0.0,3.9651,2.6,21.82,8.6,
268,0.840353,0.000683,0.3333,0.0005,0.9039,50000,400,68454.6,2.615225,-2.80831,0.0,0.0,4.2482,3.0,23.7,8.8,
269,0.885594,0.000681,0.3326,0.0005,0.9023,50000,400,68673.8,2.360462,-3.0349,0.0,0.0,3.619,2.8,23.39,8.0,
270,0.854481,0.00068,0.332,0.0005,0.8976,50000,400,69099.5,2.819455,-2.99921,0.0,0.0,3.7569,3.0,22.37,7.1,0.8641
