episode,service_level,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,exponential_starvation_penalty,exponential_congestion_penalty,starvation_severity_max,congestion_severity_max,imbalance_hotspot_distance,starvation_count,congestion_count,hotspot_imbalance_mass,projected_starvation_risk,projected_congestion_risk
23,0.9419026217228464,-189.76277861743483,-73.52300981018746,-0.5193012020678381,-44.401838028983754,-0.27531571475085453,-31.4353014138641,-17.680993900219786,0.0,0.0,0.0,-116.07634350295073,-1.421672739401121,-24.82496957074665
24,0.9461545446290748,-189.59114128950034,-73.52194444335717,0.0,-43.60272945569585,0.0,-29.75231804003139,-17.565605261818927,-1.2094954891481433,0.0,0.0,-119.37998207800561,-1.52193577176428,-25.601155285681195
25,0.9396536385742246,-193.85262458244358,-74.7478749873818,-1.1548774237379618,-43.74346361151497,-0.9925512747234672,-38.877111053532396,-21.955828385285706,-2.9205721644981604,-0.03600623026640161,-0.2876606194855753,-124.99235718706143,-1.3596554289012086,-26.138113358326017
26,0.940148130378722,-196.08605966365792,-74.81602253555091,-0.8678097332841025,-42.86105308628795,-0.4495096940663532,-38.23620730513278,-22.020130744615305,-2.44543342047657,0.0,0.0,-128.22230128871476,-1.4729751515627458,-26.794210789594292
27,0.943256455627868,-198.65514624238259,-73.94786739268672,-1.9050377290473253,-40.87429509494565,-1.6362301930645753,-38.75152782230328,-24.94738755157904,-4.679708852338621,-0.27959856542692746,-0.5523493775589473,-132.37006903301705,-1.12635329580356,-27.168785967086347
28,0.933480228680324,-201.5878738185434,-73.92543050671077,-0.4602077056231913,-39.60893012143704,-0.2159393666134362,-38.915869868053434,-26.685335259612646,-1.1619621683719308,0.0,0.0,-135.8108360675321,-0.6023381478586195,-27.65446437456879
29,0.9367020158019648,-195.3578318803195,-71.0849790238557,-0.21494139721649683,-36.227605751023106,-0.1599349260440551,-24.181330076638957,-11.869768663099483,0.0,0.0,0.0,-135.94532227696723,-0.41586768755856535,-28.35082056293686
30,0.9409663865546218,-203.39027059528323,-73.51383353694376,-1.5079906691578555,-37.51603184324209,-1.010993179374184,-35.645024867255614,-23.72717633405207,-2.689182812984624,-0.1268819673895156,-0.08458115599352138,-141.6238148967321,-0.40590219641636904,-29.23158059839412
31,0.9422145121732368,-200.9612790322491,-71.7076375035252,-0.264210065201637,-34.99891437372463,-0.2245445974891496,-30.144873003427712,-15.846399476840602,-1.5650799867314389,0.0,-0.10459893034232885,-143.0218590103252,-0.06493227948921652,-29.52919608115474
32,0.9418921753723516,-202.4369167893976,-71.77328106942296,-0.09883175868547206,-34.206518097497614,-0.06693521864956642,-31.646703617784787,-16.15475071449193,-0.7021749243293287,0.0,0.0,-145.80456793425955,-0.1417558133610233,-30.126754726189045
33,0.9452824519230769,-202.61896488150475,-70.45533271237566,-0.17692200267568653,-32.08585932462244,-0.14584185106302466,-27.846285387998694,-13.104816046912795,-0.5474108392517754,-0.021658078697356524,-0.04727705788251524,-148.5020797392823,-0.006148017571595188,-30.472142203762417
34,0.9408083678466701,-205.21669680861024,-69.6147856505655,-0.47677422742060516,-30.336850504131395,-0.3984510373478114,-30.714738032774157,-15.322308236136674,-1.0388989996631726,-0.3415953472704718,-0.13454728773324884,-153.1367516137134,-0.09013237167595473,-30.744238492292713
35,0.9389615897249485,-205.2257593969517,-68.97471836712887,-0.31009166555495016,-28.86811091742837,-0.22173799681425946,-26.487693315145115,-14.729082510581291,-0.3781655843439167,0.0,0.0,-154.79073528043895,-0.05029304251322915,-31.15754359135196
36,0.9429025773350536,-204.9897205534409,-68.43147288816147,0.0,-27.374215700018716,0.0,-24.084782741179524,-12.135481698079595,-0.453138807063075,0.0,0.0,-156.14797523775746,0.0,-31.641002626628318
37,0.9386425339366515,-205.79493852041486,-68.68849211823408,0.0,-27.028278740714825,0.0,-25.64654941751463,-12.712105190084555,-1.302439314427605,0.0,0.0,-157.3362897996567,-0.2977463243845367,-32.39189510254197
38,0.9467837845995956,-207.45370992610097,-67.93902148549351,-0.1642511881114251,-25.389246715655766,-0.09364727967193756,-27.617293172044477,-15.57224865639926,-1.3874852624048593,-0.001980241810769799,0.0,-160.80426658358323,-0.13178231530402398,-32.539071157762244
39,0.9397884458909682,-210.31064549612708,-68.74708211227404,-0.727689792857105,-25.445191083053945,-0.5621298601771206,-31.939711539119546,-15.957328770102139,-1.7031681271813952,-0.009035971384260592,0.0,-162.40876857394068,-0.10536334051881488,-32.96987690417913
40,0.9389772625146041,-210.9978488518844,-67.65851898288714,0.0,-23.501102139078384,0.0,-31.77731177793821,-16.67681809580706,-2.266656438890579,0.0,0.0,-165.64109518790767,0.0,-33.335839955418244
41,0.9393030303030303,-209.9668462817788,-66.80227210962211,-0.2282065072405407,-21.995291930306788,-0.18730656853768657,-27.164120079795925,-13.032368904207466,0.0,-0.07313915284641741,-0.02683909115219282,-166.29574743805992,-0.10831499737732168,-33.689273342244974
42,0.9462104175530298,-211.3270455568913,-66.99493783782187,-0.20156107592969574,-21.362642549928008,-0.1333055433407239,-27.882589589414795,-12.955261052889753,-1.3913042865243928,0.0,0.0,-167.82121651944385,-0.18121383292247836,-33.976515483590944
43,0.9433511683443668,-210.73294470914908,-66.12750533152635,-0.3950070716427174,-19.889106464217047,-0.2792692838779975,-27.420662093486264,-13.424125115562866,-1.639716280562745,-0.09048717090807318,0.0,-168.61987227424876,-0.2445305891040745,-34.4463748246274
44,0.9444659385137347,-211.67700570052506,-66.49478674835746,-0.014428920181760767,-19.52831404792774,0.0,-26.61823368376867,-10.35875934613604,-1.1023581846208812,0.0,0.0,-169.3071477598691,-0.5469721781307277,-34.778408384852874
45,0.9452470559669782,-209.76458685461836,-64.93571916984985,0.0,-17.341181018699043,0.0,-23.37275878071698,-8.271556609107346,-0.4258159673568007,0.0,0.0,-170.61308263649087,-0.32719358363314405,-35.175213636872655
46,0.9370388145659607,-211.5954293304086,-65.07285059501132,0.0,-16.728791771160566,0.0,-28.281433815644654,-10.716418836892776,-0.09528532559033606,0.0,0.0,-173.7419200621638,-0.11132038359562807,-35.52260967787136
47,0.9417780325198347,-212.65538216792632,-65.84706867109084,-1.0493848610711183,-16.845326839007235,-0.8297659514331887,-29.738607269989615,-11.096953584979431,-1.1732278821497517,-0.5031788911355236,-0.12065526031131714,-174.28241062439406,-0.2502881338709097,-36.18312810961328
48,0.9411606099643488,-213.84262136273443,-65.86722493629708,-0.3773527952302384,-16.109035657159676,-0.227740115934829,-28.137142701970717,-12.679797301588202,-1.1249948449317684,0.0,0.0,-174.94872301557697,-0.15116138338470553,-36.66201627066272
49,0.9433238129239557,-217.88041047035665,-67.08514346090213,-1.466534157305622,-16.45256968756937,-1.1000739583856407,-31.94644883506535,-17.064948996423436,-2.465416437920324,-0.21970494843121738,-0.014515462992725967,-176.29775234885213,-0.21304791509528817,-37.19547197263664
50,0.9443182162440547,-215.7466100029438,-65.23968817416223,-0.4030725265100889,-14.18493982696934,-0.2746748192939408,-27.34980671732499,-12.736185252904711,-1.6222859604057243,0.0,0.0,-178.6840100171028,-0.11461278434169106,-37.50783081516488
51,0.9407569446525427,-216.92670591850805,-65.69346074357331,-0.39590173388980787,-13.942588900837409,-0.3078482970390807,-29.307087493641884,-14.989699609114806,-1.7114199419114278,-0.11408358440871919,-0.02668146044271897,-179.77754020535582,-0.0587037333898952,-37.93561288824281
52,0.9340799417281253,-221.31406013562676,-66.6333805927261,-1.05412608298704,-14.065517789888112,-0.8102356557838046,-38.226520156899646,-21.544570164438397,-4.288046545021752,-0.018570551727682,0.0,-183.56621952521098,0.0,-38.10520324995074
53,0.9370777027027027,-214.51224885303182,-62.640791194407676,-0.032982602474088345,-9.5611239134478,-0.02357185985913882,-21.566639932063133,-7.040742945017011,-0.5330078759735938,-0.01656737920982778,0.0,-183.14864106579955,-0.021175480013561794,-38.015172846132494
54,0.9367307342508944,-217.7118324998576,-63.24087453493384,0.0,-9.335145117492884,0.0,-27.819790763054094,-14.242060317158927,-1.7223398935076524,0.0,0.0,-186.38611500105586,-0.027938593798266197,-38.3672946598123
55,0.9423912717681264,-219.16841797371137,-64.09046074683236,-0.35476636220064983,-9.512413495128822,-0.28959089569770435,-28.598183335907482,-11.20358239488052,-1.039947244889578,-0.17299602327791555,-0.02128600495186027,-187.69037969709427,-0.11049575544137608,-38.69448806801247
56,0.9416206708315643,-218.47677140654207,-62.7406194676656,0.0,-7.4913647689933205,0.0,-25.266064571649217,-9.26059709523299,-0.4176754013537229,0.0,0.0,-188.91940900621796,-0.04735736417144797,-38.88719990228403
57,0.9404302760033747,-220.3442182370768,-63.27837534385413,-0.3469809192386962,-7.295628940259623,-0.2545626081884043,-28.162850891286155,-11.036788548199093,0.0,0.0,0.0,-190.85032243934785,-0.13422745209734377,-39.17172089706187
58,0.9486106055090402,-219.14790782387772,-62.99504529521265,-0.023907119893840683,-6.53263334595809,-0.0189508934233052,-25.395362903396375,-9.265652773915916,-1.1301983183312658,-0.006215375113543439,0.0,-191.1846008245207,-0.3022784908184604,-39.42323254070697
59,0.9443030303030303,-221.80174377627722,-63.78570814036396,-0.12145987213558074,-6.6476821497752585,-0.03662759508258149,-30.3321594253994,-11.673794893410934,-0.750417014265703,0.0,0.0,-193.0917980448298,-0.3508005479358236,-39.76271342971747
60,0.9321197991391679,-219.90287978718717,-63.064707740213635,0.0,-5.406895544983379,0.0,-25.568443531017248,-8.065258291932047,-0.5105708683276989,0.0,0.0,-193.33151534674087,-0.135396078581394,-39.93366517181602
61,0.9415257286793811,-220.81422655081377,-63.72490852792024,0.0,-5.497693556072769,0.0,-27.231249870148147,-9.014568193129007,-1.1741255149298626,0.0,0.0,-194.43171622597083,-0.30254779964022493,-40.28596811332815
62,0.9466154497610549,-224.32289123885033,-65.31752711601926,-0.43023916783906796,-6.304477242150158,-0.302769662416346,-32.61058857842464,-16.184954404606177,-2.339283365587953,0.0,0.0,-195.59616866082408,-0.44883279145323485,-40.57984315058619
63,0.9374700239808154,-222.37610642874418,-64.62325301026154,0.0,-5.176093065670032,0.0,-26.736077858929765,-8.168175058621179,-0.5735376585528053,0.0,0.0,-194.9982768608574,-0.32786079088275644,-40.7305892282191
64,0.9412584869059166,-224.41296165450055,-64.9593949875074,-0.08212704322122083,-4.768640624607114,-0.054046139719865785,-29.985587424393255,-14.85818130045563,-1.241298262737125,0.0,0.0,-197.07105707621884,-0.1333728795899965,-40.88449783085008
65,0.9437657204455623,-223.46599586451163,-64.73978738826162,0.0,-4.134394901601438,-0.00018769468139125198,-32.270810825047874,-12.412818461757766,-0.5050708413017317,0.0,-0.017255695241278863,-198.4315058700518,0.0,-41.08293352700195
66,0.9396937212863706,-225.35673924716818,-65.48038872851303,-0.5646105515233062,-4.130694698655462,-0.34268176466356814,-35.01272417472339,-14.21656249414585,-2.7103533645345523,-0.0033414870380936157,0.0,-199.77995224965113,-0.0012141940952668984,-41.352735011769106
67,0.9327012511626511,-225.31055239509809,-65.40605421955875,-0.9967068825630081,-3.5465913883951052,-0.8211732672402955,-33.891066839152096,-14.443322094076043,-2.1659321056170615,-0.2853940692503241,-0.20817968294136227,-200.1600326084688,-0.058413326005605615,-41.65096595497527
68,0.9397308545217048,-223.0491363540815,-64.37562959449443,-0.0716218378370565,-2.1114251905900954,-0.05532704434089516,-26.671288012495776,-7.4335036373592285,-0.36987551476222524,-0.017657352297814097,0.0,-199.75757026700805,-0.12317409683779906,-42.010291077798534
69,0.9451728607167617,-227.2994210679152,-66.10152459162002,-0.48805472097497826,-3.081786767473335,-0.39762360902065225,-33.85319826575084,-15.648466053519472,-3.6385949520577725,-0.043492733389540024,-0.017766548004202642,-201.8777522795297,-0.1264495967796892,-42.43920076054213
70,0.9432863457173576,-225.01699479866664,-64.66102514607127,0.0,-1.1248983935159238,0.0,-27.90868314103301,-9.486527257750163,-1.547161919077269,-0.0034282530883915268,0.0,-202.11073654746193,0.0,-42.498952129508424
71,0.9430391155440726,-230.5289631054966,-67.59024910072371,-1.3120491856227512,-3.1893567402597625,-0.9891766979873423,-38.234043056419225,-16.980107761078653,-2.9384439221967864,-0.11125627173932431,-0.19056218169270847,-203.83794796478963,-0.09028138094454063,-42.93255065485466
72,0.9387457462323773,-229.39764582978037,-67.0644651969007,-0.4944934102143274,-2.2169587198028458,-0.3645167807246282,-35.319294089015244,-14.732636895014258,-2.863418116165829,0.0,0.0,-204.15804533915625,-0.08101462927674191,-43.14284411825081
73,0.9403319323864159,-225.04415733331345,-64.92069454099484,-0.003635465409956069,-0.0015028726342173981,-0.002591831314822036,-25.71799002361201,-5.484788266707779,-0.4472936815516333,0.0,-0.0008759698271115601,-203.17127028856194,-0.01197937724056539,-43.30012458154113
74,0.9407514887699888,-230.39475160555057,-67.0360478788304,-0.2993978890189678,-1.3311306164197203,-0.2459382705309803,-37.42684874459564,-15.80687089985004,-2.8521203921072873,-0.10435898850984708,-0.09786763616179703,-206.02109915067734,-0.008018940473789935,-43.6587305783913
75,0.9349902093688809,-228.92965417254132,-65.90549430439084,-0.19257511729775645,-0.684259099750954,-0.023100759681663835,-31.69996531220125,-10.788815544806567,-1.3902685049186398,0.0,0.0,-206.457535052929,-0.03211897343850687,-43.779274120513186
76,0.9423863363002165,-229.97827892663864,-66.3837633021931,-0.19362924835853332,-0.6322907448169437,-0.15952236991643645,-31.709670860717807,-10.219785463754794,-1.947613518394067,-0.03950033756263921,-0.044876507388998815,-207.37298323200747,-0.26821925122449786,-44.09465139232928
77,0.932523576459353,-233.9415797289458,-67.20680131229815,-0.7567045964649154,-1.0244723071678414,-0.4875366336801367,-40.032807365891834,-18.80270088356276,-3.8854127371095384,0.0,0.0,-210.84834157692748,-0.03288711414157516,-44.33491290869852
78,0.9401550201285825,-231.97858345124556,-65.99650941109785,-0.5220582630533503,-0.9108603289428746,-0.4191441565173058,-33.45372657312756,-12.984865437714632,-1.4125274178185443,0.0,-0.10073935374401095,-210.5695306192564,-0.08768759751603329,-44.49576511033239
79,0.9368804796480974,-232.8203648125622,-66.5324694017079,-0.11957655321864591,-0.9113174715290662,-0.09329895251350195,-35.182593977406256,-13.220387263595859,-3.062869114909888,0.0,0.0,-211.72708300974924,-0.03778691076423421,-44.806836220812116
80,0.9472800024435688,-233.56520245841568,-66.85282915840635,-0.6306322867081724,-1.2977604552162467,-0.5315086042697078,-35.212802027111884,-11.896960425446515,-3.085682351748337,-0.1543054408376319,-0.14889076407932855,-212.243489588316,-0.12947089641361734,-45.20855412849466
81,0.9367999518246417,-234.33868730603967,-66.57989820616804,-0.030763407057585936,-0.4480691110310799,-0.004506970496845446,-35.84927715577421,-12.45828428365425,-1.200822766354424,0.0,0.0,-213.93741936636115,-0.03267281428601746,-45.55516854258748
82,0.9434549225326339,-231.22136463214338,-64.9353605337888,0.0,-0.06979278327976766,0.0,-26.092048794712063,-4.66602897419672,-0.1465842928871272,0.0,0.0,-213.2929017529005,-0.13757847826167965,-45.80631793020217
83,0.937217143030708,-236.7348459797308,-66.47977545476706,-0.0432569932258546,-0.7866481590100355,-0.026032238272680006,-37.407755567313004,-14.853333478564183,-2.7032305602284903,0.0,0.0,-217.48044471064853,-0.0162619448084006,-45.93685549078008
84,0.935656836461126,-237.53293510570794,-65.93620445024705,-0.20208049848611087,-0.38005960251910637,0.0,-37.69238356850223,-15.39433246638156,-2.5108514160518154,0.0,0.0,-218.89185726201282,0.0,-46.016415767737705
85,0.9442257415031403,-233.85467716976595,-63.795409906754266,-0.1415282654565193,-0.16548582313183785,-0.121913166666286,-26.129576561284416,-7.154515699495427,-0.26774189138917,-0.06801406102902334,-0.051413402280852026,-217.76671257049546,-0.01996378029832843,-46.18611764287338
86,0.9430267241119581,-237.8818585248148,-65.32281541763135,-0.9120221689721496,-1.1388094410297789,-0.740702217081189,-34.9195719952242,-14.862485538875838,-3.395670423873276,-0.06832371851379154,-0.06562661054097284,-220.58236929136044,-0.2529060834209896,-46.565857759463256
87,0.941747572815534,-240.54484289666294,-65.78942085140399,-0.3711327839414943,-0.8907005821818748,-0.21345475555922497,-37.84676835190893,-18.814289842986327,-3.2583210382048264,-0.05964720561456871,-0.0549202702185369,-222.77433061359764,-0.21825077679588512,-46.879455561357844
88,0.9357174921442466,-239.01220355954936,-64.40913967329278,0.0,0.0,0.0,-32.93036764955183,-13.700736916473192,-2.222531475420884,0.0,0.0,-223.39995097120928,-0.02053417747766571,-47.04590681095877
89,0.9441394703504856,-239.23411323925325,-64.35069587033243,0.0,-0.608494908885721,0.0,-33.33217947042937,-13.70176652196337,-2.1040116942621943,-0.0025759361388265523,0.0,-225.0388927663467,-0.1207112613110408,-47.28286338781209
90,0.9404740687934414,-240.10257437020675,-64.66805819513895,-0.4355849954535042,-0.9943523949270132,-0.24894972918516187,-34.30166187291238,-13.986518366303454,-2.6706788579295115,0.0,0.0,-226.29801217358846,-0.3469920528242645,-47.516271230565906
91,0.9325700892454701,-241.0633747284112,-64.82584066873744,-0.20069225135505134,-1.050359712183495,-0.13731274349590983,-34.62139267367867,-15.397231276824098,-1.5684164521005486,0.0,0.0,-227.58070787091668,-0.4597507589396298,-47.76733244628629
92,0.9365328346052909,-239.81391421001737,-63.459453127696534,-0.5433057392070737,-0.7543343415392747,-0.4357808662287552,-30.541126197808445,-10.901119294107838,-1.9429118121326894,-0.1651685904823362,0.0,-228.53795565841557,-0.4480781915594509,-47.8884315150465
93,0.9380597463485003,-242.80053418273988,-64.53624387871112,-0.5131370657467745,-1.1915868683912596,-0.34864287660317234,-36.022682844545095,-16.530731693509257,-3.438541073739721,0.0,-0.02207442314907737,-230.3996592218558,-0.5351419499898094,-48.20003348314981
94,0.9427914888537408,-240.0624200282245,-63.41905343809615,-0.16605994310309985,-0.47379739860531506,-0.10628240731303559,-28.96479543891786,-8.197831432606371,-1.4744756950634823,-0.03705975518126253,-0.007462207334345651,-229.5316294292933,-0.5415676645374399,-48.31324144571624
95,0.9363866916249018,-245.52383631371995,-64.11833946578027,0.0,-0.3333410647046742,0.0,-38.62500112547459,-17.957876403726733,-3.2430952648800324,0.0,0.0,-233.83740628117198,-0.20104935494217352,-48.54491181714175
96,0.9426345822891821,-247.373060371311,-63.561860579809,-0.07952234926181688,-0.06653444853170716,-0.06206905592481328,-40.13273919921405,-19.15718737134641,-1.5347069564692342,0.0,0.0,-236.31796145186004,-0.004957720194788144,-48.648359350723254
97,0.9405410312273057,-247.45209411339434,-63.090444945314395,-0.768329943532972,-1.1274020383647791,-0.5804957270797643,-40.93228407882212,-18.25256625967289,-3.7024789167308167,-0.2551824257306226,-0.023551709262977588,-238.3043663453559,-0.047346016273485184,-48.734494912802816
98,0.9380091039770004,-247.59015692978755,-62.05428240171663,-0.24122254950184555,-0.3190366565974796,-0.08416329340563629,-40.26429683846618,-17.83395659791155,-2.3372779267202746,0.0,0.0,-240.56539319271684,0.0,-48.91610231231765
99,0.9409676254663618,-244.50704278420415,-60.11300996315891,-0.077827442418565,-0.09568101689165813,-0.05479364434004947,-31.650546153245255,-11.491266149863662,-1.1959267418259192,-0.007847053351465311,0.0,-240.6824874459632,-0.01955207821155172,-48.987924969692116
100,0.9404933381346777,-248.2721102721176,-60.56829366079792,-0.3832083830358127,-0.34831254233934933,-0.2353717028613994,-37.80208645309964,-18.173352997770035,-2.9380161531877573,-0.09068203194126294,-0.041899496630528964,-243.75179787561288,-0.027821393642338575,-49.20110720198353
101,0.9450542804439203,-245.78863195037943,-59.01435541129413,-0.02818389656722505,-0.10950432898953687,-0.020591627440154386,-31.71810685934054,-10.526379924657125,-1.3958888342792137,-0.05137652990623749,0.0,-244.11216283842734,-0.04330807861022577,-49.34561364782165
102,0.9421460210323319,-246.51218681632906,-58.78285608393604,-0.015465365169521211,-0.03483435012106906,-0.009747799820559221,-32.34019301403362,-11.189039435425645,-2.13841407455034,-0.006500172763542915,0.0,-245.27895441508554,-0.03649271017838304,-49.50255709932062
103,0.9438536409516943,-248.0418651609691,-58.892793501507896,0.0,-0.16733871411306342,0.0,-34.52007430821551,-10.976686600884737,-2.8332761888486555,0.0,0.0,-246.80008729155867,-0.0013702432625073563,-49.71549600396214
104,0.9450596382050578,-250.6917234253607,-59.51525784066839,-0.7341195159814149,-0.9673700632355292,-0.5463584221161021,-38.0728146728553,-15.68824262646926,-3.4064051410752776,0.0,-0.00018372190726019416,-248.53548447100525,-0.03802513803359257,-49.84942174900679
105,0.9427050437607146,-251.46417636929897,-59.109925223496795,-0.2793882306967509,-0.7419424514907056,-0.23409290862466475,-39.05116858539187,-15.91859717710934,-4.0186966226514755,-0.0635753781615441,-0.057867736673916904,-250.37220952706298,-0.05327637849101133,-50.09769079994465
106,0.9432152948956893,-250.86412078497796,-57.84422971628113,-0.5013977043066788,-0.7449070528813543,-0.35204215630916963,-36.17879924738798,-13.180320657159836,-2.9720345914418806,0.0,0.0,-251.30739032061257,-0.0077400627076478,-50.16626077343817
107,0.9404694274181492,-251.0325647956809,-57.30975507706604,-0.03815306919076988,-0.05456735589385662,-0.030467733141851364,-34.23906052125756,-12.021211659643349,-2.7255773381326085,0.0,-0.008991321822889881,-251.98223906333152,-0.07404460221537026,-50.327327783134464
108,0.9383151109906328,-252.2325309577151,-56.87711885223747,-0.24393120772044533,-0.4884003256629786,-0.11171351683996664,-35.735092496537156,-13.079961778387075,-2.054072305603969,0.0,0.0,-253.86271573712645,-0.08062313765855586,-50.4228748236472
109,0.9383450513791238,-252.79780987712522,-56.250345542405526,0.0,-0.3360043095753677,0.0,-35.85326998432438,-12.817723559954988,-2.1082489598630225,0.0,0.0,-255.36421113401863,-0.04199533963971914,-50.4928819836116
