seed,exp_name,alpha,duration_hours,total_runtime_s,service_level,avg_bike_km_driven,starvations,congestions,total_trips,bike_departures,bike_arrivals,total_depot_deliveries,total_depot_visits,total_fixed_on_site,total_picked_up_to_depot,total_depot_fixes,total_bikes_redistributed_from_depot,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,broken_bikes_end_onsite,broken_bikes_end_depot,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
42,Squared_temporal,0.0,504,40620,0.9135,399.0967,3517,1679,60092,56575,56575,182,44,187,182,182,179,5474,5669,0.025,0.0329,0.9421,0.0286,0.0742,0.8971,22,57,191,210,187,179
43,Squared_temporal,0.0,504,40620,0.9225,397.262,3176,1481,60072,56896,56898,186,42,218,186,186,184,5485,5665,0.0235,0.047,0.9295,0.0209,0.0692,0.9099,16,53,217,202,218,184
44,Squared_temporal,0.0,504,40620,0.9126,397.4191,3596,1638,59914,56318,56319,176,41,236,176,176,168,5403,5585,0.0172,0.0385,0.9443,0.0209,0.1126,0.8665,16,86,240,215,236,168
45,Squared_temporal,0.0,504,40620,0.9179,395.1485,3393,1491,59498,56105,56105,199,43,213,199,199,196,5389,5597,0.0303,0.0421,0.9276,0.0221,0.0924,0.8854,17,71,207,226,213,196
46,Squared_temporal,0.0,504,40620,0.9203,396.7357,3290,1425,59172,55882,55880,173,42,222,171,173,163,5519,5688,0.0185,0.0278,0.9536,0.0287,0.0782,0.8931,22,60,231,202,222,163
47,Squared_temporal,0.0,504,40620,0.9184,396.6251,3250,1597,59398,56148,56150,190,40,182,190,190,191,5507,5707,0.0105,0.0553,0.9342,0.026,0.0742,0.8997,20,57,196,200,182,191
48,Squared_temporal,0.0,504,40620,0.9196,396.4635,3275,1525,59704,56429,56436,196,40,207,196,196,197,5547,5744,0.0119,0.045,0.943,0.0236,0.0878,0.8886,18,67,217,225,207,197
49,Squared_temporal,0.0,504,40620,0.9184,396.5319,3219,1608,59148,55929,55928,171,43,218,171,171,179,5649,5822,0.013,0.0417,0.9452,0.0261,0.0613,0.9126,20,47,229,194,218,179
50,Squared_temporal,0.0,504,40620,0.919,396.1447,3244,1567,59412,56168,56164,181,41,238,181,181,171,5438,5624,0.0225,0.0436,0.9339,0.0157,0.081,0.9033,12,62,235,204,238,171
51,Squared_temporal,0.0,504,40620,0.9193,397.5685,3283,1527,59574,56291,56290,203,42,207,200,203,199,5398,5599,0.0224,0.0342,0.9434,0.0404,0.0885,0.8711,31,68,222,234,207,199
