episode,service_level,squared_starvation_penalty,squared_congestion_penalty,imbalance_hotspot_distance,projected_starvation_risk,projected_congestion_risk
41,0.932010312368847,-511.6272606952512,-299.25798538426415,-4.470000646357113,-23.11679210804914,-33.02115162062335
42,0.9386431560071727,-513.4909963836016,-299.5608732717748,-4.426657948418108,-22.60940935028852,-33.370461347455
43,0.9417154646682242,-513.2054942782471,-297.6356145686291,-6.312492109201902,-21.943710388998248,-33.556698221889285
44,0.9446623746069771,-514.2602083181804,-297.63055754968184,-7.118163129252124,-21.451669168786495,-33.89104091703927
45,0.9454583658521942,-516.9813184357173,-299.21528343523636,-6.864116793587876,-20.961249906254615,-34.220258686002985
46,0.941671237886268,-516.0400711085717,-297.9129453061694,-5.262246285113836,-20.08995010840177,-34.42454563309773
47,0.9409791062986121,-512.110160845813,-294.083410141097,-3.664590290796579,-19.592055801755507,-34.526896057460256
48,0.9451516917696862,-511.4569495594588,-292.66117965770036,-4.246077597049463,-18.949711419621813,-34.69531188218987
49,0.9373290377484651,-509.6033009775459,-290.1491063996505,-5.74358007385545,-18.412192809893554,-34.818883718726084
50,0.9429221665908056,-510.6723849006101,-290.26512826441876,-5.781423429370642,-17.99247269032833,-35.0444527879259
51,0.9379402585822559,-515.5312192319532,-293.0332323945044,-6.494524467520186,-17.7261691442593,-35.539843837235956
52,0.9463953948771053,-513.1818388561612,-290.23272783167204,-4.060849259112638,-17.248341998814436,-35.74154555631044
53,0.9380992838936764,-513.9759680850558,-289.85425738481007,-4.660741293226545,-16.892187555871594,-36.04012874524656
54,0.9394608135512347,-512.056810985353,-287.6747545525222,-3.995750369812574,-16.39126513106125,-36.16435765627702
55,0.9431539416699476,-514.739053694069,-289.0066472663029,-6.0674683254837465,-16.143279017506053,-36.413894751360694
56,0.9406289920311455,-516.8323405704565,-290.10719962255985,-4.965723811546416,-15.77735737595107,-36.771167882123116
57,0.9368195015727074,-520.0279251922251,-291.73096202350615,-5.066063810314075,-15.452636766518445,-37.14921214895526
58,0.9476962147780869,-519.5722614854279,-290.5149089463265,-5.394590590355664,-15.100502635492658,-37.449640488363734
59,0.9370448390009027,-524.0420286018658,-292.82619917952877,-6.027832882773877,-14.80007811006775,-37.784143739864284
60,0.9391156255702208,-521.8873373116787,-290.1326277184069,-4.683053858897261,-14.126417362318996,-37.892355528694175
61,0.9460223817053887,-522.9040131158906,-290.3477523948433,-5.160496293913948,-13.464774157145824,-38.0471152088527
62,0.9361124517374517,-526.9166039768021,-292.4013290097548,-8.128918788710333,-13.296315190947496,-38.29480967413782
63,0.9398184332351349,-526.952737392648,-291.6137948536522,-4.044666863378188,-13.109040707158828,-38.54009555984973
64,0.9440707750106041,-524.1293291005281,-288.79610004966014,-4.420029305202861,-12.867189323671065,-38.649319534041396
65,0.9401156551806367,-524.9547653546425,-288.422931442055,-5.627760581309931,-12.589750224621254,-38.8594083442092
66,0.9403238522651465,-525.5566090396928,-288.0826936294974,-4.819587872655444,-12.443767498544503,-39.100580031601055
67,0.9416213944832968,-526.3747202598488,-287.94943323043407,-4.910539920679941,-12.199439411138753,-39.4925495748327
68,0.9391387731862995,-527.3352591896361,-288.50647880867336,-5.8172802249413476,-11.955213249736394,-39.789325314987046
69,0.9430336101699996,-528.3180086222027,-288.61965489733626,-5.851685124168198,-11.534955101101085,-40.128158058755666
70,0.9397500299007295,-530.1346270646252,-289.1659487595622,-7.284670381538761,-11.257410667281713,-40.384845261326845
71,0.9438336520076482,-528.4424658066936,-286.8731731347157,-5.9552365191779035,-10.80867607551171,-40.52512433475894
72,0.9411461804083117,-530.4086881185559,-287.3908839045097,-6.596286424951023,-10.422623784850632,-40.8650904386104
73,0.9417768010356143,-531.8074467588469,-287.7638908818122,-6.533330281600427,-10.239996175519872,-41.14495807883556
74,0.9426854426405956,-531.0881654149861,-286.30171510528663,-5.085973111315089,-10.01552348441694,-41.380643546754456
75,0.9386068476977568,-533.2390806286115,-287.18797881655144,-5.106261108446547,-9.912406478254383,-41.813452245353005
76,0.9363985133677017,-537.2813590413808,-289.516458947152,-8.25452271941225,-9.888152849938121,-42.24694867572613
77,0.9423461655046984,-537.3345134085433,-288.95616064957045,-6.76642682407728,-9.576775819116577,-42.48644691391453
78,0.9411550373474221,-540.0794915252175,-290.355139440512,-7.172669745213713,-9.2579632048674,-42.735261356981844
79,0.9371713590336829,-540.6104116310947,-289.689472706583,-6.20008421143466,-8.994307788355858,-43.010201400801286
80,0.9388243853639312,-542.3469867298589,-290.4562708568613,-6.341966018016584,-8.853079654343878,-43.39062785212378
81,0.9377263945906786,-542.1428975448758,-289.59515916138645,-5.578329975384682,-8.517230936248904,-43.565403379429796
82,0.9420141193507512,-543.6732239906813,-290.1909779661178,-5.541644094835246,-8.298532875415422,-43.8864021150868
83,0.937189634935444,-545.0345782911769,-290.7728090514587,-5.698552657603603,-8.18033347183933,-44.2392896981158
84,0.9439455782312925,-545.5941857460841,-290.6760020796931,-5.959618532856877,-7.929138166666774,-44.505471348388035
85,0.9408965538144455,-548.0662527799186,-292.05891334226146,-8.755874993417155,-7.7391614178546915,-44.842668030466015
86,0.9377931076215545,-548.6688230307595,-292.00171764423567,-8.011359712465268,-7.632371335571065,-45.2561150061863
87,0.9421317615275987,-548.4738300470141,-291.24233601755645,-6.602719110690399,-7.483328915530226,-45.54836518096701
88,0.9358620898597267,-549.3531106027086,-291.23712110714706,-5.6237544104060895,-7.324665205661952,-45.88107550429992
89,0.9389094380145567,-552.5649294276768,-293.32384275808363,-7.523287702700607,-7.243106421187851,-46.33754750423458
90,0.9358323882289739,-555.7595616358304,-295.0069941806116,-7.574626253570648,-7.2297161994858135,-46.76945027972644
91,0.9419714554104421,-556.5175650353824,-295.09514523793086,-6.849479726945681,-6.995918231659596,-47.088045032683105
92,0.9406602717341968,-558.1664215619813,-295.8874996547772,-7.465544233326768,-6.870669753682919,-47.522949675776054
93,0.9392898052691867,-558.1758033374751,-295.3178083156047,-6.112626348762863,-6.675230981554575,-47.82536488613606
94,0.9319754616058747,-559.3729808541157,-295.7164235571306,-6.15519945896901,-6.4492466485999556,-48.151921862605185
95,0.9375337695863601,-562.0012360221541,-297.05343615929917,-7.050096133264275,-6.447522571862759,-48.510173632496496
96,0.9302304779510421,-562.7093455148475,-297.1988879222192,-5.595551925896277,-6.324491083503693,-48.84122777535363
97,0.9426362165078224,-565.3406599256591,-298.7120785097824,-9.306791248019483,-6.27178765808255,-49.19925522945951
98,0.931899641577061,-565.8081199360255,-298.65270999717944,-7.508792756295839,-6.05124306477994,-49.58746603657136
99,0.9467195735142667,-565.6628834990527,-297.9570038455358,-6.524022845402255,-5.8776329966339365,-49.852874447608386
100,0.9342939136673443,-568.5261625926449,-299.52607420495474,-6.927641971805431,-5.789374150023622,-50.269155045196406
101,0.9395894251348988,-569.3925938449796,-299.7308521374298,-6.58799982830194,-5.611241424171844,-50.64180782437658
102,0.9428818049230586,-571.2782531575433,-300.7909946552046,-6.457423766049251,-5.529088438245986,-51.03184636064236
103,0.9363068795773802,-571.6996638301952,-300.44698434901187,-7.73177655181798,-5.389600370120509,-51.2857824292426
104,0.9433139971747168,-575.8853692236705,-303.22449020832306,-9.284888068034315,-5.364751119964473,-51.68038154894157
105,0.9355375904562934,-577.3346576070688,-303.99355776446765,-7.474241284798462,-5.202198003712072,-51.9517307587221
106,0.9385159858436807,-578.8820846570989,-304.5239569505047,-8.179301514501287,-5.038511304418894,-52.180428795519525
107,0.9413259965908072,-579.5657591684592,-304.6952906749559,-7.665818108807152,-4.839921798123285,-52.38659516666012
108,0.938296526166732,-582.5218973104702,-306.4353657451722,-8.620131066406366,-4.756102763138979,-52.702619029331245
109,0.9442692540933899,-582.8516545811236,-306.0940715651775,-6.958109351033459,-4.614176866673375,-52.91751544349197
110,0.9356411654249197,-583.9426744492736,-306.79196004170154,-7.778122379787118,-4.43673560620005,-53.22140519215105
111,0.9376274439246731,-584.643182678949,-306.7389895121273,-9.085224959082254,-4.383648439014149,-53.432875165116236
112,0.938310796373737,-585.3726502681791,-306.90701058655577,-8.878611674135291,-4.209290366442178,-53.7105902343109
113,0.9465302518193721,-585.6475351021942,-306.60554386692786,-8.665199936690016,-4.087117862881472,-53.90731070144622
114,0.9403925369517809,-586.9580266602156,-307.0741176439972,-8.162563912837038,-3.892481273852118,-54.132889623849735
115,0.9385935853034182,-588.4917790813331,-307.80029169665005,-8.568112772776736,-3.7595327215959324,-54.35810038091263
116,0.9404232616041259,-590.9295016199239,-309.02847836927623,-8.902004434637298,-3.7013052178100936,-54.63119487845354
117,0.9418145659444963,-593.2177967795839,-310.43116613563933,-9.557955125517564,-3.598148473616175,-54.94619772225665
118,0.9354423945220225,-595.2712639857403,-311.5447220521403,-9.564227827241627,-3.544853064778115,-55.228435437933435
119,0.9412066365007541,-596.2242228625963,-311.8108889874563,-8.191867094819953,-3.436546268639116,-55.52331326577899
120,0.943224648519294,-595.7984548944385,-310.9940725180005,-7.524612544395671,-3.2284383909879546,-55.69841552361675
121,0.9344124951377877,-596.7406657408596,-311.41807126011145,-7.65435490231895,-3.1256809437290363,-55.91373287444979
122,0.9401979364076648,-597.4437754411904,-311.4604962861521,-7.187972243252834,-2.944995126032596,-56.089222983175006
123,0.9407670799902748,-597.8451542583354,-311.2541904887329,-7.47103492680174,-2.829187089210567,-56.266093952650294
124,0.9425335696476314,-599.1024912603035,-311.8640129575233,-7.863977996108888,-2.7276558105593303,-56.49022544990747
125,0.9326016902778622,-599.4613390872862,-311.87508112297695,-7.780427881903423,-2.6333465198732764,-56.72083569762488
126,0.9401108269394715,-600.2894500347825,-312.18879921955215,-8.41048749212908,-2.441857104012583,-56.89861837783314
127,0.9373121769443442,-601.7008572152394,-313.0309023853103,-9.32076944514404,-2.342835595583366,-57.168489941747275
128,0.9390826131625067,-603.680628241219,-313.9095922057799,-9.653423908159908,-2.371593574736258,-57.50005581367422
129,0.9414983036341963,-605.4784760400736,-314.9923984123491,-9.990714458095388,-2.2360071487046005,-57.73676716018135
130,0.9405082031604073,-606.245446001639,-315.16298666169473,-7.979713214901157,-2.2344371354766874,-57.95697666682122
131,0.9453515894178626,-607.4265110241425,-315.63627303889143,-7.8282929610294145,-2.1793403389900714,-58.197480205967466
132,0.9392496609914118,-608.2685388332667,-315.99883642526237,-7.729080384851357,-2.0409564247938947,-58.401995940818075
133,0.942797118847539,-609.0876043257915,-316.45661448065675,-8.292514074292177,-1.910516861157412,-58.61576657552556
134,0.9442365611024915,-610.8605305958611,-317.4393359252563,-8.998207266791775,-1.8802325708404413,-58.85773905207741
135,0.9491177551770617,-612.5062743422507,-318.23032564301184,-9.2945996839483,-1.7716438973270117,-59.057769995724165
136,0.9313023610053313,-613.3954042687035,-318.40706527129504,-8.877503365003044,-1.7261919268338077,-59.21603451413849
137,0.9435367177137345,-613.7519448991455,-318.5107461370896,-8.219598702672275,-1.5812163621400868,-59.4113616967905
138,0.9402418066150089,-614.7296174377536,-318.90889718880425,-9.50260004579027,-1.4958978696531482,-59.601207645097666
139,0.9361650851031782,-615.2946469782398,-318.9855531765057,-8.11404671627019,-1.4349144800591844,-59.76132954333967
140,0.9463224937228244,-615.4464434968364,-318.7589736251992,-7.486362163543494,-1.4183286430753117,-59.93088845057401
141,0.9460739382829209,-616.4825842774623,-319.2577290018535,-7.5185441310224,-1.3118616122351143,-60.117354257214224
142,0.9389443909484834,-618.1168250939804,-320.50935554449194,-8.609835929082683,-1.198697877979755,-60.31391397161933
143,0.9383301990985343,-619.2989382633657,-321.18255661343284,-9.469703190074382,-1.1772702190098123,-60.48855424525829
144,0.9462082728592163,-621.0294095853818,-322.09031975620695,-9.761008867346199,-1.1099418041394842,-60.643035801757094
145,0.9432874562356635,-620.6448273271626,-321.5263005009209,-8.10947124786508,-0.983875709527359,-60.78211317964681
146,0.9397064656882189,-622.1501846031011,-322.4170273152796,-9.113276011113054,-0.9498907773440044,-60.97530504619253
147,0.9387070450630157,-623.2992385020897,-323.0678652188194,-8.947458901130771,-0.8156504223483543,-61.1313033889621
148,0.9373244067188714,-623.5091652785641,-322.81295107364025,-8.547306509970333,-0.6999021699596604,-61.22917085172909
149,0.9418305733245651,-624.0525145898147,-322.8880847277152,-8.179051078802315,-0.5019167243404827,-61.37379455371705
150,0.9368461721350452,-625.6191718239157,-324.1074593201172,-9.50545683122797,-0.3831739562774712,-61.52094198138351
151,0.9434722472788502,-627.7768723275942,-325.35339252121105,-10.505320763295822,-0.3408615147420901,-61.724150871583234
152,0.9335278182954783,-628.4410452812965,-325.7227228133694,-9.573511127000632,-0.20624244851103513,-61.81902406467843
153,0.9392947254595698,-628.7816178909605,-325.6393266764883,-9.162278273673909,-0.1429087703919483,-61.96220321435727
154,0.9412363723493471,-629.1597870987368,-325.7310704202236,-8.639812600729478,0.0,-62.05001762892269
155,0.9419630917357582,-630.573642754938,-326.7497261369125,-9.575582047559372,-0.007466751124497292,-62.22520845343796
156,0.942921550946799,-630.9586265732395,-326.80948052919024,-10.22869636270868,0.0,-62.343897902278655
157,0.9408163883754053,-631.6430219764432,-327.32805277533606,-10.413909846220351,0.0,-62.49294377754072
158,0.9412831831650239,-632.467920772618,-327.7831619534617,-9.396286044046615,-0.00895526301105994,-62.64099013372518
159,0.9392698023502676,-633.4293418623989,-328.34553947020373,-9.46941513946065,-0.0050096847914858755,-62.83590375779105
160,0.9426656511805027,-633.4665720029636,-328.0505041966762,-8.904425747066805,-0.023324866741913183,-62.92184889313985
161,0.9408797477856178,-634.4259048583892,-328.679394420238,-10.078341908183157,-0.004472241824701957,-63.05345439532256
162,0.9394563918757467,-635.2486052221024,-328.87732518266176,-10.294523894201221,-0.006125280386736588,-63.13977995131167
163,0.9414718718239972,-634.9966157222169,-328.56396716566076,-9.51887348613125,-0.010556471118484392,-63.20205165172237
164,0.9439760508308895,-635.3492308291721,-328.61603067067864,-9.622414570203938,-0.0009962966363347321,-63.271373298100855
165,0.9387126950119195,-635.043153626866,-328.18116878310667,-9.606216220245797,-0.0010143133987838768,-63.33868507341897
166,0.939405762304922,-635.8129066835565,-328.6253003559119,-10.54650797653338,-0.0003982957934454244,-63.40616809937451
167,0.935293068600642,-636.7320504938731,-329.0894295029071,-11.080820355277734,-0.00037935405248000937,-63.51556347303183
168,0.9420246320216281,-637.9775855353888,-329.7865816524006,-11.117114918891064,-0.020545363701256255,-63.62733915307313
169,0.936625464655928,-638.8279324870343,-330.19441976813243,-10.626695544788566,-0.009241979490693891,-63.741358636049945
170,0.9396737181785586,-639.5817997895368,-330.57956769627947,-10.3320052972569,0.0,-63.79775809516423
171,0.9375698788263379,-640.4917575292857,-331.187717563337,-10.454295797016322,0.0,-63.921867427850856
172,0.9470244135378738,-641.4939358670543,-331.8689964616224,-10.764997827008099,-4.21531573185166e-05,-64.03819902160363
173,0.936639286695777,-642.287406015354,-332.18084873601737,-10.529880757655562,0.0,-64.13364653599194
174,0.9453840092137964,-643.1856752883348,-332.6304598384195,-10.283807273351389,0.0,-64.24031988326544
175,0.9473225816139592,-643.4069341596651,-332.6781983060411,-10.09185303541836,-0.0063997756808182454,-64.31618184242073
176,0.9354012178211852,-644.1879619848003,-332.94393283884233,-10.183488535362226,0.0,-64.41486493697708
177,0.9424623571385379,-644.722609509117,-333.345507605109,-10.569460705713963,-0.0014210038563054186,-64.48086824871704
178,0.9448336785670769,-645.7370064940193,-334.0537592046096,-10.86234606620596,-0.0035190701206720995,-64.56776313105637
179,0.9460741367330292,-645.5078396382698,-333.8225266913279,-9.566443133999867,-0.00038879416621305117,-64.62935938414338
180,0.9464044437772107,-645.7978657651853,-333.7827436234718,-9.528450581386533,-0.002003705559895164,-64.71877578103661
181,0.9410832785317151,-646.3496765153294,-333.99540703053145,-9.575279964416966,-0.003383647401341824,-64.82303120453916
182,0.9386085810162992,-647.1406452097093,-334.3753966200662,-10.631382219483832,0.0,-64.928136558154
183,0.9395697365240513,-648.6901394557196,-335.43177007907127,-11.187011651816176,-0.03848454806311938,-65.04387893079108
184,0.9437297575445712,-648.8911489324546,-335.54926935625946,-11.01809647159799,0.0,-65.11553130445796
185,0.9407579411151796,-649.5254197758088,-335.76038330512205,-10.669239336836174,0.0,-65.23422923950197
186,0.9482878682370038,-650.1725085388824,-336.19996603097684,-10.549553613841214,-0.0036306535024434794,-65.33876723042567
187,0.9442041914900051,-650.675338386614,-336.5722365039964,-10.749185763668933,0.0,-65.43706172615464
188,0.9398541193351668,-650.6204332716592,-336.3401422085012,-10.3156889070744,-0.0009562299756364491,-65.49511247154659
189,0.9392843026967863,-651.1497137231894,-336.593879666284,-10.593277297256247,-0.0008942153006634502,-65.59284773877057
190,0.9424496995425872,-650.2942016059847,-335.8479109154836,-9.068568129519782,0.0,-65.61409475281857
191,0.9444427587462451,-651.4794072040424,-336.59428821553195,-10.252134101433906,-0.0015201970135456295,-65.73094463113753
192,0.9353963083604777,-652.3016005103556,-337.03149102878467,-10.515762845242232,-0.007878034438939795,-65.83712907456248
193,0.939411048049208,-651.863866559576,-336.57951702801387,-9.926470942861036,0.0,-65.89667409945514
194,0.9341641751280305,-652.0533437925104,-336.5989565928511,-9.54535671348041,-2.346312511134265e-05,-65.96943185884507
195,0.9421007841468604,-652.7473648862373,-337.1230199723495,-10.122115543930992,-0.022733235075048444,-66.08284046142204
196,0.9398446833930705,-653.616578632478,-337.7021402462526,-10.02549070933112,0.0,-66.18450931825325
197,0.9404968053979817,-654.2426520173586,-337.99398640252394,-10.533101208731814,-0.0010637576311467935,-66.26660518552964
198,0.9417227698966097,-654.5851060893295,-338.17357975437153,-10.854932631578507,-0.00023022651434712234,-66.32044528100317
199,0.9444998037261829,-654.7513414150939,-338.169463182022,-10.496528223268989,-0.0069083088994335365,-66.3950023800961
