episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
217,0.9506057218815142,-2.4085546013401116,-1.9965807346874578,-1.0551938124059088,0.020351,0.1,0.054356,0.2,1082,553,1176,33101,38188,38174,0,0,0,0,3618,3602,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
218,0.9416320306192626,-2.425685174567645,-2.018907021369026,-1.0882069740480111,0.020276,0.1,0.054031,0.2,1282,670,1287,33443,38348,38344,0,0,0,0,3696,3676,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
219,0.941731192190654,-2.446040218955572,-2.0540028626292326,-1.1129906199816006,0.020202,0.1,0.053708,0.2,1323,611,1267,33191,37913,37906,0,0,0,0,3671,3669,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
220,0.945879310863225,-2.424512101558737,-2.0177924293698317,-1.0639634551930723,0.020129,0.1,0.053386,0.2,1208,592,1197,33259,38227,38221,0,0,0,0,3692,3684,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
221,0.9432303895009331,-2.418426212644496,-1.9898066496128475,-1.0658268554165173,0.020056,0.1,0.053067,0.2,1183,703,1192,33222,38253,38248,0,0,0,0,3650,3646,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
222,0.9461928934010152,-2.4165167232618305,-1.9737601470531518,-1.0628062484298346,0.019984,0.1,0.052749,0.2,1097,705,1064,33490,38431,38429,0,0,0,0,3671,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
223,0.9422517033346339,-2.4468625030822166,-2.027530230687725,-1.107479654395698,0.019912,0.1,0.052433,0.2,1293,631,1100,33317,37939,37932,0,0,0,0,3680,3672,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
224,0.9472652188122047,-2.4434259127812448,-2.0135131971147926,-1.0940850616384123,0.019841,0.1,0.05212,0.2,1142,633,1294,33659,38551,38540,0,0,0,0,3681,3670,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
225,0.9369156784850204,-2.4782863521280425,-2.0525074542081847,-1.1447074634950223,0.01977,0.1,0.051808,0.2,1305,807,1405,33479,38413,38408,0,0,0,0,3715,3699,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
226,0.9428339203467895,-2.4883871992828146,-2.0577058206029193,-1.150036875224,0.0197,0.1,0.051497,0.2,1279,620,1061,33219,37950,37942,0,0,0,0,3694,3693,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
227,0.9427417653617817,-2.5065336258973403,-2.0880653447099697,-1.1904442092600023,0.01963,0.1,0.051189,0.2,1321,579,1218,33183,38020,38015,0,0,0,0,3641,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
228,0.9419220470098185,-2.5025876912756964,-2.0777485538791374,-1.1962300448563483,0.019561,0.1,0.050883,0.2,1181,771,1227,33610,38543,38540,0,0,0,0,3654,3654,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
229,0.9409418348514615,-2.517060548867709,-2.095907234030378,-1.214468563385768,0.019492,0.1,0.050578,0.2,1384,600,1118,33594,38186,38178,0,0,0,0,3726,3736,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
230,0.945734822383272,-2.517473908403366,-2.0995039199067955,-1.2058624304471834,0.019424,0.1,0.050276,0.2,1141,686,1309,33668,38706,38697,0,0,0,0,3644,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
231,0.9495945253383979,-2.491865253507181,-2.0416994520810294,-1.1403326919929633,0.019356,0.1,0.049975,0.2,1228,444,1217,33171,38095,38091,0,0,0,0,3664,3655,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
232,0.9437595152094093,-2.48435102353293,-2.028220784990444,-1.1210378464618653,0.019289,0.1,0.049676,0.2,1222,662,1264,33499,38482,38473,0,0,0,0,3721,3730,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
233,0.9398536658205167,-2.51557855200327,-2.0795381035138996,-1.169214712302514,0.019222,0.1,0.049378,0.2,1248,766,1463,33485,38397,38388,0,0,0,0,3751,3756,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
234,0.9383291502330584,-2.5396906380150264,-2.1313970198018843,-1.2084350547694684,0.019155,0.1,0.049083,0.2,1317,747,1633,33468,38340,38336,0,0,0,0,3769,3787,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
235,0.9490002722405396,-2.494517154013419,-2.0391223776615566,-1.1389841191353676,0.01909,0.1,0.048789,0.2,1049,637,1299,33059,37938,37930,0,0,0,0,3737,3717,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
236,0.9418104735176449,-2.4840045184994723,-2.025583707385419,-1.124156781526337,0.019024,0.1,0.048497,0.2,1281,668,1204,33494,38520,38512,0,0,0,0,3633,3625,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
237,0.9390203764100415,-2.5013877100214246,-2.0692006450050835,-1.162134506270852,0.018959,0.1,0.048207,0.2,1257,781,1434,33421,38186,38181,0,0,0,0,3554,3574,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
238,0.9405043341213554,-2.5200831158089545,-2.0910296731367004,-1.1806428166414544,0.018894,0.1,0.047918,0.2,1358,605,1208,32994,37687,37678,0,0,0,0,3791,3787,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
239,0.9445654444013486,-2.525265888150188,-2.0936933003942597,-1.1854940696109983,0.01883,0.1,0.047631,0.2,1212,646,1076,33517,38294,38288,0,0,0,0,3661,3674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
240,0.9458092701756486,-2.514015095215408,-2.0676324296025514,-1.1634204633141045,0.018766,0.1,0.047346,0.2,1213,598,1240,33419,38139,38129,0,0,0,0,3694,3697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
241,0.9430872483221476,-2.506056580737417,-2.067352540835064,-1.1496025343843823,0.018703,0.1,0.047063,0.2,1366,542,1268,33525,38280,38277,0,0,0,0,3722,3722,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
242,0.9465462753950339,-2.5106184492701984,-2.0634876534967628,-1.1579475308928138,0.01864,0.1,0.046781,0.2,1277,499,1277,33225,38065,38063,0,0,0,0,3789,3785,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
243,0.9457941176470588,-2.4961979787385506,-2.040896271564946,-1.1362180176682672,0.018578,0.1,0.046501,0.2,1262,581,1349,34000,38809,38800,0,0,0,0,3736,3732,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
244,0.9480222973373659,-2.4733013618408437,-1.992674885591186,-1.1017770819300754,0.018516,0.1,0.046223,0.2,1137,616,1294,33726,38799,38796,0,0,0,0,3707,3715,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
245,0.9415356982487652,-2.4834229396120517,-2.0193520958326734,-1.1100486182914653,0.018454,0.1,0.045946,0.2,1381,572,1294,33405,38291,38284,0,0,0,0,3679,3680,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
246,0.9474500447360572,-2.4771377696393864,-2.018537026574952,-1.1072651936445617,0.018393,0.1,0.045671,0.2,1180,582,1350,33530,38498,38491,0,0,0,0,3659,3644,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
247,0.9390011782833318,-2.5003290285110333,-2.050989245837328,-1.1418984293471004,0.018332,0.1,0.045398,0.2,1238,781,1328,33099,37978,37971,0,0,0,0,3683,3691,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
248,0.9501291058668108,-2.4973412544229867,-2.038842027698966,-1.1380684434123456,0.018272,0.1,0.045126,0.2,1019,642,1419,33306,38506,38499,0,0,0,0,3736,3726,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
249,0.9376662184371731,-2.5360100355869735,-2.0980517263853806,-1.1986772627238225,0.018212,0.1,0.044856,0.2,1389,697,1400,33465,38037,38030,0,0,0,0,3698,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
250,0.9399154589371981,-2.552014048963291,-2.1267421953477075,-1.224203029522308,0.018152,0.1,0.044587,0.2,1288,702,1346,33120,37765,37758,0,0,0,0,3627,3634,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
251,0.9430132242753515,-2.566944802295197,-2.1563596925231283,-1.2449218763051535,0.018093,0.1,0.04432,0.2,1173,736,1504,33499,38418,38410,0,0,0,0,3661,3659,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
252,0.9365084081050568,-2.5906843181600867,-2.1950907256466192,-1.292198048628598,0.018034,0.1,0.044055,0.2,1505,632,1262,33658,38118,38109,0,0,0,0,3793,3806,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
253,0.9428726712763067,-2.5881941258792414,-2.1943738018889944,-1.2829062804152886,0.017976,0.1,0.043791,0.2,1214,678,1168,33119,38048,38045,0,0,0,0,3662,3669,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
254,0.945513963161022,-2.5993516419762197,-2.203729436482103,-1.2999495604309175,0.017917,0.1,0.043529,0.2,1191,643,1322,33660,38611,38604,0,0,0,0,3758,3747,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
255,0.9452672439534189,-2.600610550314899,-2.2022711341332477,-1.3017041538988452,0.01786,0.1,0.043269,0.2,1123,710,1230,33490,38522,38515,0,0,0,0,3637,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
256,0.9475306794372942,-2.5837859772681417,-2.1574206308388812,-1.2596290518463078,0.017802,0.1,0.04301,0.2,1187,566,1310,33410,38322,38317,0,0,0,0,3675,3675,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
257,0.9447104526154124,-2.5623592764041634,-2.1201294542410314,-1.231637542777315,0.017745,0.1,0.042752,0.2,1203,633,1348,33207,38124,38116,0,0,0,0,3657,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
258,0.9498808841711649,-2.536432230045395,-2.065814847975747,-1.1719129830771693,0.017689,0.1,0.042497,0.2,1050,612,1243,33161,38220,38216,0,0,0,0,3643,3638,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
259,0.9481806513238411,-2.53569840274778,-2.0685725858640978,-1.1699407052936595,0.017633,0.1,0.042242,0.2,1098,638,1470,33501,38579,38578,0,0,0,0,3833,3827,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
260,0.9431696587801688,-2.5391521585301096,-2.08227757965833,-1.18381539464112,0.017577,0.1,0.041989,0.2,1202,710,1202,33644,38669,38665,0,0,0,0,3742,3723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
261,0.9431620078148482,-2.552104904755519,-2.091995631332097,-1.2098919699146338,0.017521,0.1,0.041738,0.2,1149,742,1126,33270,38270,38263,0,0,0,0,3607,3608,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
262,0.9448058825309408,-2.537025978774603,-2.065244242655043,-1.1871542106205693,0.017466,0.1,0.041488,0.2,1162,662,1284,33047,37788,37784,0,0,0,0,3648,3668,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
263,0.9408787325166971,-2.5426445106462374,-2.0683909374623313,-1.1888180820089866,0.017411,0.1,0.04124,0.2,1322,652,1143,33389,38046,38038,0,0,0,0,3699,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
264,0.9415105053946621,-2.5564168604069035,-2.102705983343231,-1.222376590220531,0.017357,0.1,0.040993,0.2,1294,663,1343,33459,38232,38229,0,0,0,0,3666,3658,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
265,0.9449698040948593,-2.564115391107917,-2.1168332166971324,-1.2328490392138651,0.017302,0.1,0.040748,0.2,1095,773,1485,33945,39013,39002,0,0,0,0,3754,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
266,0.9484416049677573,-2.5644721595393842,-2.111327850290804,-1.2403842433716894,0.017249,0.1,0.040504,0.2,1139,588,1376,33496,38617,38612,0,0,0,0,3733,3733,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
267,0.9406274997777975,-2.575832679039258,-2.142765430230562,-1.25880164286426,0.017195,0.1,0.040261,0.2,1315,689,1307,33753,38584,38578,0,0,0,0,3725,3725,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
268,0.943397913561848,-2.578333552452049,-2.1636026529077608,-1.2535338184719151,0.017142,0.1,0.04002,0.2,1239,660,1160,33550,38457,38451,0,0,0,0,3718,3720,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
269,0.9415016943106831,-2.5922788045381147,-2.189164717767313,-1.2668430506685402,0.017089,0.1,0.039781,0.2,1255,713,1232,33642,38292,38289,0,0,0,0,3726,3734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
270,0.9409092285792168,-2.591714563830875,-2.1803729830642626,-1.2722321652822304,0.017037,0.1,0.039543,0.2,1298,653,1123,33017,37932,37923,0,0,0,0,3611,3628,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
271,0.9427688244650521,-2.6084287672015196,-2.2025041672250705,-1.3009128043795823,0.016984,0.1,0.039306,0.2,1169,738,1277,33321,38000,37993,0,0,0,0,3781,3778,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
272,0.9457921984107874,-2.5948948616622767,-2.164660431079616,-1.2754599427144822,0.016932,0.1,0.039071,0.2,1248,553,1193,33224,37877,37867,0,0,0,0,3670,3680,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
273,0.944647676161919,-2.6010202492345904,-2.1746701501889523,-1.2835755152569004,0.016881,0.1,0.038837,0.2,1364,482,1344,33350,38181,38171,0,0,0,0,3751,3749,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
274,0.9435726409195129,-2.6108709139757216,-2.192870272929419,-1.2972447211849942,0.01683,0.1,0.038604,0.2,1216,679,1083,33583,38311,38304,0,0,0,0,3830,3833,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
275,0.9380666466526568,-2.6375269155432695,-2.235677141141938,-1.3329645989599836,0.016779,0.1,0.038373,0.2,1359,704,1345,33310,38095,38088,0,0,0,0,3709,3719,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
276,0.9435428434800801,-2.6273643854733657,-2.210475407602742,-1.3143352723846429,0.016728,0.1,0.038144,0.2,1355,534,1282,33459,38230,38223,0,0,0,0,3704,3690,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
277,0.942690233672858,-2.6370123986553557,-2.2256484807690526,-1.322961152748067,0.016678,0.1,0.037915,0.2,1207,706,1291,33380,38124,38116,0,0,0,0,3703,3723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
278,0.9461851444863533,-2.6240189820143924,-2.1948677134153503,-1.3058161233816368,0.016628,0.1,0.037688,0.2,1246,566,1217,33671,38500,38490,0,0,0,0,3695,3682,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
279,0.9366985976397105,-2.6380246115005317,-2.225002731111166,-1.327418715613641,0.016578,0.1,0.037463,0.2,1347,761,1476,33301,38305,38295,0,0,0,0,3813,3811,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
280,0.9542934618861103,-2.617188407326796,-2.176342621165771,-1.2838344128153223,0.016529,0.1,0.037239,0.2,979,538,1164,33190,38302,38300,0,0,0,0,3687,3695,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
281,0.9448310730430645,-2.616310598154964,-2.163243751577424,-1.2741273730477176,0.01648,0.1,0.037016,0.2,1305,550,1170,33624,38400,38394,0,0,0,0,3675,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
282,0.9471515798209734,-2.6144861931141996,-2.14660393842628,-1.2499704561880796,0.016431,0.1,0.036794,0.2,1178,605,1234,33738,38599,38589,0,0,0,0,3745,3749,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
283,0.943151913875598,-2.6186066433047506,-2.1584225967435127,-1.2543267467651213,0.016382,0.1,0.036574,0.2,1347,554,1081,33440,38317,38314,0,0,0,0,3642,3639,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
284,0.9416146083613647,-2.621949723108575,-2.15952713579591,-1.2486878118182203,0.016334,0.1,0.036355,0.2,1307,637,1404,33296,38210,38202,0,0,0,0,3653,3649,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
285,0.9419186557884202,-2.619650583400053,-2.163415429006052,-1.2510403375563406,0.016286,0.1,0.036137,0.2,1218,697,1221,32971,37869,37861,0,0,0,0,3631,3641,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
286,0.9479470158892259,-2.6083413744893,-2.1298176879427295,-1.2367064865550361,0.016238,0.1,0.035921,0.2,1099,634,1196,33293,38250,38243,0,0,0,0,3615,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
287,0.936635018899372,-2.644045429285489,-2.1872371674574387,-1.292590144996288,0.016191,0.1,0.035706,0.2,1490,639,1243,33599,38056,38052,0,0,0,0,3733,3730,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
288,0.9429740134744947,-2.648016908735687,-2.191311642676909,-1.2915123586287263,0.016144,0.1,0.035492,0.2,1250,646,1302,33248,38055,38053,0,0,0,0,3734,3743,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
289,0.945731561302682,-2.656058667107653,-2.205898342459434,-1.3001167885637586,0.016097,0.1,0.03528,0.2,1164,649,1280,33408,38416,38412,0,0,0,0,3733,3737,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
290,0.9419170673076923,-2.6489503663970884,-2.1830399730835737,-1.2786284398818735,0.01605,0.1,0.035069,0.2,1248,685,1216,33280,38082,38075,0,0,0,0,3675,3674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
291,0.9465307582260372,-2.658986115867622,-2.1951221455795644,-1.2958865699487632,0.016004,0.1,0.034859,0.2,1049,745,1390,33552,38520,38517,0,0,0,0,3679,3667,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
292,0.9473402196886256,-2.657720024119143,-2.185271142365968,-1.2879868279708724,0.015958,0.1,0.03465,0.2,1143,626,1367,33593,38616,38612,0,0,0,0,3760,3755,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
293,0.945340688832563,-2.6560009467440264,-2.156606262849989,-1.2674573253628048,0.015912,0.1,0.034443,0.2,1213,620,1227,33535,38234,38229,0,0,0,0,3661,3665,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
294,0.9495147979080383,-2.6450598077712844,-2.1314283709275563,-1.2344857017707858,0.015866,0.1,0.034237,0.2,1100,570,1256,33079,38194,38189,0,0,0,0,3665,3666,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
295,0.9427505966587112,-2.6491617487081416,-2.133917317447137,-1.2261572054330419,0.015821,0.1,0.034032,0.2,1329,590,1224,33520,38401,38398,0,0,0,0,3707,3687,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
296,0.9454659987401386,-2.640669316298183,-2.1372381356585284,-1.212292551668387,0.015776,0.1,0.033828,0.2,1228,590,1063,33337,38226,38217,0,0,0,0,3729,3734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
297,0.9477054743987015,-2.632190905278835,-2.1218844004451656,-1.1963621957753414,0.015731,0.1,0.033626,0.2,1198,574,1306,33885,38777,38771,0,0,0,0,3696,3698,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
298,0.9481190512161958,-2.624232261275317,-2.1099132392050555,-1.1828638417295323,0.015687,0.1,0.033424,0.2,1069,648,1242,33095,37860,37851,0,0,0,0,3651,3670,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
299,0.9481408121004772,-2.6268464999584507,-2.11431265384955,-1.1806748700760181,0.015643,0.1,0.033224,0.2,1073,655,1107,33321,38359,38353,0,0,0,0,3660,3675,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
300,0.9403517181461398,-2.628845838048864,-2.1155927848689355,-1.1794328344992113,0.015599,0.1,0.033025,0.2,1271,720,1323,33379,38212,38206,0,0,0,0,3697,3709,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
301,0.9413118871083472,-2.6439765219971427,-2.1411587797529164,-1.203361890359437,0.015555,0.1,0.032828,0.2,1174,789,1324,33448,38469,38464,0,0,0,0,3719,3730,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
302,0.947629432677083,-2.649455433244278,-2.151673162247243,-1.2110572525164525,0.015511,0.1,0.032631,0.2,1112,641,1369,33473,38478,38469,0,0,0,0,3777,3770,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
303,0.9454914555811417,-2.6582927717676412,-2.162969994141693,-1.206990226788173,0.015468,0.1,0.032436,0.2,1198,601,1219,33004,37937,37932,0,0,0,0,3777,3797,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
304,0.9394057156522779,-2.6794967610682394,-2.1979055302893227,-1.2413493278639869,0.015425,0.1,0.032242,0.2,1329,698,1216,33452,38346,38344,0,0,0,0,3640,3650,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
305,0.9475615993260929,-2.672703253562381,-2.19472197259785,-1.2228432881304558,0.015382,0.1,0.032049,0.2,1166,577,1353,33239,38333,38324,0,0,0,0,3667,3665,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
306,0.9415967507633928,-2.6845542977278645,-2.2117119298364774,-1.2382430029485245,0.01534,0.1,0.031857,0.2,1328,642,1197,33731,38697,38695,0,0,0,0,3732,3727,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
307,0.9501628372523828,-2.6755451671193,-2.1947912263422285,-1.2172080881195215,0.015297,0.1,0.031666,0.2,1188,480,1152,33469,38287,38279,0,0,0,0,3748,3754,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
308,0.9411358795115659,-2.6949262906897524,-2.2158483309898727,-1.2453094798317388,0.015255,0.1,0.031477,0.2,1316,646,1226,33331,38268,38260,0,0,0,0,3754,3769,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
309,0.9481710057221606,-2.693125847076806,-2.2093680379248672,-1.235550531596011,0.015213,0.1,0.031288,0.2,1061,669,1147,33379,38419,38412,0,0,0,0,3796,3786,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
310,0.9454746665071484,-2.69034488018521,-2.2065186789272238,-1.2291386803334834,0.015172,0.1,0.031101,0.2,1170,653,1272,33434,38423,38418,0,0,0,0,3697,3690,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
311,0.9418781046432078,-2.7112501068195933,-2.231482992052726,-1.2559317631076132,0.01513,0.1,0.030915,0.2,1280,674,1302,33619,38608,38604,0,0,0,0,3752,3746,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
312,0.9436181559611282,-2.713004205302334,-2.2384673861729327,-1.2541124156177972,0.015089,0.1,0.03073,0.2,1256,647,1142,33752,38749,38741,0,0,0,0,3736,3755,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
313,0.9398523320727534,-2.714374477236832,-2.2423407525026064,-1.244776812316992,0.015048,0.1,0.030546,0.2,1291,713,1200,33318,38058,38055,0,0,0,0,3707,3706,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
314,0.9486804830773818,-2.720069714368448,-2.2545440072996863,-1.2553266761523623,0.015008,0.1,0.030363,0.2,1131,590,1086,33535,38419,38414,0,0,0,0,3749,3734,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
315,0.9419554381118251,-2.7322867806026423,-2.2591308374904364,-1.2719325129472587,0.014967,0.1,0.030181,0.2,1181,752,1480,33302,38484,38477,0,0,0,0,3742,3722,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
316,0.9449843958983504,-2.7145036796669904,-2.2165351651185556,-1.2298783502281372,0.014927,0.1,0.030001,0.2,1261,590,1248,33645,38509,38503,0,0,0,0,3709,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
317,0.945075813774072,-2.705722773777706,-2.1964395291874395,-1.2196663791182831,0.014887,0.1,0.029821,0.2,1226,625,1238,33701,38695,38687,0,0,0,0,3798,3807,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
318,0.9364089403479454,-2.7310606085733826,-2.249443558264784,-1.255524267058664,0.014847,0.1,0.029643,0.2,1462,669,1320,33511,38076,38068,0,0,0,0,3706,3700,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
319,0.944403803950256,-2.7372507043316783,-2.2559619930249313,-1.2623195220831314,0.014807,0.1,0.029465,0.2,1197,627,1168,32808,37658,37653,0,0,0,0,3615,3609,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
320,0.936433925514962,-2.7658652626345592,-2.308930954144373,-1.3106109060739732,0.014768,0.1,0.029289,0.2,1454,700,1366,33886,38739,38737,0,0,0,0,3673,3658,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
321,0.9478247824782479,-2.75438950443133,-2.2754925683875538,-1.2800688335326984,0.014728,0.1,0.029114,0.2,1096,643,1175,33330,38474,38467,0,0,0,0,3732,3718,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
322,0.942087018885967,-2.7642913426303126,-2.282473503543589,-1.2792142714338768,0.014689,0.1,0.028939,0.2,1216,722,1261,33464,38357,38354,0,0,0,0,3755,3737,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
323,0.9394866615174381,-2.769761953124237,-2.2943332972954833,-1.2926034582790433,0.014651,0.1,0.028766,0.2,1347,690,1331,33662,38176,38166,0,0,0,0,3724,3725,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
324,0.9421102888517546,-2.781252439515669,-2.307022988615288,-1.300506807732943,0.014612,0.1,0.028594,0.2,1275,665,1495,33512,38430,38422,0,0,0,0,3800,3804,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
325,0.9425978241269459,-2.771384751418898,-2.283566091831192,-1.2816120316478448,0.014574,0.1,0.028423,0.2,1136,774,1319,33274,38204,38198,0,0,0,0,3765,3777,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
326,0.9422934939901362,-2.780229352096496,-2.286893013995757,-1.2823505098017378,0.014535,0.1,0.028253,0.2,1308,646,1144,33861,38767,38756,0,0,0,0,3717,3722,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
327,0.9439797821770263,-2.7771395824531004,-2.2871897386047593,-1.2807579515242637,0.014497,0.1,0.028083,0.2,1213,649,1303,33238,38151,38143,0,0,0,0,3783,3803,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
328,0.9414555545609167,-2.7835723791561082,-2.302851710271112,-1.285025980326726,0.01446,0.1,0.027915,0.2,1348,614,1297,33513,38186,38180,0,0,0,0,3782,3788,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
329,0.9419597539857885,-2.781917349921023,-2.293938548182443,-1.2909933023087552,0.014422,0.1,0.027748,0.2,1273,671,1124,33494,38277,38271,0,0,0,0,3728,3723,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
