episode,service_level,rebalancing_imbalance,starvation_severity_max,congestion_severity_max,alpha,alpha_initial,epsilon,epsilon_initial,starvations,long_congestions,short_congestions,total_trips,bike_departures,bike_arrivals,total_onsite_repairs,total_depot_pickups,total_depot_deliveries,total_depot_visits,total_functional_pickups,total_functional_deliveries,broken_ratio_start_onsite,broken_ratio_start_depot,functional_ratio_start,broken_ratio_end_onsite,broken_ratio_end_depot,functional_ratio_end,new_breakdowns_onsite,new_breakdowns_depot,restored_onsite,restored_depot
104,0.9430835734870318,-2.067956934308155,-1.840529325482808,-0.9772718015146302,0.034774,0.1,0.107121,0.2,1264,632,1249,33312,38187,38179,0,0,0,0,3616,3626,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
105,0.9367644423203297,-2.0974400977915932,-1.852798100891291,-1.0091333094236188,0.034557,0.1,0.10648,0.2,1384,733,1405,33478,38225,38219,0,0,0,0,3562,3571,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
106,0.9448369156771381,-2.0734382150547748,-1.8322447181504844,-0.9814185307583242,0.034343,0.1,0.105842,0.2,1189,646,1320,33265,38235,38231,0,0,0,0,3597,3592,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
107,0.9431070263860065,-2.0482928305406616,-1.8108410191618927,-0.9308456412169185,0.034131,0.1,0.105209,0.2,1235,684,1604,33730,38672,38667,0,0,0,0,3622,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
108,0.9392178229809904,-2.0704119730797705,-1.8453778749512055,-0.9494981188656433,0.033923,0.1,0.104579,0.2,1318,690,1305,33036,37796,37793,0,0,0,0,3672,3655,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
109,0.9442183894084781,-2.0427480033356975,-1.790571748644309,-0.8904627783289656,0.033716,0.1,0.103953,0.2,1163,674,1417,32932,37777,37773,0,0,0,0,3554,3552,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
110,0.9378020035356511,-2.074605285607058,-1.83641511793372,-0.9422616964520544,0.033512,0.1,0.103331,0.2,1329,782,1364,33940,38876,38870,0,0,0,0,3640,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
111,0.9408180501930502,-2.0972772468304615,-1.857381027794959,-0.9731829899576622,0.033311,0.1,0.102712,0.2,1286,676,1348,33152,38011,38004,0,0,0,0,3698,3678,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
112,0.9393894399239769,-2.1032662395287356,-1.846232885361019,-0.9656442133054671,0.033112,0.1,0.102098,0.2,1260,781,1264,33674,38507,38498,0,0,0,0,3635,3647,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
113,0.9404877189893477,-2.1162666481082217,-1.8750532094925207,-0.9773885976184413,0.032916,0.1,0.101486,0.2,1289,739,1381,34077,38977,38971,0,0,0,0,3668,3676,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
114,0.9418014683937206,-2.0669694919270265,-1.7913532035977782,-0.9165134274129205,0.032721,0.1,0.100879,0.2,1204,746,1430,33506,38479,38473,0,0,0,0,3594,3604,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
115,0.9446575178282496,-2.06769834867448,-1.775788728304821,-0.9105664555525239,0.032529,0.1,0.100275,0.2,1060,787,1287,33374,38463,38459,0,0,0,0,3626,3632,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
116,0.944633476599809,-2.050965944683409,-1.7257331268221505,-0.8894933935590806,0.03234,0.1,0.099675,0.2,1272,583,1030,33504,38379,38373,0,0,0,0,3609,3600,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
117,0.9394970017005281,-2.097112196490309,-1.8077339588831307,-0.9515754067214859,0.032152,0.1,0.099078,0.2,1310,718,1349,33519,38316,38309,0,0,0,0,3522,3523,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
118,0.9405449296282931,-2.112199241734191,-1.8538080038967668,-0.9897635883899978,0.031967,0.1,0.098485,0.2,1218,759,1321,33252,38125,38116,0,0,0,0,3622,3630,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
119,0.9424071251382289,-2.1196283468737533,-1.8661818072507466,-0.9875370331707896,0.031783,0.1,0.097896,0.2,1265,662,1157,33459,38237,38228,0,0,0,0,3697,3698,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
120,0.9453240003605011,-2.0813476433738107,-1.798667638616223,-0.9154686451346497,0.031602,0.1,0.09731,0.2,1122,698,1391,33287,38413,38407,0,0,0,0,3573,3575,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
121,0.9405423064358053,-2.107280018108629,-1.8403710418384083,-0.9422484374004063,0.031423,0.1,0.096727,0.2,1244,758,1430,33671,38649,38639,0,0,0,0,3625,3639,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
122,0.9453372327916303,-2.070326322116555,-1.7637111066334732,-0.9082382420515891,0.031246,0.1,0.096148,0.2,1246,567,1218,33167,38140,38132,0,0,0,0,3619,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
123,0.9372520735665344,-2.1061021560481357,-1.8085512806618305,-0.9632120243769233,0.031071,0.1,0.095573,0.2,1327,761,1487,33276,38101,38098,0,0,0,0,3638,3623,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
124,0.9410795096952078,-2.156707601174243,-1.8885152078069147,-1.0334268710789583,0.030898,0.1,0.095001,0.2,1334,632,1339,33367,38236,38227,0,0,0,0,3765,3775,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
125,0.9436850901277307,-2.161261825728525,-1.8917062344684548,-1.023656874184807,0.030727,0.1,0.094432,0.2,1192,695,1291,33508,38193,38189,0,0,0,0,3825,3814,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
126,0.9417899803886611,-2.168080851838929,-1.8883566015502717,-1.0308699479247418,0.030557,0.1,0.093867,0.2,1406,553,1145,33654,38543,38536,0,0,0,0,3652,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
127,0.9441909654026288,-2.131098201276738,-1.8178433650463746,-0.960734145772779,0.03039,0.1,0.093305,0.2,1188,659,1312,33095,38108,38106,0,0,0,0,3672,3677,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
128,0.9434034869608975,-2.130463389519647,-1.8039536925914346,-0.9456935279449777,0.030224,0.1,0.092747,0.2,1274,638,1324,33783,38659,38656,0,0,0,0,3595,3584,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
129,0.9423296307415191,-2.1216058861430707,-1.7913616978030764,-0.9315262311294172,0.03006,0.1,0.092192,0.2,1189,732,1488,33310,38456,38452,0,0,0,0,3714,3721,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
130,0.937760589763732,-2.1663636422760533,-1.8603006931063595,-1.0024992512322508,0.029898,0.1,0.09164,0.2,1377,683,1294,33098,37694,37686,0,0,0,0,3655,3672,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
131,0.9440218861798395,-2.166785058222361,-1.8332081395253403,-0.9960915277047816,0.029738,0.1,0.091091,0.2,1300,562,1186,33263,38125,38113,0,0,0,0,3644,3649,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
132,0.9401668076876586,-2.183809048766639,-1.8633653150791736,-1.0123752555330425,0.029579,0.1,0.090546,0.2,1277,703,1084,33092,38118,38111,0,0,0,0,3581,3573,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
133,0.9404338656221753,-2.218691953561899,-1.9274001935422294,-1.0657444767844741,0.029422,0.1,0.090004,0.2,1286,691,1186,33190,38207,38204,0,0,0,0,3693,3699,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
134,0.9429168433165769,-2.2035972792811336,-1.8988004453813951,-1.0421968193299045,0.029267,0.1,0.089465,0.2,1150,735,1264,33022,38189,38180,0,0,0,0,3665,3659,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
135,0.9389092425460935,-2.2209554447307407,-1.9267470079449036,-1.0538632843103344,0.029113,0.1,0.08893,0.2,1410,641,1195,33573,38441,38436,0,0,0,0,3624,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
136,0.942103541586131,-2.218010805657995,-1.924651976926704,-1.0482158299840767,0.028961,0.1,0.088398,0.2,1278,669,1114,33629,38463,38459,0,0,0,0,3625,3628,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
137,0.943678471659007,-2.191469252019731,-1.8702390497992567,-0.9901873635171731,0.028811,0.1,0.087869,0.2,1173,702,1283,33291,37980,37976,0,0,0,0,3680,3686,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
138,0.9408219838495842,-2.20533431314305,-1.8646453172845256,-1.0030161716677561,0.028662,0.1,0.087343,0.2,1234,730,1361,33188,38140,38139,0,0,0,0,3613,3621,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
139,0.9382574960151574,-2.213191544890788,-1.8893094691296863,-1.004579194613747,0.028514,0.1,0.08682,0.2,1311,742,1339,33251,37812,37810,0,0,0,0,3687,3667,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
140,0.9425431523621812,-2.192846738765,-1.8622593162848347,-0.9635855983323081,0.028368,0.1,0.0863,0.2,1206,718,1241,33486,38380,38378,0,0,0,0,3701,3694,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
141,0.9441763479296992,-2.20671182888538,-1.8285162195793014,-0.976294842778372,0.028224,0.1,0.085784,0.2,1221,653,1287,33570,38529,38520,0,0,0,0,3609,3624,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
142,0.9416611535454381,-2.2061462005097585,-1.8126660360813411,-0.9824666199049109,0.028081,0.1,0.08527,0.2,1328,612,1076,33254,38035,38027,0,0,0,0,3536,3548,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
143,0.9444098734702344,-2.205627091082627,-1.8166064128718737,-0.9915268131348622,0.02794,0.1,0.08476,0.2,1168,708,1131,33747,38517,38510,0,0,0,0,3641,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
144,0.9476034891040437,-2.1918112065678512,-1.7851434199577498,-0.9655007979295805,0.027799,0.1,0.084252,0.2,1090,658,1321,33361,38297,38294,0,0,0,0,3655,3651,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
145,0.937997808900601,-2.2060251854523636,-1.8041357746815525,-0.9722498513820278,0.027661,0.1,0.083748,0.2,1426,668,1269,33773,38452,38444,0,0,0,0,3713,3721,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
146,0.9428927977180889,-2.2136048942016666,-1.7983468274881307,-0.9623607115021328,0.027523,0.1,0.083247,0.2,1191,731,1168,33656,38558,38552,0,0,0,0,3748,3736,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
147,0.9422051610151418,-2.2307869795842143,-1.8077302852259298,-0.9718713782297335,0.027387,0.1,0.082749,0.2,1171,726,1426,32823,37852,37843,0,0,0,0,3662,3670,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
148,0.9496415878561533,-2.2094138254703366,-1.759155526498437,-0.9331158502348209,0.027253,0.1,0.082253,0.2,1020,652,1296,33202,38420,38419,0,0,0,0,3659,3669,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
149,0.9472077306141807,-2.1963268617272647,-1.7401237247332861,-0.9218774467963896,0.02712,0.1,0.081761,0.2,1135,646,1313,33736,38697,38685,0,0,0,0,3757,3747,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
150,0.937913409500902,-2.2393949365170625,-1.824630121894578,-1.0027842778061282,0.026988,0.1,0.081272,0.2,1284,781,1616,33260,38253,38248,0,0,0,0,3621,3631,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
151,0.9351056900941441,-2.2816057480128893,-1.9022858737216592,-1.0731555924459295,0.026857,0.1,0.080785,0.2,1543,649,1426,33778,38279,38278,0,0,0,0,3695,3695,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
152,0.9448712966007953,-2.2607716338080284,-1.876530857019151,-1.036787595349246,0.026727,0.1,0.080302,0.2,1176,668,1191,33449,38553,38545,0,0,0,0,3656,3636,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
153,0.9348758263355369,-2.3317420273451086,-1.9710898310300928,-1.1387289270002874,0.026599,0.1,0.079821,0.2,1326,861,1407,33582,38163,38157,0,0,0,0,3729,3735,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
154,0.9390799464046449,-2.317096149371447,-1.9330516998417167,-1.1093406449404668,0.026472,0.1,0.079343,0.2,1360,686,1335,33585,38283,38276,0,0,0,0,3495,3496,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
155,0.9412526737565149,-2.3086225953344206,-1.9280983310631443,-1.0865786774414903,0.026346,0.1,0.078868,0.2,1260,690,1310,33193,38066,38063,0,0,0,0,3652,3662,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
156,0.9459939759036144,-2.3100999607292794,-1.9146107255433527,-1.0778444258881756,0.026222,0.1,0.078396,0.2,1068,725,1178,33200,38109,38103,0,0,0,0,3652,3649,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
157,0.9455590860947193,-2.277155080619024,-1.8545420201961105,-1.0171362630532195,0.026098,0.1,0.077927,0.2,1080,719,1271,33045,37956,37951,0,0,0,0,3670,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
158,0.9455380577427821,-2.274316852334275,-1.8586510743291635,-1.0071960941917666,0.025976,0.1,0.077461,0.2,1183,643,1324,33528,38338,38329,0,0,0,0,3640,3645,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
159,0.9432084135683603,-2.2894854503602566,-1.8916171634484198,-1.0320005409344302,0.025855,0.1,0.076997,0.2,1246,671,1141,33755,38789,38778,0,0,0,0,3691,3698,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
160,0.9405232505507106,-2.3100415503710865,-1.9195654041304064,-1.0686829555794184,0.025735,0.1,0.076536,0.2,1344,627,1246,33139,37854,37843,0,0,0,0,3641,3633,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
161,0.9399825338031138,-2.331684902064269,-1.9523067563707894,-1.1066895801865424,0.025616,0.1,0.076078,0.2,1319,674,1131,33207,37879,37874,0,0,0,0,3720,3718,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
162,0.9402165806509353,-2.3247019158263043,-1.9435753567966012,-1.1188593134195068,0.025498,0.1,0.075623,0.2,1231,773,1400,33521,38311,38307,0,0,0,0,3611,3611,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
163,0.9405919661733615,-2.3108343964472007,-1.9307624242762815,-1.0947525253481079,0.025381,0.1,0.07517,0.2,1319,648,1084,33110,37772,37759,0,0,0,0,3622,3634,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
164,0.9389375188650769,-2.325521407943508,-1.9358990514328476,-1.0949540743692483,0.025266,0.1,0.07472,0.2,1309,714,1314,33130,37843,37838,0,0,0,0,3771,3776,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
165,0.9483471074380165,-2.3091829562428616,-1.9189082859823823,-1.0693835048526523,0.025151,0.1,0.074273,0.2,1242,483,1231,33396,38282,38279,0,0,0,0,3701,3691,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
166,0.9437030859049208,-2.2944648896127005,-1.908357049855989,-1.0443742960316993,0.025038,0.1,0.073828,0.2,1281,609,1402,33572,38426,38420,0,0,0,0,3728,3727,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
167,0.9410610816030903,-2.316225582858427,-1.910011611074821,-1.076107760027533,0.024925,0.1,0.073386,0.2,1299,654,1328,33136,38023,38019,0,0,0,0,3708,3715,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
168,0.9468970698722765,-2.2890332544106142,-1.85029578222414,-1.0266113883385188,0.024814,0.1,0.072947,0.2,1060,707,1346,33275,38437,38431,0,0,0,0,3535,3543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
169,0.9349226416230209,-2.3122209990438543,-1.8894675168796013,-1.059962727389452,0.024703,0.1,0.07251,0.2,1310,852,1352,33222,38232,38228,0,0,0,0,3668,3657,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
170,0.9502271974963137,-2.2919379866366096,-1.8785407194516415,-1.0226823311254347,0.024593,0.1,0.072076,0.2,1151,503,1098,33231,38276,38272,0,0,0,0,3754,3761,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
171,0.9462969043852055,-2.2932527671201384,-1.8791020433524865,-1.0228627463058202,0.024485,0.1,0.071645,0.2,1045,754,1458,33499,38709,38702,0,0,0,0,3741,3735,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
172,0.9382602230483271,-2.317067080963389,-1.9025177668937174,-1.057279288646213,0.024377,0.1,0.071216,0.2,1209,867,1526,33625,38221,38215,0,0,0,0,3627,3627,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
173,0.9467665494572696,-2.3016150621504248,-1.8699510802357275,-1.0331672801213116,0.02427,0.1,0.07079,0.2,1140,601,1186,32705,37714,37707,0,0,0,0,3669,3649,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
174,0.9349654326160477,-2.3549728473104787,-1.9463595855999773,-1.1282549823028267,0.024165,0.1,0.070366,0.2,1473,700,1468,33413,38003,37992,0,0,0,0,3744,3752,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
175,0.9438905356447798,-2.360230458069332,-1.9651253633905261,-1.1386971021541985,0.02406,0.1,0.069945,0.2,1237,637,1147,33399,37986,37983,0,0,0,0,3627,3642,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
176,0.9451000359410566,-2.343033901784938,-1.9427707915249204,-1.0975413684411373,0.023956,0.1,0.069526,0.2,1144,689,1063,33388,38299,38295,0,0,0,0,3575,3569,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
177,0.9349537522076211,-2.3702584188021945,-1.967983655808695,-1.1340806841582496,0.023853,0.1,0.06911,0.2,1442,731,1514,33407,37995,37983,0,0,0,0,3684,3681,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
178,0.9428801767639067,-2.383154676278132,-1.9689547928668338,-1.1491483036310621,0.023751,0.1,0.068697,0.2,1328,585,1544,33491,38308,38302,0,0,0,0,3720,3729,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
179,0.9422212776293417,-2.41027613948689,-2.0175104687368925,-1.1914960427786168,0.023649,0.1,0.068285,0.2,1277,626,1132,32936,37775,37771,0,0,0,0,3740,3732,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
180,0.9429871840939035,-2.4175255063580963,-2.037468064935257,-1.189550389550032,0.023549,0.1,0.067877,0.2,1290,614,1132,33396,38368,38362,0,0,0,0,3723,3708,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
181,0.9496069581851332,-2.3693416157820057,-1.949565967065129,-1.1009181055435673,0.023449,0.1,0.06747,0.2,1103,583,1234,33457,38325,38322,0,0,0,0,3730,3750,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
182,0.9427898266175315,-2.362798319030208,-1.9343099510532844,-1.0807417251378861,0.02335,0.1,0.067067,0.2,1200,694,1375,33106,38230,38228,0,0,0,0,3692,3698,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
183,0.9422822822822823,-2.3749852762218397,-1.9597665071793475,-1.0896472712781273,0.023253,0.1,0.066665,0.2,1256,666,1046,33300,38390,38387,0,0,0,0,3653,3660,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
184,0.943576103523505,-2.3537822285488974,-1.9298876347399996,-1.0509642799525765,0.023155,0.1,0.066266,0.2,1211,677,1157,33461,38451,38446,0,0,0,0,3592,3596,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
185,0.9370351862194656,-2.3981483978495715,-2.005082867674517,-1.1108426035479166,0.023059,0.1,0.065869,0.2,1286,856,1343,34019,38918,38910,0,0,0,0,3682,3690,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
186,0.9416956405456004,-2.407806550782497,-2.0262278708673835,-1.1292492527154043,0.022964,0.1,0.065475,0.2,1185,777,1466,33651,38533,38523,0,0,0,0,3735,3744,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
187,0.9419544894339736,-2.4255892184567163,-2.041863722252617,-1.1363954226806925,0.022869,0.1,0.065083,0.2,1266,665,1347,33267,38193,38191,0,0,0,0,3768,3757,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
188,0.9482470286089709,-2.416772191575331,-2.007334008958527,-1.1034174259633753,0.022775,0.1,0.064694,0.2,1168,565,1181,33486,38419,38408,0,0,0,0,3727,3727,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
189,0.9384934346924672,-2.4487800858960505,-2.05836768595198,-1.158004225621231,0.022682,0.1,0.064307,0.2,1221,826,1148,33281,38250,38239,0,0,0,0,3735,3737,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
190,0.9388080408536765,-2.4844742170901815,-2.1108396407079026,-1.218400851211598,0.022589,0.1,0.063922,0.2,1424,649,1221,33877,38615,38607,0,0,0,0,3586,3572,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
191,0.9480728530121918,-2.4712833863119323,-2.0986397866482958,-1.2098509087439782,0.022498,0.1,0.063539,0.2,1166,576,1205,33547,38401,38393,0,0,0,0,3683,3674,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
192,0.9439544723198856,-2.4854918970976945,-2.0912984914640202,-1.2130266582490616,0.022407,0.1,0.063159,0.2,1205,676,1230,33562,38690,38681,0,0,0,0,3749,3750,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
193,0.9413338946355545,-2.478971916376746,-2.0988652506384535,-1.2065456080075383,0.022317,0.1,0.062781,0.2,1256,695,1402,33256,38180,38175,0,0,0,0,3812,3811,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
194,0.9386855662428158,-2.49173428994761,-2.1069918757457966,-1.2110679826291748,0.022227,0.1,0.062405,0.2,1450,609,1441,33581,38376,38373,0,0,0,0,3665,3663,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
195,0.9436757429409499,-2.465210263507067,-2.07055411008266,-1.1784925564312116,0.022138,0.1,0.062031,0.2,1220,681,1289,33751,38627,38621,0,0,0,0,3611,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
196,0.9433299601166736,-2.458373597404171,-2.0656064731196713,-1.1728110893044326,0.02205,0.1,0.06166,0.2,1206,698,1361,33598,38655,38647,0,0,0,0,3713,3701,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
197,0.9444343617664852,-2.4291512142600835,-2.0223139822093197,-1.1220224215961228,0.021963,0.1,0.061291,0.2,1268,569,1181,33060,37783,37774,0,0,0,0,3642,3661,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
198,0.9410181252617096,-2.428200176393033,-2.0105814873402252,-1.107575931309934,0.021876,0.1,0.060924,0.2,1287,685,1329,33434,38274,38265,0,0,0,0,3700,3702,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
199,0.9387105411918717,-2.4584917746221207,-2.033884638668166,-1.1530002498292125,0.02179,0.1,0.06056,0.2,1324,736,1406,33611,38406,38403,0,0,0,0,3722,3730,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
200,0.9498578285993824,-2.4148932961806966,-1.9611571897555915,-1.0754138427997781,0.021705,0.1,0.060197,0.2,1011,629,1283,32707,37893,37889,0,0,0,0,3699,3699,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
201,0.9500439274137357,-2.380032961306167,-1.9077072083636832,-1.0063083899854215,0.02162,0.1,0.059837,0.2,1103,546,1220,33009,37881,37874,0,0,0,0,3630,3650,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
202,0.9438096965300448,-2.3813241213879714,-1.8981497642428407,-1.007270221184398,0.021536,0.1,0.059479,0.2,1293,566,1179,33084,37996,37989,0,0,0,0,3553,3543,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
203,0.947753209700428,-2.380937427514499,-1.8921446044446433,-1.006388767396539,0.021453,0.1,0.059123,0.2,1172,586,1336,33648,38574,38570,0,0,0,0,3702,3697,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
204,0.9426158832099426,-2.393332002772762,-1.9162234623305336,-1.0178752921382137,0.02137,0.1,0.058769,0.2,1234,696,1321,33633,38579,38574,0,0,0,0,3706,3716,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
205,0.9403708386009271,-2.4155544934538073,-1.9583183290885324,-1.0529068408921496,0.021288,0.1,0.058417,0.2,1302,679,1239,33222,38112,38106,0,0,0,0,3829,3812,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
206,0.9398373983739837,-2.4371802809990757,-1.990823610704128,-1.101645016505308,0.021207,0.1,0.058067,0.2,1134,864,1427,33210,38368,38362,0,0,0,0,3698,3710,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
207,0.9410670905437423,-2.4398602447791777,-1.9932822175949207,-1.117155267978154,0.021126,0.1,0.05772,0.2,1239,726,1332,33343,38189,38183,0,0,0,0,3628,3620,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
208,0.9418910045961917,-2.438275175478686,-2.000777391310902,-1.1162776700626402,0.021046,0.1,0.057374,0.2,1282,665,1216,33506,38358,38351,0,0,0,0,3716,3703,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
209,0.945642071178005,-2.4184412210812587,-1.9842677729073779,-1.0841188124680528,0.020966,0.1,0.057031,0.2,1307,506,1094,33353,38085,38080,0,0,0,0,3626,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
210,0.9432306536438768,-2.432163352458952,-2.021645264003531,-1.1041065846427447,0.020887,0.1,0.056689,0.2,1218,671,1324,33275,38057,38053,0,0,0,0,3791,3790,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
211,0.9450519409513395,-2.421520408920325,-2.003512750775524,-1.0810139806485932,0.020809,0.1,0.05635,0.2,1166,643,1171,32922,37788,37782,0,0,0,0,3763,3778,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
212,0.9437840440579013,-2.4029911604344556,-1.9715073661287952,-1.0582910979620639,0.020731,0.1,0.056013,0.2,1211,657,1419,33229,38093,38088,0,0,0,0,3680,3671,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
213,0.9448795089650168,-2.4028821469532944,-1.9748948629759753,-1.0624482024406834,0.020654,0.1,0.055678,0.2,1097,726,1210,33073,37981,37971,0,0,0,0,3614,3622,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
214,0.9360748450755069,-2.4443281807826476,-2.0411791830659065,-1.1251319047092925,0.020577,0.1,0.055344,0.2,1335,790,1257,33242,38122,38113,0,0,0,0,3705,3692,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
215,0.9367202226012028,-2.4740885854499726,-2.105884383341964,-1.1800415764728003,0.020501,0.1,0.055013,0.2,1336,779,1348,33423,38263,38254,0,0,0,0,3707,3699,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
216,0.9453028523237252,-2.47194783113176,-2.1059696617838997,-1.1758540830387636,0.020426,0.1,0.054684,0.2,1176,640,1124,33201,38108,38106,0,0,0,0,3752,3760,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0
