episode,service_level,exponential_starvation_penalty,exponential_congestion_penalty,projected_starvation_risk
148,0.9405297653206077,-64.62135599991707,-47.275202185161184,-10.835175454201744
149,0.9424196937856499,-64.7836847177789,-47.386979700847064,-10.859393229086821
150,0.9405506883604505,-64.95227680688296,-47.50514196337547,-10.883047560507931
151,0.9513471016903027,-65.08194290994004,-47.59615306001972,-10.903001857009894
152,0.9401696591828782,-65.26259350100922,-47.72005524600959,-10.930381169515549
153,0.9442455242966752,-65.42382275250527,-47.83041386114321,-10.960719010362551
154,0.9423785695022923,-65.57761277837868,-47.9415955290672,-10.982297204106557
155,0.9376092948812946,-65.75662495190439,-48.0731169118183,-11.01482995465162
156,0.9449927343182368,-65.90012051951119,-48.173521662910915,-11.038357640301705
157,0.9454363271998543,-66.03289671955311,-48.27588592993609,-11.055022545693847
158,0.9395485889607825,-66.18290555998796,-48.39410781034128,-11.077116868954668
159,0.9410666425753607,-66.33992163327807,-48.50879191194596,-11.101600919677201
160,0.9386815171583384,-66.51173616719485,-48.6349163538972,-11.130531974646185
161,0.9399271119608077,-66.67774198121859,-48.75286868170152,-11.160812875319534
162,0.9399566604466382,-66.82829994151368,-48.86390978790601,-11.181169830963483
163,0.944461024233019,-66.96750549055957,-48.96262841809342,-11.20141459725098
164,0.9362805705497421,-67.12780492861266,-49.08909081702464,-11.2235916926812
165,0.9413030484160191,-67.29042114200135,-49.202996141232795,-11.25027824441473
166,0.940171957278434,-67.44187350162117,-49.315779595591536,-11.272105174390934
167,0.9354386819746018,-67.60647016230016,-49.43786400265518,-11.301392047226969
168,0.9423895851076773,-67.74201869723848,-49.54068501418246,-11.322302344381166
169,0.9434602222827897,-67.87853418596815,-49.64138256807706,-11.340437477825443
170,0.9388638412984671,-68.03154719328542,-49.75249131578021,-11.362924986331308
171,0.9448098196696469,-68.16466403067975,-49.85137276794452,-11.382512933710883
172,0.9396839729119639,-68.32252924709891,-49.958316170249994,-11.41194390446063
173,0.9484112601184004,-68.44144802763068,-50.04582030716496,-11.4282011606725
174,0.9405395758350933,-68.59860481381381,-50.16212492358221,-11.453499164922771
175,0.9419533718919564,-68.74255866890152,-50.26425193829713,-11.47643821043815
176,0.9426811506250758,-68.88759145889364,-50.363816366087406,-11.500474002936624
177,0.9423370557767732,-69.02545084093076,-50.45758251044802,-11.524131469160373
178,0.9411764705882353,-69.17152144496792,-50.563460438535415,-11.54768159066872
179,0.943155031731641,-69.30226234855341,-50.66104408581385,-11.567350121226116
180,0.9385414800215015,-69.44571947386883,-50.76599005645649,-11.592525020126159
181,0.9360115035499236,-69.59786557144108,-50.881875883624716,-11.616007671273074
182,0.9393939393939394,-69.7536467517534,-50.994224577101676,-11.644180298475112
183,0.9336658054437301,-69.91200115439125,-51.10865230980022,-11.67050133466488
184,0.940118678273442,-70.04902165319189,-51.21402834398937,-11.694165442550961
185,0.9417431883185308,-70.187223622765,-51.308099031665115,-11.71739126218802
186,0.9419559708100516,-70.30690717497565,-51.39648139705223,-11.734916664571637
187,0.9456544852516784,-70.43328898610929,-51.485209603879056,-11.754669629355917
188,0.9420848258631589,-70.56609638863222,-51.58311873029654,-11.77794449808548
189,0.9399981899906483,-70.70458362583425,-51.68579038658098,-11.802441888811526
190,0.9447695683979517,-70.8218140423246,-51.77107601763755,-11.819505818250196
191,0.9410434258142341,-70.94609590270201,-51.86952758565433,-11.837551308007686
192,0.9466506458395915,-71.05835490376386,-51.9534830478057,-11.852912185853228
193,0.9403308038890206,-71.19247671235745,-52.04900809589399,-11.872636159454045
194,0.9369938890394052,-71.33666501236014,-52.14787292693098,-11.897054152235572
195,0.9467261277006056,-71.45385806226095,-52.23225123421217,-11.916440283085633
196,0.9405455193724744,-71.59703949241928,-52.32912871893167,-11.937593917254368
197,0.946677579725961,-71.70972657074678,-52.41378160699324,-11.954690014747976
198,0.9367008443908323,-71.85657195339526,-52.52018207720834,-11.979005783867022
199,0.9455505771342096,-71.97329386925489,-52.60194072408476,-11.996901804598052
