episode,service_level,bias,rebalancing_imbalance,squared_starvation_penalty,squared_congestion_penalty,gross_starvation_risk,gross_congestion_risk,demand_weighted_depot_backlog,demand_weighted_onsite_backlog,fleet_broken_fraction,depot_idle_fraction,alpha,alpha_initial,epsilon,gamma,transition_update_interval,transition_batch_updates,remainder_batch_updates,batch_updates_this_episode
99,0.9337056201649675,-4.06812731593615,-0.8206715505715284,-0.3359322800185168,-0.18105136196893812,-0.23870796994323396,-0.16106807309994772,-0.0025243650368595664,-0.001999030012995031,-0.5057003617395653,-0.01707261935764925,0.002513,0.01,0.0,0.97,100,10,1,11
100,0.9267559533749707,-4.077031533026065,-0.8252401277866337,-0.33778988877389987,-0.18205013954057378,-0.24005302923276556,-0.16194559812593298,-0.0025395546171860586,-0.002007924041878456,-0.5085102831078732,-0.017182543838231465,0.002494,0.01,0.0,0.97,100,10,1,11
101,0.9275492101039114,-4.085622369555193,-0.8298143939632481,-0.339652299243292,-0.18304538916723212,-0.24125399202485515,-0.1627899143585797,-0.0025530333887820132,-0.002021701517718962,-0.511425256787685,-0.017263045192448704,0.002475,0.01,0.0,0.97,100,10,1,11
102,0.9317911123785878,-4.093603998311417,-0.8340255025988236,-0.34136054971771546,-0.18393698985642362,-0.24246819118549223,-0.16359907304468232,-0.002566646395600314,-0.002031242081804562,-0.5141093216399147,-0.017321536500920588,0.002457,0.01,0.0,0.97,100,11,0,11
103,0.933264469807295,-4.101236323366369,-0.837944108871162,-0.34297221195343613,-0.18478243085193466,-0.2435653870582684,-0.16433053856513316,-0.0025796418803153286,-0.0020418891744601675,-0.5167683263114636,-0.017378250505080153,0.002439,0.01,0.0,0.97,100,10,1,11
104,0.9286253586349222,-4.109545384340385,-0.8422926298423137,-0.34471109440383835,-0.18577340701431405,-0.24475840223544806,-0.1652458270761291,-0.0025944780667376114,-0.002051318808012482,-0.5193779140919835,-0.017504761838943894,0.002421,0.01,0.0,0.97,100,10,1,11
105,0.9278729419590886,-4.117944073591732,-0.846735847211505,-0.34647473893875946,-0.1868091261875997,-0.24601087840036412,-0.16617279308127575,-0.0026052206703022934,-0.0020626800381305147,-0.5219275638209532,-0.01754067536000685,0.002404,0.01,0.0,0.97,100,10,1,11
106,0.9276875807995164,-4.126210123644599,-0.8510853370382714,-0.34823522258973166,-0.18776971578243926,-0.24723368142256605,-0.16704255170046634,-0.0026184805123719936,-0.00207450134120693,-0.5248848015564348,-0.01764702393641205,0.002386,0.01,0.0,0.97,100,10,1,11
107,0.9241127102362735,-4.134918504238967,-0.8557144234933339,-0.35014297294618285,-0.18878332737811673,-0.2486391889074244,-0.16795642448138154,-0.0026323857394721156,-0.0020872239439510432,-0.5276196624508134,-0.017709794585242637,0.002369,0.01,0.0,0.97,100,10,1,11
108,0.9300543170382218,-4.142874040023573,-0.8597816930758481,-0.35182372023948705,-0.18965217182420688,-0.24988525877926734,-0.16876708927661935,-0.0026441845165885497,-0.002099250440638064,-0.5302984500143915,-0.01777332709845111,0.002352,0.01,0.0,0.97,100,10,1,11
109,0.9278537280885684,-4.150927666589125,-0.8640528650600622,-0.3535619009550842,-0.19057679919114426,-0.25108750795739904,-0.16961716781471092,-0.0026575548855667687,-0.002112961581008704,-0.5331813620717978,-0.017812837996102386,0.002336,0.01,0.0,0.97,100,10,1,11
110,0.930593390974772,-4.158489138822862,-0.8679632478237265,-0.35516555584610426,-0.19136763461213646,-0.25222205762429056,-0.1702842081682137,-0.00267051232197295,-0.002123096850014411,-0.5359536067238516,-0.017898336669902617,0.00232,0.01,0.0,0.97,100,10,1,11
111,0.9374013409148774,-4.165042788700003,-0.8713118422474594,-0.35649205782944215,-0.19209356533384384,-0.25311222456040416,-0.17090403164229342,-0.0026795008064581798,-0.0021315061383818568,-0.5379911388603682,-0.01799306918655516,0.002304,0.01,0.0,0.97,100,10,1,11
112,0.9288551579587905,-4.1724627174146836,-0.8750860502404011,-0.3580905656169523,-0.19286929981013262,-0.2542603644241404,-0.17160076894333717,-0.002693579335790901,-0.0021403396726796557,-0.5407505718769118,-0.01808909534013121,0.002288,0.01,0.0,0.97,100,11,1,12
113,0.9312175635072385,-4.179708992523146,-0.8788792893904754,-0.3596229630785285,-0.1937095327095421,-0.2553444037245658,-0.17231803400702492,-0.0027065317012943233,-0.002148108638126832,-0.5430659814374452,-0.018147475524093924,0.002272,0.01,0.0,0.97,100,10,1,11
114,0.9277181208053691,-4.185159171551701,-0.8819087834866526,-0.361118732279834,-0.19436531598921428,-0.25651422563756754,-0.1731178880661818,-0.0027194648042525196,-0.002155664533976852,-0.5452027815030716,-0.018022280671225816,0.002257,0.01,0.0,0.97,100,11,1,12
115,0.9346771877059291,-4.191911612937306,-0.8854724817157257,-0.36255467940335817,-0.19514076230896296,-0.25749595215659504,-0.1737709279088386,-0.002730368246332861,-0.0021626400746369186,-0.5475134273344773,-0.01812197047140693,0.002241,0.01,0.0,0.97,100,10,1,11
116,0.9295879895383988,-4.199240244340985,-0.8893270947479209,-0.36412993431735147,-0.19601483258805405,-0.2586872324594247,-0.17453303604965753,-0.0027420345833394917,-0.0021718779142453765,-0.5496554194423261,-0.01818068691618248,0.002226,0.01,0.0,0.97,100,10,1,11
117,0.9287377349077,-4.206785284895795,-0.8932669477957219,-0.365721217259079,-0.19688604935398055,-0.25985087368826665,-0.17529763171868268,-0.002753526634851943,-0.0021826577437405563,-0.552094469376462,-0.018289277617321784,0.002212,0.01,0.0,0.97,100,10,1,11
118,0.9256832804179476,-4.214590821919431,-0.8974377974152893,-0.36743812592596303,-0.19780586026519914,-0.26103564647144856,-0.1760259658830245,-0.0027684155186789685,-0.0021907972189430915,-0.5547175921248925,-0.01842447936874865,0.002197,0.01,0.0,0.97,100,10,1,11
119,0.929239453555563,-4.221924243306689,-0.9013260836464889,-0.3690104816915048,-0.19866379348093538,-0.2621418084426862,-0.17672348871972854,-0.002778768560465404,-0.0021994933991359806,-0.5570937309205797,-0.018516153330077823,0.002182,0.01,0.0,0.97,100,10,1,11
120,0.9315291433173384,-4.228918859569551,-0.9050322299184343,-0.37053305622038096,-0.1994566247494322,-0.26320007204496154,-0.17742007057438705,-0.002790514590399643,-0.002207869506594095,-0.5592979062018572,-0.018603375905892686,0.002168,0.01,0.0,0.97,100,10,1,11
121,0.9331853048041986,-4.235644003975888,-0.9084944969780769,-0.3719282486895095,-0.20019095556581362,-0.26421244480979833,-0.1780396897433017,-0.0028007379169522864,-0.0022155999117235837,-0.5615365446367756,-0.01867625316507391,0.002154,0.01,0.0,0.97,100,10,1,11
122,0.927059936162667,-4.24304825958312,-0.91236613982651,-0.3735048170502368,-0.20104552919779836,-0.2652882514427969,-0.17875994165627682,-0.0028150374454119467,-0.00222329969836149,-0.5639722513271055,-0.018703887827341968,0.00214,0.01,0.0,0.97,100,10,1,11
123,0.9332730984171602,-4.249341355638243,-0.9156510560257222,-0.3748629176059501,-0.20177472265576468,-0.26621670135427117,-0.17943662095446686,-0.0028219464496933686,-0.00223240073928647,-0.5656717724660301,-0.018746644093796172,0.002127,0.01,0.0,0.97,100,11,1,12
124,0.9317584417335041,-4.256069151433319,-0.9191941627123674,-0.3762909704880693,-0.2025576310325318,-0.26723705699665634,-0.18010223394713412,-0.0028331587719768463,-0.0022388063039802627,-0.567824831273839,-0.018823780486148852,0.002113,0.01,0.0,0.97,100,10,1,11
125,0.9277488509353641,-4.258511190294083,-0.9203956761256166,-0.3772596061988418,-0.2026027916996537,-0.26819284213386774,-0.18074482526171928,-0.0028444824578184543,-0.002248592290877279,-0.5690789939866091,-0.018874971965528953,0.0021,0.01,0.0,0.97,100,11,1,12
126,0.9236970094747649,-4.266170525003487,-0.9244527321849115,-0.37893170253466524,-0.20349862030559923,-0.26930834895003136,-0.1815217985829407,-0.002855479524428374,-0.0022576559049442223,-0.5713989198179674,-0.018932468547253178,0.002087,0.01,0.0,0.97,100,10,1,11
127,0.9347378719384657,-4.269687054026392,-0.9263367662815517,-0.3799475989060474,-0.20382973643414148,-0.27018513085147405,-0.18214602655386997,-0.0028643138275546774,-0.0022642336672165186,-0.5726757589803481,-0.01887721027499555,0.002074,0.01,0.0,0.97,100,11,1,12
128,0.9296856732471523,-4.276528806908754,-0.9299056116460745,-0.38140521129838256,-0.20461927781959677,-0.2712655416587733,-0.18281316394727493,-0.0028742998404554087,-0.002271714363223798,-0.5747344531941448,-0.018925739174835195,0.002061,0.01,0.0,0.97,100,10,1,11
129,0.9277904864428447,-4.283558129189316,-0.9335908102399467,-0.3829159375736737,-0.20541619042027978,-0.27234188103236634,-0.1835489511217033,-0.0028850773291962057,-0.0022808618759418476,-0.5769391063253974,-0.01900085616411233,0.002048,0.01,0.0,0.97,100,10,1,11
130,0.9330755452886724,-4.289901911476418,-0.9369323657613359,-0.3842295312420255,-0.20619842464021748,-0.27323339650701506,-0.18419482133876713,-0.002896018687435155,-0.002287431737582041,-0.5787263681549192,-0.019097287595525606,0.002035,0.01,0.0,0.97,100,10,1,11
131,0.9310321568891962,-4.296404042082764,-0.9402710074271275,-0.3855800389598354,-0.20689463752146883,-0.2742033887761469,-0.18483055775049909,-0.002905223286180323,-0.002297287859066386,-0.5809919481533886,-0.019181834578018853,0.002023,0.01,0.0,0.97,100,10,1,11
132,0.9299559915342493,-4.303031917146519,-0.9437945892791259,-0.38703668640434874,-0.20766096163835754,-0.27521070336482967,-0.18550048901308902,-0.0029163919910974636,-0.0023056267683537585,-0.5832967048308602,-0.01923487055326816,0.002011,0.01,0.0,0.97,100,10,1,11
133,0.9321424350380738,-4.3093002690623,-0.9469818095846534,-0.38830254708713713,-0.2083566893520981,-0.27611313751866595,-0.18613056496822417,-0.002925816347650059,-0.0023139253449041336,-0.585356807287038,-0.019274800840631077,0.001999,0.01,0.0,0.97,100,10,1,11
134,0.9284014414904467,-4.315901426600547,-0.9504981030032591,-0.3897332753885625,-0.209155278502158,-0.2771103380491754,-0.18683117907743313,-0.002935866006066903,-0.0023228637156033887,-0.5874486054460467,-0.019334283198439425,0.001987,0.01,0.0,0.97,100,10,1,11
135,0.9278206144864938,-4.322582360927426,-0.953996516038245,-0.39117547006949344,-0.20992964351593235,-0.27818798077268453,-0.18752139171006085,-0.002946624987835297,-0.0023310099273147807,-0.5895398025246591,-0.01955433188449527,0.001975,0.01,0.0,0.97,100,10,1,11
136,0.9297073097009286,-4.329042489378777,-0.9573901751322171,-0.39252874604076143,-0.21067548673483022,-0.27911434643699246,-0.18812071967936825,-0.002956482915638636,-0.002337743992686689,-0.59161410692895,-0.01959997451950247,0.001963,0.01,0.0,0.97,100,10,1,11
137,0.9370900771121091,-4.334567431943733,-0.9602086319956564,-0.3936593276973116,-0.2112808818253202,-0.27991120444479933,-0.18866271932885192,-0.002963937734765103,-0.002345765008700193,-0.5933155919481179,-0.019644700150256034,0.001952,0.01,0.0,0.97,100,10,1,11
138,0.9316488826253272,-4.340715474883881,-0.9634512803913616,-0.39501837966741987,-0.21197847708866904,-0.28086525149168506,-0.18929927767734986,-0.0029739322132190686,-0.0023553077678729905,-0.5953990653796446,-0.019708243112687925,0.00194,0.01,0.0,0.97,100,10,1,11
139,0.9288361503049642,-4.347259222066083,-0.9668399023248397,-0.39642336920835036,-0.2126763194200123,-0.2819184669520293,-0.18999001711792596,-0.0029849081338860213,-0.002365074233562589,-0.5977406878640209,-0.01976375345994468,0.001929,0.01,0.0,0.97,100,10,1,11
140,0.9313627678103387,-4.3533515045785265,-0.9699856833850979,-0.39771273692585657,-0.2133460691027548,-0.2828604434658678,-0.1906541690917833,-0.002993726345144048,-0.0023738875150664425,-0.5997715626303275,-0.019858991797895676,0.001918,0.01,0.0,0.97,100,10,1,11
141,0.9359151372284896,-4.358940041439115,-0.9728486174765388,-0.3988662753685556,-0.21397669273293338,-0.28371878696965575,-0.19123335956345883,-0.0030017001471401225,-0.0023811660109927025,-0.6014431279452148,-0.019893798495231513,0.001907,0.01,0.0,0.97,100,10,1,11
142,0.9329382931578594,-4.363419288750752,-0.975292281416626,-0.3999399269660858,-0.21452594197102826,-0.28451914241955906,-0.19177237819467835,-0.003011507406883416,-0.002388216968148933,-0.6028021061372532,-0.019920246871962505,0.001896,0.01,0.0,0.97,100,11,1,12
143,0.9265651438240271,-4.3699364617424035,-0.97872155986541,-0.40136237595125845,-0.2152892361955562,-0.28555347779955603,-0.1924871207548229,-0.003021687991778131,-0.002396834903126925,-0.6049901726803013,-0.019979375761158377,0.001885,0.01,0.0,0.97,100,10,1,11
144,0.9356300539083557,-4.375457087770388,-0.9815903812213506,-0.402531092529297,-0.215923842930553,-0.28642659304526,-0.19306488974025118,-0.003031365957132584,-0.0024043612649136356,-0.6066329437792983,-0.0200468198400422,0.001875,0.01,0.0,0.97,100,10,1,11
145,0.9301421721208043,-4.3815174363685845,-0.9847998715066512,-0.40387636742401456,-0.21660990998352378,-0.2873504659135539,-0.1936497523562459,-0.0030412353658548896,-0.0024115436133912388,-0.6086950359485296,-0.020243108963114837,0.001864,0.01,0.0,0.97,100,10,1,11
146,0.9336947737068966,-4.387161866915432,-0.9877682293713056,-0.4050659327932584,-0.21727207030848764,-0.288155304759505,-0.19423550525407796,-0.0030506903548063497,-0.0024172206935490497,-0.6105064535992416,-0.02031490892396193,0.001854,0.01,0.0,0.97,100,10,1,11
147,0.9311739520400738,-4.390416465786505,-0.98925177395555,-0.4059158599869933,-0.21749544864998818,-0.2889368353203731,-0.19479199118130225,-0.0030602866491950716,-0.002423450182798621,-0.6119162721478508,-0.020281332627223744,0.001843,0.01,0.0,0.97,100,11,1,12
148,0.9285629261822572,-4.3964651209734456,-0.9924657457912142,-0.40717554420219515,-0.21824615411126894,-0.28976367926755503,-0.19541611991697333,-0.0030699123452058944,-0.002430241380831308,-0.613926061240304,-0.020325340997101066,0.001833,0.01,0.0,0.97,100,10,1,11
149,0.9343755252983694,-4.401997177017335,-0.995330763529855,-0.4083404121479696,-0.2188587489384088,-0.2905881930538399,-0.19596834676157138,-0.003078479337269184,-0.0024365270318042857,-0.6156650231355244,-0.02038150335949686,0.001823,0.01,0.0,0.97,100,10,1,11
150,0.9379094420527829,-4.407015005981944,-0.9979266923027106,-0.4093713145728157,-0.21944606376467035,-0.29134317795373116,-0.1964953708483184,-0.003084349299135063,-0.0024437127602714936,-0.6170917876744612,-0.020418096721717453,0.001813,0.01,0.0,0.97,100,10,1,11
151,0.9258868984896382,-4.41233357330289,-1.000683323649074,-0.41059230100488187,-0.22006826314326142,-0.2922638551334443,-0.19712519972676015,-0.003093881430275258,-0.0024503334986765773,-0.6189808751275083,-0.0204095266815157,0.001803,0.01,0.0,0.97,100,11,1,12
152,0.9284437091626143,-4.417510881359917,-1.0033641182266815,-0.4117902235181048,-0.220659529829988,-0.2931285428477056,-0.19777481145755937,-0.0031047643342252467,-0.0024587902187497867,-0.6208996213121105,-0.02041483156268562,0.001794,0.01,0.0,0.97,100,11,1,12
153,0.9296293211162016,-4.422887468415495,-1.0062295366607361,-0.41302721984170604,-0.22128591641116688,-0.2940300754201524,-0.19837924741400306,-0.0031149687314432897,-0.0024654747341047788,-0.6227470207823649,-0.02041458372492247,0.001784,0.01,0.0,0.97,100,11,1,12
154,0.9306684884030925,-4.428646701813301,-1.0092296274943797,-0.4142597332252356,-0.2219656638937013,-0.2949200761851666,-0.19898216561162407,-0.0031235702435060695,-0.002472856666965626,-0.6246342994854703,-0.020473474397558054,0.001774,0.01,0.0,0.97,100,10,1,11
155,0.9240252915366778,-4.435127744684928,-1.0126794449207805,-0.41565187667140713,-0.22277502648528655,-0.2958578358327298,-0.19967677858623864,-0.003132516898775868,-0.002481451477958508,-0.6266514770969285,-0.02053583421371986,0.001765,0.01,0.0,0.97,100,10,1,11
156,0.928901341484123,-4.440891311332212,-1.015723921378313,-0.41692968307542044,-0.22342127459598637,-0.2967752367653773,-0.20023921069917847,-0.0031411847909109496,-0.002489197774819102,-0.6286539131165426,-0.02068049449355018,0.001756,0.01,0.0,0.97,100,10,1,11
157,0.9321674080064699,-4.44634557369645,-1.018535489536625,-0.41806242762029105,-0.22403590162491735,-0.2975739468626313,-0.20077467647224514,-0.003149216881420847,-0.002495883191451774,-0.6304341990858144,-0.020732459624837933,0.001746,0.01,0.0,0.97,100,10,1,11
158,0.9365682942423529,-4.451323303320116,-1.0210727780526567,-0.41907648608475734,-0.22459502242542892,-0.2983099247623975,-0.2012696996602922,-0.0031567387594486998,-0.0025006059738205337,-0.6318259817960242,-0.02079415216560286,0.001737,0.01,0.0,0.97,100,10,1,11
159,0.92929258649653,-4.456935789916914,-1.0240716029048655,-0.4203226073148844,-0.22523944546878785,-0.2992072160990655,-0.201836090212558,-0.0031665819562153824,-0.0025078995504347317,-0.6337133394286323,-0.020860595918605042,0.001728,0.01,0.0,0.97,100,10,1,11
160,0.9269263193390659,-4.462804999426397,-1.027127314811028,-0.4216206339356076,-0.22586616582024574,-0.30012869303249395,-0.20241605346127084,-0.0031764377686625696,-0.0025167132156682513,-0.635682138056789,-0.020902369543809435,0.001719,0.01,0.0,0.97,100,10,1,11
161,0.9282924858604902,-4.468512838114695,-1.030064764997627,-0.422802898034156,-0.22649821129939401,-0.3009731682176264,-0.20299682513335576,-0.0031854593928489867,-0.0025249747785823966,-0.6375397267507322,-0.02094748251111119,0.001711,0.01,0.0,0.97,100,10,1,11
162,0.9288134450381809,-4.474153538098111,-1.032999676534634,-0.4240131982527986,-0.22713341554026373,-0.3018803820822574,-0.20356991597789373,-0.0031935845419840568,-0.002533304622876771,-0.6394119122017391,-0.021003472016669952,0.001702,0.01,0.0,0.97,100,10,1,11
163,0.9301665596810703,-4.479615372197912,-1.0358167444328255,-0.42516580832170914,-0.22772824225845897,-0.30271765991218713,-0.20412334455110775,-0.0032014804395823367,-0.002539312969947017,-0.6412605973380247,-0.021077267694710456,0.001693,0.01,0.0,0.97,100,10,1,11
164,0.9242589454966366,-4.485648353203995,-1.0389832588729286,-0.426471610704831,-0.228391828352725,-0.3036267296727116,-0.20473671312412686,-0.0032110628953282046,-0.0025480383466470282,-0.6434647984995131,-0.021128133621260127,0.001685,0.01,0.0,0.97,100,10,1,11
165,0.9280897364747827,-4.491290424829208,-1.0419147713685322,-0.42767701090052507,-0.22903196719959074,-0.3044755756100451,-0.20530549321092884,-0.003220769882456387,-0.002553500304488295,-0.6452313633166296,-0.02119813842605823,0.001676,0.01,0.0,0.97,100,10,1,11
166,0.930060150629307,-4.496695306845262,-1.0447331054611857,-0.4288102490925434,-0.22968249574054272,-0.3052391112571929,-0.20585927682885596,-0.0032281128127093516,-0.0025597499474492645,-0.6467082196841766,-0.021227493864035493,0.001668,0.01,0.0,0.97,100,10,1,11
167,0.9307249095537987,-4.502039942696455,-1.0475000901981042,-0.42994677217506333,-0.23027646823802997,-0.3060288426781214,-0.2063694989366876,-0.0032376561688273104,-0.0025662588728761456,-0.6484203014637483,-0.021297516725267564,0.001659,0.01,0.0,0.97,100,10,1,11
168,0.9293548168708957,-4.507398790046546,-1.0502864806178538,-0.4310850896488247,-0.23087771379897323,-0.3068428352822408,-0.20692720521314273,-0.003245443249354872,-0.0025741259430549558,-0.6502244781412946,-0.021336469764787685,0.001651,0.01,0.0,0.97,100,10,1,11
169,0.9260523893212821,-4.513118050292453,-1.053318627119298,-0.43234265853033416,-0.23154303282303318,-0.30775510159904085,-0.20749889819818315,-0.003254753764732475,-0.002580863778549493,-0.6520645278362333,-0.021411903851940754,0.001643,0.01,0.0,0.97,100,10,1,11
170,0.9357183628244301,-4.517869843840941,-1.0557736214567006,-0.4333477968402043,-0.23207435050123493,-0.30845510323252123,-0.2079536997616955,-0.0032625645442599374,-0.0025865354370979807,-0.6534925879745362,-0.021466654031538905,0.001635,0.01,0.0,0.97,100,10,1,11
171,0.9365400987570237,-4.522463101320835,-1.0581359044668612,-0.43430480046806136,-0.232594437245757,-0.30914967932167864,-0.20844000738104076,-0.0032691884679396485,-0.002592284916030491,-0.6548898101632458,-0.021499204793677108,0.001627,0.01,0.0,0.97,100,10,1,11
172,0.9276740067497578,-4.527971790945078,-1.0610149295532514,-0.4354773666464069,-0.23323630110262442,-0.30999960516465985,-0.2090318811814583,-0.0032764525358902822,-0.002599343743246555,-0.6565896408819386,-0.021566592023886798,0.001619,0.01,0.0,0.97,100,10,1,11
173,0.9285218598195697,-4.533441639249063,-1.0639575846570253,-0.4366761002457811,-0.23390492561721846,-0.31083065058881365,-0.20961759619517967,-0.003286398401497379,-0.0026054108806201678,-0.6582829160888825,-0.02158923387771358,0.001611,0.01,0.0,0.97,100,10,1,11
174,0.9327232045221312,-4.538362186307951,-1.0665320345473268,-0.43770809640198394,-0.23449071060967486,-0.3115703849278586,-0.2101447099151087,-0.0032943965599232655,-0.002613137636834811,-0.6599264340818387,-0.021618646638863127,0.001603,0.01,0.0,0.97,100,10,1,11
175,0.9273819597224573,-4.543686737456715,-1.0693429234138494,-0.43885650940271864,-0.23511846429187905,-0.3124024581497997,-0.21070445993724407,-0.0033029962793082257,-0.0026203463474571906,-0.6617544734664302,-0.021644087812216523,0.001596,0.01,0.0,0.97,100,10,1,11
176,0.9291530670614758,-4.548896735550446,-1.0721215116299943,-0.44000470626293003,-0.23573830310501262,-0.3132050895407211,-0.21122888591597194,-0.003310611067815322,-0.0026269262890630074,-0.663397017122669,-0.0217145919352734,0.001588,0.01,0.0,0.97,100,10,1,11
177,0.9287179572708018,-4.554173785736443,-1.074884799845411,-0.4411475162613555,-0.2363399183779543,-0.3140340402061371,-0.21176514390792003,-0.003318683032171765,-0.0026333082888892337,-0.6650515701596463,-0.021781739368362845,0.00158,0.01,0.0,0.97,100,10,1,11
178,0.9353949682131746,-4.558718610221447,-1.0772187946145593,-0.4420770896783434,-0.2368412405628693,-0.31469298872759593,-0.21223024523093864,-0.0033259903946436073,-0.002639814090615709,-0.6664906633380749,-0.021828150510910808,0.001573,0.01,0.0,0.97,100,10,1,11
179,0.9293040603543273,-4.563780058236506,-1.0798648531273232,-0.44313892574576097,-0.23743163878545273,-0.3154215154113768,-0.21272412045599984,-0.003332382153458496,-0.002646395789001371,-0.6680678661276686,-0.021888713256343287,0.001565,0.01,0.0,0.97,100,10,1,11
180,0.9329232522668991,-4.568596545675491,-1.0823546783955607,-0.44414827730382206,-0.23795698996598602,-0.31613064318577583,-0.21321683405194997,-0.003339908504506128,-0.0026542772958905304,-0.6696622047956468,-0.021963543902067346,0.001558,0.01,0.0,0.97,100,10,1,11
181,0.9288370154230929,-4.56984017758372,-1.082907149118952,-0.444829670425189,-0.23801373999598185,-0.31689637063006454,-0.21365574806774015,-0.0033478661077767555,-0.002659030437768986,-0.6704493063567164,-0.02200342006906568,0.001551,0.01,0.0,0.97,100,11,1,12
182,0.9307658804610024,-4.574760344908996,-1.0854553598622665,-0.44590605063510025,-0.23855472599195562,-0.3176892191091316,-0.21412864791134203,-0.003355556342219496,-0.002665678639756544,-0.6721227870875722,-0.022050767799154894,0.001544,0.01,0.0,0.97,100,10,1,11
183,0.9331620406369384,-4.579415057006903,-1.0878632080964061,-0.446887307751696,-0.2390687785084054,-0.31840248183753506,-0.21459313147505396,-0.003363172755172884,-0.0026721137256845947,-0.6736978189067397,-0.02210922918903143,0.001536,0.01,0.0,0.97,100,10,1,11
184,0.9314150638572862,-4.579300592400513,-1.0872625109833918,-0.4470892787959864,-0.23854832714344487,-0.3189357510960388,-0.21493372023783117,-0.0033690569089409954,-0.0026772716636284948,-0.6741993859694376,-0.0221008580069137,0.001529,0.01,0.0,0.97,100,11,1,12
185,0.927160119829008,-4.584075647784895,-1.0898200749453195,-0.4481938935480453,-0.23911064026052725,-0.3197426658011372,-0.2154552978428569,-0.003378046646281159,-0.0026831666326315794,-0.6757669124942821,-0.02213321334003539,0.001522,0.01,0.0,0.97,100,11,1,12
186,0.9309635673560835,-4.588913713132421,-1.0923852014993758,-0.44921816747018267,-0.2397018702933823,-0.3204546036547323,-0.21595867282345899,-0.003386770410853968,-0.0026886114786745644,-0.6773203400247887,-0.02215159103387482,0.001515,0.01,0.0,0.97,100,10,1,11
187,0.929659271265998,-4.593760023308418,-1.0949352307115594,-0.4502660467419822,-0.2402677941802847,-0.3212182569702682,-0.21645244419803122,-0.0033942778024827077,-0.0026942723283688284,-0.6789439424297949,-0.022214646494505844,0.001509,0.01,0.0,0.97,100,10,1,11
188,0.9281096500852422,-4.598720686239135,-1.097522799457105,-0.45131668775878697,-0.24083419884335294,-0.32195102826395366,-0.21697076752911224,-0.0034016751097763957,-0.0027004873938857583,-0.6805528357542686,-0.022284348252018322,0.001502,0.01,0.0,0.97,100,10,1,11
189,0.9277213449998324,-4.597523604039871,-1.096990519968274,-0.4518380999655406,-0.24062779861805297,-0.3225606574213149,-0.21741911262125405,-0.0034072619964610356,-0.002706100047910866,-0.6805137627345224,-0.02231836672071396,0.001495,0.01,0.0,0.97,100,11,1,12
190,0.9306789606035205,-4.602281810220258,-1.0994870148294487,-0.45286961036111967,-0.24115675428547825,-0.3233118146989004,-0.2178673789082218,-0.0034153190292332096,-0.002711633694890407,-0.682135629670073,-0.02237051209358859,0.001488,0.01,0.0,0.97,100,10,1,11
191,0.929962458939465,-4.607081884366417,-1.101982460915531,-0.4538727884552283,-0.24169772094118755,-0.3240255926341171,-0.21836183338871562,-0.003422705749324418,-0.002717927461474574,-0.6836050246048615,-0.022413335848204263,0.001482,0.01,0.0,0.97,100,10,1,11
192,0.9276219110518048,-4.610625031037366,-1.1038011177323492,-0.45473599204819004,-0.24211722304047478,-0.32478391072859986,-0.2188804920547051,-0.0034296324326238267,-0.002723113994225635,-0.6847113637014284,-0.022480815692634094,0.001475,0.01,0.0,0.97,100,11,1,12
193,0.9360164077735189,-4.614832060780206,-1.1059486238432117,-0.45563998742026485,-0.24256743212828116,-0.32546637727328015,-0.21928298869810764,-0.003437507678167983,-0.0027288136749693257,-0.686231341855206,-0.022511852842312868,0.001469,0.01,0.0,0.97,100,10,1,11
194,0.9325051551576724,-4.619331476637793,-1.1083151335648171,-0.4566145601386749,-0.2430980409784904,-0.3261496406258744,-0.21975313383727346,-0.003444352815283593,-0.002733907557415551,-0.6876523663973195,-0.022543894804929417,0.001462,0.01,0.0,0.97,100,10,1,11
195,0.9331153039832285,-4.623760303420556,-1.110610404159477,-0.4575751986870136,-0.24357697163635314,-0.32687804007529414,-0.22018113683701512,-0.0034517845182999436,-0.0027399551242162,-0.6890994471891205,-0.02264095488427841,0.001456,0.01,0.0,0.97,100,10,1,11
196,0.9317133345725536,-4.628255055467724,-1.1129488321772558,-0.4585208514601946,-0.24408458472625452,-0.3275635787600946,-0.220645507481394,-0.003459863543389562,-0.002745898689673901,-0.6906432884284518,-0.022678571446759183,0.001449,0.01,0.0,0.97,100,10,1,11
197,0.9318391363384909,-4.6327656149058,-1.1153056513723054,-0.4595100588504832,-0.24459235728687148,-0.3282599061129495,-0.22110692809148008,-0.00346714793617796,-0.0027529707996361095,-0.6921837663053734,-0.022696512294229015,0.001443,0.01,0.0,0.97,100,10,1,11
198,0.9314700667060711,-4.635149328710852,-1.1166738084975052,-0.46028960985525247,-0.24486785186568397,-0.32892781015624883,-0.2215433989997614,-0.003472699927040022,-0.002757294451173328,-0.6932009299017172,-0.022654980618787846,0.001437,0.01,0.0,0.97,100,11,1,12
199,0.9299529010922938,-4.639781381479263,-1.11907438697559,-0.46123538949710813,-0.2454237228804062,-0.329583226198354,-0.2219963473128223,-0.0034797925578705998,-0.0027626002051769722,-0.6946036159470356,-0.022704555201207552,0.001431,0.01,0.0,0.97,100,10,1,11
200,0.9353359710642055,-4.643874627808567,-1.121229564497669,-0.462106959617739,-0.2459059450685254,-0.3301968496490365,-0.2224200757132281,-0.0034869812476030315,-0.0027671136680722016,-0.6959443541497178,-0.02277084027590096,0.001424,0.01,0.0,0.97,100,10,1,11
