episode,service_level,rebalancing_imbalance,vehicle_functional_load
0,0.9225921567138681,-0.3222253185285692,-0.015079603410678865
1,0.9113618974751339,-0.8941292665123828,0.021889302721686793
2,0.9152226569778275,-1.0109729855065337,0.09955806845471547
3,0.918415720457239,-0.6975582721364536,-0.008207411626201309
4,0.9108772723844007,-1.0421816176981842,0.022923412266416695
5,0.9133411065558356,-0.9623214675902454,0.09177476472208022
6,0.9182692307692307,-0.8575665577650919,0.038233639000462116
7,0.9142537313432836,-1.0282554128737456,0.0381204875755536
8,0.9160669646238921,-1.0584119374362064,0.03246015653652199
9,0.9162851782363978,-1.137810505167428,0.01546950308549202
10,0.9141838649155722,-1.156547215983494,0.022092653045032894
11,0.9164237859116545,-1.0687314411782431,0.05955010534974956
12,0.9174775590254205,-1.039008847048595,0.03282199279059013
13,0.9200121538987428,-0.8882353579786356,0.013367940820653972
14,0.9013689279890789,-1.2036216071458867,0.013718605859408223
15,0.9058953042553999,-1.2614569610912165,0.01841296446264905
16,0.9064785788923719,-1.2543765890885414,0.023222571281900996
17,0.9155575607188511,-1.1446538745282295,0.08564632519650699
18,0.9196371196371196,-0.9279630805785234,-0.005789775528293697
19,0.9113108102984112,-1.0942286903148275,0.0036490230011383303
20,0.9249292319305529,-1.1231423077982732,0.020508470118782107
21,0.9130565470599286,-1.2097916232076855,-0.0010673642219617475
22,0.913642851776726,-1.2602075677304132,0.01086095254853453
23,0.9197399394686694,-1.1649380918858079,0.02576918867932075
24,0.9128072541966427,-1.1356255976247116,0.024110676213586486
25,0.9189629685782511,-1.2006630515584609,0.0054494927680679
26,0.9197852933448444,-1.1745162200445822,0.00566967292646228
27,0.9133435870503057,-1.242918939952881,-0.005921934920129531
28,0.9059026088258413,-1.373973468544505,0.004261101858704905
29,0.9209663437982889,-1.2857503245557576,0.0358091076475293
30,0.9133107088989442,-1.2598117189339686,0.03062689979752426
31,0.9243738684369343,-1.1918584960495628,0.027466112310755245
32,0.9148266166822868,-1.2316537877258618,0.012454953783216363
33,0.9199560156220377,-1.2324916229442329,5.870034230363662e-05
34,0.914048473967684,-1.2536677374535368,0.01689394878886502
35,0.9140112822076536,-1.2080782514224522,-0.008968330055888435
36,0.9193237263134006,-1.2106645480331986,0.013783554330849499
37,0.9254465637299425,-1.1768762531810153,0.02532234370284763
38,0.9246101492090797,-1.1506220884650125,0.024090491398129302
39,0.9123468426013195,-1.173154109738243,-0.012839087915994628
40,0.9242274694404373,-1.2157846622111088,-0.016938087800729078
41,0.9170674883511198,-1.2361175128086923,0.016917295091464196
42,0.9139027714675148,-1.2839849974973472,-0.01822794197417042
43,0.9116069754359648,-1.3369751026383982,0.010629460155455397
44,0.914276159334126,-1.301659271995093,-0.015713745161432965
45,0.9219312725090036,-1.3044116073325405,0.0163091931129026
46,0.9179387122690232,-1.2729748620224066,-0.006213478805456382
47,0.9134565233589151,-1.290356696128867,-0.00832119769486972
48,0.9090225563909774,-1.3221840000270875,-0.016486438122396543
49,0.9085777070546336,-1.3526397055062913,-0.0019154516693828216
50,0.9193878324115463,-1.3041984445008277,0.00765934259420509
51,0.910348224773597,-1.3268185708902611,-0.00019637170585450064
52,0.9015236808526608,-1.3753974686830313,-0.035813785003598345
53,0.9205245455576131,-1.3752065859997797,0.009814139582743202
54,0.9070609535304768,-1.3777445673612239,-0.00401216157839321
55,0.9102481530592915,-1.3760603045459563,0.007575932754337001
56,0.9211093990755008,-1.340167013336967,0.0298129777113889
57,0.9208021370254712,-1.2871987367138948,0.030005428588297262
58,0.9281692284279409,-1.2170848755544323,0.033070161741224326
59,0.9206597686228094,-1.1898189396946235,0.020078932323096342
60,0.9165469801194346,-1.1995297399243803,-0.0020023660277124055
61,0.918523834705749,-1.2050624284064975,-0.0013057598502828629
62,0.923425635601224,-1.2039193729989044,0.0018984941921300724
63,0.9187478811165104,-1.195796914972313,0.005404094487223532
64,0.9116199284009546,-1.212792770747548,-0.0015916034852044663
65,0.915561416729465,-1.2255848106771878,-0.012497711842495603
66,0.9260700389105059,-1.2192882244432266,0.004179473047136721
67,0.9154333245906553,-1.226894138326053,-0.010357982681516543
68,0.9169510371534834,-1.2395925508342145,-0.009238415667342894
69,0.9254417632528976,-1.2431937104622626,-0.002235965028660132
70,0.920741102634447,-1.2493944149628766,-0.007627827734419121
71,0.9225936728741306,-1.251451393433205,-0.009202797425162104
72,0.9281761716544326,-1.2502133079629463,-0.011402546460198835
73,0.9007057586905924,-1.2937411390426972,-0.03219898552108785
74,0.9127685053513959,-1.321616330120742,-0.02109915682609512
75,0.9193206747862924,-1.315175517098328,0.003224965749780239
76,0.9311023622047244,-1.2885523223146786,0.01589084449751954
77,0.9154097867378794,-1.2578752204553878,0.018101952455382157
78,0.907830435276736,-1.2414549199207892,0.01924254876751026
79,0.9163763066202091,-1.236543200214141,0.012313130017842837
80,0.9122221805779394,-1.2339033866311055,0.012171452876023076
81,0.915980911584564,-1.2363637297986432,0.006160995454486886
82,0.9210586881472957,-1.2281490304384333,0.010045128138659161
83,0.9235644616493984,-1.2206394882168126,0.003293677219307642
84,0.9126061689763075,-1.2259594371994593,0.003026414912372569
85,0.9235375403040074,-1.2237499876045412,0.0022844764419375284
86,0.9212346792991954,-1.219437221427647,0.006081595970375352
87,0.9104703522912173,-1.228526652514737,-0.005348311911226002
88,0.916779993955878,-1.235481095110688,-0.007715973671542548
89,0.91894557178077,-1.2386044748079856,-0.005487845168068173
90,0.9182476844935763,-1.2459511242760954,-0.0028762236173778587
91,0.9169903828021875,-1.2479156611075806,0.001992076253990269
92,0.9245290156616479,-1.2448784615320605,0.0039025003864147628
93,0.9054880350267985,-1.250273246017278,0.000763576618295424
94,0.9193898951382269,-1.2460132881123722,0.0015159746827798897
95,0.9155209976710991,-1.2479068792489314,-0.0020553946345779777
96,0.9153057349031523,-1.248607518022968,-0.004297946967096693
97,0.9208036049568156,-1.2445309135944158,0.0006732518947239956
98,0.9203317607670065,-1.2446187163646067,-0.003048234461191631
99,0.9201395472299116,-1.2445496910339573,-0.0028634142467846148
100,0.9183421780402122,-1.242898410636775,-0.0010935043153654986
101,0.9137318621523579,-1.2458843196093823,-0.0024569470965943815
102,0.9167479918925006,-1.248914754497602,-0.004856596671410144
103,0.9199501341090249,-1.2488535872775832,-0.0026996743990820183
104,0.9092243975903614,-1.2531326868078825,-0.003204827995474891
105,0.9209637469038505,-1.2525912881950896,-0.0027046784400941216
106,0.9204605913202097,-1.2524466958877651,-0.00438695344690406
107,0.9187304459270986,-1.25135636391828,-0.003204224997611205
108,0.9174034610443588,-1.2546620108181117,-0.004336209041770641
109,0.9081012948321302,-1.2587148862903346,-0.007333347499123896
110,0.9218436873747495,-1.2581817946073934,-0.004829035290772628
111,0.9141187050359713,-1.2611332061551488,-0.0056531734440806265
112,0.9233511586452763,-1.259383904719818,-0.0014935613453315266
113,0.9205225706863447,-1.2602776887048646,-1.3147838585138207e-05
114,0.9179206049149339,-1.2613765989309151,-0.0029495974753404085
115,0.905446179376933,-1.2649956662345019,-0.004333799722241847
116,0.9194352475548959,-1.264893324316987,-0.0062666490959077175
117,0.92713923673226,-1.263042788668257,-0.00257728778257486
118,0.9158910200851641,-1.2636508795059982,-0.0035082957510866883
119,0.9174664824289502,-1.2642431000559826,-0.0031912403073445744
120,0.919159380273048,-1.2640288548262901,-0.001912144677852105
121,0.9189810453329313,-1.2647575039351286,-0.002216937889276662
122,0.9172353654837732,-1.2645788582160054,-0.0023352341146083144
123,0.9228947757880717,-1.2661678340738973,-0.0032527772076098365
124,0.9178425125170687,-1.2661141300519456,-0.0026786574697987044
125,0.9137626405022368,-1.2675698305585024,-0.0017447336883267095
126,0.9071728362385147,-1.2700377431663588,-0.0028188782780701146
127,0.9197005784280368,-1.2709972928418278,-0.001810282086740697
128,0.9188257575757576,-1.2711617316493646,-0.0015367006286193185
129,0.9231373135444316,-1.270896316374019,-0.00037130248209499956
130,0.919644559704054,-1.271047670359473,-8.424061380686722e-05
131,0.9137224209898629,-1.2732381130681174,-0.0018574483812464726
132,0.9165237491611364,-1.2737516365148804,-0.0014383665133953195
133,0.9223141114395839,-1.2725428967154813,0.0002682088530132873
134,0.9249811035525322,-1.272459774536488,0.00036186742534695615
135,0.920390636874905,-1.2709529772486416,0.0014327417854890722
136,0.9081866870696251,-1.2724681314461481,-0.000358684238142614
137,0.9186820626622033,-1.2725598883553755,-0.001133981250492773
138,0.9191665102308992,-1.2727694551468987,-0.002316988159423253
139,0.9063276836158192,-1.2741859723616127,-0.0020108819158835
140,0.9183509416628388,-1.2747432368823797,-0.0018476380963562055
141,0.921742063640793,-1.2741917081819096,-0.0007587999106572133
142,0.9147050059594756,-1.2749423066180612,-0.0006243387383592037
143,0.9106236336013636,-1.2756424844481542,-0.0017576931126325008
144,0.9168850902184236,-1.276067777271821,-0.0022077453702950963
145,0.9142186553603876,-1.276232434516313,-0.002399426298938667
146,0.9203740865548445,-1.2761510329116728,-0.0021854661699017845
147,0.9201459414729557,-1.2760798065397176,-0.002046200103044198
148,0.9169610650403481,-1.2762628064149122,-0.0019733715809908577
149,0.9234304379201641,-1.2752301080833666,-0.001336045538711836
150,0.9135171688331204,-1.2752737301943675,-0.0013245131979474822
151,0.9295127416353348,-1.2741471292154765,-0.0010889867049367226
152,0.932643076572989,-1.2729555306996099,-0.00014108419330597933
153,0.9184593243447963,-1.2725968738970979,-0.0005012625251666023
154,0.9222776548257624,-1.2722544790675263,-0.00022170233425021385
155,0.913480209111277,-1.2725501950213711,0.00021914143500922337
156,0.920600777387826,-1.2722847835249025,0.00012885806739018683
157,0.9252982749449046,-1.2720313378879027,0.000577673034706294
158,0.9099058549941863,-1.2729332937861801,-0.00015485084537581058
159,0.9076986911093509,-1.273992708548641,-0.0005703120206715687
160,0.9101927130382415,-1.2746511531634512,-0.0004718890744457181
161,0.9147953435974465,-1.275058353284783,-0.000507087930976828
162,0.9149297048735442,-1.2753083777696115,-0.0008015307144678909
163,0.9185294451378645,-1.2750262178051346,-0.00041284148531281196
164,0.9144407033295923,-1.2753949757517309,-0.0009632685089674839
165,0.9126588021778584,-1.275679620032629,-0.0008365660117373092
166,0.9190286444628224,-1.2755036502374357,-0.001025643044928235
167,0.9068131372032655,-1.2758611602421095,-0.0013487678553379173
168,0.9144149194603282,-1.2761593130250042,-0.0014280195432286767
169,0.9232270901377783,-1.275973226086613,-0.0014723232358865004
170,0.9173745173745174,-1.2760422708023815,-0.001333041172390323
171,0.9171404154126259,-1.2763884171486546,-0.0015948196043096233
172,0.919352988413445,-1.27628432962889,-0.0013260626945420198
173,0.9233414315081293,-1.276200369653855,-0.0010962384121734412
174,0.9145525350674883,-1.2766024488246206,-0.0013212114206424222
175,0.9255577477614205,-1.2767066795034712,-0.001160792166840394
176,0.9181015122024255,-1.2768303941721608,-0.001424343499958804
177,0.9132235990382838,-1.2772294006320875,-0.001856869033832733
178,0.9130317923514053,-1.2772587045478072,-0.001922342779161521
179,0.9220906924851556,-1.2771875157503112,-0.0017815632306272203
180,0.9281130140887859,-1.2769308163424302,-0.0014481088551872433
181,0.909702642757791,-1.277204401206485,-0.0014700727217481918
182,0.9095605300591451,-1.2775759898992896,-0.0016742008049738127
183,0.9230769230769231,-1.2776225600235642,-0.001537390482875419
184,0.9201447712921608,-1.2775593487855443,-0.001497938772236266
185,0.9134376044878701,-1.2777867501980105,-0.0017506494060179705
