Seed,Day,Hour,Time (minutes),Starvations,Bike Starvations,Long Congestions,Short Congestions,Maintenance Violations,Maintenance Starvations,Bike Pickups,Bike Deliveries,Maintenance Time (minutes),Avg Bike Criticality,Bikes Critical (>0.83),Bikes High (0.60-0.83),Bikes Medium (0.30-0.60),Bikes Low (<=0.30)
1,0,7,420,0,0,0,0,0,0,0,0,0.0,0.4443,35,153,376,204
1,0,8,480,0,0,0,0,0,0,0,0,48.65,0.4413,36,152,365,215
1,0,9,540,1,1,0,0,0,0,14,8,33.5,0.4391,36,151,357,224
1,0,10,600,0,0,2,0,1,0,23,11,22.88,0.4376,35,147,361,225
1,0,11,660,1,1,0,1,0,0,5,16,10.77,0.4382,34,150,360,224
1,0,12,720,1,1,0,3,2,0,23,20,12.57,0.4402,35,151,355,227
1,0,13,780,2,2,1,6,0,0,20,26,21.96,0.4399,36,147,360,225
1,0,14,840,6,6,5,0,2,0,14,11,10.5,0.442,35,147,365,221
1,0,15,900,69,56,19,10,0,13,29,17,3.0,0.4485,37,147,377,207
1,0,16,960,22,19,12,6,3,3,20,27,0.0,0.4538,38,151,381,198
1,0,17,1020,15,15,12,5,2,0,16,12,33.06,0.4503,35,148,386,199
1,0,18,1080,8,8,18,13,0,0,16,16,25.26,0.4482,36,145,385,202
1,0,19,1140,16,11,32,4,1,5,9,16,28.95,0.4459,36,142,386,204
1,0,20,1200,3,3,9,4,0,0,2,10,24.0,0.4461,36,144,380,208
1,0,21,1260,0,0,2,3,0,0,25,7,18.5,0.4439,33,143,380,212
1,0,22,1320,3,2,6,0,1,1,10,23,38.82,0.4382,35,131,382,220
1,0,23,1380,0,0,3,0,0,0,19,5,25.62,0.4335,33,126,386,223
1,1,24,1440,0,0,0,0,0,0,0,0,0.0,0.4339,33,127,385,223
1,1,1,1500,0,0,0,0,0,0,0,0,0.0,0.4339,33,127,385,223
1,1,2,1560,0,0,0,0,0,0,0,0,0.0,0.4339,33,127,385,223
1,1,3,1620,0,0,0,0,0,0,0,0,0.0,0.4339,33,127,385,223
1,1,4,1680,0,0,0,0,0,0,0,0,0.0,0.4339,33,127,385,223
1,1,5,1740,0,0,0,0,0,0,0,0,0.0,0.4343,33,127,386,222
1,1,6,1800,9,8,4,3,1,1,0,0,0.0,0.4373,33,130,385,220
1,1,7,1860,13,12,7,10,1,1,0,0,0.0,0.441,35,130,390,213
1,1,8,1920,8,8,8,12,0,0,20,39,6.93,0.4419,36,126,400,206
1,1,9,1980,3,3,3,7,0,0,15,8,23.0,0.4407,35,127,395,211
1,1,10,2040,11,8,7,6,0,3,20,13,20.5,0.4396,33,127,398,210
1,1,11,2100,17,11,9,17,2,6,20,15,29.5,0.4378,36,119,396,217
1,1,12,2160,16,10,6,8,0,6,5,25,16.55,0.4372,34,120,395,219
1,1,13,2220,23,7,8,2,1,16,27,15,37.05,0.4344,32,121,387,228
1,1,14,2280,26,19,5,15,2,7,20,12,23.88,0.4354,37,120,380,231
1,1,15,2340,66,59,21,5,0,7,6,25,0.0,0.4426,38,133,387,210
1,1,16,2400,26,21,31,14,1,5,9,8,21.16,0.4441,39,137,386,206
1,1,17,2460,14,14,10,14,1,0,12,12,29.71,0.443,39,135,385,209
1,1,18,2520,8,7,5,11,1,1,14,9,9.0,0.4447,39,134,395,200
1,1,19,2580,10,10,8,11,1,0,18,5,22.37,0.443,39,131,394,204
1,1,20,2640,7,0,4,0,1,7,6,20,25.0,0.4422,41,127,393,207
1,1,21,2700,4,0,1,3,0,4,10,16,29.5,0.4384,40,121,394,213
1,1,22,2760,2,2,0,2,2,0,14,11,30.35,0.4339,41,110,398,219
1,1,23,2820,0,0,1,1,1,0,8,0,36.0,0.4316,41,108,395,224
1,2,24,2880,0,0,0,0,0,0,0,0,0.0,0.4316,41,108,395,224
1,2,1,2940,0,0,0,0,0,0,0,0,0.0,0.4316,41,108,395,224
1,2,2,3000,0,0,0,0,0,0,0,0,0.0,0.4316,41,108,395,224
1,2,3,3060,0,0,0,0,0,0,0,0,0.0,0.4316,41,108,395,224
1,2,4,3120,0,0,0,0,0,0,0,0,0.0,0.4316,41,108,395,224
1,2,5,3180,3,3,0,0,1,0,0,0,0.0,0.4319,42,108,396,222
1,2,6,3240,7,2,1,16,0,5,0,0,0.0,0.4345,43,108,397,220
1,2,7,3300,45,26,10,22,1,19,0,0,0.0,0.4379,43,110,401,214
1,2,8,3360,35,25,4,13,2,10,14,25,10.87,0.4383,43,108,406,211
1,2,9,3420,18,14,2,4,0,4,14,14,25.29,0.4358,42,105,409,212
1,2,10,3480,31,24,1,0,0,7,27,15,18.84,0.4354,42,106,406,214
